dataset,dataset_title,scope,method,label,clip_style,content_lpips,one_minus_lpips,aggregate_art_fid,aggregate_art_fid_fid,aggregate_art_fid_content_lpips,summary_path,artfid_path,source_type,point_order,train_time_label
distinct5_512,Distinct5-512 / 1000 per style,full,LANCET,LANCET best-lpips (F e1),0.696914507508278,0.31864464036,0.6813553596399999,122.63254700962189,92.61727192582305,0.309935063123703,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\artfid_metric_hacking\distinct5_aggregate_artfid_keypoints.remote.csv,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\artfid_metric_hacking\distinct5_aggregate_artfid_keypoints.remote.json,targetwise_remote_bundle,5,1.2m
distinct5_512,Distinct5-512 / 1000 per style,full,LANCET,LANCET best-style (K e1),0.7009949656327565,0.3622938977466666,0.6377061022533335,157.1687499147529,112.52361103288379,0.3844586908817291,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\artfid_metric_hacking\distinct5_aggregate_artfid_keypoints.remote.csv,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\artfid_metric_hacking\distinct5_aggregate_artfid_keypoints.remote.json,targetwise_remote_bundle,4,1.2m
distinct5_512,Distinct5-512 / 1000 per style,full,SaMAM,SaMAM best-lpips (2250),0.5810966821114222,0.3538204092184702,0.6461795907815298,146.07096815798894,114.06197350041356,0.26949819922447205,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\artfid_metric_hacking\distinct5_aggregate_artfid_keypoints.remote.csv,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\artfid_metric_hacking\distinct5_aggregate_artfid_keypoints.remote.json,targetwise_remote_bundle,3,7.6h
distinct5_512,Distinct5-512 / 1000 per style,full,SaMAM,SaMAM best-style (2k),0.5833460243542989,0.3621530055602391,0.6378469944397609,152.2123439756121,118.74986367096437,0.2710857391357422,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\artfid_metric_hacking\distinct5_aggregate_artfid_keypoints.remote.csv,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\artfid_metric_hacking\distinct5_aggregate_artfid_keypoints.remote.json,targetwise_remote_bundle,2,6.8h
distinct5_512,Distinct5-512 / 1000 per style,full,SaMST,SaMST e15,0.7247245136102042,0.6255497488,0.3744502512,395.71170712852535,247.8291918397209,0.6072965741157532,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samst_distinct5_512_real_b2_e15_20260602\eval_epoch15\epoch_0015\summary.json,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samst_distinct5_512_real_b2_e15_20260602\eval_epoch15\epoch_0015\aggregate_targetwise_artfid.json,targetwise_local,1,5.8h
distinct5_512,Distinct5-512 / 1000 per style,full,idt,idt,0.6801251527865727,0.0,1.0,216.50988095718216,215.50988095718216,0.0,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\idt_eval_20260602\distinct5_512\idt_5x5\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\idt_eval_20260602\distinct5_512\idt_5x5\aggregate_targetwise_artfid.json,targetwise_local,0,ref
distinct5_512,Distinct5-512 / 1000 per style,transfer,LANCET,LANCET best-lpips (F e1),0.6643604030708471,0.3245282069166667,0.6754717930833334,126.8257137813018,95.07419973534797,0.32008087635040283,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\artfid_metric_hacking\distinct5_aggregate_artfid_keypoints.remote.csv,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\artfid_metric_hacking\distinct5_aggregate_artfid_keypoints.remote.json,targetwise_remote_bundle,5,1.2m
distinct5_512,Distinct5-512 / 1000 per style,transfer,LANCET,LANCET best-style (K e1),0.6711669415235519,0.3722808781833334,0.6277191218166667,161.95765747448172,114.79748097321135,0.39862850308418274,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\artfid_metric_hacking\distinct5_aggregate_artfid_keypoints.remote.csv,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\artfid_metric_hacking\distinct5_aggregate_artfid_keypoints.remote.json,targetwise_remote_bundle,4,1.2m
distinct5_512,Distinct5-512 / 1000 per style,transfer,SaMAM,SaMAM best-lpips (2250),0.5522515382866064,0.3604523678372304,0.6395476321627696,148.20585228085082,115.22282856112793,0.27518710494041443,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\artfid_metric_hacking\distinct5_aggregate_artfid_keypoints.remote.csv,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\artfid_metric_hacking\distinct5_aggregate_artfid_keypoints.remote.json,targetwise_remote_bundle,3,7.6h
distinct5_512,Distinct5-512 / 1000 per style,transfer,SaMAM,SaMAM best-style (2k),0.5545786788066228,0.3691024965047836,0.6308975034952164,154.25894735281716,119.85407723584393,0.2764066457748413,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\artfid_metric_hacking\distinct5_aggregate_artfid_keypoints.remote.csv,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\artfid_metric_hacking\distinct5_aggregate_artfid_keypoints.remote.json,targetwise_remote_bundle,2,6.8h
distinct5_512,Distinct5-512 / 1000 per style,transfer,SaMST,SaMST e15,0.69574123164018,0.6319495817333334,0.3680504182666666,444.4870406090582,276.8698551085637,0.6180838584899903,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samst_distinct5_512_real_b2_e15_20260602\eval_epoch15\epoch_0015\summary.json,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samst_distinct5_512_real_b2_e15_20260602\eval_epoch15\epoch_0015\aggregate_targetwise_artfid.json,targetwise_local,1,5.8h
