epoch,loss,code,code_pred_norm,code_ref_norm,cycle,gram,gram_w,moment,push,nce,idt,w_cycle_eff,w_nce_eff,w_idt_eff,transfer_ratio,lr,epoch_time_sec
1,4.486859195828438,0.038897734247148034,15.610274834036828,15.554084129929542,0.0,0.015947437913855538,4.146333855390549,0.09148801982402802,0.0009791871346533298,0.0,0.0,0.0,0.0,0.0,1.0,0.0002,33.16365671157837
2,0.9928622990846634,0.04054231590591371,20.34810848236084,20.354092950820924,0.0,0.0022826337342849003,0.5934847693145275,0.11860412959009409,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019996744587267795,25.215440273284912
3,0.7794374185800552,0.04526357969269156,21.992834596633912,22.026481866836548,0.0,0.0014466438547242433,0.37612740114331245,0.11112784527242184,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019986980580168453,23.743231296539307
4,0.6612337267398835,0.04059524406678974,23.247925100326537,23.268776741027832,0.0,0.0011116389642120339,0.2890261306613684,0.10491330944001674,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0001997071467046472,25.437182903289795
5,0.5893775939941406,0.03681497382000089,24.13650779724121,24.15088815689087,0.0,0.0009149342647287995,0.2378829088807106,0.10211739532649516,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019947958005998598,25.459839582443237
6,0.5329886417090893,0.03242041217163205,25.159941720962525,25.177446098327636,0.0,0.0007815534941619262,0.2032039086520672,0.10005154140293598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019918726183051203,23.977813720703125
7,0.5037994721531868,0.03084521394222975,25.309387702941894,25.319520034790038,0.0,0.0007306895410874859,0.18997928097844125,0.09521966632455588,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019883039235653812,25.08033514022827
8,0.46793634369969367,0.027262960802763702,25.044964332580566,25.053320722579954,0.0,0.0006586427695583552,0.17124711960554123,0.09381868999451398,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019840921621857574,25.214675664901733
9,1.625281576514244,0.029049172112718225,28.00082649230957,28.011025342941284,0.6694356521964073,0.0006568910283385776,0.17079166732728482,0.08950446013361216,0.0,6.286269836425781,0.0,0.1666666716337204,0.1666666716337204,0.0,1.0,0.00019792402206971158,41.724223613739014
10,2.739888424873352,0.030998051967471837,30.84381534576416,30.856823015213013,0.64627282589674,0.0006520115429884754,0.16952300049364566,0.0868481283262372,0.0,6.1717578125,0.0,0.3333333432674408,0.3333333432674408,0.0,1.0,0.0001973751424377793,42.32987689971924
11,3.9172813296318054,0.04520125523209572,34.570256309509276,34.57355338096619,0.6260561382770539,0.0007194118504412473,0.18704708069562911,0.08569760471582413,0.0,6.130011901855469,0.0,0.5,0.5,0.0,1.0,0.0001967629534974615,41.79391264915466
12,5.066181905269623,0.058840589951723817,44.84622850418091,44.78075309753418,0.6001135078072548,0.0009535994185716845,0.24793584890663622,0.085675785318017,0.0,6.017184448242188,0.0,0.6666666865348816,0.6666666865348816,0.0,1.0,0.00019608787481247835,41.65864014625549
13,6.043492381572723,0.05703906040638685,44.84449544906616,44.82045269012451,0.5660557955503464,0.002145310151972808,0.5577806377410889,0.08611353673040867,0.0,5.536338500976562,0.0,0.8333333134651184,0.8333333134651184,0.0,1.0,0.0001953503690480396,42.86866641044617
14,6.474103364944458,0.0492234019190073,35.237452011108395,35.26001005172729,0.5392960365116596,0.0037491634394973515,0.9747824960947037,0.08957525584846734,0.0,4.583980712890625,0.0,1.0,1.0,0.0,1.0,0.000194550941653757,41.75107789039612
15,6.820208897590637,0.04015428883954883,34.241860961914064,34.25696588516235,0.491666649132967,0.004228666665730998,1.0994533327221871,0.09226613108068704,0.0,4.115995922088623,0.0,1.1666666269302368,1.1666666269302368,0.0,1.0,0.00019369014051723418,41.60514998435974
16,7.274339816570282,0.036126160798594355,30.59347328186035,30.614698791503905,0.41315164491534234,0.005009319485398009,1.3024230691790581,0.09276019677519798,0.0,3.8182670211791994,0.0,1.3333333730697632,1.3333333730697632,0.0,1.0,0.00019276855558857225,41.73711657524109
