epoch,loss,flow,ot_cost,terminal_swd,plan_entropy,bridge_sigma,identity_ratio,t_mean,velocity_abs,endpoint_abs,lr,data_time_sec,forward_time_sec,backward_time_sec,optimizer_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec
11,1.1669853925704956,1.1550157070159912,2.322849750518799,0.11969572305679321,2.910034418106079,0.05000001937150955,0.19966892898082733,0.49353739619255066,0.8820266723632812,0.6137470006942749,0.0002604594154601839,0.12836300001799827,201.2482641000097,1.7017813000020396,0.24184289999175235,203.19188830000348,231.0609209537506,10272,44.455808267361896
12,1.1558362245559692,1.143835186958313,2.322849750518799,0.12000944465398788,2.910034418106079,0.05000001937150955,0.19966892898082733,0.4993383288383484,0.8811887502670288,0.6140515804290771,0.0002526754865245748,0.11996689998704824,114.53741689999151,1.6644280000000435,0.23389759999554371,116.4357424999871,131.87739205360413,10272,77.89053028759278
13,1.1574928760528564,1.1454315185546875,2.322849750518799,0.12061548978090286,2.910034418106079,0.05000001937150955,0.19966892898082733,0.5061166286468506,0.8818637132644653,0.6167199611663818,0.00024435100905948387,0.12646259999382892,118.44127559999833,1.7083542000364105,0.23835589998634532,120.38798570002109,136.32940196990967,10272,75.34691601058452
14,1.151140570640564,1.1390129327774048,2.322849750518799,0.12127688527107239,2.910034418106079,0.05000001937150955,0.19966892898082733,0.4967133104801178,0.882001519203186,0.6075262427330017,0.00023553730623665308,0.12589380002464168,630.1179353999905,1.7079757999963476,0.24223370001345756,632.0681449000003,716.9588131904602,10272,14.327182832567038
15,1.147465705871582,1.1352431774139404,2.322849750518799,0.12222368270158768,2.910034418106079,0.05000001937150955,0.19966892898082733,0.4999404549598694,0.881530225276947,0.6008602380752563,0.00022628871746483881,0.12098730000798241,154.44513090001055,1.6852671000197006,0.22682990000612335,156.35722790003638,176.0052170753479,10272,58.36190637236937
16,1.1457479000091553,1.1335574388504028,2.322849750518799,0.12190321832895279,2.910034418106079,0.05000001937150955,0.19966892898082733,0.5038531422615051,0.8804854154586792,0.6039225459098816,0.00021666226336928713,0.11758619997272035,157.03460070003712,1.675290600025619,0.23185750002448913,158.94174880008723,178.14631867408752,10272,57.66046739810698
17,1.1484795808792114,1.136145830154419,2.322849750518799,0.12333600223064423,2.910034418106079,0.05000001937150955,0.19966892898082733,0.5021710395812988,0.8831882476806641,0.6035114526748657,0.00020671729424061793,0.11331060001612059,157.67252390001158,1.5808189999843307,0.22336170003109146,159.476704600027,178.60277676582336,10272,57.51310358107268
18,1.1401604413986206,1.1278719902038574,2.322849750518799,0.12288816273212433,2.910034418106079,0.05000001937150955,0.19966892898082733,0.5028508901596069,0.8813996315002441,0.5990114808082581,0.00019651512412054728,0.15234010000131093,103.30175629999576,1.5428144999968936,0.21768179999344284,105.0622525999861,119.37915396690369,10272,86.04517337128874
19,1.1436641216278076,1.1312867403030396,2.322849750518799,0.12376905232667923,2.910034418106079,0.05000001937150955,0.19966892898082733,0.5010733604431152,0.8827461004257202,0.5962882041931152,0.0001861186527804312,0.1423983000277076,116.81035279998468,1.9312957000074675,0.28583239997533383,119.02748089996749,134.12090301513672,10272,76.5876143768635
20,1.1339497566223145,1.1215810775756836,2.322849750518799,0.12368925660848618,2.910034418106079,0.05000001937150955,0.19966892898082733,0.4985114336013794,0.8808422088623047,0.5900695323944092,0.0001755919779232591,0.16988099998707185,119.31893399997716,1.9817187000153353,0.2879444000318472,121.58859710002434,136.71534085273743,10272,75.13421636467599
21,1.1324883699417114,1.1201274394989014,2.322849750518799,0.12361016124486923,2.910034418106079,0.05000001937150955,0.19966892898082733,0.5024424195289612,0.8816570043563843,0.5925043821334839,0.000165,0.1209897000080673,108.63442839996787,1.63049989999854,0.23411579999446985,110.49904409996088,125.00826787948608,10272,82.17056498937092
22,1.1361109018325806,1.123634696006775,2.322849750518799,0.12475983798503876,2.910034418106079,0.05000001937150955,0.19966892898082733,0.5052735209465027,0.8821767568588257,0.59263676404953,0.00015440802207674094,0.16282389996922575,110.25147499998639,1.673525400012295,0.23806830000830814,112.16306870000699,126.91005539894104,10272,80.93921295448203
23,1.1333550214767456,1.12102210521698,2.322849750518799,0.12332680821418762,2.910034418106079,0.05000001937150955,0.19966892898082733,0.5000653266906738,0.8814921379089355,0.5922713875770569,0.00014388134721956885,0.17932839999411954,114.49689920000674,1.7652067000090028,0.2573100000154227,116.51941590003116,131.64231824874878,10272,78.02961947684807
24,1.1277241706848145,1.11538565158844,2.322849750518799,0.12338584661483765,2.910034418106079,0.05000001937150955,0.19966892898082733,0.49856844544410706,0.8821781873703003,0.5831189751625061,0.00013348487587945277,0.12335919998804457,110.53335059998426,1.6800450999871828,0.23914659998263232,112.45254229995408,127.08668446540833,10272,80.82672109363222
25,1.1276789903640747,1.1152437925338745,2.322849750518799,0.12434996664524078,2.910034418106079,0.05000001937150955,0.19966892898082733,0.4992736279964447,0.8819891214370728,0.5824373960494995,0.0001232827057593821,0.11665060001905658,106.30425960000866,1.564427900040755,0.22499060001791804,108.09367810006734,122.7186713218689,10272,83.70364419166827
26,1.1263039112091064,1.1138479709625244,2.322849750518799,0.12456091493368149,2.910034418106079,0.05000001937150955,0.19966892898082733,0.4989932179450989,0.8825594782829285,0.5840286016464233,0.00011333773663071288,0.12025380001796293,107.0723549999966,1.5917471999928239,0.23033070001474698,108.89443290000418,123.5358874797821,10272,83.14992679095876
27,1.1239405870437622,1.1114414930343628,2.322849750518799,0.12498989701271057,2.910034418106079,0.05000001937150955,0.19966892898082733,0.501844584941864,0.8819918036460876,0.5812360048294067,0.00010371128253516117,0.15910240002631326,108.75493370002005,1.6165245000120194,0.2317810999811627,110.60323930001323,125.63039970397949,10272,81.76364975518439
28,1.1238253116607666,1.111401915550232,2.322849750518799,0.12423162907361984,2.910034418106079,0.05000001937150955,0.19966892898082733,0.5022647976875305,0.8820104598999023,0.5827857851982117,9.446269376334689e-05,0.11935969997648499,110.63400640001055,1.6148574000108056,0.23578280000583618,112.48464660002719,127.7828004360199,10272,80.38640540784775
29,1.1216646432876587,1.109201192855835,2.322849750518799,0.12463349103927612,2.910034418106079,0.05000001937150955,0.19966892898082733,0.5003793239593506,0.8831067681312561,0.5800516605377197,8.564899094051613e-05,0.12103839999326738,112.68612220000796,1.612705299998197,0.23633810000683297,114.53516560001299,130.1896777153015,10272,78.9002644469463
30,1.114384651184082,1.1019243001937866,2.322849750518799,0.12460196018218994,2.910034418106079,0.05000001937150955,0.19966892898082733,0.5015689730644226,0.8814746737480164,0.5748109221458435,7.732451347542522e-05,0.11904040001172689,110.52009180000823,1.6331762999907369,0.23635340002874727,112.38962150002772,127.57618999481201,10272,80.51659169644209
31,1.1132409572601318,1.100738525390625,2.322849750518799,0.1250181496143341,2.910034418106079,0.05000001937150955,0.19966892898082733,0.5026487708091736,0.8826232552528381,0.5775548815727234,6.954058453981609e-05,0.12114459998701932,111.44864229999439,1.6273526000004495,0.23577839999416028,113.311773299989,128.57539439201355,10272,79.8908690778089
32,1.1148711442947388,1.102462649345398,2.322849750518799,0.12408734858036041,2.910034418106079,0.05000001937150955,0.19966892898082733,0.500411868095398,0.8813937902450562,0.577862024307251,6.234519464399583e-05,0.13031200001569232,112.27445939999961,1.7041826999993646,0.2428089000241016,114.22145100002308,129.14730739593506,10272,79.53708216702096
33,1.1121869087219238,1.099694013595581,2.322849750518799,0.12492667138576508,2.910034418106079,0.05000001937150955,0.19966892898082733,0.49559736251831055,0.8823110461235046,0.5773330330848694,5.578270575938212e-05,0.14332880000438308,107.60094099998969,1.6335482000249613,0.23307569999451516,109.46756490000917,123.60541272163391,10272,83.103156842598
34,1.1096408367156982,1.0970224142074585,2.322849750518799,0.12618273496627808,2.910034418106079,0.05000001937150955,0.19966892898082733,0.5008233785629272,0.8826626539230347,0.5725620985031128,4.989357781219756e-05,0.12334089997966657,146.4082462000115,1.7110565000293718,0.23693490001096507,148.35623760005183,167.67644596099854,10272,61.26084043067839
35,1.1088865995407104,1.096356987953186,2.322849750518799,0.12529650330543518,2.910034418106079,0.05000001937150955,0.19966892898082733,0.5039535760879517,0.8811380863189697,0.5750848054885864,4.471411923457036e-05,0.11464620000333525,108.23896969998896,1.6125391999994463,0.2291775000121561,110.08068640000056,124.87098407745361,10272,82.26090373107492
36,1.1049710512161255,1.0924593210220337,2.322849750518799,0.1251162886619568,2.910034418106079,0.05000001937150955,0.19966892898082733,0.5001022219657898,0.8807894587516785,0.5741130709648132,4.0276263110976296e-05,0.12011029999121092,109.12299629998961,1.6444455000091693,0.23599719999037916,111.00343899998916,125.79315495491028,10272,81.65786130161001
37,1.1081583499908447,1.0956734418869019,2.322849750518799,0.12484824657440186,2.910034418106079,0.05000001937150955,0.19966892898082733,0.5000971555709839,0.8808175921440125,0.5755817294120789,3.660737030015428e-05,0.12368909998622257,117.64039310001317,1.7000762000207033,0.2373280000356317,119.5777973000695,135.34309482574463,10272,75.89600351037699
38,1.105420470237732,1.0929054021835327,2.322849750518799,0.12514746189117432,2.910034418106079,0.05000001937150955,0.19966892898082733,0.500849723815918,0.8821899890899658,0.5756925344467163,3.373006074631367e-05,0.16885519999050302,117.54931399998532,1.7606381999867153,0.24300709999806713,119.5529592999701,135.11580538749695,10272,76.02367443646625
39,1.103460431098938,1.0908334255218506,2.322849750518799,0.12627042829990387,2.910034418106079,0.05000001937150955,0.19966892898082733,0.5026280283927917,0.8820920586585999,0.574650228023529,3.166207401965642e-05,0.12322129998210585,112.58256150001034,1.6709112000098685,0.23454320000382722,114.48801590002404,129.48105764389038,10272,79.33206746156579
40,1.1027754545211792,1.0902513265609741,2.322849750518799,0.1252356618642807,2.910034418106079,0.05000001937150955,0.19966892898082733,0.4973454773426056,0.8811156153678894,0.5715503692626953,3.0416159946027727e-05,0.12226219998774468,113.44650380000894,1.6861709999830055,0.2355659000131709,115.36824070000512,130.49511003494263,10272,78.71559322988784
