epoch,loss,swd,moment,nce,idt,lr,epoch_time_sec
1,66.07759002844493,0.1379852294921875,0.39328098700692254,4.5787723660469055,0.5123617959519228,0.00025,174.9084792137146
2,44.896178245544434,0.07216135660807292,0.37278046024342376,3.2034745613733926,0.3836917358761032,0.00024999763130273644,166.13871097564697
3,38.15056840578715,0.06370798746744792,0.3653168712432186,2.6367708841959634,0.35152410063892603,0.000249990525304458,166.8229842185974
4,34.38323881228765,0.060048421223958336,0.3535629433269302,2.3227835098902383,0.32275044297178584,0.0002499786822856971,166.25274467468262
5,31.03275163968404,0.05587005615234375,0.3316858361164729,2.0640482703844705,0.29747143387794495,0.00024996210271399606,166.19225430488586
6,28.069399098555248,0.05425135294596354,0.30059354069332284,1.8224198122819264,0.2826968599110842,0.0002499407872438879,163.50334930419922
7,24.396399815877277,0.047482808430989586,0.2777029181209703,1.5522300998369853,0.2699347424010436,0.00024991473671687084,166.7625653743744
8,22.344815810521443,0.044940948486328125,0.26973514864221215,1.387955129146576,0.25462428697695333,0.00024988395216137514,166.20113229751587
9,20.74370813369751,0.043139139811197914,0.26502732979133725,1.2583126425743103,0.23917103093117476,0.0002498484347927223,166.01969051361084
10,19.474510471026104,0.0423736572265625,0.26119283043468994,1.153338799873988,0.21808493308102092,0.0002498081860130772,163.87277817726135
11,18.845950315395992,0.043476104736328125,0.2601646039014061,1.0897237906853359,0.19991457384700576,0.00024976320741139276,165.87246918678284
12,17.450947533051174,0.03802617390950521,0.25798113318160176,1.013196383913358,0.187271349132061,0.00024971350076334717,165.92590284347534
13,16.88596021135648,0.040157318115234375,0.25687278403590125,0.9446207384268442,0.17130784519637623,0.0002496590680312738,166.0075786113739
14,16.7196107506752,0.042022705078125,0.25599932748203474,0.9154491970936457,0.16046519670635462,0.00024959991136408373,163.7568781375885
15,15.756661027669907,0.038332621256510414,0.255460978175203,0.8605866034825643,0.15244016873960695,0.0002495360330971809,166.37744450569153
16,15.526892562707266,0.038416544596354164,0.2560893213376403,0.8402762015660604,0.14417415826270977,0.0002494674357523698,166.0597472190857
17,15.36406272649765,0.039736429850260414,0.2549513567549487,0.8129256963729858,0.1421365705318749,0.00024939412203775626,166.22857284545898
18,14.618794312079748,0.038495381673177086,0.2555369399487972,0.7559058119853338,0.13117934623733163,0.00024931609484764013,166.32472252845764
19,14.66688683629036,0.040743509928385414,0.255926216331621,0.7395423750082651,0.12764527012283602,0.00024923335726240127,163.82236409187317
20,14.062179068724314,0.037602742513020836,0.2539618373848498,0.714502364397049,0.12352175467337172,0.0002491459125483779,166.0877230167389
21,14.012767920891443,0.038263956705729164,0.2545720684962968,0.7051782011985779,0.1176884500309825,0.00024905376415773763,165.8534026145935
22,13.760263194640478,0.03867467244466146,0.2539728032425046,0.6777308831612269,0.11504500646454592,0.0002489569157283411,166.37953162193298
23,13.366209318240484,0.036478678385416664,0.25450205368300277,0.6653748502333959,0.10393076902255416,0.00024885537108359845,163.96067190170288
24,13.654737065235773,0.039295196533203125,0.25337986073767144,0.6681348830461502,0.10162234298574428,0.00024874913423231844,165.82519388198853
25,13.346403300762177,0.03830083211263021,0.2533337126175563,0.6472395062446594,0.10216743289493024,0.00024863820936855003,166.46104979515076
26,12.899196972449621,0.035579681396484375,0.25362653269742924,0.6313812633355459,0.09805621346458793,0.0002485226008714169,165.9347789287567
27,13.188201864560446,0.038785298665364586,0.2546657968002061,0.6282966732978821,0.0959016316725562,0.00024840231330494454,166.10748314857483
28,12.846266279617945,0.03704706827799479,0.2525141534085075,0.6152311116456985,0.09264944299745063,0.0002482773514178802,164.45794439315796
29,12.694198002417883,0.03795496622721354,0.25150199653580785,0.5924577166636785,0.09169165759036939,0.0002481477201435051,166.10547709465027
30,12.180612226327261,0.0339654286702474,0.2508700839243829,0.5839244971672694,0.08723639852056901,0.00024801342459944,165.70674777030945
31,12.66606784860293,0.038326263427734375,0.25018494048466283,0.5905456393957138,0.0852647665111969,0.0002478744700874431,165.91671013832092
32,12.016931156317392,0.033877054850260414,0.2512600619035463,0.5717282791932424,0.07983793535580237,0.0002477308620932006,166.07908487319946
33,12.088091135025024,0.034908294677734375,0.2504570963792503,0.5695002575715383,0.0795589863943557,0.00024758260628611017,163.96624493598938
34,12.015437096357346,0.03538958231608073,0.24998296642055115,0.5586257527271906,0.07804121480633815,0.00024742970851905725,166.13833808898926
35,11.919588029384613,0.03490765889485677,0.24976186593994498,0.5568131258090337,0.07262309617362916,0.0002472721748281838,166.0319905281067
36,12.020824988683065,0.03653844197591146,0.24893316036711136,0.549544095993042,0.07662781219308575,0.0002471100114326503,165.91567754745483
37,11.85546362400055,0.034482320149739586,0.24969274286801615,0.5569894860188166,0.06801471090875566,0.00024694322473438985,163.72647190093994
38,11.932135502497355,0.036371866861979164,0.2505281635870536,0.5401104465126991,0.07754570726926129,0.0002467718213178558,165.78172087669373
39,11.482185771067938,0.03439203898111979,0.2497072497693201,0.5202939261992773,0.06867437739856541,0.0002465958079497615,165.9334797859192
40,11.568663944800695,0.03509394327799479,0.2505002459511161,0.5220475196838379,0.06694455468095839,0.00024641519157881335,166.4202742576599
41,11.57611976067225,0.03675969441731771,0.2502412431252499,0.5075070311625799,0.06447350416177262,0.0002462299793354364,165.80979180335999
42,11.426408767700195,0.035563151041666664,0.2493772137289246,0.504483699798584,0.06624806796511014,0.0002460401785314929,163.94474482536316
