probe_family,variant,context,vs_base_forward_mean_abs,vs_base_predict_transport_base_mean_abs,vs_base_integrate_mean_abs,style_response_forward_mean_abs,style_response_predict_transport_base_mean_abs,style_response_integrate_mean_abs,semantic_attn_entropy,semantic_topology_attn_active,semantic_self_topology_gate,semantic_self_topology_blend,bridge_noise_schedule,bridge_sigma,matched_target_conditioning_mode,matched_target_style_encoder_mode,style_code_spatial_mode,style_code_override_active,style_code_content_router_bypassed,style_spatial_source_override_palette,style_spatial_source_target_latent,style_spatial_source_structured_map,style_spatial_source_code_map,style_spatial_source_legacy_zero,style_spatial_code_map_primary,style_spatial_code_map_residual,style_spatial_code_map_pre_resolved_abs,style_spatial_code_map_abs,style_spatial_map_abs
config_effect,h0_vertical_fm,plain,0.0,0.0,0.0,0.0,0.0,0.0,2.8133068084716797,1.0,1.0,1.0,auto,0.0,both,residual,lowrank,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.06984128057956696,0.0695452094078064,0.06935501098632812
config_effect,h0_vertical_fm,configured,0.0,0.0,0.0,0.015550028532743454,0.01555002760142088,0.015512033365666866,2.7894458770751953,1.0,1.0,1.0,auto,0.0,both,residual,lowrank,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.07293929159641266,0.07366897910833359,1.0047030448913574
config_effect,h0_vertical_fm,spatial,0.0,0.0,0.0,0.015592853538691998,0.015592853538691998,0.015562000684440136,2.789388418197632,1.0,1.0,1.0,auto,0.0,both,residual,lowrank,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.06984128057956696,0.06954548507928848,1.0042725801467896
config_effect,h0_vertical_fm,code,0.0,0.0,0.0,0.0022122871596366167,0.0022122878581285477,0.0023378056939691305,2.8132126331329346,1.0,1.0,1.0,auto,0.0,both,residual,lowrank,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.07293929159641266,0.07366880774497986,0.07365730404853821
config_effect,h2_euclidean_ot,plain,0.0,0.0,0.0,0.0,0.0,0.0,2.8133068084716797,1.0,1.0,1.0,auto,0.0,both,residual,lowrank,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.06984128057956696,0.0695452094078064,0.06935501098632812
config_effect,h2_euclidean_ot,configured,0.0,0.0,0.0,0.015550028532743454,0.01555002760142088,0.015512033365666866,2.7894458770751953,1.0,1.0,1.0,auto,0.0,both,residual,lowrank,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.07293929159641266,0.07366897910833359,1.0047030448913574
config_effect,h2_euclidean_ot,spatial,0.0,0.0,0.0,0.015592853538691998,0.015592853538691998,0.015562000684440136,2.789388418197632,1.0,1.0,1.0,auto,0.0,both,residual,lowrank,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.06984128057956696,0.06954548507928848,1.0042725801467896
config_effect,h2_euclidean_ot,code,0.0,0.0,0.0,0.0022122871596366167,0.0022122878581285477,0.0023378056939691305,2.8132126331329346,1.0,1.0,1.0,auto,0.0,both,residual,lowrank,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.07293929159641266,0.07366880774497986,0.07365730404853821
config_effect,h3_sde_noise,plain,0.0,0.0,0.0,0.0,0.0,0.0,2.8133068084716797,1.0,1.0,1.0,exact_brownian,0.02,both,residual,lowrank,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.06984128057956696,0.0695452094078064,0.06935501098632812
config_effect,h3_sde_noise,configured,0.0,0.0,0.0,0.015550028532743454,0.01555002760142088,0.015512033365666866,2.7894458770751953,1.0,1.0,1.0,exact_brownian,0.02,both,residual,lowrank,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.07293929159641266,0.07366897910833359,1.0047030448913574
config_effect,h3_sde_noise,spatial,0.0,0.0,0.0,0.015592853538691998,0.015592853538691998,0.015562000684440136,2.789388418197632,1.0,1.0,1.0,exact_brownian,0.02,both,residual,lowrank,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.06984128057956696,0.06954548507928848,1.0042725801467896
config_effect,h3_sde_noise,code,0.0,0.0,0.0,0.0022122871596366167,0.0022122878581285477,0.0023378056939691305,2.8132126331329346,1.0,1.0,1.0,exact_brownian,0.02,both,residual,lowrank,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.07293929159641266,0.07366880774497986,0.07365730404853821
config_effect,h4_unbalanced_ot,plain,0.0,0.0,0.0,0.0,0.0,0.0,2.8133068084716797,1.0,1.0,1.0,auto,0.0,both,residual,lowrank,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.06984128057956696,0.0695452094078064,0.06935501098632812
config_effect,h4_unbalanced_ot,configured,0.0,0.0,0.0,0.015550028532743454,0.01555002760142088,0.015512033365666866,2.7894458770751953,1.0,1.0,1.0,auto,0.0,both,residual,lowrank,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.07293929159641266,0.07366897910833359,1.0047030448913574
config_effect,h4_unbalanced_ot,spatial,0.0,0.0,0.0,0.015592853538691998,0.015592853538691998,0.015562000684440136,2.789388418197632,1.0,1.0,1.0,auto,0.0,both,residual,lowrank,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.06984128057956696,0.06954548507928848,1.0042725801467896
config_effect,h4_unbalanced_ot,code,0.0,0.0,0.0,0.0022122871596366167,0.0022122878581285477,0.0023378056939691305,2.8132126331329346,1.0,1.0,1.0,auto,0.0,both,residual,lowrank,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.07293929159641266,0.07366880774497986,0.07365730404853821
config_effect,h5_topogate_attention,plain,0.0,0.0,0.0,0.0,0.0,0.0,2.8133068084716797,1.0,1.0,1.0,auto,0.0,both,residual,lowrank,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.06984128057956696,0.0695452094078064,0.06935501098632812
config_effect,h5_topogate_attention,configured,0.0,0.0,0.0,0.015550028532743454,0.01555002760142088,0.015512033365666866,2.7894458770751953,1.0,1.0,1.0,auto,0.0,both,residual,lowrank,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.07293929159641266,0.07366897910833359,1.0047030448913574
config_effect,h5_topogate_attention,spatial,0.0,0.0,0.0,0.015592853538691998,0.015592853538691998,0.015562000684440136,2.789388418197632,1.0,1.0,1.0,auto,0.0,both,residual,lowrank,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.06984128057956696,0.06954548507928848,1.0042725801467896
config_effect,h5_topogate_attention,code,0.0,0.0,0.0,0.0022122871596366167,0.0022122878581285477,0.0023378056939691305,2.8132126331329346,1.0,1.0,1.0,auto,0.0,both,residual,lowrank,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.07293929159641266,0.07366880774497986,0.07365730404853821
config_effect,h6_combined_topogate,plain,0.0,0.0,0.0,0.0,0.0,0.0,2.8133068084716797,1.0,1.0,1.0,exact_brownian,0.02,both,residual,lowrank,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.06984128057956696,0.0695452094078064,0.06935501098632812
config_effect,h6_combined_topogate,configured,0.0,0.0,0.0,0.015550028532743454,0.01555002760142088,0.015512033365666866,2.7894458770751953,1.0,1.0,1.0,exact_brownian,0.02,both,residual,lowrank,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.07293929159641266,0.07366897910833359,1.0047030448913574
config_effect,h6_combined_topogate,spatial,0.0,0.0,0.0,0.015592853538691998,0.015592853538691998,0.015562000684440136,2.789388418197632,1.0,1.0,1.0,exact_brownian,0.02,both,residual,lowrank,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.06984128057956696,0.06954548507928848,1.0042725801467896
