probe_family,variant,semantic_self_topology_gate,semantic_self_topology_blend,forward_a_vs_b_mean_abs,semantic_attn_entropy,semantic_topology_attn_active,semantic_topology_attn_entropy,style_spatial_source_target_latent,style_spatial_map_abs
topology,gate0_blend0,0.0,0.0,0.028260909020900726,2.8207449913024902,0.0,0.0,1.0,0.9631092548370361
topology,gate0_blend1,0.0,1.0,0.028260909020900726,2.8207449913024902,0.0,0.0,1.0,0.9631092548370361
topology,gate1_blend0,1.0,0.0,0.028260909020900726,2.8207449913024902,0.0,0.0,1.0,0.9631092548370361
topology,gate1_blend05,1.0,0.5,0.017861438915133476,3.880239248275757,1.0,2.8071842193603516,1.0,0.9631092548370361
topology,gate1_blend1,1.0,1.0,0.028476469218730927,2.8216328620910645,1.0,2.8216328620910645,1.0,0.9631092548370361
