run,method,musiq,maniqa,dists_content,fft_slope_error,chroma_acl_z,small_blob_ratio_z,structure_tensor_coherence_z,hf_patch_kid,stroke_grain_artifact
samst_strict,SaMST strict,36.095,0.3139,0.2943,1.0536,-0.0915,-0.3883,0.7819,6.759762,-0.2
