epoch,epoch_int,checkpoint,timestamp,transfer_clip_style,transfer_content_lpips,all_pairs_clip_style,all_pairs_content_lpips,identity_clip_style,identity_content_lpips,eval_wall_total_sec,eval_total_sec,generation_sec,vae_decode_sec,summary_path
epoch_0001,1,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/20250618_lite_ot_vertical_auto/h1_linear_fm/epoch_0001.pt,2026-06-18 01:24:31,0.6698472117384273,0.29531342747333333,0.6698472117384273,0.29531342747333333,0.0,0.0,160.50558714800002,27.946633752999787,81.67310203099987,45.71305899499748,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/20250618_lite_ot_vertical_auto/h1_linear_fm/full_eval_transfer/epoch_0001/summary.json
epoch_0002,2,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/20250618_lite_ot_vertical_auto/h1_linear_fm/epoch_0002.pt,2026-06-18 01:29:00,0.6664722833037376,0.30825879437166664,0.6664722833037376,0.30825879437166664,0.0,0.0,154.668235311,25.60345511399987,78.5169452849982,45.731693089996725,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/20250618_lite_ot_vertical_auto/h1_linear_fm/full_eval_transfer/epoch_0002/summary.json
epoch_0003,3,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/20250618_lite_ot_vertical_auto/h1_linear_fm/epoch_0003.pt,2026-06-18 01:33:24,0.668143954674403,0.32431998768333337,0.668143954674403,0.32431998768333337,0.0,0.0,154.61357951399987,25.67394827399994,78.57181552399925,45.557369639001536,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/20250618_lite_ot_vertical_auto/h1_linear_fm/full_eval_transfer/epoch_0003/summary.json
epoch_0004,4,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/20250618_lite_ot_vertical_auto/h1_linear_fm/epoch_0004.pt,2026-06-18 01:37:54,0.6651519421239693,0.32325600321666664,0.6651519421239693,0.32325600321666664,0.0,0.0,158.60671701699994,26.455954082000062,81.62294228199949,45.57673086000068,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/20250618_lite_ot_vertical_auto/h1_linear_fm/full_eval_transfer/epoch_0004/summary.json
epoch_0005,5,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/20250618_lite_ot_vertical_auto/h1_linear_fm/epoch_0005.pt,2026-06-18 01:42:23,0.669566654264927,0.28708845926666665,0.669566654264927,0.28708845926666665,0.0,0.0,157.45757364199972,25.575357067999903,81.48725275700463,45.56932286199708,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/20250618_lite_ot_vertical_auto/h1_linear_fm/full_eval_transfer/epoch_0005/summary.json
epoch_0006,6,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/20250618_lite_ot_vertical_auto/h1_linear_fm/epoch_0006.pt,2026-06-18 01:47:15,0.6642920546730359,0.28424783450333335,0.6642920546730359,0.28424783450333335,0.0,0.0,181.5499638870001,28.904441271999985,95.13926762899837,51.99583180699983,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/20250618_lite_ot_vertical_auto/h1_linear_fm/full_eval_transfer/epoch_0006/summary.json
epoch_0007,7,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/20250618_lite_ot_vertical_auto/h1_linear_fm/epoch_0007.pt,2026-06-18 01:51:48,0.6710844388604165,0.28671376728833337,0.6710844388604165,0.28671376728833337,0.0,0.0,162.23210312400033,28.042913647000205,82.56814049300056,45.795136336004816,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/20250618_lite_ot_vertical_auto/h1_linear_fm/full_eval_transfer/epoch_0007/summary.json
epoch_0008,8,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/20250618_lite_ot_vertical_auto/h1_linear_fm/epoch_0008.pt,2026-06-18 01:56:23,0.6671446555852889,0.30270050293166667,0.6671446555852889,0.30270050293166667,0.0,0.0,155.54536033899967,25.57518804099982,79.15765055500106,45.63949172299681,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/20250618_lite_ot_vertical_auto/h1_linear_fm/full_eval_transfer/epoch_0008/summary.json
epoch_0009,9,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/20250618_lite_ot_vertical_auto/h1_linear_fm/epoch_0009.pt,2026-06-18 02:00:53,0.666027398010095,0.2922325812816667,0.666027398010095,0.2922325812816667,0.0,0.0,158.28445888100032,25.61773284999981,82.14391892500043,45.73639550800317,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/20250618_lite_ot_vertical_auto/h1_linear_fm/full_eval_transfer/epoch_0009/summary.json
epoch_0010,10,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/20250618_lite_ot_vertical_auto/h1_linear_fm/epoch_0010.pt,2026-06-18 02:05:19,0.6653654667735099,0.3065967468166667,0.6653654667735099,0.3065967468166667,0.0,0.0,155.42292220900026,25.37731851000035,79.22395361700319,45.711519243991916,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/20250618_lite_ot_vertical_auto/h1_linear_fm/full_eval_transfer/epoch_0010/summary.json
epoch_0011,11,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/20250618_lite_ot_vertical_auto/h1_linear_fm/epoch_0011.pt,2026-06-18 02:09:48,0.6703816075623037,0.28407641113166665,0.6703816075623037,0.28407641113166665,0.0,0.0,157.46633771899997,25.48165807400028,81.4997849529932,45.66348037800026,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/20250618_lite_ot_vertical_auto/h1_linear_fm/full_eval_transfer/epoch_0011/summary.json
epoch_0012,12,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/20250618_lite_ot_vertical_auto/h1_linear_fm/epoch_0012.pt,2026-06-18 02:14:16,0.6716163458923499,0.28251789015,0.6716163458923499,0.28251789015,0.0,0.0,155.8358069840001,25.549346785000125,79.83592893999776,45.665434652001295,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/20250618_lite_ot_vertical_auto/h1_linear_fm/full_eval_transfer/epoch_0012/summary.json
epoch_0013,13,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/20250618_lite_ot_vertical_auto/h1_linear_fm/epoch_0013.pt,2026-06-18 02:19:08,0.6647074476877849,0.2932024035666666,0.6647074476877849,0.2932024035666666,0.0,0.0,181.71582603499974,25.75107654400017,98.94468404399868,51.48998163499891,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/20250618_lite_ot_vertical_auto/h1_linear_fm/full_eval_transfer/epoch_0013/summary.json
epoch_0014,14,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/20250618_lite_ot_vertical_auto/h1_linear_fm/epoch_0014.pt,2026-06-18 02:23:47,0.668800133864085,0.28421680757,0.668800133864085,0.28421680757,0.0,0.0,161.43611585599956,28.054139283999575,82.32880251501047,45.592353269010346,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/20250618_lite_ot_vertical_auto/h1_linear_fm/full_eval_transfer/epoch_0014/summary.json
epoch_0015,15,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/20250618_lite_ot_vertical_auto/h1_linear_fm/epoch_0015.pt,2026-06-18 02:28:15,0.6707852519551912,0.29664181209499996,0.6707852519551912,0.29664181209499996,0.0,0.0,156.68956422799965,25.55543912200028,80.58164153799862,45.731689434000145,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/20250618_lite_ot_vertical_auto/h1_linear_fm/full_eval_transfer/epoch_0015/summary.json
epoch_0016,16,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/20250618_lite_ot_vertical_auto/h1_linear_fm/epoch_0016.pt,2026-06-18 02:32:42,0.6748886591196062,0.31468867487333335,0.6748886591196062,0.31468867487333335,0.0,0.0,155.2806598929992,25.5449401220003,79.18837853399509,45.688593838007364,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/20250618_lite_ot_vertical_auto/h1_linear_fm/full_eval_transfer/epoch_0016/summary.json
