experiment,epoch,w_kinetic,terminal_swd_weight,all_clip_style,all_clip_content,all_content_lpips,all_ec,transfer_clip_style,transfer_clip_content,transfer_content_lpips,transfer_ec,photo_to_art_clip_style,photo_to_art_clip_content,photo_to_art_content_lpips,photo_to_art_ec,checkpoint_path,output_dir
kin_0p5__swd_10p0,3,0.5,10.0,0.706743677020073,0.83587766152,0.42807904789333334,0.40420151665668663,0.678480921735366,0.8307229726666667,0.43634560396666655,0.3824287541608871,0.6589103331168492,0.7949318574166667,0.464442802,0.35288417173730635,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\lambda_grid\runs\kin_0p5__swd_10p0\epoch_0003.pt,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\lambda_grid\eval\kin_0p5__swd_10p0\epoch_0003
kin_0p5__swd_20p0,1,0.5,20.0,0.7067155651251475,0.7880557214133332,0.4831299914,0.3652800802239889,0.6828175743420919,0.7852492935666666,0.4902908800333333,0.34803834491568164,0.6655298466483751,0.7464169099166666,0.5341213358333333,0.3100561559195915,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\lambda_grid\runs\kin_0p5__swd_20p0\epoch_0001.pt,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\lambda_grid\eval\kin_0p5__swd_20p0\epoch_0001
kin_0p5__swd_30p0,1,0.5,30.0,0.7057114951213199,0.7669215871599999,0.5010918135066667,0.3520852422184766,0.6838955081005891,0.7644765622500002,0.50798116785,0.3364894692082827,0.6637147888541222,0.7302116490833335,0.55779481625,0.2934981201628295,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\lambda_grid\runs\kin_0p5__swd_30p0\epoch_0001.pt,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\lambda_grid\eval\kin_0p5__swd_30p0\epoch_0001
kin_1p0__swd_10p0,3,1.0,10.0,0.6998038606246311,0.8689826688,0.3844949888933334,0.4307327830062518,0.6677389843761921,0.8638065839833333,0.39345990768333344,0.40501046522697276,0.6409999817609787,0.83249667425,0.41373731116666673,0.375794372849309,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\lambda_grid\runs\kin_1p0__swd_10p0\epoch_0003.pt,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\lambda_grid\eval\kin_1p0__swd_10p0\epoch_0003
kin_1p0__swd_20p0,3,1.0,20.0,0.7066682938337326,0.8358556364266666,0.42788288841333333,0.40429702311803295,0.6784505286316077,0.8307950348833334,0.43614710751666663,0.3825462929757786,0.6587789711852867,0.7949712725,0.46413973741666664,0.3530134724837259,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\lambda_grid\runs\kin_1p0__swd_20p0\epoch_0003.pt,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\lambda_grid\eval\kin_1p0__swd_20p0\epoch_0003
kin_1p0__swd_30p0,3,1.0,30.0,0.710958617369334,0.8044125446666667,0.4624579795466666,0.38217013163942015,0.6864785379171372,0.7999789621333334,0.4700824672,0.3637770131332006,0.6670081016918024,0.76040958925,0.5026168708333334,0.33175857679898685,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\lambda_grid\runs\kin_1p0__swd_30p0\epoch_0003.pt,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\lambda_grid\eval\kin_1p0__swd_30p0\epoch_0003
kin_2p0__swd_10p0,3,2.0,10.0,0.6905007266600927,0.8874010650800002,0.35275963541333333,0.44691994207083663,0.6564310726026694,0.8836157629833334,0.3609445084833333,0.41949588174891156,0.6250716415544351,0.8602153573333333,0.3699251410833334,0.39384192636521986,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\lambda_grid\runs\kin_2p0__swd_10p0\epoch_0003.pt,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\lambda_grid\eval\kin_2p0__swd_10p0\epoch_0003
kin_2p0__swd_20p0,3,2.0,20.0,0.6996012716293335,0.8686406391466666,0.3853734508266667,0.4299935153788131,0.6676280298829079,0.8635488520166665,0.39440248948333334,0.4043138728482358,0.6409091984232267,0.8319588691666666,0.4151125038333333,0.3748597763359464,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\lambda_grid\runs\kin_2p0__swd_20p0\epoch_0003.pt,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\lambda_grid\eval\kin_2p0__swd_20p0\epoch_0003
kin_2p0__swd_30p0,3,2.0,30.0,0.7036884133021036,0.8517611253733334,0.4071602008133333,0.41717449763200326,0.6735751223564148,0.8463604025166667,0.4157437166666667,0.3935404975337542,0.650056712826093,0.8114934215833334,0.4406765223333334,0.363591981298452,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\lambda_grid\runs\kin_2p0__swd_30p0\epoch_0003.pt,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\lambda_grid\eval\kin_2p0__swd_30p0\epoch_0003
