experiment,epoch,w_kinetic,terminal_swd_weight,all_clip_style,all_clip_content,all_content_lpips,all_ec,transfer_clip_style,transfer_clip_content,transfer_content_lpips,transfer_ec,photo_to_art_clip_style,photo_to_art_clip_content,photo_to_art_content_lpips,photo_to_art_ec,checkpoint_path,output_dir
kin_0p5__swd_10p0,8,0.5,10.0,0.7128636478583019,0.8124334137333333,0.44736373941333324,0.3939543006605824,0.6873024020592371,0.8058862077833334,0.45699182088333334,0.37321082584469745,0.6682239949703217,0.7700255139166667,0.4781235145833333,0.3487303899661958,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\lambda_grid\runs\kin_0p5__swd_10p0\epoch_0008.pt,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\lambda_grid\eval\kin_0p5__swd_10p0\epoch_0008
kin_0p5__swd_20p0,8,0.5,20.0,0.7142158586581547,0.75307479612,0.506397721,0.35253857553160706,0.6949425722658634,0.74728935055,0.5149676589000001,0.33706962275616764,0.6733023973802725,0.7101837606666668,0.5404535780833333,0.3094137075840179,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\lambda_grid\runs\kin_0p5__swd_20p0\epoch_0008.pt,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\lambda_grid\eval\kin_0p5__swd_20p0\epoch_0008
kin_0p5__swd_30p0,8,0.5,30.0,0.7022053851683936,0.6925683983866666,0.5538285446933334,0.3133039986247605,0.6885227928062279,0.6882410036833334,0.5613136411333334,0.30204555697287244,0.6579836117724578,0.6708015435000001,0.5889204841666666,0.2704835845536899,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\lambda_grid\runs\kin_0p5__swd_30p0\epoch_0008.pt,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\lambda_grid\eval\kin_0p5__swd_30p0\epoch_0008
kin_1p0__swd_10p0,8,1.0,10.0,0.7046761371692023,0.8470450059866667,0.4060348043066667,0.4185530997141274,0.6746429778635503,0.8401218266666668,0.41596955463333335,0.3940120388251436,0.6522093616425991,0.8078817535,0.42872516866666666,0.3725907930663968,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\lambda_grid\runs\kin_1p0__swd_10p0\epoch_0008.pt,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\lambda_grid\eval\kin_1p0__swd_10p0\epoch_0008
kin_1p0__swd_20p0,8,1.0,20.0,0.7128726971944174,0.81236546108,0.44773923413333333,0.39369162171802535,0.6872902749975524,0.805741966,0.4573507199833333,0.37295757288987863,0.6676024250686169,0.7697550618333333,0.4787865069166666,0.3479633919609182,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\lambda_grid\runs\kin_1p0__swd_20p0\epoch_0008.pt,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\lambda_grid\eval\kin_1p0__swd_20p0\epoch_0008
kin_1p0__swd_30p0,8,1.0,30.0,0.7155337913036347,0.7860452686933332,0.4772762447333333,0.37402651041043133,0.6929419662555059,0.779696105,0.4865491449833333,0.3557916450508197,0.6753411633272965,0.7386981100833334,0.5109511409166667,0.3302748254172254,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\lambda_grid\runs\kin_1p0__swd_30p0\epoch_0008.pt,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\lambda_grid\eval\kin_1p0__swd_30p0\epoch_0008
kin_2p0__swd_10p0,8,2.0,10.0,0.6964283359050749,0.8734169185599999,0.37203331617333335,0.4373337926212338,0.6634863590200742,0.8681197572833333,0.38135863524999997,0.4104601066371872,0.6345323746403059,0.8423034029999998,0.38524619891666667,0.39008118922056173,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\lambda_grid\runs\kin_2p0__swd_10p0\epoch_0008.pt,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\lambda_grid\eval\kin_2p0__swd_10p0\epoch_0008
kin_2p0__swd_20p0,8,2.0,20.0,0.7046447875102361,0.8474733630533333,0.4056821678133333,0.41878296257471787,0.6746184393266839,0.8406442224833333,0.4155987686333333,0.39424784664517293,0.6521445090572039,0.8090376945,0.42799917675,0.3730271960586877,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\lambda_grid\runs\kin_2p0__swd_20p0\epoch_0008.pt,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\lambda_grid\eval\kin_2p0__swd_20p0\epoch_0008
kin_2p0__swd_30p0,8,2.0,30.0,0.7098182342052459,0.8290026511333334,0.4277746593066667,0.4061759808984371,0.6820774307847024,0.8220634138666668,0.4375877691,0.38360868949416477,0.6620098782082399,0.7870084623333334,0.45540229200000004,0.36052906234556653,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\lambda_grid\runs\kin_2p0__swd_30p0\epoch_0008.pt,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\lambda_grid\eval\kin_2p0__swd_30p0\epoch_0008
