experiment,run_path,images_dir,epoch,is_tokenized,target_style,count,pair_available,pair_brightness_dist_l1,pair_brightness_mean_abs,pair_brightness_std_abs,pair_chroma_cb_dist_l1,pair_chroma_cb_mean_abs,pair_chroma_cb_std_abs,pair_chroma_cr_dist_l1,pair_chroma_cr_mean_abs,pair_chroma_cr_std_abs,pair_chroma_mean_l2,pair_chroma_std_l2,pair_rgb_b_dist_l1,pair_rgb_b_mean_abs,pair_rgb_b_std_abs,pair_rgb_g_dist_l1,pair_rgb_g_mean_abs,pair_rgb_g_std_abs,pair_rgb_mean_l2,pair_rgb_r_dist_l1,pair_rgb_r_mean_abs,pair_rgb_r_std_abs,pair_rgb_std_l2,style_brightness_dist_l1,style_brightness_mean_abs,style_brightness_std_abs,style_chroma_cb_dist_l1,style_chroma_cb_mean_abs,style_chroma_cb_std_abs,style_chroma_cr_dist_l1,style_chroma_cr_mean_abs,style_chroma_cr_std_abs,style_chroma_mean_l2,style_chroma_std_l2,style_rgb_b_dist_l1,style_rgb_b_mean_abs,style_rgb_b_std_abs,style_rgb_g_dist_l1,style_rgb_g_mean_abs,style_rgb_g_std_abs,style_rgb_mean_l2,style_rgb_r_dist_l1,style_rgb_r_mean_abs,style_rgb_r_std_abs,style_rgb_std_l2
abl_naive_skip,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_naive_skip\full_eval\epoch_0040,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_naive_skip\full_eval\epoch_0040\images,epoch_0040,0,Hayao,150,0.78,31.49019725098569,27.623394371097923,9.402906336336054,9.088624100399832,7.747363946376702,4.268000908387013,10.375053255985945,8.946443345811632,6.59676098314106,12.63717687333751,8.286952923505734,30.559852013221153,27.58384795881744,8.695881819113707,35.03510199652778,31.52135995718149,9.643506041958801,52.46921170878614,31.57664763621795,25.21295361641126,12.949134125668778,19.96427440031981,19.423592694600423,7.600959574381511,17.303894653320313,4.265884257952372,3.3299139404296874,3.970384260813395,5.419915959040324,2.123410085042318,8.027959314982096,4.02965785553058,9.018339664936066,17.199197591145833,13.072713012695312,11.365717493693033,21.337021484375,7.267345987955729,18.963064816792805,16.38838788986206,22.474415690104166,5.53482432047526,20.150278701782227,30.121758575439454
abl_naive_skip,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_naive_skip\full_eval\epoch_0040,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_naive_skip\full_eval\epoch_0040\images,epoch_0040,0,cezanne,150,0.24,36.58037504884932,34.636721505059135,8.369779692755806,8.645105355315739,7.645910474989149,4.238095932536655,6.663075162304772,5.526266521877712,3.605184409353468,10.240872803661558,6.131831804911296,35.72028266059028,33.21953243679471,11.216121859020657,38.406344943576386,36.64104715983073,8.998432795206705,63.460330168406166,39.11309814453125,36.36032401190864,9.688373724619547,18.86294174194336,12.821441721916198,3.347935536702474,13.427258987426757,5.268239362239838,3.433844045003255,5.884996376037598,3.923852229913076,1.301202392578125,4.30732369740804,3.8523451427618665,7.372977703412374,12.410763346354166,4.288715718587239,12.413332824707032,12.656552734375,3.605409851074219,13.293394978841146,7.986039177576701,15.929324544270834,4.3282542928059895,15.887050882975261,24.421224710146586
abl_naive_skip,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_naive_skip\full_eval\epoch_0040,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_naive_skip\full_eval\epoch_0040\images,epoch_0040,0,monet,150,0.4,25.988470633824665,22.43716843922933,11.39062566757202,10.756944851577282,8.981203333536785,5.805424722035726,8.259349358081817,7.332735951741537,4.042529273033142,12.457176325718562,7.47394743313392,36.486962890625,32.726478576660156,12.310003010431926,27.10123291015625,23.070491790771484,11.289205392201742,49.05818484624227,26.970166015625,22.843948872884116,11.557500012715657,22.081702796618142,11.504961751302083,4.0019170125325525,10.193568356831868,6.989958505630494,3.134429880777995,8.234409081141154,4.912507904370626,2.613683115641276,5.6712342691421505,4.147001275420189,10.039144593079884,15.2940625,3.199239501953125,15.339809392293294,11.293162434895834,3.347459716796875,10.550161666870117,9.301126770973205,12.688533528645833,7.20278055826823,11.157633043924967,21.92546454588572
abl_naive_skip,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_naive_skip\full_eval\epoch_0040,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_naive_skip\full_eval\epoch_0040\images,epoch_0040,0,photo,150,0.2,27.507008775075278,23.037369950612387,12.197555859883627,8.413937671979268,6.6949206034342446,5.681906163692474,7.687119396527608,6.603207143147786,5.041537666320801,10.007848799228668,7.997088013092677,32.07459309895833,26.533401997884116,14.479268264770507,28.2520263671875,24.191118876139324,12.082730484008788,46.50776503880819,31.5817138671875,25.434291076660156,15.169067541758219,25.440461730957033,16.634048461914062,5.267451375325521,17.530767669677733,6.915519633293152,2.2878675333658856,9.797928740183512,6.07689020951589,2.702328898111979,8.327692998250326,3.595497324268023,12.886777191162109,18.294103190104167,2.9171148681640626,20.105293680826822,15.832928059895833,4.188670959472656,17.079105224609375,10.775698901017506,22.253798828125,9.006431477864583,22.327775090535482,34.72674529393514
abl_naive_skip,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_naive_skip\full_eval\epoch_0040,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_naive_skip\full_eval\epoch_0040\images,epoch_0040,0,vangogh,150,0.14,21.318588393075125,16.129616146995907,11.282719112577892,14.883869965871176,11.13612293061756,10.713673614320301,11.316110724494571,9.465881710960751,6.867123285929362,15.589562030065627,12.982358069646926,32.734781901041664,27.749491373697918,16.001461528596423,21.920224144345237,15.93440682547433,12.023097083682107,42.75702594575428,25.988978794642858,20.881643386114213,15.197306315104166,27.230012507665727,14.366202619870505,3.2823966471354167,14.162142957051595,12.226615791320802,6.019239908854167,14.210077047348022,9.118339071273803,1.4842801920572917,10.94774528503418,6.277464254697164,17.961085567474367,16.78448567708333,7.210657857259115,15.15917635599772,16.608839518229168,4.926088053385417,16.31159008026123,11.045977082252502,18.831764322916666,5.297606506347656,18.911144154866538,29.426988989512125
abl_naive_skip,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_naive_skip\full_eval\epoch_0080,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_naive_skip\full_eval\epoch_0080\images,epoch_0080,0,Hayao,150,0.78,30.790581214122284,26.661433684520233,9.6862671354897,9.484577907456291,8.207962818634815,4.4436636215601215,10.73115547396179,9.026135762532553,6.956607314256521,13.138563549416697,8.668674101941606,30.69669179019765,27.537401509081196,8.995926620613815,34.0698012653579,30.222157274555958,9.893881414690588,51.625099573379906,31.943277994791668,25.180763049003406,13.766035666832558,20.760897783132698,20.162510941823324,9.68213623046875,17.942812627156574,4.69301028251648,3.820298055013021,4.575897121429444,7.157708396911621,4.21688232421875,8.829740985234578,5.719083986282349,9.982126612663269,19.4606201171875,16.04904307047526,12.504003346761067,22.696067708333334,10.788876342773438,19.729077758789064,19.781285559336343,23.006476236979168,3.7104393513997396,20.87565383911133,31.48950002034505
abl_naive_skip,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_naive_skip\full_eval\epoch_0080,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_naive_skip\full_eval\epoch_0080\images,epoch_0080,0,cezanne,150,0.24,36.59889814588759,34.80449782477485,8.620305909050835,8.539222594764498,7.563439475165473,4.711204462581211,6.703842288917965,5.569106419881185,3.582213799158732,10.26883653137419,6.447184400426017,36.040629069010414,33.84880235460069,10.661857260598076,38.36103651258681,36.840128580729164,9.114329867892796,63.68929878870646,39.30903455946181,36.25619210137261,9.328732755449083,18.528417030970257,13.291186695098878,4.227960408528646,13.59900739034017,5.50666187286377,3.309634501139323,6.61381708463033,4.115117771625519,1.65280029296875,5.323064800898234,3.745923178990682,8.540251375834147,12.085169270833333,2.5459662882486978,13.248937759399414,13.016853841145833,3.7350887044270835,13.629368057250977,7.889652066230774,16.843240559895833,6.0972581990559895,16.181548970540366,25.157787481943767
abl_naive_skip,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_naive_skip\full_eval\epoch_0080,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_naive_skip\full_eval\epoch_0080\images,epoch_0080,0,monet,150,0.4,25.46055158774058,21.065530077616373,11.507364622751872,10.93399000565211,9.169636789957682,5.976197195053101,8.820879415671032,7.975343322753906,4.274050970872243,12.982290375232697,7.697800714274248,36.095638020833334,32.37458724975586,12.59922324816386,26.9558837890625,22.329373931884767,11.52135108311971,47.76347348690033,25.979158528645833,21.13276062011719,11.192282231648763,22.241024935245512,8.576112175782521,2.5193889872233073,6.650047658284505,6.96495090007782,2.612806345621745,8.52171423594157,5.544823713302613,3.4453370666503904,6.403050136566162,4.350156169732411,10.685165654818217,11.131676432291666,3.0374268595377605,10.628844528198242,8.237542317708334,1.9569346110026042,7.029305318196615,8.280653969446819,10.398146158854166,6.952739868164063,8.05493288675944,15.318848244349162
abl_naive_skip,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_naive_skip\full_eval\epoch_0080,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_naive_skip\full_eval\epoch_0080\images,epoch_0080,0,photo,150,0.2,26.130443398157755,22.707814439137778,10.74800370534261,9.174298103650411,7.081554667154948,5.875497233867645,8.55619800488154,7.351636250813802,5.508743095397949,10.759019295374552,8.467290210723878,31.228181966145833,26.83672129313151,12.95265261332194,26.9594970703125,23.848189798990884,10.82246602376302,46.785763295491535,30.687825520833332,25.376002502441406,14.794592062632242,23.65531221230825,16.68680451075236,2.8952838134765626,16.77093925476074,6.489794030189514,3.3988637288411456,8.650107494990031,6.9988136482238765,4.70453379313151,8.297518692016602,5.817359999020894,12.004033493995667,16.9170263671875,9.150085347493489,15.090753326416015,16.539228515625,5.116581115722656,16.289923985799152,11.424729537963866,22.904246419270834,3.938729960123698,23.18813028971354,32.294427642822264
abl_naive_skip,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_naive_skip\full_eval\epoch_0080,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_naive_skip\full_eval\epoch_0080\images,epoch_0080,0,vangogh,150,0.14,21.229404540289018,15.492267063685826,9.90722910563151,15.049961862109956,10.881508600144159,11.526179245540074,11.28857605797904,9.09517088390532,7.589869726271856,15.162901901063465,14.058790638333274,30.990118117559526,26.10763913109189,15.32067194439116,21.946765718005953,16.428985595703125,10.138263884044829,41.98463821411133,26.074102492559526,20.623159499395463,13.80549058460054,25.17549010685512,13.908397693634033,5.654664815266927,12.312592264811197,12.948308455149332,6.810391743977864,14.961028741200765,9.835137068430583,3.009629923502604,11.756836856206258,7.4975918102264405,19.0457519976298,15.151559244791667,5.693156127929687,14.071490071614583,15.9166259765625,6.46769521077474,14.444842274983724,14.133597742716471,19.809972330729167,10.71747823079427,17.31160191853841,26.759749240875244
