epoch,loss,flow,kinetic_energy,kinetic_low_band,kinetic_high_band,curvature,ot_cost,terminal_swd,terminal_swd_aux,aux_target_ratio,semantic_attn_mean,semantic_k_abs,plan_entropy,barycentric_entropy,teacher_alignment,teacher_abs,bridge_sigma,identity_ratio,t_mean,velocity_abs,endpoint_abs,base_endpoint_abs,final_endpoint_abs,proximal_residual_abs,proximal_clamp_scale,proximal_residual_energy,base_transport_abs,proximal_to_transport_ratio,proximal_trust_penalty,velocity_max,endpoint_max,base_endpoint_max,final_endpoint_max,lr,data_time_sec,forward_time_sec,backward_time_sec,optimizer_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec,cuda_peak_allocated_gb,cuda_peak_reserved_gb
1,8.123613357543945,0.487641841173172,0.13305801153182983,0.09429312497377396,0.03876496106386185,0.0,0.0,2.34375,0.0,0.0,0.0009765624417923391,0.0704127848148346,0.0,0.0,0.014553391374647617,0.18095596134662628,0.0,0.1961778849363327,0.9999999403953552,0.288097620010376,0.4889468252658844,0.4880251884460449,0.4889468252658844,0.11788101494312286,0.9999999403953552,0.0011814701138064265,0.288097620010376,0.643470287322998,0.0007300955476239324,7.881967544555664,4.060397624969482,3.9314165115356445,4.060397624969482,0.0002,4.491524891000751,372.21103638699964,17.398691846000883,6.743807893999993,396.3535361270005,450.01323223114014,18886,41.96765483175746,6.616663455963135,8.345703125
2,7.954085826873779,0.48588642477989197,0.14032602310180664,0.1029127687215805,0.03741326928138733,0.0,0.0,2.359375,0.0,0.0,0.0009765624417923391,0.07037001848220825,0.0,0.0,0.013615196570754051,0.18135541677474976,0.0,0.20099623501300812,0.9999999403953552,0.29444992542266846,0.48763182759284973,0.4889622926712036,0.48763182759284973,0.1202993169426918,0.9999999403953552,0.0012301466194912791,0.29444992542266846,0.6392781734466553,0.0007006441010162234,7.953643321990967,4.071536064147949,3.9419641494750977,4.071536064147949,0.000199187261830512,5.162777105001396,353.81916451399803,15.10452861300081,6.47688290700097,375.4005760339998,426.1053125858307,18886,44.322376281557816,6.616663455963135,8.345703125
3,7.947262763977051,0.489060640335083,0.1401074081659317,0.10338073968887329,0.036726754158735275,0.0,0.0,2.296875,0.0,0.0,0.0009765624417923391,0.07040790468454361,0.0,0.0,0.01360766589641571,0.1825462132692337,0.0,0.2003607451915741,0.9999999403953552,0.29403164982795715,0.4886971116065979,0.49120205640792847,0.4886971116065979,0.12086573243141174,0.9999999403953552,0.0012427604524418712,0.29403164982795715,0.6432061195373535,0.0007480706553906202,7.788056373596191,4.075933456420898,3.9410996437072754,4.075933456420898,0.0001967629534974615,6.195976596999799,355.27295232300014,15.230514309999421,6.454276902998799,376.95774353599836,428.3265597820282,18886,44.0925260614493,6.616968631744385,8.345703125
4,7.925608158111572,0.4903564155101776,0.1401255875825882,0.10335873812437057,0.03676677495241165,0.0,0.0,2.265625,0.0,0.0,0.0009765624417923391,0.07057232409715652,0.0,0.0,0.013660406693816185,0.17949749529361725,0.0,0.198825404047966,0.9999999403953552,0.29325252771377563,0.4876064658164978,0.4908258318901062,0.4876064658164978,0.1212930902838707,0.9999999403953552,0.001252678339369595,0.29325252771377563,0.64635169506073,0.0007918090559542179,7.793911457061768,4.080970764160156,3.9421370029449463,4.080970764160156,0.00019276855558857225,4.978806099003805,358.0177606270029,15.237921196002844,6.71842869500324,379.97411051800896,430.36175203323364,18886,43.88401132482976,6.616968631744385,8.345703125
5,7.916454792022705,0.4916634261608124,0.14257410168647766,0.10616866499185562,0.03640540689229965,0.0,0.0,2.234375,0.0,0.0,0.0009765624417923391,0.07051409780979156,0.0,0.0,0.013660520315170288,0.18215608596801758,0.0,0.20067843794822693,0.9999999403953552,0.29483872652053833,0.48962441086769104,0.4934026300907135,0.48962441086769104,0.1217692568898201,0.9999999403953552,0.001262711826711893,0.29483872652053833,0.6438042521476746,0.000776121742092073,7.812763214111328,4.0808234214782715,3.943300247192383,4.0808234214782715,0.0001872724133595217,4.657551011001715,358.0185836870023,15.139923912003724,6.496801802999244,379.6553094020053,429.76352190971375,18886,43.94509779721984,6.617212772369385,8.345703125
6,7.873582363128662,0.49395838379859924,0.13951590657234192,0.10308840870857239,0.03642765432596207,0.0,0.0,2.203125,0.0,0.0,0.0009765624417923391,0.07034676522016525,0.0,0.0,0.01370376255363226,0.18055860698223114,0.0,0.20131374895572662,0.9999999403953552,0.29146990180015564,0.488920122385025,0.49302178621292114,0.488920122385025,0.1218470111489296,0.9999999403953552,0.001264450023882091,0.29146990180015564,0.651559054851532,0.000865823938511312,7.723072528839111,4.082744121551514,3.941272497177124,4.082744121551514,0.00018036856732766735,4.676298278000104,368.0565152049935,15.388896318991556,6.620827176999683,390.06623870098474,441.53456473350525,18886,42.773548230360916,6.617212772369385,8.345703125
7,7.886071681976318,0.4926496744155884,0.1394912302494049,0.10319751501083374,0.036293670535087585,0.0,0.0,2.25,0.0,0.0,0.0009765624417923391,0.07031699270009995,0.0,0.0,0.01386767067015171,0.1835615336894989,0.0,0.20486128330230713,0.9999999403953552,0.2916402816772461,0.4896921217441559,0.49373742938041687,0.4896921217441559,0.12148956209421158,0.9999999403953552,0.0012603173963725567,0.2916402816772461,0.6504004597663879,0.0008421261445619166,7.893513202667236,4.078574180603027,3.942938804626465,4.078574180603027,0.00017217514421272203,7.327988823000396,370.19031279299907,15.466163860010056,6.815682014998401,392.4721586680075,446.9758086204529,18886,42.25284598352155,6.617212772369385,8.345703125
8,7.924499034881592,0.49547895789146423,0.14035817980766296,0.10411558300256729,0.03624260425567627,0.0,0.0,2.34375,0.0,0.0,0.0009765624417923391,0.07036434859037399,0.0,0.0,0.013796284794807434,0.17957358062267303,0.0,0.19988417625427246,0.9999999403953552,0.29183676838874817,0.4891851544380188,0.4937276542186737,0.4891851544380188,0.12191422283649445,0.9999999403953552,0.0012658813502639532,0.29183676838874817,0.650434672832489,0.0008548031328245997,7.9181413650512695,4.080624103546143,3.9437718391418457,4.080624103546143,0.00016283233575582848,5.360786488002759,371.0369019520017,15.482669173999057,6.843274902996654,393.3628460289974,445.88377356529236,18886,42.35632942860266,6.617212772369385,8.345703125
9,7.8269829750061035,0.49485814571380615,0.13904978334903717,0.10307972133159637,0.03597008064389229,0.0,0.0,2.1875,0.0,0.0,0.0009765624417923391,0.07039719820022583,0.0,0.0,0.013812101446092129,0.18153244256973267,0.0,0.19829577207565308,0.9999999403953552,0.2907582223415375,0.48986902832984924,0.49449509382247925,0.48986902832984924,0.12195200473070145,0.9999999403953552,0.0012685349211096764,0.2907582223415375,0.6536687016487122,0.0008883990813046694,7.888137340545654,4.081480979919434,3.942404270172119,4.081480979919434,0.00015250000000000002,4.962046903997816,371.1081856050064,15.511490389988921,6.8036553019974235,393.4233312969927,445.5672082901001,18886,42.3864226285335,6.617212772369385,8.345703125
10,7.879836082458496,0.4939868450164795,0.14175722002983093,0.10560967773199081,0.03614763543009758,0.0,0.0,2.265625,0.0,0.0,0.0009765624417923391,0.07026360929012299,0.0,0.0,0.013832155615091324,0.17918455600738525,0.0,0.20618517696857452,0.9999999403953552,0.29315733909606934,0.4883960783481598,0.4930950701236725,0.4883960783481598,0.12206745892763138,0.9999999403953552,0.0012729772133752704,0.29315733909606934,0.6494174003601074,0.0008517552632838488,7.701517581939697,4.079126358032227,3.939936399459839,4.079126358032227,0.00014135492607468355,4.833998802020233,371.3310444719941,15.616382101003182,6.841227999998864,393.78865457299617,445.7745394706726,18886,42.366708566231395,6.617212772369385,8.345703125
