reuse_dir_rel,grid_output_rel,cells_total,cells_with_clip,cells_with_lpips,cells_complete,reused_count,avg_clip_style,avg_content_lpips,clip_minus_lpips,is_complete_25,reuse_dir,grid_output_dir
Cycle-NCE\arch\arch_ablate_B2_weaver_h2_g2_d1\full_eval\epoch_0080_tokenized_distill_epochs200,Cycle-NCE\arch\arch_ablate_B2_weaver_h2_g2_d1\full_eval\epoch_0080_tokenized_distill_epochs200_grid5,25,25,25,25,25,0.6575831007957459,0.4406197451999999,0.21696335559574598,True,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_B2_weaver_h2_g2_d1\full_eval\epoch_0080_tokenized_distill_epochs200,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_B2_weaver_h2_g2_d1\full_eval\epoch_0080_tokenized_distill_epochs200_grid5
Cycle-NCE\arch\arch_ablate_B3_weaver_h3_g2_d2\full_eval\epoch_0040,Cycle-NCE\arch\arch_ablate_B3_weaver_h3_g2_d2\full_eval\epoch_0040_grid5,25,25,25,25,25,0.6460152363777161,0.45677931160000007,0.189235924777716,True,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_B3_weaver_h3_g2_d2\full_eval\epoch_0040,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_B3_weaver_h3_g2_d2\full_eval\epoch_0040_grid5
Cycle-NCE\arch\arch_ablate_B3_weaver_h3_g2_d2\full_eval\epoch_0040_tokenized_distill_epochs200,Cycle-NCE\arch\arch_ablate_B3_weaver_h3_g2_d2\full_eval\epoch_0040_tokenized_distill_epochs200_grid5,25,25,25,25,25,0.6489647614955902,0.4283534747999999,0.22061128669559033,True,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_B3_weaver_h3_g2_d2\full_eval\epoch_0040_tokenized_distill_epochs200,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_B3_weaver_h3_g2_d2\full_eval\epoch_0040_tokenized_distill_epochs200_grid5
Cycle-NCE\arch\arch_ablate_B3_weaver_h3_g2_d2\full_eval\epoch_0080,Cycle-NCE\arch\arch_ablate_B3_weaver_h3_g2_d2\full_eval\epoch_0080_grid5,25,25,25,25,25,0.6526561033725738,0.49211492640000004,0.1605411769725738,True,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_B3_weaver_h3_g2_d2\full_eval\epoch_0080,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_B3_weaver_h3_g2_d2\full_eval\epoch_0080_grid5
Cycle-NCE\arch\arch_ablate_B3_weaver_h3_g2_d2\full_eval\epoch_0080_tokenized_distill_epochs200,Cycle-NCE\arch\arch_ablate_B3_weaver_h3_g2_d2\full_eval\epoch_0080_tokenized_distill_epochs200_grid5,25,25,25,25,25,0.6626507353782654,0.4563627604000001,0.20628797497826523,True,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_B3_weaver_h3_g2_d2\full_eval\epoch_0080_tokenized_distill_epochs200,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_B3_weaver_h3_g2_d2\full_eval\epoch_0080_tokenized_distill_epochs200_grid5
Cycle-NCE\arch\arch_ablate_C1_asym_h1_g2_d2\full_eval\epoch_0040,Cycle-NCE\arch\arch_ablate_C1_asym_h1_g2_d2\full_eval\epoch_0040_grid5,25,25,25,25,25,0.6526464688777923,0.4226776724,0.22996879647779234,True,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_C1_asym_h1_g2_d2\full_eval\epoch_0040,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_C1_asym_h1_g2_d2\full_eval\epoch_0040_grid5
Cycle-NCE\arch\arch_ablate_C1_asym_h1_g2_d2\full_eval\epoch_0040_tokenized_distill_epochs200,Cycle-NCE\arch\arch_ablate_C1_asym_h1_g2_d2\full_eval\epoch_0040_tokenized_distill_epochs200_grid5,25,25,25,25,25,0.6550809752941131,0.39714363680000003,0.2579373384941131,True,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_C1_asym_h1_g2_d2\full_eval\epoch_0040_tokenized_distill_epochs200,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_C1_asym_h1_g2_d2\full_eval\epoch_0040_tokenized_distill_epochs200_grid5
Cycle-NCE\arch\arch_ablate_C1_asym_h1_g2_d2\full_eval\epoch_0080,Cycle-NCE\arch\arch_ablate_C1_asym_h1_g2_d2\full_eval\epoch_0080_grid5,25,25,25,25,25,0.6623547554016114,0.4716970712,0.1906576842016114,True,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_C1_asym_h1_g2_d2\full_eval\epoch_0080,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_C1_asym_h1_g2_d2\full_eval\epoch_0080_grid5
Cycle-NCE\arch\arch_ablate_C1_asym_h1_g2_d2\full_eval\epoch_0080_tokenized_distill_epochs200,Cycle-NCE\arch\arch_ablate_C1_asym_h1_g2_d2\full_eval\epoch_0080_tokenized_distill_epochs200_grid5,25,25,25,25,25,0.6626106858253479,0.4390081679999999,0.22360251782534796,True,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_C1_asym_h1_g2_d2\full_eval\epoch_0080_tokenized_distill_epochs200,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_C1_asym_h1_g2_d2\full_eval\epoch_0080_tokenized_distill_epochs200_grid5
Cycle-NCE\arch\arch_ablate_C2_asym_h2_g2_d3\full_eval\epoch_0040,Cycle-NCE\arch\arch_ablate_C2_asym_h2_g2_d3\full_eval\epoch_0040_grid5,25,25,25,25,25,0.6517074036598206,0.448233542,0.20347386165982062,True,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_C2_asym_h2_g2_d3\full_eval\epoch_0040,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_C2_asym_h2_g2_d3\full_eval\epoch_0040_grid5
Cycle-NCE\arch\arch_ablate_C2_asym_h2_g2_d3\full_eval\epoch_0040_tokenized_distill_epochs200,Cycle-NCE\arch\arch_ablate_C2_asym_h2_g2_d3\full_eval\epoch_0040_tokenized_distill_epochs200_grid5,25,25,25,25,25,0.6547397708892823,0.41215628839999996,0.2425834824892823,True,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_C2_asym_h2_g2_d3\full_eval\epoch_0040_tokenized_distill_epochs200,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_C2_asym_h2_g2_d3\full_eval\epoch_0040_tokenized_distill_epochs200_grid5
Cycle-NCE\arch\arch_ablate_C2_asym_h2_g2_d3\full_eval\epoch_0080,Cycle-NCE\arch\arch_ablate_C2_asym_h2_g2_d3\full_eval\epoch_0080_grid5,25,20,20,20,20,0.6659946054220199,0.4681835895,0.19781101592201994,False,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_C2_asym_h2_g2_d3\full_eval\epoch_0080,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_C2_asym_h2_g2_d3\full_eval\epoch_0080_grid5
Cycle-NCE\arch\arch_ablate_C2_asym_h2_g2_d3\full_eval\epoch_0080_tokenized_distill_epochs200,Cycle-NCE\arch\arch_ablate_C2_asym_h2_g2_d3\full_eval\epoch_0080_tokenized_distill_epochs200_grid5,25,25,25,25,25,0.6557096564769744,0.4324451292,0.22326452727697443,True,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_C2_asym_h2_g2_d3\full_eval\epoch_0080_tokenized_distill_epochs200,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_C2_asym_h2_g2_d3\full_eval\epoch_0080_tokenized_distill_epochs200_grid5
Cycle-NCE\arch\arch_ablate_D1_cgw_h2_g2_d3_impasto_s3_r12\full_eval\epoch_0040,Cycle-NCE\arch\arch_ablate_D1_cgw_h2_g2_d3_impasto_s3_r12\full_eval\epoch_0040_grid5,25,25,25,25,25,0.657532035112381,0.4395534472,0.217978587912381,True,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_D1_cgw_h2_g2_d3_impasto_s3_r12\full_eval\epoch_0040,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_D1_cgw_h2_g2_d3_impasto_s3_r12\full_eval\epoch_0040_grid5
Cycle-NCE\arch\arch_ablate_D1_cgw_h2_g2_d3_impasto_s3_r12\full_eval\epoch_0040_tokenized_distill_epochs200,Cycle-NCE\arch\arch_ablate_D1_cgw_h2_g2_d3_impasto_s3_r12\full_eval\epoch_0040_tokenized_distill_epochs200_grid5,25,25,25,25,25,0.6560443687438965,0.41726324040000007,0.23878112834389642,True,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_D1_cgw_h2_g2_d3_impasto_s3_r12\full_eval\epoch_0040_tokenized_distill_epochs200,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_D1_cgw_h2_g2_d3_impasto_s3_r12\full_eval\epoch_0040_tokenized_distill_epochs200_grid5
Cycle-NCE\arch\arch_ablate_D1_cgw_h2_g2_d3_impasto_s3_r12\full_eval\epoch_0080,Cycle-NCE\arch\arch_ablate_D1_cgw_h2_g2_d3_impasto_s3_r12\full_eval\epoch_0080_grid5,25,25,25,25,25,0.6560394835472106,0.4742227323999999,0.18181675114721074,True,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_D1_cgw_h2_g2_d3_impasto_s3_r12\full_eval\epoch_0080,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_D1_cgw_h2_g2_d3_impasto_s3_r12\full_eval\epoch_0080_grid5
Cycle-NCE\arch\arch_ablate_D1_cgw_h2_g2_d3_impasto_s3_r12\full_eval\epoch_0080_tokenized_distill_epochs200,Cycle-NCE\arch\arch_ablate_D1_cgw_h2_g2_d3_impasto_s3_r12\full_eval\epoch_0080_tokenized_distill_epochs200_grid5,25,25,25,25,25,0.6595864844322205,0.44439311680000004,0.2151933676322204,True,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_D1_cgw_h2_g2_d3_impasto_s3_r12\full_eval\epoch_0080_tokenized_distill_epochs200,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_D1_cgw_h2_g2_d3_impasto_s3_r12\full_eval\epoch_0080_tokenized_distill_epochs200_grid5
Cycle-NCE\arch\arch_ablate_E1_wgw_light_h2_g1_d2\full_eval\epoch_0030,Cycle-NCE\arch\arch_ablate_E1_wgw_light_h2_g1_d2\full_eval\epoch_0030_grid5,25,25,25,25,25,0.657936270236969,0.3632723844000001,0.2946638858369689,True,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_E1_wgw_light_h2_g1_d2\full_eval\epoch_0030,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_E1_wgw_light_h2_g1_d2\full_eval\epoch_0030_grid5
Cycle-NCE\arch\arch_ablate_E1_wgw_light_h2_g1_d2\full_eval\epoch_0030_tokenized_distill_epochs200,Cycle-NCE\arch\arch_ablate_E1_wgw_light_h2_g1_d2\full_eval\epoch_0030_tokenized_distill_epochs200_grid5,25,25,25,25,25,0.6535115122795105,0.3988764696000001,0.2546350426795104,True,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_E1_wgw_light_h2_g1_d2\full_eval\epoch_0030_tokenized_distill_epochs200,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_E1_wgw_light_h2_g1_d2\full_eval\epoch_0030_tokenized_distill_epochs200_grid5
Cycle-NCE\arch\arch_ablate_E1_wgw_light_h2_g1_d2\full_eval\epoch_0040,Cycle-NCE\arch\arch_ablate_E1_wgw_light_h2_g1_d2\full_eval\epoch_0040_grid5,25,25,25,25,25,0.6419937169551849,0.3270688895999999,0.314924827355185,True,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_E1_wgw_light_h2_g1_d2\full_eval\epoch_0040,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_E1_wgw_light_h2_g1_d2\full_eval\epoch_0040_grid5
Cycle-NCE\arch\arch_ablate_E1_wgw_light_h2_g1_d2\full_eval\epoch_0040_tokenized_distill_epochs200,Cycle-NCE\arch\arch_ablate_E1_wgw_light_h2_g1_d2\full_eval\epoch_0040_tokenized_distill_epochs200_grid5,25,25,25,25,25,0.6497512567043304,0.4028302152000001,0.2469210415043303,True,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_E1_wgw_light_h2_g1_d2\full_eval\epoch_0040_tokenized_distill_epochs200,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_E1_wgw_light_h2_g1_d2\full_eval\epoch_0040_tokenized_distill_epochs200_grid5
Cycle-NCE\exp\42\42_A01_Macro_Only_LR3e4\full_eval\epoch_0030,Cycle-NCE\exp\42\42_A01_Macro_Only_LR3e4\full_eval\epoch_0030_grid5,25,25,25,25,25,0.6454380202293396,0.2926203152000001,0.3528177050293395,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\42\42_A01_Macro_Only_LR3e4\full_eval\epoch_0030,G:\GitHub\Latent_Style\Cycle-NCE\exp\42\42_A01_Macro_Only_LR3e4\full_eval\epoch_0030_grid5
Cycle-NCE\exp\42\42_A01_Macro_Only_LR3e4\full_eval\epoch_0030_tokenized_distill_epochs200,Cycle-NCE\exp\42\42_A01_Macro_Only_LR3e4\full_eval\epoch_0030_tokenized_distill_epochs200_grid5,25,25,25,25,25,0.641292918920517,0.2914984512,0.349794467720517,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\42\42_A01_Macro_Only_LR3e4\full_eval\epoch_0030_tokenized_distill_epochs200,G:\GitHub\Latent_Style\Cycle-NCE\exp\42\42_A01_Macro_Only_LR3e4\full_eval\epoch_0030_tokenized_distill_epochs200_grid5
Cycle-NCE\exp\42\42_A01_Macro_Only_LR3e4\full_eval\epoch_0060,Cycle-NCE\exp\42\42_A01_Macro_Only_LR3e4\full_eval\epoch_0060_grid5,25,25,25,25,25,0.6509501266479493,0.2986161272,0.35233399944794924,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\42\42_A01_Macro_Only_LR3e4\full_eval\epoch_0060,G:\GitHub\Latent_Style\Cycle-NCE\exp\42\42_A01_Macro_Only_LR3e4\full_eval\epoch_0060_grid5
Cycle-NCE\exp\42\42_A01_Macro_Only_LR3e4\full_eval\epoch_0060_fewshot_ukiyo_e,Cycle-NCE\exp\42\42_A01_Macro_Only_LR3e4\full_eval\epoch_0060_fewshot_ukiyo_e_grid5,25,25,25,25,25,0.6509400284290314,0.2985933484,0.3523466800290314,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\42\42_A01_Macro_Only_LR3e4\full_eval\epoch_0060_fewshot_ukiyo_e,G:\GitHub\Latent_Style\Cycle-NCE\exp\42\42_A01_Macro_Only_LR3e4\full_eval\epoch_0060_fewshot_ukiyo_e_grid5
Cycle-NCE\exp\abl_naive_skip\full_eval\epoch_0040,Cycle-NCE\exp\abl_naive_skip\full_eval\epoch_0040_grid5,25,25,25,25,25,0.6970046329498291,0.6054945611999999,0.09151007174982917,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_naive_skip\full_eval\epoch_0040,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_naive_skip\full_eval\epoch_0040_grid5
Cycle-NCE\exp\abl_naive_skip\full_eval\epoch_0080,Cycle-NCE\exp\abl_naive_skip\full_eval\epoch_0080_grid5,25,25,25,25,25,0.7044412589073181,0.6284207892,0.07602046970731813,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_naive_skip\full_eval\epoch_0080,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_naive_skip\full_eval\epoch_0080_grid5
Cycle-NCE\exp\abl_no_adagn\full_eval\epoch_0040,Cycle-NCE\exp\abl_no_adagn\full_eval\epoch_0040_grid5,25,25,25,25,25,0.672144660949707,0.5468531031999999,0.12529155774970713,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_no_adagn\full_eval\epoch_0040,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_no_adagn\full_eval\epoch_0040_grid5
Cycle-NCE\exp\abl_no_adagn\full_eval\epoch_0080,Cycle-NCE\exp\abl_no_adagn\full_eval\epoch_0080_grid5,25,25,25,25,25,0.6864986991882325,0.5741289780000001,0.11236972118823241,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_no_adagn\full_eval\epoch_0080,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_no_adagn\full_eval\epoch_0080_grid5
Cycle-NCE\exp\abl_no_residual\full_eval\epoch_0040,Cycle-NCE\exp\abl_no_residual\full_eval\epoch_0040_grid5,25,25,25,25,25,0.6322546005249023,0.2665407292,0.36571387132490235,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_no_residual\full_eval\epoch_0040,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_no_residual\full_eval\epoch_0040_grid5
Cycle-NCE\exp\abl_no_residual\full_eval\epoch_0080,Cycle-NCE\exp\abl_no_residual\full_eval\epoch_0080_grid5,25,25,25,25,25,0.6326252806186676,0.26613272920000003,0.3664925514186676,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_no_residual\full_eval\epoch_0080,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_no_residual\full_eval\epoch_0080_grid5
Cycle-NCE\exp\ca_pram\ca_pram_final_10_dim96_tok128\full_eval\epoch_0080,Cycle-NCE\exp\ca_pram\ca_pram_final_10_dim96_tok128\full_eval\epoch_0080_grid5,25,25,25,25,25,0.6395903313159943,0.0,0.6395903313159943,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_10_dim96_tok128\full_eval\epoch_0080,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_10_dim96_tok128\full_eval\epoch_0080_grid5
Cycle-NCE\exp\ca_pram\ca_pram_final_11_dim128_tok128\full_eval\epoch_0040,Cycle-NCE\exp\ca_pram\ca_pram_final_11_dim128_tok128\full_eval\epoch_0040_grid5,25,25,25,25,25,0.6491128468513488,0.3068118492,0.34230099765134886,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_11_dim128_tok128\full_eval\epoch_0040,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_11_dim128_tok128\full_eval\epoch_0040_grid5
Cycle-NCE\exp\ca_pram\ca_pram_final_11_dim128_tok128\full_eval\epoch_0080,Cycle-NCE\exp\ca_pram\ca_pram_final_11_dim128_tok128\full_eval\epoch_0080_grid5,25,25,25,25,25,0.6545948624610901,0.4618980883999999,0.1926967740610902,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_11_dim128_tok128\full_eval\epoch_0080,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_11_dim128_tok128\full_eval\epoch_0080_grid5
Cycle-NCE\exp\ca_pram\ca_pram_final_12_base_ref\full_eval\epoch_0040,Cycle-NCE\exp\ca_pram\ca_pram_final_12_base_ref\full_eval\epoch_0040_grid5,25,25,25,25,25,0.6353094327449799,0.2961353380000001,0.3391740947449798,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_12_base_ref\full_eval\epoch_0040,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_12_base_ref\full_eval\epoch_0040_grid5
Cycle-NCE\exp\ca_pram\ca_pram_final_12_base_ref\full_eval\epoch_0080,Cycle-NCE\exp\ca_pram\ca_pram_final_12_base_ref\full_eval\epoch_0080_grid5,25,25,25,25,25,0.6583350253105164,0.4650022212,0.19333280411051634,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_12_base_ref\full_eval\epoch_0080,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_12_base_ref\full_eval\epoch_0080_grid5
Cycle-NCE\exp\ca_pram\ca_pram_final_1_lr4_id35_swd60_c5\full_eval\epoch_0040,Cycle-NCE\exp\ca_pram\ca_pram_final_1_lr4_id35_swd60_c5\full_eval\epoch_0040_grid5,25,25,25,25,25,0.6516094982624054,0.4472236844,0.20438581386240545,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_1_lr4_id35_swd60_c5\full_eval\epoch_0040,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_1_lr4_id35_swd60_c5\full_eval\epoch_0040_grid5
Cycle-NCE\exp\ca_pram\ca_pram_final_1_lr4_id35_swd60_c5\full_eval\epoch_0080,Cycle-NCE\exp\ca_pram\ca_pram_final_1_lr4_id35_swd60_c5\full_eval\epoch_0080_grid5,25,25,25,25,25,0.6520365977287292,0.4711270684000002,0.18090952932872906,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_1_lr4_id35_swd60_c5\full_eval\epoch_0080,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_1_lr4_id35_swd60_c5\full_eval\epoch_0080_grid5
Cycle-NCE\exp\ca_pram\ca_pram_final_2_lr5_id30_swd80_c2\full_eval\epoch_0040,Cycle-NCE\exp\ca_pram\ca_pram_final_2_lr5_id30_swd80_c2\full_eval\epoch_0040_grid5,25,25,25,25,25,0.6383892953395843,0.2931495187999999,0.34523977653958443,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_2_lr5_id30_swd80_c2\full_eval\epoch_0040,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_2_lr5_id30_swd80_c2\full_eval\epoch_0040_grid5
Cycle-NCE\exp\ca_pram\ca_pram_final_2_lr5_id30_swd80_c2\full_eval\epoch_0080,Cycle-NCE\exp\ca_pram\ca_pram_final_2_lr5_id30_swd80_c2\full_eval\epoch_0080_grid5,25,25,25,25,25,0.6519935703277588,0.4777538127999999,0.17423975752775894,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_2_lr5_id30_swd80_c2\full_eval\epoch_0080,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_2_lr5_id30_swd80_c2\full_eval\epoch_0080_grid5
Cycle-NCE\exp\ca_pram\ca_pram_final_3_lr6_id25_swd60_c5\full_eval\epoch_0040,Cycle-NCE\exp\ca_pram\ca_pram_final_3_lr6_id25_swd60_c5\full_eval\epoch_0040_grid5,25,25,25,25,25,0.653624267578125,0.4334370068,0.22018726077812495,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_3_lr6_id25_swd60_c5\full_eval\epoch_0040,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_3_lr6_id25_swd60_c5\full_eval\epoch_0040_grid5
Cycle-NCE\exp\ca_pram\ca_pram_final_3_lr6_id25_swd60_c5\full_eval\epoch_0080,Cycle-NCE\exp\ca_pram\ca_pram_final_3_lr6_id25_swd60_c5\full_eval\epoch_0080_grid5,25,25,25,25,25,0.6685300445556641,0.4830588383999999,0.1854712061556642,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_3_lr6_id25_swd60_c5\full_eval\epoch_0080,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_3_lr6_id25_swd60_c5\full_eval\epoch_0080_grid5
Cycle-NCE\exp\ca_pram\ca_pram_final_4_lr8_id30_swd80_c2\full_eval\epoch_0040,Cycle-NCE\exp\ca_pram\ca_pram_final_4_lr8_id30_swd80_c2\full_eval\epoch_0040_grid5,25,25,25,25,25,0.6494556713104248,0.44739852559999993,0.20205714571042488,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_4_lr8_id30_swd80_c2\full_eval\epoch_0040,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_4_lr8_id30_swd80_c2\full_eval\epoch_0040_grid5
Cycle-NCE\exp\ca_pram\ca_pram_final_4_lr8_id30_swd80_c2\full_eval\epoch_0080,Cycle-NCE\exp\ca_pram\ca_pram_final_4_lr8_id30_swd80_c2\full_eval\epoch_0080_grid5,25,25,25,25,25,0.65475128531456,0.4864370928000002,0.16831419251455976,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_4_lr8_id30_swd80_c2\full_eval\epoch_0080,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_4_lr8_id30_swd80_c2\full_eval\epoch_0080_grid5
Cycle-NCE\exp\ca_pram\ca_pram_final_5_lr5_id15_swd120_c5\full_eval\epoch_0040,Cycle-NCE\exp\ca_pram\ca_pram_final_5_lr5_id15_swd120_c5\full_eval\epoch_0040_grid5,25,25,25,25,25,0.6532237660884858,0.4429767615999999,0.21024700448848588,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_5_lr5_id15_swd120_c5\full_eval\epoch_0040,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_5_lr5_id15_swd120_c5\full_eval\epoch_0040_grid5
Cycle-NCE\exp\ca_pram\ca_pram_final_5_lr5_id15_swd120_c5\full_eval\epoch_0080,Cycle-NCE\exp\ca_pram\ca_pram_final_5_lr5_id15_swd120_c5\full_eval\epoch_0080_grid5,25,25,25,25,25,0.6678750801086426,0.4749086204,0.19296645970864262,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_5_lr5_id15_swd120_c5\full_eval\epoch_0080,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_5_lr5_id15_swd120_c5\full_eval\epoch_0080_grid5
Cycle-NCE\exp\ca_pram\ca_pram_final_6_lr5_id20_swd150_c10\full_eval\epoch_0040,Cycle-NCE\exp\ca_pram\ca_pram_final_6_lr5_id20_swd150_c10\full_eval\epoch_0040_grid5,25,25,25,25,25,0.6528625154495239,0.44497428000000006,0.20788823544952384,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_6_lr5_id20_swd150_c10\full_eval\epoch_0040,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_6_lr5_id20_swd150_c10\full_eval\epoch_0040_grid5
Cycle-NCE\exp\ca_pram\ca_pram_final_6_lr5_id20_swd150_c10\full_eval\epoch_0080,Cycle-NCE\exp\ca_pram\ca_pram_final_6_lr5_id20_swd150_c10\full_eval\epoch_0080_grid5,25,25,25,25,25,0.6629447722434998,0.47775747360000004,0.18518729864349975,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_6_lr5_id20_swd150_c10\full_eval\epoch_0080,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_6_lr5_id20_swd150_c10\full_eval\epoch_0080_grid5
Cycle-NCE\exp\ca_pram\ca_pram_final_7_lr8_id15_swd120_c5\full_eval\epoch_0040,Cycle-NCE\exp\ca_pram\ca_pram_final_7_lr8_id15_swd120_c5\full_eval\epoch_0040_grid5,25,25,25,25,25,0.6538361442089081,0.4482994788,0.20553666540890814,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_7_lr8_id15_swd120_c5\full_eval\epoch_0040,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_7_lr8_id15_swd120_c5\full_eval\epoch_0040_grid5
