probe_family,path_mode,encoded_code_a_vs_b_mean_abs,first_hires_block_gate1_a_vs_b_mean_abs,skip32_a_vs_b_mean_abs,content16_a_vs_b_mean_abs,adapted_code_a_vs_b_mean_abs,style_map_a_vs_b_mean_abs,h_body_a_vs_b_mean_abs,h_fused_a_vs_b_mean_abs,h_dec_pre_mod_a_vs_b_mean_abs,h_dec_post_mod_a_vs_b_mean_abs,delta_a_vs_b_mean_abs
path_anatomy,code_only_no_reference,0.005481290630996227,0.0018754458287730813,0.0,0.0,0.005481290630996227,0.0,0.062431029975414276,0.024024274200201035,0.11020432412624359,0.08265692740678787,0.012378660961985588
path_anatomy,spatial_matched_target,0.0,0.0,0.0,0.0,0.0,1.1975067853927612,0.25404301285743713,0.05433489754796028,0.2509464919567108,0.1904720813035965,0.02682328224182129
