stage,num_steps,checkpoint,output_dir,status,returncode,elapsed_sec,summary_exists,note
step_sweep,1,I:\Github\Latent_Style\SchrodingerBridge\S-add__K-1_C-0_W-20_Col-0\epoch_0007.pt,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\step_count_sweep\steps_01,ok,0,88.994,True,
step_sweep,4,I:\Github\Latent_Style\SchrodingerBridge\S-add__K-1_C-0_W-20_Col-0\epoch_0007.pt,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\step_count_sweep\steps_04,ok,0,78.625,True,
step_sweep,8,I:\Github\Latent_Style\SchrodingerBridge\S-add__K-1_C-0_W-20_Col-0\epoch_0007.pt,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\step_count_sweep\steps_08,ok,0,78.925,True,
step_sweep,12,I:\Github\Latent_Style\SchrodingerBridge\S-add__K-1_C-0_W-20_Col-0\epoch_0007.pt,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\step_count_sweep\steps_12,ok,0,80.292,True,
step_sweep,16,I:\Github\Latent_Style\SchrodingerBridge\S-add__K-1_C-0_W-20_Col-0\epoch_0007.pt,I:\Github\Latent_Style\SchrodingerBridge\review_additional_experiments\step_count_sweep\steps_16,ok,0,79.579,True,
