epoch,loss,swd,color,identity,identity_ratio,lr,data_time_sec,transfer_time_sec,fwd_loss_time_sec,backward_time_sec,optimizer_time_sec,step_overhead_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec,compute_samples_per_sec
1,166.29745483398438,0.36806562542915344,1.4856212139129639,0.0,0.20205079019069672,5.555555555555555e-05,0.49011529982089996,0.0047080995282158256,53.68125230015721,8.816799300024286,0.2431453998433426,0.03487480024341494,62.745905099553056,64.80176281929016,10240,158.02039257104533,163.1979008630627
2,108.68397521972656,0.2436450719833374,0.9554535746574402,0.0,0.20400391519069672,0.0001111111111111111,0.4766803999664262,0.004444899968802929,47.95999969996046,3.18349680013489,0.21006549976300448,0.03427330020349473,51.35800689982716,53.39779043197632,10240,191.76823454979436,199.38468445578368
3,95.48387145996094,0.2124779224395752,0.8472875952720642,0.0,0.20283202826976776,0.00016666666666666666,0.47074050025548786,0.004406800144352019,48.032714499742724,3.1216375996591523,0.20372399978805333,0.033828300540335476,51.36248289933428,53.396281480789185,10240,191.77365382052173,199.36730901559906
4,90.9908447265625,0.2016623467206955,0.811505138874054,0.0,0.20126953721046448,0.0002222222222222222,0.5394860005471855,0.0045961999567225575,47.907703799777664,3.1407423003111035,0.2058029999025166,0.03396300063468516,51.25884529994801,53.36408543586731,10240,191.88935622828916,199.77039943212273
5,88.9106216430664,0.19356174767017365,0.8104035258293152,0.0,0.20097656548023224,0.0002777777777777778,0.4720705999061465,0.004537700209766626,47.968721599900164,3.1512845003744587,0.2079709997633472,0.03424489952158183,51.332514800247736,53.37051582336426,10240,191.86623629215867,199.48370033783306
6,86.1397476196289,0.18888117372989655,0.7783890962600708,0.0,0.19882813096046448,0.0003333333333333333,0.47058200056198984,0.004357199766673148,48.013393400469795,3.108009699732065,0.2050160999642685,0.03419509984087199,51.3307763999328,53.36263942718506,10240,191.89455600247794,199.4904561781264
7,86.2070541381836,0.18957607448101044,0.7762607336044312,0.0,0.19921875,0.0003888888888888889,0.47451139986515045,0.00435709988232702,47.989913999452256,3.142877100384794,0.2045398000627756,0.03442700020968914,51.34168799978215,53.38083577156067,10240,191.82914339935255,199.44805866225997
8,86.38032531738281,0.19138698279857635,0.7706717252731323,0.0,0.19453124701976776,0.0004444444444444444,0.47937759989872575,0.0045436996733769774,47.97672750009224,3.1656492005567998,0.2084646001458168,0.03471569996327162,51.35538500046823,53.397488832473755,10240,191.76931769444053,199.39486384741613
9,88.18465423583984,0.18973639607429504,0.815011203289032,0.0,0.20742188394069672,0.0005,0.4725564999971539,0.004389599896967411,47.95108050003182,3.159479199675843,0.20517389988526702,0.03463810053654015,51.3201231994899,53.3567214012146,10240,191.91583986205904,199.5318670649992
10,87.29540252685547,0.1881660372018814,0.8050777316093445,0.0,0.20058594644069672,0.0004942284739834819,0.4771978995995596,0.004423000267706811,47.974779500160366,3.135701399645768,0.2070579999126494,0.034005200141109526,51.32196189998649,53.36389231681824,10240,191.89005065833152,199.52471848124526
11,87.62500762939453,0.1912146657705307,0.7964267730712891,0.0,0.20185546576976776,0.0004878315791780639,0.4792471000691876,0.00442359980661422,47.938057500636205,3.173166499705985,0.20547159994021058,0.033994999597780406,51.321119200089015,53.36309027671814,10240,191.89293474009364,199.52799470480446
12,88.251708984375,0.18816933035850525,0.8241875767707825,0.0,0.201171875,0.00048082684902776466,0.4790898993378505,0.004456099937669933,47.95257690025028,3.1623757001943886,0.20500249951146543,0.03430640045553446,51.3244111998938,53.36724257469177,10240,191.878004295768,199.5151967767959
13,86.55608367919922,0.1879907101392746,0.7911680936813354,0.0,0.205078125,0.00047323348301103355,0.4720147999469191,0.0043590005952864885,48.025478900410235,3.108880599611439,0.20411220006644726,0.033929599449038506,51.34283070068341,53.38228750228882,10240,191.82392660788375,199.44361968853616
14,85.85396575927734,0.18861337006092072,0.7740126252174377,0.0,0.19853515923023224,0.000465072294016314,0.47509699990041554,0.0044526002602651715,47.961198799777776,3.1606887001544237,0.20587939978577197,0.03414489980787039,51.33221949997824,53.37391138076782,10240,191.854030088748,199.48484791319692
15,86.39700317382812,0.18695805966854095,0.7931499481201172,0.0,0.20283202826976776,0.0004563656512953631,0.48168760002590716,0.004521299968473613,47.99230439972598,3.155001200037077,0.20563040021806955,0.033671300392597914,51.3574572999496,53.40393900871277,10240,191.74615562214166,199.38681816340718
16,88.09733581542969,0.18898342549800873,0.8170297741889954,0.0,0.20332030951976776,0.0004471374191506878,0.4803039001999423,0.004442900302819908,48.038986800122075,3.1182625998044387,0.2051193998195231,0.03448490030132234,51.366811700048856,53.40914011001587,10240,191.7274829534221,199.3505078686879
17,83.97034454345703,0.18548086285591125,0.752002477645874,0.0,0.20556640625,0.00043741289152515,0.48773800022900105,0.004523599753156304,47.97401059989352,3.122558399802074,0.21002510038670152,0.035005100071430206,51.31111769983545,53.36304497718811,10240,191.89309763671554,199.56688645729577
18,85.0230712890625,0.1847303956747055,0.7768096327781677,0.0,0.19912110269069672,0.0004272187226730278,0.47891640034504235,0.0045293004950508475,47.98689639987424,3.1559477996779606,0.20610599964857101,0.03396839997731149,51.35347949969582,53.39375424385071,10240,191.78273086461846,199.40226250999513
19,85.2238998413086,0.18424193561077118,0.7832683324813843,0.0,0.20673827826976776,0.0004165828541025568,0.47684679995290935,0.004415000439621508,48.01219149946701,3.1416951002320275,0.20570510043762624,0.03434549947269261,51.36400670057628,53.40319061279297,10240,191.748842765716,199.36139444287377
20,85.61670684814453,0.1866285651922226,0.7791914939880371,0.0,0.19521485269069672,0.00040553443799019846,0.5390185001306236,0.0043981000781059265,47.95122339949012,3.1077772999415174,0.20371180039364845,0.03386600047815591,51.26711059990339,53.367799520492554,10240,191.87600185891066,199.7381923844816
21,83.32881927490234,0.18445299565792084,0.7443113327026367,0.0,0.19970703125,0.00039410375727655085,0.4735851000295952,0.0046351999044418335,47.981008299742825,3.1436369004659355,0.20770080003421754,0.03402680007275194,51.33698120014742,53.374138832092285,10240,191.85321251203013,199.4663449351906
22,83.1075210571289,0.1824449747800827,0.749925434589386,0.0,0.20400391519069672,0.00038232214266291316,0.4828158007003367,0.004501099931076169,47.952349499450065,3.159875299781561,0.2096373998792842,0.03550050058402121,51.32636329904199,53.37267851829529,10240,191.85846175004866,199.50760860142864
23,81.71215057373047,0.18171828985214233,0.7256513237953186,0.0,0.20156250894069672,0.00037022188673601145,0.47061799990478903,0.00439790019299835,47.99616210022941,3.1128150997683406,0.20420489984098822,0.03409390011802316,51.31758000003174,53.35567593574524,10240,191.9196003126593,199.541755476265
24,82.28518676757812,0.18090790510177612,0.7411644458770752,0.0,0.20429687201976776,0.0003578361554562628,0.49029720027465373,0.004672100069001317,47.99856269999873,3.187332099652849,0.20938769995700568,0.034771699574775994,51.399954599677585,53.456098318099976,10240,191.55906102733252,199.22196585100158
25,85.24021911621094,0.1865302175283432,0.7721530795097351,0.0,0.19277344644069672,0.0003451988972521833,0.4783175000920892,0.004466700367629528,47.96286270010751,3.15714939951431,0.20443259982857853,0.03471680055372417,51.328911399818026,53.369247913360596,10240,191.8707945186631,199.49770452439995
26,83.13072967529297,0.18344253301620483,0.7454016804695129,0.0,0.2041015625,0.00033234474997010543,0.4708600005833432,0.0043499000603333116,47.979753800318576,3.1449006003094837,0.20347280008718371,0.03445299912709743,51.33247710077558,53.36747694015503,10240,191.8771616556444,199.48384684216387
27,82.00175476074219,0.1816554069519043,0.7317582964897156,0.0,0.203125,0.0003193089459342485,0.4725449999095872,0.0047018000623211265,48.00762430019677,3.116353299235925,0.20454369974322617,0.03371180116664618,51.33322309923824,53.371134757995605,10240,191.8640112568701,199.48094784938522
28,83.02754211425781,0.1812288761138916,0.7544063329696655,0.0,0.20156250894069672,0.0003061272153773672,0.4776050002546981,0.004411000176332891,47.97498120018281,3.1426401995122433,0.2068695998750627,0.0342580002034083,51.32890199974645,53.36972498893738,10240,191.8690793726701,199.4977410592298
29,82.05982208251953,0.1795826405286789,0.7432830333709717,0.0,0.20439453423023224,0.000292835688506667,0.4857052001170814,0.0044402002822607756,47.95415550027974,3.170247600530274,0.20584309997502714,0.03418749908450991,51.3346864010673,53.38677096366882,10240,191.8078170895296,199.47526161934633
30,84.4552001953125,0.18453152477741241,0.766446053981781,0.0,0.19980469346046448,0.0002794707964734178,0.4710171000333503,0.004392200033180416,47.995312400045805,3.109261200297624,0.20316210016608238,0.03401009947992861,51.31212790054269,53.34833359718323,10240,191.94601423390418,199.5629575107077
31,84.21361541748047,0.18212954699993134,0.7736245393753052,0.0,0.19970703125,0.0002660691715177006,0.47310939989984035,0.004490800318308175,47.978830599808134,3.1517958000767976,0.2071439998690039,0.03379769960884005,51.342261200072244,53.37981843948364,10240,191.83279934923388,199.4458319647517
32,83.26480102539062,0.18147975206375122,0.757897138595581,0.0,0.19755859673023224,0.0002526675465619833,0.4732379000633955,0.004471499938517809,48.021862500114366,3.1516729993745685,0.2056352001382038,0.03402140038087964,51.38364219956566,53.4235053062439,10240,191.67592881261567,199.2852114342054
33,83.34931182861328,0.18115513026714325,0.7612107396125793,0.0,0.20107422769069672,0.00023930265452873416,0.47653770016040653,0.004464700468815863,47.98144739982672,3.1254036008613184,0.2042928998125717,0.03422679961659014,51.315608600969426,53.35381889343262,10240,191.9262802996929,199.5494213003751
34,83.51789855957031,0.18273431062698364,0.7566865682601929,0.0,0.2021484375,0.0002260111276580339,0.48077830008696765,0.004666000138968229,48.005420799949206,3.148715699557215,0.2075190000468865,0.034026701003313065,51.366321499692276,53.41300106048584,10240,191.71362396215184,199.35241031541153
35,79.69378662109375,0.17869189381599426,0.700416088104248,0.0,0.19472657144069672,0.00021282939710115257,0.47647040034644306,0.004534000065177679,48.000489500234835,3.1644598002312705,0.20530250028241426,0.03424839931540191,51.3747858008137,53.41522216796875,10240,191.70565214162062,199.31956582168007
36,83.82002258300781,0.1822635680437088,0.7650827169418335,0.0,0.20009766519069672,0.00019979359306529572,0.5461005996912718,0.004572299541905522,47.91527350025717,3.1334422999061644,0.20818259997759014,0.03376869997009635,51.26147069968283,53.36819553375244,10240,191.8745780625797,199.7601680215421
37,83.59715270996094,0.18210338056087494,0.7614261507987976,0.0,0.203125,0.00018693944578321786,0.4694862999022007,0.004388899658806622,47.98272700002417,3.123307600384578,0.20499180001206696,0.03403929970227182,51.31541530007962,53.34781455993652,10240,191.947881735536,199.550172986403
38,83.49505615234375,0.18317310512065887,0.7540355920791626,0.0,0.19931641221046448,0.0001743021875791384,0.4731173000764102,0.004564899834804237,47.98471240000799,3.149208000395447,0.20656550000421703,0.034291999880224466,51.34505080024246,53.37988519668579,10240,191.8325594419932,199.43499598118316
39,85.22093963623047,0.18470928072929382,0.7808722853660583,0.0,0.19765625894069672,0.00016191645629938972,0.47390549967531115,0.004479100462049246,47.950548400054686,3.1666679001646116,0.20642060018144548,0.034168199403211474,51.32811600086279,53.36883044242859,10240,191.87229540370683,199.50079601261564
40,82.86260223388672,0.18153570592403412,0.7495737671852112,0.0,0.20283202826976776,0.00014981620037248796,0.4673852005507797,0.004339600331149995,48.028039299999364,3.1102276000892743,0.20331169932615012,0.03427509975153953,51.34591819974594,53.380348205566406,10240,191.83089553043027,199.4316268756621
41,83.37643432617188,0.18196864426136017,0.7576857209205627,0.0,0.20009766519069672,0.00013803458575885032,0.47552500024903566,0.0049793998477980494,47.97088979987893,3.154568399884738,0.20904209988657385,0.03345460048876703,51.33947969949804,53.38031077384949,10240,191.8310300474399,199.45663765852538
42,81.70152282714844,0.1798958033323288,0.734551191329956,0.0,0.19648437201976776,0.00012660390504520274,0.4744742994662374,0.004590500146150589,47.97087730001658,3.1624143003718928,0.20802709995768964,0.034802400041371584,51.345909200492315,53.38060522079468,10240,191.82997190917868,199.43166182948448
43,82.23667907714844,0.18122316896915436,0.7386175394058228,0.0,0.20253907144069672,0.00011555548893284438,0.4746221002424136,0.004472499364055693,47.944425100809895,3.1646226001903415,0.20661459967959672,0.03408459946513176,51.32013480004389,53.35917592048645,10240,191.9070117435698,199.53182196222997
44,83.2684097290039,0.18123213946819305,0.7592069506645203,0.0,0.20556640625,0.00010491962036237339,0.47185209952294827,0.0044035002356395125,47.97344159975182,3.1363098999718204,0.20684630004689097,0.03371330047957599,51.32100130000617,53.35650396347046,10240,191.91662195504088,199.52845308181406
45,81.94894409179688,0.1809455007314682,0.7342513203620911,0.0,0.19599609076976776,9.47254515102512e-05,0.4754779996583238,0.004539500107057393,47.99859580001794,3.14711779973004,0.20415519992820919,0.03369690047111362,51.354408299783245,53.39574837684631,10240,191.77556849152265,199.39865610413858
46,82.72895050048828,0.18015730381011963,0.7537928819656372,0.0,0.20039062201976776,8.500092388471337e-05,0.4707522994140163,0.004363000392913818,48.002385699539445,3.133797000045888,0.20438969985116273,0.03306570020504296,51.34493539982941,53.37521696090698,10240,191.84933725889994,199.43544422171036
47,81.20556640625,0.17974790930747986,0.7253719568252563,0.0,0.20166015625,7.577269174003807e-05,0.4669771002372727,0.0046668993309140205,48.02248580008745,3.1070804999908432,0.205558400019072,0.03377829981036484,51.33979159942828,53.37473130226135,10240,191.85108290308446,199.45542591789626
48,81.14058685302734,0.18017230927944183,0.7219502329826355,0.0,0.20078125596046448,6.706604901908717e-05,0.4708146001212299,0.004412899608723819,48.013235300197266,3.1513924001483247,0.20630099985282868,0.033900999929755926,51.37534159980714,53.41288185119629,10240,191.71405183730326,199.3174095028974
49,84.94319915771484,0.18180634081363678,0.789832353591919,0.0,0.19941405951976776,5.8904860024367576e-05,0.47298840060830116,0.004419300006702542,47.97101819969248,3.164653200074099,0.20968720002565533,0.034888800233602524,51.34977789979894,53.38512849807739,10240,191.81371831611835,199.41663662074174
