epoch,loss,distill,code,code_pred_norm,code_ref_norm,cycle,struct,edge,gram,gram_w,moment,push,delta_tv,nce,idt,w_cycle_eff,w_struct_eff,w_edge_eff,w_nce_eff,w_idt_eff,transfer_ratio,lr,epoch_time_sec
11,0.6467257690429687,0.5110085678100585,0.009989057183265686,1.7434735107421875,1.7835823059082032,0.0,0.0,0.0,0.0022447678446769715,0.06734303474426269,0.002922150194644928,4.7805667854845524e-05,0.5047806549072266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00018727241335952173,37.35841608047485
12,0.63958740234375,0.5103728866577149,0.00939499020576477,1.7459637451171874,1.8341462707519531,0.0,0.0,0.0,0.0021561549603939054,0.06468461990356446,0.002776731252670288,2.9387092217803003e-05,0.5124816513061523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00018467370395481534,37.364243507385254
13,0.6408415222167969,0.5115648651123047,0.00918934404850006,1.7487860107421875,1.9244320678710938,0.0,0.5874177551269532,1.4066001892089843,0.0020674747228622437,0.06202425003051758,0.002676648199558258,1.8474170938134195e-05,0.5162298965454102,0.0,0.0,0.0,0.0020833317935466766,0.0020833317935466766,0.0,0.0,1.0,0.00018185661446562006,37.556249141693115
14,0.6444002532958985,0.5138214111328125,0.009101855158805848,1.7483973693847656,2.0088148498535157,0.0,0.5885166549682617,1.411903839111328,0.001993345618247986,0.059800333976745605,0.0025980517268180845,2.2046160884201525e-05,0.5206064987182617,0.0,0.0,0.0,0.004166663587093353,0.004166663587093353,0.0,0.0,1.0,0.0001788288663384123,37.46954345703125
15,0.6437584686279297,0.5124580383300781,0.008849194049835205,1.7517193603515624,2.0687240600585937,0.0,0.5875016021728515,1.4123318481445313,0.001933617889881134,0.05800850868225098,0.002535129189491272,1.3009847607463599e-05,0.5216334915161133,0.0,0.0,0.0,0.006250012516975403,0.006250012516975403,0.0,0.0,1.0,0.00017559875842035252,37.60392713546753
16,0.6479658508300781,0.5142745208740235,0.008878688812255859,1.750809326171875,2.1430909729003904,0.0,0.5861067581176758,1.4146429443359374,0.0018694953620433808,0.05608483791351318,0.002508094310760498,1.3285970780998468e-05,0.5250822448730469,0.0,0.0,0.0,0.008333327174186706,0.008333327174186706,0.0,0.0,1.0,0.00017217514421272208,37.53492474555969
17,0.7090437316894531,0.5157150650024414,0.009033249020576476,1.750841064453125,2.2068685913085937,0.5484843826293946,0.5808886337280273,1.4093971252441406,0.0018311239778995513,0.054933724403381345,0.0024600280821323395,1.304652658291161e-05,0.5201796340942383,6.271968994140625,0.0,0.006666661500930786,0.010416654348373413,0.010416654348373413,0.008333327174186706,0.0,1.0,0.0001685674076040916,53.18196129798889
18,0.7559056091308594,0.5171741485595703,0.008949105739593505,1.7512881469726562,2.2445115661621093,0.5426211166381836,0.5641606521606445,1.3827711486816405,0.0018164967000484466,0.054494924545288086,0.002452314794063568,9.416674147360027e-06,0.5012022781372071,5.492731323242188,0.0,0.013333323001861573,0.012500025033950805,0.012500025033950805,0.016666654348373413,0.0,1.0,0.00016478543714973463,53.73255515098572
19,0.7765564727783203,0.525382080078125,0.008640426397323608,1.749507598876953,2.2318905639648436,0.5285466384887695,0.5352333450317383,1.3427418518066405,0.0017734925448894502,0.053204798698425294,0.0023801007866859434,5.044581834226847e-05,0.47616695404052733,4.038092956542969,0.0,0.019999984502792358,0.014583344459533692,0.014583344459533692,0.02500005006790161,0.0,1.0,0.000160839598967785,53.08477592468262
20,0.793882064819336,0.5303667068481446,0.00872563660144806,1.7525309753417968,2.3084280395507815,0.5208175277709961,0.5190844345092773,1.3309153747558593,0.0017511142790317534,0.052533440589904785,0.0023407022655010223,2.5364216417074203e-05,0.47099056243896487,3.204949951171875,0.0,0.026666646003723146,0.016666654348373413,0.016666654348373413,0.033333308696746826,0.0,1.0,0.00015674070832642764,53.22807836532593
21,0.8107192993164063,0.5319757461547852,0.008688447475433349,1.7496365356445311,2.2954071044921873,0.5115016555786133,0.5099637603759766,1.320435791015625,0.0017160587012767792,0.051481742858886716,0.002334713339805603,1.1970935156568885e-05,0.4688123321533203,2.8015069580078125,0.0,0.033333308696746826,0.018749967813491822,0.018749967813491822,0.04166661739349365,0.0,1.0,0.00015250000000000007,53.135247468948364
