epoch,loss,swd,color,identity,delta_tv,identity_ratio,lr,data_time_sec,transfer_time_sec,fwd_loss_time_sec,backward_time_sec,optimizer_time_sec,step_overhead_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec,compute_samples_per_sec
1,23.951393127441406,0.27684080600738525,0.32516711950302124,0.31381428241729736,0.0,0.20205076038837433,0.00014,0.6726393998833373,0.010889500088524073,70.18959679966792,9.018547899730038,0.16006169986212626,9.758160800556652,79.37909589934861,89.81466698646545,10240,114.01255879001486,129.00121731021164
2,21.940216064453125,0.2404613196849823,0.2547980844974518,0.3633938431739807,0.0,0.20400388538837433,0.00013991366068953813,0.6720180000411347,0.010037099942564964,71.22456880006939,7.137667300004978,0.12826259981375188,9.74775009980658,78.50053579983069,88.92260551452637,10240,115.15631982159134,130.44496952366134
3,21.567153930664062,0.23327456414699554,0.2531062364578247,0.35780441761016846,0.0,0.20283202826976776,0.0001396548794082012,0.6409246000112034,0.01073079975321889,71.20619109988911,7.172270200157072,0.12865079985931516,9.757345400284976,78.51784289965872,88.91780042648315,10240,115.16254283040196,130.41621651636726
4,21.221359252929688,0.23058052361011505,0.25128602981567383,0.3675267994403839,0.0,0.20126952230930328,0.00013922436545749366,0.6954897999530658,0.010327500058338046,71.07979700004216,7.0930959999677725,0.132262300059665,9.75267769995844,78.31548280012794,88.7661623954773,10240,115.35927344000777,130.753200183084
5,21.211034774780273,0.22986681759357452,0.2580227851867676,0.4063023030757904,0.0,0.20097656548023224,0.00013862329884622974,0.6278835999546573,0.01026609999826178,71.17331189999823,7.098024500184692,0.12943830009317026,9.748617899720557,78.41104080027435,88.79034376144409,10240,115.32785623076471,130.59385381814968
6,21.404024124145508,0.23175126314163208,0.2594141364097595,0.39555856585502625,0.0,0.19882811605930328,0.00013785332705621128,0.6294074001489207,0.01083449984434992,71.13760919991182,7.1163546000025235,0.12932789989281446,9.763822600245476,78.39412619965151,88.7889313697815,10240,115.32969078491568,130.6220312210779
7,21.1243953704834,0.2280074656009674,0.25766777992248535,0.41682326793670654,0.0,0.19921875,0.00013691656052659465,0.6225749000441283,0.010345099959522486,71.095906699833,7.124725699890405,0.12899180012755096,9.718819800124038,78.35996929981047,88.70395112037659,10240,115.44017905249457,130.67896901313318
8,21.05590057373047,0.2286946177482605,0.2578325867652893,0.41628482937812805,0.0,0.19453123211860657,0.00013581556686932368,0.6231605000793934,0.010080100153572857,71.125345099892,7.112957200035453,0.12939940014621243,9.755535699834581,78.37778180022724,88.7588255405426,10240,115.36880910307504,130.64927030086363
9,20.91007423400879,0.22699159383773804,0.25533685088157654,0.4168053865432739,0.0,0.20742186903953552,0.00013455336383148383,0.630322500015609,0.010611400008201599,71.27483830001438,7.160236699914094,0.13204029988264665,9.712479900044855,78.57772669981932,88.92411804199219,10240,115.15436110554863,130.31682679137046
10,21.209196090698242,0.23120373487472534,0.26008105278015137,0.3953081965446472,0.0,0.20058593153953552,0.00013313341102386714,0.6910378003376536,0.01018460001796484,71.06085439998424,7.068986699916422,0.12865289981709793,9.75094360037474,78.26867859973572,88.71331739425659,10240,115.42799098011129,130.83138981261115
11,20.628501892089844,0.22138801217079163,0.2458304762840271,0.39533379673957825,0.0,0.20185546576976776,0.0001315596004384196,0.628714399819728,0.010344099951907992,71.11165910004638,7.126231699832715,0.12880930001847446,9.732105200178921,78.37704419984948,88.73994708061218,10240,115.39335256418273,130.65049983116953
12,21.04364585876465,0.22684752941131592,0.26124757528305054,0.3909817337989807,0.0,0.2011718899011612,0.00012983624578056168,0.6198587999679148,0.010339600150473416,71.17917000001762,7.157512899837457,0.12874459993327036,9.720332300115842,78.47576709993882,88.81865811347961,10240,115.29109105562945,130.48614086128484
13,21.048274993896484,0.22980274260044098,0.2542133033275604,0.3771030008792877,0.0,0.2050780951976776,0.00012796807064562166,0.6237274001468904,0.01033549994463101,71.17524220020277,7.096821300161537,0.13013699982548133,9.738672999548726,78.41253600013442,88.77668857574463,10240,115.34559538412148,130.5913636052078
14,20.751840591430664,0.22298382222652435,0.24369627237319946,0.3610551357269287,0.0,0.19853514432907104,0.00012596019557178914,0.6296267001307569,0.010743099905084819,71.14538519992493,7.09549179993337,0.12923620018409565,9.74906890001148,78.38085629994748,88.76211023330688,10240,115.36453981416912,130.64414556551432
15,20.754894256591797,0.22391986846923828,0.24587202072143555,0.35903483629226685,0.0,0.20283205807209015,0.0001238181240050758,0.6222621001070365,0.010350899887271225,71.18556819995865,7.105458500038367,0.12830440001562238,9.742346800281666,78.42968199989991,88.79676008224487,10240,115.3195228127193,130.56281421634563
16,20.645132064819336,0.22211898863315582,0.24305783212184906,0.3514050543308258,0.0,0.20332029461860657,0.00012154772721475248,0.7014394999714568,0.010610899946186692,71.02506640012143,7.2306500999839045,0.12898029992356896,9.70556419994682,78.39530769997509,88.80483841896057,10240,115.3090325066531,130.62006260871215
17,20.62101936340332,0.22261765599250793,0.2501477301120758,0.3444656431674957,0.0,0.2055663764476776,0.00011915522820060805,0.6172656998969615,0.010338400083128363,71.08706119994167,7.120938999927603,0.12984289991436526,9.744728000136092,78.34818149986677,88.71339869499207,10240,115.4278851969861,130.69863019114763
