"timestamp","action","exp_dir","path","size_mb","reason"
"2026-06-05 09:48:52","deleted_checkpoint","delta_freq_gain","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\delta_freq_gain\spectral_e2_low100_high050_k5.pt","43.629","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"2026-06-05 09:48:52","deleted_checkpoint","delta_freq_gain","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\delta_freq_gain\spectral_e2_low125_high075_k5.pt","43.629","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"2026-06-05 09:48:52","deleted_checkpoint","delta_freq_gain","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\delta_freq_gain\spectral_e2_low125_high100_k5.pt","43.629","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"2026-06-05 09:48:52","deleted_checkpoint","metric_tokenizer_init","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\metric_tokenizer_init\local_patch_org_expr_only_safety125.pt","15.051","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"2026-06-05 09:48:52","deleted_checkpoint","metric_tokenizer_init","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\metric_tokenizer_init\mds_data_axes_truegrad_e1.pt","43.628","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"2026-06-05 09:48:52","deleted_checkpoint","metric_tokenizer_init","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\metric_tokenizer_init\mds_data_axes_truegrad_e1_clean.pt","43.602","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"2026-06-05 09:48:52","deleted_checkpoint","metric_tokenizer_init","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\metric_tokenizer_init\mds_data_delta_axes_truegrad_e1.pt","43.633","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"2026-06-05 09:48:52","deleted_checkpoint","metric_tokenizer_init","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\metric_tokenizer_init\metric_direct_from_e8_train512.pt","43.596","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"2026-06-05 09:48:52","deleted_checkpoint","metric_tokenizer_init","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\metric_tokenizer_init\split_axis_execdecoder_init_truegrad_e1.pt","43.642","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"2026-06-05 09:48:52","deleted_checkpoint","metric_tokenizer_init","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\metric_tokenizer_init\split_axis_fieldconsume_probe_truegrad_e1.pt","43.644","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"2026-06-05 09:48:52","deleted_checkpoint","metric_tokenizer_init","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\metric_tokenizer_init\split_axis_local_patch_org_safety125.pt","15.051","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"2026-06-05 09:48:52","deleted_checkpoint","metric_tokenizer_init","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\metric_tokenizer_init\split_axis_local_patch_org_x2_safety125.pt","15.052","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
"2026-06-05 09:48:52","deleted_checkpoint","metric_tokenizer_init","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\metric_tokenizer_init\split_axis_local_patch_org_x5_safety125.pt","15.052","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence"
