"timestamp","scope","relative_path","target_type","cleanup_class","existed_before","size_mb_before","file_count_before","child_count_before","evidence","deleted","exists_after","note"
"2026-06-05T11:19:20","local_remaining_surface","eval_cache\vae_onnx\ema_b2_64\trt_cache","directory","empty_cache_directory","True","0","0","0","recursive child count 0 before deletion","True","False","Deleted exact whitelist target"
"2026-06-05T11:19:21","local_remaining_surface","SchrodingerBridge\exp\frontier\decision_tree_clip_style\s21_temp_var0p0_temp0p03","directory","empty_probe_directory","True","0","0","0","recursive child count 0 before deletion","True","False","Deleted exact whitelist target"
"2026-06-05T11:19:21","local_remaining_surface","SchrodingerBridge\datasets\horse2zebra\raw\horse2zebra.zip","file","fully_duplicated_dataset_zip","True","111.453974","1","0","zip entries 2661; missing same-size extracted entries 0","True","False","Deleted exact whitelist target"
"2026-06-05T11:19:21","local_remaining_surface","Related_Works\runs\cut_5x5\cut.zip","file","fully_duplicated_result_zip","True","94.220465","1","0","zip entries 2520; missing same-size extracted entries 0","True","False","Deleted exact whitelist target"
"2026-06-05T11:19:21","local_remaining_surface","exp\highres_eval_local\samst_outputs_epoch50.tar","file","fully_duplicated_output_tar","True","32.185547","1","0","tar file entries 750; missing or mismatched extracted files 0","True","False","Deleted exact whitelist target"
