run,method,images,musiq,maniqa,dists_content,denoise_style_drop,denoise_chroma_delta,fft_radial_kl_style,fft_slope_error,chroma_acl_z,chroma_moran_z,small_blob_ratio_z,chroma_grain_index,risk_flags
samst_strict,SaMST strict,750,36.095,0.3139,0.2943,0.0009,0.9413,0.2419,1.0536,-0.0915,0.6034,-0.3883,-0.0063,"low_nr_quality,low_maniqa,content_distance_high,hf_distribution_shift"
