method,clip_style_full,lpips_full,ec_full,artfid_full,delta_idt_full,delta_idt_transfer,train_time,source_full,source_transfer
idt,0.6801251527865727,0.0,0.6801251527865727,216.50988095718216,0.0,0.0,ref,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\idt_eval_20260602\distinct5_512\idt_5x5\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\idt_eval_20260602\distinct5_512\idt_5x5\summary.json
SaMAM best-style (2k),0.5833460243542989,0.3621530055602391,0.37208550835277315,152.2123439756121,-0.09677912843227376,-0.08534378285209332,6.8h,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\artfid_metric_hacking\distinct5_aggregate_artfid_keypoints.remote.csv,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\artfid_metric_hacking\distinct5_aggregate_artfid_keypoints.remote.csv
SaMAM best-lpips (2250),0.5810966821114222,0.3538204092184702,0.37549281625126346,146.07096815798894,-0.09902847067515053,-0.08767092337210969,7.6h,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\artfid_metric_hacking\distinct5_aggregate_artfid_keypoints.remote.csv,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\artfid_metric_hacking\distinct5_aggregate_artfid_keypoints.remote.csv
SaMST e15,0.7247245136102042,0.6255497488,0.27137327617213874,395.71170712852535,0.04459936082363147,0.055818769981463845,5.8h,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samst_distinct5_512_real_b2_e15_20260602\eval_epoch15\epoch_0015\summary.json,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samst_distinct5_512_real_b2_e15_20260602\eval_epoch15\epoch_0015\summary.json
LANCET best-lpips (F e1),0.696914507508278,0.31864464036,0.4748464349016362,122.63254700962189,0.016789354721705285,0.02443794141213096,1.2m,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\artfid_metric_hacking\distinct5_aggregate_artfid_keypoints.remote.csv,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\artfid_metric_hacking\distinct5_aggregate_artfid_keypoints.remote.csv
LANCET best-style (K e1),0.7009949656327565,0.3622938977466666,0.4470287672328746,157.1687499147529,0.020869812846183833,0.031244479864835806,1.2m,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\artfid_metric_hacking\distinct5_aggregate_artfid_keypoints.remote.csv,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\artfid_metric_hacking\distinct5_aggregate_artfid_keypoints.remote.csv
