method,run,images,clip_style_up,clip_content_up,lpips_down,ec_effectiveness,ec_coherence,ec_product_up,gram_micro_down,gram_macro_down,fid_down,kid_down,clip_fid_down,clip_cmmd_down,artfid_down,artfid_fid_down,artfid_content_lpips_down,artfid_error,images_dir
Ours,epoch_0007,750,0.7161144725879032,0.8085747790133333,0.45141794859999995,0.7161144725879032,0.5485820514,0.39284754640950104,0.0798365805450982,2.812727638863027,235.8124101238951,0.05243287086486816,0.5165420524741833,0.04661095812916756,,,,,G:\GitHub\Latent_Style\SchrodingerBridge\S-add__K-1_C-0_W-20_Col-0\full_eval\epoch_0007\images
Ours,epoch_0008,750,0.7167235833803812,0.7977139172000001,0.4615265375866667,0.7167235833803812,0.5384734624133334,0.38593662953612534,0.07863024292315822,2.8318554337148867,238.8681223189109,0.05542588233947754,0.5220582904065653,0.047413669526576996,,,,,G:\GitHub\Latent_Style\SchrodingerBridge\S-add__K-1_C-0_W-20_Col-0\full_eval\epoch_0008\images
Ours,residual_1p25,750,0.7218544493118922,0.7634903846533334,0.5110315488133333,0.7218544493118922,0.48896845118666665,0.35296405206224013,0.07152770333756538,2.9047915461386244,245.1690831784743,0.061770963668823245,0.5352268596986468,0.049468644708395,,,,,G:\GitHub\Latent_Style\SchrodingerBridge\S-add__K-1_C-0_W-20_Col-0\residual_scale_sweep_epoch7\residual_1p25\images
SaMST,samst_strict,750,0.7194,0.8193,0.4664,0.7194,0.5336000000000001,0.3838718400000001,0.09465247008064762,2.563786729281147,221.27585418943687,0.048911333084106445,0.48513999469284064,0.044196347892284396,,,,,G:\GitHub\Latent_Style\Related_Works\run_511\complete_750\samst_strict\images
StyleID,styleid_strict,750,0.7597,0.5519,0.7497,0.7597,0.25029999999999997,0.19015290999999998,0.45922276080702434,15.504595774382352,268.57665302737894,0.1107034683227539,0.49900312999857704,0.04546070992946625,284.2433230648956,167.0574967394196,0.6913456916809082,,G:\GitHub\Latent_Style\Related_Works\run_511\complete_750\styleid_strict\images
S2WAT,s2wat_strict,750,0.7139,0.7465,0.5263,0.7139,0.4737,0.33817442999999997,0.1084855290314493,2.036729178391397,238.70260951982783,0.05673284530639648,0.5401524634188861,0.051730474829673766,270.5802130488593,184.79689462883346,0.456322580575943,,G:\GitHub\Latent_Style\Related_Works\run_511\complete_750\s2wat_strict\images
AdaIN,adain_v32k,750,0.713,0.699,0.6298,0.713,0.3702,0.2639526,0.3070486976094544,2.974701788629095,261.23567029780025,0.10910220146179199,0.578148084056464,0.055757655203342436,367.7346173526007,219.35197474001555,0.6688510179519653,,G:\GitHub\Latent_Style\Related_Works\run_511\complete_750\adain_v32k\images
AdaIN,adain_vgg19,750,0.693,0.5991,0.687,0.693,0.31299999999999994,0.21690899999999994,0.30731403829591974,3.090830991665522,272.35605307443694,0.14152731895446777,0.6829406332677512,0.06444281712174416,386.8226478609916,224.9587023950069,0.7119174599647522,,G:\GitHub\Latent_Style\Related_Works\run_511\complete_750\adain_vgg19\images
AdaIN,adain_bad,750,0.6308,0.5297,0.849,0.6308,0.15100000000000002,0.09525080000000002,0.38040002854540944,4.094721901416778,457.63279342294516,0.45954694747924807,0.9446921221883484,0.07985893189907074,584.4329195107493,301.20306438367516,0.9339079856872559,,G:\GitHub\Latent_Style\Related_Works\run_511\complete_750\adain_bad\images
