index,latency_ms,src,out
31,42.251700011547655,G:\GitHub\Latent_Style\style_data\overfit50\photo\2013-11-19 00_58_04.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0031_2013-11-19 00_58_04_to_style1.png
32,42.559699999401346,G:\GitHub\Latent_Style\style_data\overfit50\photo\2013-11-19 02_11_17.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0032_2013-11-19 02_11_17_to_style1.png
33,42.67130000516772,G:\GitHub\Latent_Style\style_data\overfit50\photo\2013-11-19 05_01_31.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0033_2013-11-19 05_01_31_to_style1.png
34,42.42179999710061,G:\GitHub\Latent_Style\style_data\overfit50\photo\2013-11-19 22_47_07.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0034_2013-11-19 22_47_07_to_style1.png
35,43.022099998779595,G:\GitHub\Latent_Style\style_data\overfit50\photo\2013-11-20 11_21_32.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0035_2013-11-20 11_21_32_to_style1.png
36,42.942100000800565,G:\GitHub\Latent_Style\style_data\overfit50\photo\2013-11-20 21_53_23.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0036_2013-11-20 21_53_23_to_style1.png
37,45.60069998842664,G:\GitHub\Latent_Style\style_data\overfit50\photo\2013-11-20 23_23_37.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0037_2013-11-20 23_23_37_to_style1.png
38,42.38259998965077,G:\GitHub\Latent_Style\style_data\overfit50\photo\2013-11-21 01_47_41.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0038_2013-11-21 01_47_41_to_style1.png
39,44.195700000273064,G:\GitHub\Latent_Style\style_data\overfit50\photo\2013-11-21 05_56_32.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0039_2013-11-21 05_56_32_to_style1.png
40,42.48889998416416,G:\GitHub\Latent_Style\style_data\overfit50\photo\2013-11-21 16_49_08.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0040_2013-11-21 16_49_08_to_style1.png
41,42.625200003385544,G:\GitHub\Latent_Style\style_data\overfit50\photo\2013-11-21 17_44_44.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0041_2013-11-21 17_44_44_to_style1.png
42,43.965800025034696,G:\GitHub\Latent_Style\style_data\overfit50\photo\2013-11-22 14_12_35.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0042_2013-11-22 14_12_35_to_style1.png
43,42.582000023685396,G:\GitHub\Latent_Style\style_data\overfit50\photo\2013-11-22 14_15_50.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0043_2013-11-22 14_15_50_to_style1.png
44,42.39960000268184,G:\GitHub\Latent_Style\style_data\overfit50\photo\2013-11-23 02_19_20.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0044_2013-11-23 02_19_20_to_style1.png
45,42.95499998261221,G:\GitHub\Latent_Style\style_data\overfit50\photo\2013-11-23 13_03_15.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0045_2013-11-23 13_03_15_to_style1.png
46,43.001399986678734,G:\GitHub\Latent_Style\style_data\overfit50\photo\2013-11-25 01_42_17.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0046_2013-11-25 01_42_17_to_style1.png
47,42.91939997347072,G:\GitHub\Latent_Style\style_data\overfit50\photo\2013-11-25 09_06_36.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0047_2013-11-25 09_06_36_to_style1.png
48,43.68639999302104,G:\GitHub\Latent_Style\style_data\overfit50\photo\2013-11-25 10_46_18.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0048_2013-11-25 10_46_18_to_style1.png
49,43.75939999590628,G:\GitHub\Latent_Style\style_data\overfit50\photo\2013-11-25 20_28_30.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0049_2013-11-25 20_28_30_to_style1.png
50,43.3107000135351,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\0.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0050_0_to_style1.png
51,43.75380001147278,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\10.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0051_10_to_style1.png
52,45.192499994300306,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\100.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0052_100_to_style1.png
53,42.98600001493469,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1000.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0053_1000_to_style1.png
54,43.08179998770356,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1001.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0054_1001_to_style1.png
55,43.05670000030659,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1002.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0055_1002_to_style1.png
56,42.27589999209158,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1003.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0056_1003_to_style1.png
57,42.49350001919083,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1004.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0057_1004_to_style1.png
58,42.34909999649972,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1005.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0058_1005_to_style1.png
59,43.257700017420575,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1006.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0059_1006_to_style1.png
60,42.998299992177635,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1007.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0060_1007_to_style1.png
61,42.461899982299656,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1008.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0061_1008_to_style1.png
62,42.83150000264868,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1009.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0062_1009_to_style1.png
63,42.77379999984987,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\101.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0063_101_to_style1.png
64,47.368200001074,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1010.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0064_1010_to_style1.png
65,53.58999999589287,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1011.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0065_1011_to_style1.png
66,43.23470001691021,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1012.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0066_1012_to_style1.png
67,42.52310001174919,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1013.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0067_1013_to_style1.png
68,43.23949999525212,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1014.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0068_1014_to_style1.png
69,42.93349999352358,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1015.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0069_1015_to_style1.png
70,43.10019998229109,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1016.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0070_1016_to_style1.png
71,43.266499997116625,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1017.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0071_1017_to_style1.png
72,43.46879999502562,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1018.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0072_1018_to_style1.png
73,43.13549998914823,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1019.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0073_1019_to_style1.png
74,42.97409998252988,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\102.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0074_102_to_style1.png
75,42.601199995260686,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1020.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0075_1020_to_style1.png
76,42.46320002130233,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1021.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0076_1021_to_style1.png
77,43.46839999197982,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1022.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0077_1022_to_style1.png
78,46.86000000219792,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1023.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0078_1023_to_style1.png
79,43.39929998968728,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1024.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0079_1024_to_style1.png
80,43.3443000074476,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1025.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0080_1025_to_style1.png
81,43.83640000014566,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1026.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0081_1026_to_style1.png
82,98.0349000019487,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1027.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0082_1027_to_style1.png
83,122.28569999570027,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1028.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0083_1028_to_style1.png
84,47.871499991742894,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1029.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0084_1029_to_style1.png
85,43.67159999674186,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\103.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0085_103_to_style1.png
86,43.63460000604391,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1030.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0086_1030_to_style1.png
87,43.65279999910854,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1032.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0087_1032_to_style1.png
88,44.11740001523867,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1033.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0088_1033_to_style1.png
89,42.98450000351295,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1039.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0089_1039_to_style1.png
90,43.85499999625608,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\104.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0090_104_to_style1.png
91,42.76969999773428,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1040.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0091_1040_to_style1.png
92,43.10909999185242,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1041.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0092_1041_to_style1.png
93,43.22690001572482,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1042.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0093_1042_to_style1.png
94,42.9759000253398,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1043.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0094_1043_to_style1.png
95,44.29120002896525,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1044.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0095_1044_to_style1.png
96,43.536199984373525,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1047.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0096_1047_to_style1.png
97,43.573200004175305,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1048.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0097_1048_to_style1.png
98,43.90190000412986,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\1049.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0098_1049_to_style1.png
99,43.30869999830611,G:\GitHub\Latent_Style\style_data\overfit50\Hayao\105.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0099_105_to_style1.png
100,46.93710000719875,G:\GitHub\Latent_Style\style_data\overfit50\monet\00018.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0100_00018_to_style1.png
101,42.81720001017675,G:\GitHub\Latent_Style\style_data\overfit50\monet\00029.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0101_00029_to_style1.png
102,44.534799992106855,G:\GitHub\Latent_Style\style_data\overfit50\monet\00057.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0102_00057_to_style1.png
103,42.74439997971058,G:\GitHub\Latent_Style\style_data\overfit50\monet\00075.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0103_00075_to_style1.png
104,42.22269999445416,G:\GitHub\Latent_Style\style_data\overfit50\monet\00092.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0104_00092_to_style1.png
105,43.705099989892915,G:\GitHub\Latent_Style\style_data\overfit50\monet\00153.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0105_00153_to_style1.png
106,43.0781000177376,G:\GitHub\Latent_Style\style_data\overfit50\monet\00184.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0106_00184_to_style1.png
107,43.36410001269542,G:\GitHub\Latent_Style\style_data\overfit50\monet\00217.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0107_00217_to_style1.png
108,43.18829998373985,G:\GitHub\Latent_Style\style_data\overfit50\monet\00245.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0108_00245_to_style1.png
109,42.436899995664135,G:\GitHub\Latent_Style\style_data\overfit50\monet\00278.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0109_00278_to_style1.png
110,42.90590001619421,G:\GitHub\Latent_Style\style_data\overfit50\monet\00282.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0110_00282_to_style1.png
111,43.24009999982081,G:\GitHub\Latent_Style\style_data\overfit50\monet\00286.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0111_00286_to_style1.png
112,43.577100004768,G:\GitHub\Latent_Style\style_data\overfit50\monet\00291.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0112_00291_to_style1.png
113,43.0521999951452,G:\GitHub\Latent_Style\style_data\overfit50\monet\00317.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0113_00317_to_style1.png
114,43.06399999768473,G:\GitHub\Latent_Style\style_data\overfit50\monet\00334.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0114_00334_to_style1.png
115,44.98040000908077,G:\GitHub\Latent_Style\style_data\overfit50\monet\00349.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0115_00349_to_style1.png
116,42.68240000237711,G:\GitHub\Latent_Style\style_data\overfit50\monet\00389.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0116_00389_to_style1.png
117,42.66559999086894,G:\GitHub\Latent_Style\style_data\overfit50\monet\00427.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0117_00427_to_style1.png
118,42.662199994083494,G:\GitHub\Latent_Style\style_data\overfit50\monet\00429.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0118_00429_to_style1.png
119,42.839999980060384,G:\GitHub\Latent_Style\style_data\overfit50\monet\00444.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0119_00444_to_style1.png
120,48.120299994479865,G:\GitHub\Latent_Style\style_data\overfit50\monet\00446.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0120_00446_to_style1.png
121,43.10389998136088,G:\GitHub\Latent_Style\style_data\overfit50\monet\00542.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0121_00542_to_style1.png
122,43.285799998557195,G:\GitHub\Latent_Style\style_data\overfit50\monet\00557.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0122_00557_to_style1.png
123,43.49270000238903,G:\GitHub\Latent_Style\style_data\overfit50\monet\00607.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0123_00607_to_style1.png
124,43.4528999903705,G:\GitHub\Latent_Style\style_data\overfit50\monet\00677.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0124_00677_to_style1.png
125,45.8197999978438,G:\GitHub\Latent_Style\style_data\overfit50\monet\00695.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0125_00695_to_style1.png
126,43.751199991675094,G:\GitHub\Latent_Style\style_data\overfit50\monet\00756.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0126_00756_to_style1.png
127,44.112500007031485,G:\GitHub\Latent_Style\style_data\overfit50\monet\00757.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0127_00757_to_style1.png
128,43.906600010814145,G:\GitHub\Latent_Style\style_data\overfit50\monet\00776.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0128_00776_to_style1.png
129,45.041700010187924,G:\GitHub\Latent_Style\style_data\overfit50\monet\00786.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0129_00786_to_style1.png
130,44.505300000309944,G:\GitHub\Latent_Style\style_data\overfit50\monet\00789.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0130_00789_to_style1.png
131,43.33509999560192,G:\GitHub\Latent_Style\style_data\overfit50\monet\00812.jpg,G:\GitHub\Latent_Style\Cycle-NCE\src\onnx_bench_200_flash\images\0131_00812_to_style1.png
