"period","source_root","method","dataset_or_setting","dataset_key","resolution","variant_or_run","scope","images","clip_style","content_lpips","clip_content","train_time_value","train_time_unit","train_time_label","infer_time_value","infer_time_unit","infer_time_label","params_m","hardware","status","source_path","source_kind","note"
"2026-06-03","I:\","LANCET/LBM","wikiart512_5style","wikiart512_5style","512","idt_5x5","full_eval_or_summary","","","","","","","","32.021122200007085","s","32.021122200007085 s timings_sec.wall_total","","","summary_found","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\docs\experiments\idt_eval_20260602\wikiart512_5style\idt_5x5\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-06-01","I:\","LANCET/LBM","wikiart512_5style","wikiart512_5style","512","wikiart512_ema_lowfreq_moment_hfguard_tsw12_e1_b48","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\full_eval_history_backfill_20260601\wikiart512_ema_lowfreq_moment_hfguard_tsw12_e1_b48\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-06-01","I:\","LANCET/LBM","wikiart512_5style","wikiart512_5style","512","wikiart512_ema_lowfreq_moment_hfguard_tsw8_e1_b48","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\full_eval_history_backfill_20260601\wikiart512_ema_lowfreq_moment_hfguard_tsw8_e1_b48\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-06-01","I:\","LANCET/LBM","wikiart512_5style","wikiart512_5style","512","wikiart512_ema_spatial_atom_tokonly_e1_b32","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\full_eval_history_backfill_20260601\wikiart512_ema_spatial_atom_tokonly_e1_b32\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-06-01","I:\","LANCET/LBM","wikiart512_5style","wikiart512_5style","512","wikiart512_ema_spatial_proto_blend025_guard_e1_b48","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\full_eval_history_backfill_20260601\wikiart512_ema_spatial_proto_blend025_guard_e1_b48\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-06-01","I:\","LANCET/LBM","wikiart512_5style","wikiart512_5style","512","wikiart512_ema_tokenizer_owned_spatial_tokonly_e1_b32","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\full_eval_history_backfill_20260601\wikiart512_ema_tokenizer_owned_spatial_tokonly_e1_b32\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-06-01","I:\","LANCET/LBM","wikiart512_5style","wikiart512_5style","512","quick_eval_n6","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_budget_only_safety125_probe120_b80_lr2e4\quick_eval_n6\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-31","I:\","LANCET/LBM","wikiart512_5style","wikiart512_5style","512","full_eval_epoch0001_b4","full_eval_or_summary","750","0.7890851604143778","0.34874856420358025","0.9324778964519501","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_centroid_gain_e1_from_spectral_b48\full_eval_epoch0001_b4\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-31","I:\","LANCET/LBM","wikiart512_5style","wikiart512_5style","512","quick_eval_n6","full_eval_or_summary","150","0.7983287374178568","0.3352997056643168","0.9348961019515991","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_centroid_gain_e1_from_spectral_b48\quick_eval_n6\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-31","I:\","LANCET/LBM","wikiart512_5style","wikiart512_5style","512","eval_quick_n6","full_eval_or_summary","150","0.7970439791679382","0.3320496646563212","0.9342184265454611","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\wikiart512_ema_deltafreq_high05_recover_e2_b48\eval_quick_n6\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
