"period","source_root","method","dataset_or_setting","dataset_key","resolution","variant_or_run","scope","images","clip_style","content_lpips","clip_content","train_time_value","train_time_unit","train_time_label","infer_time_value","infer_time_unit","infer_time_label","params_m","hardware","status","source_path","source_kind","note"
"2026-06-01","I:\","LANCET/LBM","strict_protocol_750","strict_protocol_750","","pair_content_spatial_head_c120_g050_b020_pc040_bound050_120b_b80","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\formal_eval_750\pair_content_spatial_head_c120_g050_b020_pc040_bound050_120b_b80\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-06-01","I:\","LANCET/LBM","strict_protocol_750","strict_protocol_750","","split_axis_geometry_derivgate_fieldbound_g005_120b","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\formal_eval_750\split_axis_geometry_derivgate_fieldbound_g005_120b\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
