"period","source_root","method","dataset_or_setting","dataset_key","resolution","variant_or_run","scope","images","clip_style","content_lpips","clip_content","train_time_value","train_time_unit","train_time_label","infer_time_value","infer_time_unit","infer_time_label","params_m","hardware","status","source_path","source_kind","note"
"2026-04-12","I:\","","unknown","unknown","","epoch_0080","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style\Cycle-NCE\Abla_412\Abla_412_01_Baseline\full_eval\epoch_0080\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-04-12","I:\","","unknown","unknown","","epoch_0080_tokenized_distill_epochs50","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style\Cycle-NCE\Abla_412\Abla_412_01_Baseline\full_eval\epoch_0080_tokenized_distill_epochs50\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-04-12","I:\","","unknown","unknown","","epoch_0080","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style\Cycle-NCE\Abla_412\Abla_412_02_No_Color\full_eval\epoch_0080\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-04-12","I:\","","unknown","unknown","","epoch_0080_tokenized_distill_epochs50","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style\Cycle-NCE\Abla_412\Abla_412_02_No_Color\full_eval\epoch_0080_tokenized_distill_epochs50\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-04-12","I:\","","unknown","unknown","","epoch_0080","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style\Cycle-NCE\Abla_412\Abla_412_03_No_SWD\full_eval\epoch_0080\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-04-12","I:\","","unknown","unknown","","epoch_0080_tokenized_distill_epochs50","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style\Cycle-NCE\Abla_412\Abla_412_03_No_SWD\full_eval\epoch_0080_tokenized_distill_epochs50\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-04-12","I:\","IDT","unknown","unknown","","epoch_0080","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style\Cycle-NCE\Abla_412\Abla_412_04_No_Idt\full_eval\epoch_0080\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-04-12","I:\","IDT","unknown","unknown","","epoch_0080_tokenized_distill_epochs50","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style\Cycle-NCE\Abla_412\Abla_412_04_No_Idt\full_eval\epoch_0080_tokenized_distill_epochs50\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-04-12","I:\","","unknown","unknown","","epoch_0080","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style\Cycle-NCE\Abla_412\Abla_412_05_No_Repulsive\full_eval\epoch_0080\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-04-12","I:\","","unknown","unknown","","epoch_0080_tokenized_distill_epochs50","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style\Cycle-NCE\Abla_412\Abla_412_05_No_Repulsive\full_eval\epoch_0080_tokenized_distill_epochs50\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-04-12","I:\","","unknown","unknown","","epoch_0080","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style\Cycle-NCE\Abla_412\Abla_412_06_Patch_Macro_Only\full_eval\epoch_0080\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-04-12","I:\","","unknown","unknown","","epoch_0080_tokenized_distill_epochs50","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style\Cycle-NCE\Abla_412\Abla_412_06_Patch_Macro_Only\full_eval\epoch_0080_tokenized_distill_epochs50\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-04-12","I:\","","unknown","unknown","","epoch_0080","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style\Cycle-NCE\Abla_412\Abla_412_07_Patch_Micro_Only\full_eval\epoch_0080\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-04-12","I:\","","unknown","unknown","","epoch_0080_tokenized_distill_epochs50","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style\Cycle-NCE\Abla_412\Abla_412_07_Patch_Micro_Only\full_eval\epoch_0080_tokenized_distill_epochs50\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-04-12","I:\","","unknown","unknown","","epoch_0080","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style\Cycle-NCE\Abla_412\Abla_412_08_Skip_None\full_eval\epoch_0080\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-04-12","I:\","","unknown","unknown","","epoch_0080_tokenized_distill_epochs50","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style\Cycle-NCE\Abla_412\Abla_412_08_Skip_None\full_eval\epoch_0080_tokenized_distill_epochs50\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-04-12","I:\","","unknown","unknown","","epoch_0080","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style\Cycle-NCE\Abla_412\Abla_412_09_Skip_Naive\full_eval\epoch_0080\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-04-12","I:\","","unknown","unknown","","epoch_0080_tokenized_distill_epochs50","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style\Cycle-NCE\Abla_412\Abla_412_09_Skip_Naive\full_eval\epoch_0080_tokenized_distill_epochs50\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-04-12","I:\","","unknown","unknown","","epoch_0080","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style\Cycle-NCE\Abla_412\Abla_412_10_Skip_Normalized\full_eval\epoch_0080\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-04-12","I:\","","unknown","unknown","","epoch_0080_tokenized_distill_epochs50","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style\Cycle-NCE\Abla_412\Abla_412_10_Skip_Normalized\full_eval\epoch_0080_tokenized_distill_epochs50\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-04-12","I:\","","unknown","unknown","","epoch_0080","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style\Cycle-NCE\Abla_412\Abla_412_11_Arch_Pure_CNN\full_eval\epoch_0080\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-04-12","I:\","","unknown","unknown","","epoch_0080_tokenized_distill_epochs50","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style\Cycle-NCE\Abla_412\Abla_412_11_Arch_Pure_CNN\full_eval\epoch_0080_tokenized_distill_epochs50\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-04-12","I:\","","unknown","unknown","","epoch_0080","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style\Cycle-NCE\Abla_412\Abla_412_12_No_Color_Highway\full_eval\epoch_0080\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-04-12","I:\","","unknown","unknown","","epoch_0080_tokenized_distill_epochs50","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style\Cycle-NCE\Abla_412\Abla_412_12_No_Color_Highway\full_eval\epoch_0080_tokenized_distill_epochs50\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-04-12","I:\","","unknown","unknown","","epoch_0080","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style\Cycle-NCE\Abla_412\Abla_412_13_No_Num_Fixes\full_eval\epoch_0080\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-04-12","I:\","","unknown","unknown","","epoch_0080_tokenized_distill_epochs50","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style\Cycle-NCE\Abla_412\Abla_412_13_No_Num_Fixes\full_eval\epoch_0080_tokenized_distill_epochs50\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-04-12","I:\","","unknown","unknown","","epoch_0080","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style\Cycle-NCE\Abla_412\Abla_412_14_Attn_With_PosEmb\full_eval\epoch_0080\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
