"period","source_root","method","dataset_or_setting","dataset_key","resolution","variant_or_run","scope","images","clip_style","content_lpips","clip_content","train_time_value","train_time_unit","train_time_label","infer_time_value","infer_time_unit","infer_time_label","params_m","hardware","status","source_path","source_kind","note"
"2026-05-30","I:\","AesFA","run511_5domain","run511_5domain","","aesfa_timing_probe","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\aesfa_timing_probe\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","AesPA-Net","run511_5domain","run511_5domain","","aespa_smoke_debug","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\aespa_smoke_debug\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","AesPA-Net","run511_5domain","run511_5domain","","aespa_smoke_debug2","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\aespa_smoke_debug2\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","AesPA-Net","run511_5domain","run511_5domain","","aespa_smoke_debug3","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\aespa_smoke_debug3\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","AesPA-Net","run511_5domain","run511_5domain","","aespa_smoke_debug4","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\aespa_smoke_debug4\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","AesPA-Net","run511_5domain","run511_5domain","","aespa_smoke_now","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\aespa_smoke_now\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","AesPA-Net","run511_5domain","run511_5domain","","aespa_smoke_recheck","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\aespa_smoke_recheck\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","CAST","run511_5domain","run511_5domain","","cast_smoke","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\cast_smoke\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","CAST","run511_5domain","run511_5domain","","cast_smoke2","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\cast_smoke2\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","CAST","run511_5domain","run511_5domain","","cast_smoke3","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\cast_smoke3\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","CAST","run511_5domain","run511_5domain","","cast_smoke_debug","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\cast_smoke_debug\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","","run511_5domain","run511_5domain","","review_baseline_suite_full4g","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\review_baseline_suite_full4g\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","AesFA","run511_5domain","run511_5domain","","aesfa","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\review_baseline_suite_full4g\aesfa\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","AesPA-Net","run511_5domain","run511_5domain","","aespa","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\review_baseline_suite_full4g\aespa\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","CAST","run511_5domain","run511_5domain","","cast","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","StyTr2","run511_5domain","run511_5domain","","stytr2","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\review_baseline_suite_full4g\stytr2\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","","run511_5domain","run511_5domain","","review_baseline_suite_smoke","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\review_baseline_suite_smoke\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","AesFA","run511_5domain","run511_5domain","","aesfa","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\review_baseline_suite_smoke\aesfa\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","AesPA-Net","run511_5domain","run511_5domain","","aespa","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\review_baseline_suite_smoke\aespa\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","CAST","run511_5domain","run511_5domain","","cast","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\review_baseline_suite_smoke\cast\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","StyTr2","run511_5domain","run511_5domain","","stytr2","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\review_baseline_suite_smoke\stytr2\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","","run511_5domain","run511_5domain","","review_baseline_suite_smoke2","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\review_baseline_suite_smoke2\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","AesFA","run511_5domain","run511_5domain","","aesfa","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\review_baseline_suite_smoke2\aesfa\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","AesPA-Net","run511_5domain","run511_5domain","","aespa","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\review_baseline_suite_smoke2\aespa\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","CAST","run511_5domain","run511_5domain","","cast","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\review_baseline_suite_smoke2\cast\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","StyTr2","run511_5domain","run511_5domain","","stytr2","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\review_baseline_suite_smoke2\stytr2\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","","run511_5domain","run511_5domain","","review_baseline_suite_smoke3","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\review_baseline_suite_smoke3\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","AesFA","run511_5domain","run511_5domain","","aesfa","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\review_baseline_suite_smoke3\aesfa\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","AesPA-Net","run511_5domain","run511_5domain","","aespa","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\review_baseline_suite_smoke3\aespa\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","CAST","run511_5domain","run511_5domain","","cast","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\review_baseline_suite_smoke3\cast\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","StyTr2","run511_5domain","run511_5domain","","stytr2","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\review_baseline_suite_smoke3\stytr2\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","","run511_5domain","run511_5domain","","review_baseline_suite_smoke4","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\review_baseline_suite_smoke4\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","AesFA","run511_5domain","run511_5domain","","aesfa","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\review_baseline_suite_smoke4\aesfa\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","AesPA-Net","run511_5domain","run511_5domain","","aespa","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\review_baseline_suite_smoke4\aespa\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","CAST","run511_5domain","run511_5domain","","cast","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\review_baseline_suite_smoke4\cast\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","StyTr2","run511_5domain","run511_5domain","","stytr2","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\review_baseline_suite_smoke4\stytr2\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","","run511_5domain","run511_5domain","","review_baseline_suite_smoke5","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\review_baseline_suite_smoke5\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","AesFA","run511_5domain","run511_5domain","","aesfa","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\review_baseline_suite_smoke5\aesfa\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","AesPA-Net","run511_5domain","run511_5domain","","aespa","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\review_baseline_suite_smoke5\aespa\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","CAST","run511_5domain","run511_5domain","","cast","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\review_baseline_suite_smoke5\cast\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","StyTr2","run511_5domain","run511_5domain","","stytr2","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\review_baseline_suite_smoke5\stytr2\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","S2WAT","run511_5domain","run511_5domain","","s2wat_750_strict","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\s2wat_750_strict\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","S2WAT","run511_5domain","run511_5domain","","s2wat_smoke","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\s2wat_smoke\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","SaMST","run511_5domain","run511_5domain","","samst_750_strict","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\samst_750_strict\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","SaMST","run511_5domain","run511_5domain","","samst_timing_probe","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\samst_timing_probe\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","StyleID","run511_5domain","run511_5domain","","styleid_750_strict","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\styleid_750_strict\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","StyTr2","run511_5domain","run511_5domain","","stytr2_750_full_4g","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\stytr2_750_full_4g\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","StyTr2","run511_5domain","run511_5domain","","stytr2_smoke","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\stytr2_smoke\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","StyTr2","run511_5domain","run511_5domain","","stytr2_smoke2","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\stytr2_smoke2\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","StyTr2","run511_5domain","run511_5domain","","stytr2_smoke3","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\stytr2_smoke3\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","StyTr2","run511_5domain","run511_5domain","","stytr2_smoke4","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\stytr2_smoke4\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","StyTr2","run511_5domain","run511_5domain","","stytr2_smoke5","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\stytr2_smoke5\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","StyTr2","run511_5domain","run511_5domain","","stytr2_smoke6","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\stytr2_smoke6\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","StyTr2","run511_5domain","run511_5domain","","stytr2_smoke_now","full_eval_or_summary","","","","","","","","","","","","","summary_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\stytr2_smoke_now\summary.json","remote_summary_json_curated","Remote curated summary.json after experiment-path filter."
"2026-05-30","I:\","CAST","run511_5domain","run511_5domain","","run511_cast","train_or_eval_log","","","","","","s","","","","","","","log_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\cast_smoke2\checkpoints\run511_cast\loss_log.txt","remote_training_log_curated","Remote curated train/eval log after experiment-path filter."
"2026-05-30","I:\","CAST","run511_5domain","run511_5domain","","run511_cast","train_or_eval_log","","","","","","s","","","","","","","log_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\cast_smoke3\checkpoints\run511_cast\loss_log.txt","remote_training_log_curated","Remote curated train/eval log after experiment-path filter."
"2026-05-30","I:\","CAST","run511_5domain","run511_5domain","","run511_cast","train_or_eval_log","","","","","","s","","","","","","","log_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\cast_smoke_debug\checkpoints\run511_cast\loss_log.txt","remote_training_log_curated","Remote curated train/eval log after experiment-path filter."
"2026-05-30","I:\","CAST","run511_5domain","run511_5domain","","run511_cast","train_or_eval_log","","","","","","s","","","","","","","log_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\cast_smoke_now\checkpoints\run511_cast\loss_log.txt","remote_training_log_curated","Remote curated train/eval log after experiment-path filter."
"2026-05-30","I:\","CAST","run511_5domain","run511_5domain","","run511_cast","train_or_eval_log","","","","","","s","","","","","","","log_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\cast_smoke_now2\checkpoints\run511_cast\loss_log.txt","remote_training_log_curated","Remote curated train/eval log after experiment-path filter."
"2026-05-30","I:\","CAST","run511_5domain","run511_5domain","","run511_cast","train_or_eval_log","","","","","","s","","","","","","","log_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\review_baseline_suite_full4g\cast\checkpoints\run511_cast\loss_log.txt","remote_training_log_curated","Remote curated train/eval log after experiment-path filter."
"2026-05-30","I:\","CAST","run511_5domain","run511_5domain","","run511_cast","train_or_eval_log","","","","","","s","","","","","","","log_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\review_baseline_suite_smoke4\cast\checkpoints\run511_cast\loss_log.txt","remote_training_log_curated","Remote curated train/eval log after experiment-path filter."
"2026-05-30","I:\","CAST","run511_5domain","run511_5domain","","run511_cast","train_or_eval_log","","","","","","s","","","","","","","log_found","I:\Github\Latent_Style_TokenizerClean\Related_Works\run_511\outputs\review_baseline_suite_smoke5\cast\checkpoints\run511_cast\loss_log.txt","remote_training_log_curated","Remote curated train/eval log after experiment-path filter."
