epoch,loss,style_swd,identity,train_num_steps,train_step_size,train_style_strength,lr,data_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec
1,9.272284808158874,0.04290901515632868,0.0029047337017254903,1.0,1.0,0.8959138488769531,0.0002,0.08987486198748229,12.890840366009797,12.98263168334961,5000,385.1299275795187
2,9.266530847549438,0.04290089227259159,0.001024030122498516,1.0,1.0,0.8977757239341736,0.00019998828008575777,0.08742499601066811,11.092667284989147,11.816754579544067,5000,423.12802270222977
3,9.094405040740966,0.04206943105906248,0.0006615883219637908,1.0,1.0,0.9022105121612549,0.0001999531232347445,0.08944447100293473,11.532137082987902,11.62395191192627,5000,430.1463080615431
4,9.17265600681305,0.0424686112254858,0.0006159624684369192,1.0,1.0,0.9076907742023468,0.00019989453812138718,0.0886988460260909,11.126965250008652,11.217632532119751,5000,445.72684884117615
5,9.092769894599915,0.041824812218546864,0.00975607562228106,1.0,1.0,0.8978514504432679,0.00019981253920068581,0.09206676499889,11.196278815990809,11.97303318977356,5000,417.60512317552195
6,8.790360245704651,0.03978859459981322,0.029264916721731423,1.0,1.0,0.9007663881778717,0.00019970714670464716,0.0859393399732653,10.854371177993016,10.942099571228027,5000,456.9506946498068
7,8.264615540504456,0.03738083178177476,0.022946264499332757,1.0,1.0,0.896325312256813,0.00019957838663729258,0.08708954199755681,10.898464186971978,10.987420082092285,5000,455.06588103873355
8,7.775680785179138,0.03503193834796548,0.0192834038939327,1.0,1.0,0.9094548302888871,0.00019942629076824206,0.08842395999818109,11.066295406031713,11.73487138748169,5000,426.08051123029844
9,7.641018238067627,0.03433535663411021,0.020386202491354196,1.0,1.0,0.904434021115303,0.00019925089662487538,0.08556183397377026,10.774724485982006,10.862121343612671,5000,460.3152406265637
10,7.488888330459595,0.03361421089619398,0.018406474804505704,1.0,1.0,0.9127010816335678,0.00019905224748307293,0.0874111619850737,10.874792863989569,10.964108943939209,5000,456.0334109744434
11,7.305866460800171,0.03279166284948588,0.015063356081955135,1.0,1.0,0.8914873111248016,0.00019883039235653804,0.08641972000623355,10.311023049016512,11.020470142364502,5000,453.70115207509855
12,7.205206789970398,0.032225760947912935,0.018508359123952687,1.0,1.0,0.8949974656105042,0.00019858538598470347,0.08514253999965149,10.218212337986188,10.305128812789917,5000,485.19529360898355
13,7.159236106872559,0.03202620403841138,0.018880659800488503,1.0,1.0,0.898964262008667,0.00019831728881922536,0.08565995098615531,10.251815158986574,10.339176654815674,5000,483.59750170930215
14,6.917491297721863,0.030906051974743606,0.016772371850674973,1.0,1.0,0.9008357471227646,0.00019802616700906767,0.08714174700799049,10.52121670897759,11.229417085647583,5000,445.2590870803565
15,6.8417387866973876,0.030551047157496215,0.017069341947790237,1.0,1.0,0.9024550241231918,0.00019771209238418093,0.08645930901548127,10.488672326002416,10.576953172683716,5000,472.72592762470725
16,6.866382431983948,0.030659378487616778,0.019046437561046334,1.0,1.0,0.9040920543670654,0.0001973751424377792,0.08597907400326221,10.241872124010115,10.329659223556519,5000,484.0430736183078
17,6.803228278160095,0.030405493900179863,0.016821574855130167,1.0,1.0,0.9002173882722855,0.00019701540030721986,0.08616337799685425,10.264247848986997,10.982892751693726,5000,455.2534667361589
18,6.795022745132446,0.030354613289237022,0.019458221272216178,1.0,1.0,0.9051226270198822,0.00019663295475349073,0.08769654698699014,10.367573979987355,10.457147121429443,5000,478.1418815227038
19,6.800733375549316,0.03042869135737419,0.016730951271019878,1.0,1.0,0.9037853580713272,0.00019622790013930952,0.08947656397867831,10.994350952994864,11.085856199264526,5000,451.0251540455411
20,6.653885674476624,0.029727540109306574,0.017977821052772923,1.0,1.0,0.8959348142147064,0.00019580033640584127,0.08755435100465547,10.90864724398125,11.607661962509155,5000,430.7499663712796
21,6.7562859964370725,0.030170888043940067,0.019800014088395983,1.0,1.0,0.910048468708992,0.0001953503690480395,0.09370584702628548,11.2304103069946,11.326195478439331,5000,441.4545033694725
22,6.728908352851867,0.030093648489564657,0.018879935377044604,1.0,1.0,0.9009130960702896,0.0001948781090886167,0.08808794100696105,10.87730082399139,10.967251777648926,5000,455.90272762679854
23,6.485247049331665,0.028944409228861333,0.017318449838785454,1.0,1.0,0.894643834233284,0.0001943836730506513,0.0891430850206234,10.82066671802022,11.540503978729248,5000,433.2566419296501
24,6.473757066726685,0.028875060714781284,0.017505298090400176,1.0,1.0,0.8999209380149842,0.0001938671829288373,0.08818139099093969,10.912116341984074,11.00226092338562,5000,454.45204715808524
25,6.548520531654358,0.029253915771842002,0.01694437602418475,1.0,1.0,0.8996955287456513,0.00019332876615938376,0.10205512400716543,11.441859655980807,11.546241521835327,5000,433.0413486106627
26,6.4515292978286745,0.02882458604872227,0.015810796608566307,1.0,1.0,0.8933164602518082,0.00019276855558857212,0.10165514097752748,11.686632222008484,12.409260034561157,5000,402.9249114028112
27,6.497463111877441,0.028998788092285396,0.017886700975941493,1.0,1.0,0.900612422823906,0.00019218668943997807,0.10532928500470007,11.454801323008724,11.562457799911499,5000,432.43401070300735
28,6.447232241630554,0.028775945883244277,0.018077778903534635,1.0,1.0,0.8974884074926376,0.00019158331128036715,0.09113424698807648,11.332739297999069,12.038223505020142,5000,415.34367574376034
29,6.441358671188355,0.028733506686985492,0.019115985445678232,1.0,1.0,0.8966718643903733,0.00019095856998427172,0.10845410898036789,11.515259131989296,11.627434492111206,5000,430.0174731917277
30,6.41047945022583,0.028685338031500578,0.015191198716056533,1.0,1.0,0.9095190370082855,0.00019031261969725834,0.10710775500774616,12.19395996502135,12.30344820022583,5000,406.39013702745746
31,6.418625245094299,0.02862361915409565,0.018498486572643743,1.0,1.0,0.8990855187177658,0.00018964561979789482,0.11103278601876809,11.755148409018148,12.48881983757019,5000,400.358085474055
32,6.403700094223023,0.028584316540509462,0.016689489788841456,1.0,1.0,0.901753135919571,0.00018895773485842578,0.09617175300809322,11.183153835969279,11.281612396240234,5000,443.1990591758253
33,6.335433287620544,0.028281127512454988,0.01694187269313261,1.0,1.0,0.9056538730859757,0.0001882491346041669,0.09038254799816059,10.70101445099499,10.79335331916809,5000,463.24806129717064
34,6.322946176528931,0.028237284142524004,0.015618221766198986,1.0,1.0,0.8919406914710999,0.00018751999387162804,0.10589712301953114,11.87799240601089,12.606130361557007,5000,396.6324206235196
35,6.480674118995666,0.028981486819684505,0.017927934398176148,1.0,1.0,0.8967520850896835,0.00018677049256537453,0.10611481200248818,12.442262453005242,12.550945520401001,5000,398.37636071901704
36,6.3438693714141845,0.02828978830948472,0.018091342479456218,1.0,1.0,0.9049634230136872,0.00018600081561363866,0.08918389398240834,10.89217552800983,10.983458042144775,5000,455.23003600636815
37,6.263375334739685,0.02796145746484399,0.016804971999372354,1.0,1.0,0.9033874279260635,0.00018521115292269134,0.13564355201015132,12.377964222003357,13.144463300704956,5000,380.3882962442326
38,6.426386342048645,0.02872887773439288,0.01793204896035604,1.0,1.0,0.9075049448013306,0.0001844016993299856,0.09454527200796292,10.94314883801053,11.039755821228027,5000,452.90856799437944
39,6.355790739059448,0.028394900932908057,0.01700014905363787,1.0,1.0,0.9000620102882385,0.00018357265455608328,0.12755463100256748,12.06447061099243,12.801693677902222,5000,390.5733198905394
40,6.314512896537781,0.028149292264133693,0.018789650616236032,1.0,1.0,0.8897130352258682,0.00018272422315537715,0.403405055993062,14.3053114530303,14.717220306396484,5000,339.73806846031044
41,6.280981726646424,0.028052781373262406,0.016192399444407785,1.0,1.0,0.8957748448848725,0.00018185661446561995,0.26550832001157687,13.343851046010968,13.61349892616272,5000,367.28250592438735
42,6.358712544441223,0.028398732542991637,0.01717846047191415,1.0,1.0,0.9073698538541793,0.00018097004255627355,0.09655062299862038,11.404005389955273,12.118516206741333,5000,412.59176574922446
43,6.342319841384888,0.02831975053995848,0.017249284852878192,1.0,1.0,0.8933334195613861,0.0001800647261756905,0.16097193298992352,12.798224693993689,12.962711572647095,5000,385.7217660038515
44,6.288595604896545,0.028056821636855602,0.017133928326074965,1.0,1.0,0.8919687587022781,0.00017914088869714126,0.11281562500880682,12.375898200989468,13.119309663772583,5000,381.1176142756129
45,6.344052734375,0.02835882417857647,0.016052504277904518,1.0,1.0,0.8965829980373382,0.0001781987580636999,0.10366445501495036,12.317977523023728,12.424023628234863,5000,402.4461116314194
46,6.36083523273468,0.02839194132015109,0.018822720349999145,1.0,1.0,0.8988887357711792,0.00017723856673200288,0.10742504098743666,12.327781029987818,12.437565803527832,5000,402.00792333350176
47,6.411985650062561,0.028654594104737044,0.01875796433130745,1.0,1.0,0.8922696888446808,0.0001762605516148936,0.10049900598096428,12.380846099993505,13.109472036361694,5000,381.403613061725
48,6.291918506622315,0.028089739754796027,0.017208208585507236,1.0,1.0,0.8972044253349304,0.00017526495402296784,0.10488423501010402,11.599810035986593,11.706968545913696,5000,427.09604799828764
49,6.266845903396606,0.027958260625600816,0.017519845931674355,1.0,1.0,0.9032373201847076,0.00017425201960503402,0.0954189610274625,10.702708919016004,10.800278663635254,5000,462.95101781355845
50,6.3460232400894165,0.028373285736888645,0.016278794477693738,1.0,1.0,0.900329704284668,0.00017322199828750286,0.0953178300151194,10.805971552996198,11.509528636932373,5000,434.42265602048553
51,6.23793426990509,0.027794912606477738,0.01868374624173157,1.0,1.0,0.9046313261985779,0.00017217514421272192,0.08797862501160125,10.714269441999932,10.804213047027588,5000,462.78243294874494
52,6.251950354576111,0.027860778141766785,0.018558843143982814,1.0,1.0,0.8967614853382111,0.00017111171567626976,0.09791495799800032,10.786241280016839,10.886234283447266,5000,459.2956452905482
53,6.236383934020996,0.02772381916642189,0.020876376070664265,1.0,1.0,0.8992602217197418,0.00017003197506322535,0.08823972999380203,10.589196149016061,11.279860258102417,5000,443.26790275690325
54,6.282502579689026,0.02804052997380495,0.017152808530663605,1.0,1.0,0.901634567975998,0.00016893618878342838,0.10076573498736252,10.940995314009342,11.044515609741211,5000,452.7133807108773
55,6.263278408050537,0.02794538574293256,0.017654906649840995,1.0,1.0,0.9069023168087006,0.00016782462720574685,0.12735136000992497,11.513575944994955,11.643304347991943,5000,429.43135819191417
56,6.2753483057022095,0.02797975167632103,0.01876565429061884,1.0,1.0,0.8999760770797729,0.00016669756459136738,0.09484036898356862,11.260661964017345,11.95682668685913,5000,418.17115284401774
57,6.278896074295044,0.027968137226998806,0.01960495872393949,1.0,1.0,0.8977901238203049,0.00016555527902612546,0.0951899100036826,10.855670085999009,10.953012704849243,5000,456.4954076777746
58,6.217210993766785,0.027717588115483523,0.01701221736148,1.0,1.0,0.9012344717979431,0.00016439805235189193,0.08728333001636202,10.551002879004955,10.640055656433105,5000,469.9223539283782
59,6.2754422426223755,0.028041870128363372,0.01648384220752632,1.0,1.0,0.8999243891239166,0.0001632261700970327,0.090594940000301,10.607943503997376,11.287517786026001,5000,442.96718683269967
60,6.214015440940857,0.027661477420479058,0.01908451420837082,1.0,1.0,0.8992922121286392,0.0001620399214059589,0.08914568600448547,10.370097493985668,10.461121559143066,5000,477.9602236463812
61,6.165849680900574,0.027445975728332996,0.0185482249193592,1.0,1.0,0.8963316363096238,0.00016083959896778487,0.08659979398362339,10.540702897997107,10.629077672958374,5000,470.4077017633044
62,6.225946722030639,0.02767805606126785,0.020333752193837425,1.0,1.0,0.8927147454023361,0.00015962549894411139,0.18213503200604464,12.270456719990761,13.046643018722534,5000,383.2403471777966
63,6.266447200775146,0.027967694010585548,0.01724450348119717,1.0,1.0,0.8984553337097168,0.00015839792089595236,0.19401702899995144,12.24352774001818,12.44083285331726,5000,401.90235323889794
64,6.262635083198547,0.027952766045928,0.01787432112614624,1.0,1.0,0.9030144149065018,0.00015715716770982246,0.10853750800379203,11.336509179011045,12.019757509231567,5000,415.9817696954232
65,6.381438751220703,0.028507770355790853,0.018708128300495445,1.0,1.0,0.917503342628479,0.0001559035455230046,0.12701894601195818,11.579723612969246,11.70985460281372,5000,426.99078422362027
66,6.295982604026794,0.028049273565411568,0.02083266219473444,1.0,1.0,0.9017686927318573,0.00015463736364801508,0.10811997900600545,12.386911436999071,12.497557878494263,5000,400.0781631588981
67,6.312188425064087,0.028189329747110605,0.017968169575033242,1.0,1.0,0.9048497587442398,0.0001533589344962852,0.1223234819881327,12.662134836034966,13.356038093566895,5000,374.3625141656577
68,6.085475130081177,0.027010869532823563,0.019834987926878968,1.0,1.0,0.8926072758436203,0.00015206857350107865,0.10577374899366987,12.344553771014034,12.452627658843994,5000,401.52168176721676
69,6.104149632453918,0.027154795043170452,0.018831899075885304,1.0,1.0,0.8968221998214722,0.00015076659903966286,0.10459966699272627,12.50466963902727,12.611610412597656,5000,396.4600742031749
70,6.284132061004638,0.02801574381068349,0.018647413822181987,1.0,1.0,0.902435594201088,0.0001494533323547544,0.09809571100777248,11.7234598170362,12.384528636932373,5000,403.72953598648155
71,6.235892367362976,0.02786918779835105,0.016030318513512613,1.0,1.0,0.9047834849357606,0.00014812909747525686,0.09043228900554823,11.61474058101885,11.707356929779053,5000,427.08187936782775
72,6.168539433479309,0.027490536272525786,0.017712829944503027,1.0,1.0,0.8893012070655822,0.00014679422113631185,0.09854154499043943,11.168461987996125,11.269173860549927,5000,443.6882474147935
73,6.233009991645813,0.027749960124492646,0.019816771997429896,1.0,1.0,0.9032321047782897,0.00014544903269868184,0.09030873798838002,11.136915398015844,11.78952407836914,5000,424.1053300169905
