probe_family,variant,context,vs_base_forward_mean_abs,vs_base_predict_transport_base_mean_abs,vs_base_integrate_mean_abs,style_response_forward_mean_abs,style_response_predict_transport_base_mean_abs,style_response_integrate_mean_abs,semantic_attn_entropy,semantic_topology_attn_active,semantic_self_topology_gate,semantic_self_topology_blend,matched_target_conditioning_mode,matched_target_style_encoder_mode,style_code_spatial_mode,style_code_override_active,style_code_content_router_bypassed,style_spatial_source_target_latent,style_spatial_source_code_map,style_spatial_code_map_primary,style_spatial_code_map_residual,style_spatial_code_map_abs,style_spatial_map_abs
config_effect,r1_linear_blend_0p20,plain,0.0008294373983517289,0.0008294372237287462,0.0008325845119543374,0.0,0.0,0.0,4.146784782409668,1.0,1.0,0.2,both,residual,lowrank,0.0,0.0,0.0,0.0,0.0,1.0,0.06984128057956696,0.06985995918512344
config_effect,r1_linear_blend_0p20,configured,0.014096537604928017,0.014096539467573166,0.01412274595350027,0.012249191291630268,0.012249190360307693,0.012337631545960903,3.3871853351593018,1.0,1.0,0.2,both,residual,lowrank,1.0,0.0,1.0,0.0,0.0,1.0,0.07293929159641266,1.0054516792297363
config_effect,r1_linear_blend_0p20,spatial,0.014119715429842472,0.014119716361165047,0.01414420735090971,0.012312410399317741,0.012312410399317741,0.012412168085575104,3.3870723247528076,1.0,1.0,0.2,both,residual,lowrank,0.0,0.0,1.0,0.0,0.0,1.0,0.06984128057956696,1.0050886869430542
config_effect,r1_linear_blend_0p20,code,0.0007974160253070295,0.0007974161417223513,0.0008012760663405061,0.0024944478645920753,0.0024944483302533627,0.002643211977556348,4.170257091522217,1.0,1.0,0.2,both,residual,lowrank,1.0,0.0,0.0,0.0,0.0,1.0,0.07293929159641266,0.07311743497848511
config_effect,r2_linear_blend_0p40,plain,0.000650725734885782,0.0006507257930934429,0.000650778878480196,0.0,0.0,0.0,4.264726161956787,1.0,1.0,0.4,both,residual,lowrank,0.0,0.0,0.0,0.0,0.0,1.0,0.06984128057956696,0.06985996663570404
config_effect,r2_linear_blend_0p40,configured,0.01169218122959137,0.01169218122959137,0.01170636061578989,0.009838392958045006,0.009838392026722431,0.009976038709282875,3.768810272216797,1.0,1.0,0.4,both,residual,lowrank,1.0,0.0,1.0,0.0,0.0,1.0,0.07293929159641266,1.0054516792297363
config_effect,r2_linear_blend_0p40,spatial,0.011714225634932518,0.011714225634932518,0.011726764030754566,0.009893039241433144,0.009893040172755718,0.010050167329609394,3.7688674926757812,1.0,1.0,0.4,both,residual,lowrank,0.0,0.0,1.0,0.0,0.0,1.0,0.06984128057956696,1.0050886869430542
config_effect,r2_linear_blend_0p40,code,0.0006251649465411901,0.0006251655286177993,0.0006257078493945301,0.0024940522853285074,0.002494052518159151,0.0026427763514220715,4.277973175048828,1.0,1.0,0.4,both,residual,lowrank,1.0,0.0,0.0,0.0,0.0,1.0,0.07293929159641266,0.0731174424290657
config_effect,r3_linear_blend_0p60,plain,0.00043979339534416795,0.0004397931043058634,0.0004382084880489856,0.0,0.0,0.0,4.006616592407227,1.0,1.0,0.6,both,residual,lowrank,0.0,0.0,0.0,0.0,0.0,1.0,0.06984128057956696,0.06985996663570404
config_effect,r3_linear_blend_0p60,configured,0.008827060461044312,0.008827058598399162,0.008800450712442398,0.009795651771128178,0.009795651771128178,0.00991778913885355,3.7676405906677246,1.0,1.0,0.6,both,residual,lowrank,1.0,0.0,1.0,0.0,0.0,1.0,0.07293929159641266,1.0054516792297363
config_effect,r3_linear_blend_0p60,spatial,0.008845651522278786,0.008845651522278786,0.00881790928542614,0.009839722886681557,0.009839721024036407,0.009981109760701656,3.7677786350250244,1.0,1.0,0.6,both,residual,lowrank,0.0,0.0,1.0,0.0,0.0,1.0,0.06984128057956696,1.0050886869430542
config_effect,r3_linear_blend_0p60,code,0.000421974080381915,0.0004219744587317109,0.0004203126591164619,0.002493606647476554,0.002493607345968485,0.002642243169248104,4.010910987854004,1.0,1.0,0.6,both,residual,lowrank,1.0,0.0,0.0,0.0,0.0,1.0,0.07293929159641266,0.0731174498796463
config_effect,r4_vertical_blend_0p20,plain,0.0008294373983517289,0.0008294372237287462,0.0008325845119543374,0.0,0.0,0.0,4.146784782409668,1.0,1.0,0.2,both,residual,lowrank,0.0,0.0,0.0,0.0,0.0,1.0,0.06984128057956696,0.06985995918512344
config_effect,r4_vertical_blend_0p20,configured,0.014096537604928017,0.014096539467573166,0.01412274595350027,0.012249191291630268,0.012249190360307693,0.012337631545960903,3.3871853351593018,1.0,1.0,0.2,both,residual,lowrank,1.0,0.0,1.0,0.0,0.0,1.0,0.07293929159641266,1.0054516792297363
config_effect,r4_vertical_blend_0p20,spatial,0.014119715429842472,0.014119716361165047,0.01414420735090971,0.012312410399317741,0.012312410399317741,0.012412168085575104,3.3870723247528076,1.0,1.0,0.2,both,residual,lowrank,0.0,0.0,1.0,0.0,0.0,1.0,0.06984128057956696,1.0050886869430542
config_effect,r4_vertical_blend_0p20,code,0.0007974160253070295,0.0007974161417223513,0.0008012760663405061,0.0024944478645920753,0.0024944483302533627,0.002643211977556348,4.170257091522217,1.0,1.0,0.2,both,residual,lowrank,1.0,0.0,0.0,0.0,0.0,1.0,0.07293929159641266,0.07311743497848511
config_effect,r5_vertical_blend_0p40,plain,0.000650725734885782,0.0006507257930934429,0.000650778878480196,0.0,0.0,0.0,4.264726161956787,1.0,1.0,0.4,both,residual,lowrank,0.0,0.0,0.0,0.0,0.0,1.0,0.06984128057956696,0.06985996663570404
config_effect,r5_vertical_blend_0p40,configured,0.01169218122959137,0.01169218122959137,0.01170636061578989,0.009838392958045006,0.009838392026722431,0.009976038709282875,3.768810272216797,1.0,1.0,0.4,both,residual,lowrank,1.0,0.0,1.0,0.0,0.0,1.0,0.07293929159641266,1.0054516792297363
config_effect,r5_vertical_blend_0p40,spatial,0.011714225634932518,0.011714225634932518,0.011726764030754566,0.009893039241433144,0.009893040172755718,0.010050167329609394,3.7688674926757812,1.0,1.0,0.4,both,residual,lowrank,0.0,0.0,1.0,0.0,0.0,1.0,0.06984128057956696,1.0050886869430542
config_effect,r5_vertical_blend_0p40,code,0.0006251649465411901,0.0006251655286177993,0.0006257078493945301,0.0024940522853285074,0.002494052518159151,0.0026427763514220715,4.277973175048828,1.0,1.0,0.4,both,residual,lowrank,1.0,0.0,0.0,0.0,0.0,1.0,0.07293929159641266,0.0731174424290657
config_effect,r6_vertical_blend_0p60,plain,0.00043979339534416795,0.0004397931043058634,0.0004382084880489856,0.0,0.0,0.0,4.006616592407227,1.0,1.0,0.6,both,residual,lowrank,0.0,0.0,0.0,0.0,0.0,1.0,0.06984128057956696,0.06985996663570404
config_effect,r6_vertical_blend_0p60,configured,0.008827060461044312,0.008827058598399162,0.008800450712442398,0.009795651771128178,0.009795651771128178,0.00991778913885355,3.7676405906677246,1.0,1.0,0.6,both,residual,lowrank,1.0,0.0,1.0,0.0,0.0,1.0,0.07293929159641266,1.0054516792297363
config_effect,r6_vertical_blend_0p60,spatial,0.008845651522278786,0.008845651522278786,0.00881790928542614,0.009839722886681557,0.009839721024036407,0.009981109760701656,3.7677786350250244,1.0,1.0,0.6,both,residual,lowrank,0.0,0.0,1.0,0.0,0.0,1.0,0.06984128057956696,1.0050886869430542
config_effect,r6_vertical_blend_0p60,code,0.000421974080381915,0.0004219744587317109,0.0004203126591164619,0.002493606647476554,0.002493607345968485,0.002642243169248104,4.010910987854004,1.0,1.0,0.6,both,residual,lowrank,1.0,0.0,0.0,0.0,0.0,1.0,0.07293929159641266,0.0731174498796463
config_effect,r7_linear_code_map_lowrank,plain,0.0,0.0,0.0,0.0,0.0,0.0,2.81362247467041,1.0,1.0,1.0,both,residual,lowrank,0.0,0.0,0.0,0.0,0.0,1.0,0.06984128057956696,0.06985998153686523
config_effect,r7_linear_code_map_lowrank,configured,0.0,0.0,0.0,0.015551045536994934,0.015551047399640083,0.015513820573687553,2.789457321166992,1.0,1.0,1.0,both,residual,lowrank,1.0,0.0,1.0,0.0,0.0,1.0,0.07293929159641266,1.0054516792297363
config_effect,r7_linear_code_map_lowrank,spatial,0.0,0.0,0.0,0.015594029799103737,0.015594030730426311,0.015564145520329475,2.7894108295440674,1.0,1.0,1.0,both,residual,lowrank,0.0,0.0,1.0,0.0,0.0,1.0,0.06984128057956696,1.0050886869430542
config_effect,r7_linear_code_map_lowrank,code,0.0,0.0,0.0,0.0024932706728577614,0.0024932706728577614,0.002641716506332159,2.8134965896606445,1.0,1.0,1.0,both,residual,lowrank,1.0,0.0,0.0,0.0,0.0,1.0,0.07293929159641266,0.0731174498796463
config_effect,r8_linear_code_map_lowrank_both,plain,0.0,0.0,0.0,0.0,0.0,0.0,2.81362247467041,1.0,1.0,1.0,both,residual,lowrank,0.0,0.0,0.0,0.0,0.0,1.0,0.06984128057956696,0.06985998153686523
config_effect,r8_linear_code_map_lowrank_both,configured,0.0,0.0,0.0,0.015551045536994934,0.015551047399640083,0.015513820573687553,2.789457321166992,1.0,1.0,1.0,both,residual,lowrank,1.0,0.0,1.0,0.0,0.0,1.0,0.07293929159641266,1.0054516792297363
config_effect,r8_linear_code_map_lowrank_both,spatial,0.0,0.0,0.0,0.015594029799103737,0.015594030730426311,0.015564145520329475,2.7894108295440674,1.0,1.0,1.0,both,residual,lowrank,0.0,0.0,1.0,0.0,0.0,1.0,0.06984128057956696,1.0050886869430542
config_effect,r8_linear_code_map_lowrank_both,code,0.0,0.0,0.0,0.0024932706728577614,0.0024932706728577614,0.002641716506332159,2.8134965896606445,1.0,1.0,1.0,both,residual,lowrank,1.0,0.0,0.0,0.0,0.0,1.0,0.07293929159641266,0.0731174498796463
config_effect,r9_linear_code_map_lowrank_blend_0p40,plain,0.000650725734885782,0.0006507257930934429,0.000650778878480196,0.0,0.0,0.0,4.264726161956787,1.0,1.0,0.4,both,residual,lowrank,0.0,0.0,0.0,0.0,0.0,1.0,0.06984128057956696,0.06985996663570404
config_effect,r9_linear_code_map_lowrank_blend_0p40,configured,0.01169218122959137,0.01169218122959137,0.01170636061578989,0.009838392958045006,0.009838392026722431,0.009976038709282875,3.768810272216797,1.0,1.0,0.4,both,residual,lowrank,1.0,0.0,1.0,0.0,0.0,1.0,0.07293929159641266,1.0054516792297363
config_effect,r9_linear_code_map_lowrank_blend_0p40,spatial,0.011714225634932518,0.011714225634932518,0.011726764030754566,0.009893039241433144,0.009893040172755718,0.010050167329609394,3.7688674926757812,1.0,1.0,0.4,both,residual,lowrank,0.0,0.0,1.0,0.0,0.0,1.0,0.06984128057956696,1.0050886869430542
config_effect,r9_linear_code_map_lowrank_blend_0p40,code,0.0006251649465411901,0.0006251655286177993,0.0006257078493945301,0.0024940522853285074,0.002494052518159151,0.0026427763514220715,4.277973175048828,1.0,1.0,0.4,both,residual,lowrank,1.0,0.0,0.0,0.0,0.0,1.0,0.07293929159641266,0.0731174424290657
config_effect,r10_vertical_code_map_lowrank_both,plain,0.0,0.0,0.0,0.0,0.0,0.0,2.81362247467041,1.0,1.0,1.0,both,residual,lowrank,0.0,0.0,0.0,0.0,0.0,1.0,0.06984128057956696,0.06985998153686523
config_effect,r10_vertical_code_map_lowrank_both,configured,0.0,0.0,0.0,0.015551045536994934,0.015551047399640083,0.015513820573687553,2.789457321166992,1.0,1.0,1.0,both,residual,lowrank,1.0,0.0,1.0,0.0,0.0,1.0,0.07293929159641266,1.0054516792297363
