epoch,loss,swd,repulsive,color,oob,identity,identity_ratio,lr,data_time_sec,transfer_time_sec,fwd_loss_time_sec,backward_time_sec,optimizer_time_sec,step_overhead_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec,compute_samples_per_sec,attn_entropy,attn_max_prob,id_swd_ratio,health_warning_count
1,5.568557262420654,3.1365292072296143,0.0,0.14319457113742828,0.003027152270078659,2.2858071327209473,0.20205079019069672,6.666666666666667e-07,0.49277790053747594,0.005662200506776571,20.200597699498758,6.324604099849239,0.11997340130619705,19.7193485989701,26.65083740116097,46.867971658706665,10240,218.48609268964842,384.2280768090958,0.3006856143474579,0.5491714477539062,0.7299227714538574,0.0
2,5.2858357429504395,3.1168906688690186,0.0,0.1355036199092865,0.003132718848064542,2.030308485031128,0.20400391519069672,1.3333333333333334e-06,0.49928550026379526,0.005857599899172783,13.254390999441966,1.7349242998752743,0.10705079953186214,20.211423601955175,15.102223698748276,35.816051721572876,10240,285.9053275778078,678.0458430667218,0.3005378246307373,0.5491288900375366,0.6530144810676575,0.0
3,4.865249156951904,3.063365936279297,0.0,0.13562431931495667,0.003150916425511241,1.6631075143814087,0.20283202826976776,2.0000000000000003e-06,0.48002740065567195,0.0054845986887812614,13.24771579890512,1.7027080990374088,0.10284870001487434,20.25558240315877,15.058757196646184,35.79834771156311,10240,286.04672155559877,680.00299535214,0.3009570837020874,0.5488523840904236,0.5435698628425598,0.0
4,4.467772960662842,3.0527021884918213,0.0,0.13259035348892212,0.0031424362678080797,1.2793376445770264,0.20126953721046448,2.666666666666667e-06,0.5854255000595003,0.005645199911668897,13.279389100382105,1.7084667994640768,0.10405419999733567,20.274570700945333,15.097555299755186,35.96134376525879,10240,284.7502047432545,678.2555053907334,0.3033944070339203,0.5459482073783875,0.41947880387306213,0.0
5,4.092286586761475,3.0531344413757324,0.0,0.12882493436336517,0.002900246297940612,0.9074258804321289,0.20097656548023224,3.3333333333333333e-06,0.4827173005323857,0.005293399561196566,13.290346299530938,1.6844755995552987,0.10013999976217747,20.31000490160659,15.080255298409611,35.875914096832275,10240,285.4282673428566,679.0335970691376,0.3064025044441223,0.5423747301101685,0.2976064682006836,0.0
6,3.7853641510009766,3.025502920150757,0.0,0.13190563023090363,0.0028702544514089823,0.6250865459442139,0.19882813096046448,4.000000000000001e-06,0.48087630001828074,0.005351699655875564,13.283986900467426,1.69042159919627,0.10209780023433268,20.309991700109094,15.081857999553904,35.87603211402893,10240,285.4273284027907,678.9614383256281,0.3117746114730835,0.536113440990448,0.20662946999073029,0.0
7,3.6563642024993896,3.048405408859253,0.0,0.13080625236034393,0.002298656152561307,0.47485408186912537,0.19921875,4.666666666666667e-06,0.47706889966502786,0.005396900698542595,13.28657399956137,1.6841677001211792,0.10252729966305196,20.31233370024711,15.078665900044143,35.87102174758911,10240,285.4671961132033,679.1051720278531,0.31544265151023865,0.5320971012115479,0.15595398843288422,0.0
8,3.5934360027313232,3.0354268550872803,0.0,0.12895621359348297,0.002045082626864314,0.42700788378715515,0.19453124701976776,5.333333333333334e-06,0.4768159007653594,0.005447800504043698,13.268708500545472,1.6973227995913476,0.10105230147019029,20.30212059803307,15.072531402111053,35.854907512664795,10240,285.5954933472633,679.3815668259805,0.3190198838710785,0.5279415845870972,0.14093893766403198,0.0
9,3.6966938972473145,3.0298097133636475,0.0,0.13155677914619446,0.002033631782978773,0.5332943797111511,0.20742188394069672,6e-06,0.47703189915046096,0.005519099999219179,13.282795201055706,1.6960304011590779,0.10213110013864934,20.31168129784055,15.086475802352652,35.87749695777893,10240,285.41567467904895,678.7536157651298,0.318505197763443,0.5282125473022461,0.17607231438159943,0.0
10,4.436022758483887,3.028710126876831,0.0,0.12892411649227142,0.002522104186937213,1.2758666276931763,0.20058594644069672,6.666666666666667e-06,0.48268679855391383,0.005311799934133887,13.28369740000926,1.6834053990896791,0.10142260044813156,20.298576700501144,15.073837199481204,35.858280181884766,10240,285.56863151437875,679.3227142158886,0.31483134627342224,0.5317887663841248,0.4228651225566864,0.0
