point_id,scope,family,variant,label,step_or_epoch,clip_style,content_lpips,one_minus_lpips,train_min,train_time_sec,trace_id,label_dx,label_dy,note,source_summary,style_minus_idt
actuation_proximal_texture_k070_e3::epoch_0009::transfer,transfer,FiberBundle,actuation_proximal_texture_k070_e3,,epoch_0009,0.674190186461,0.32993060175,0.67006939825,,,actuation_proximal_texture_k070_e3,8.0,10.0,Proximal texture residual confirmation full-transfer points; e9 fast10 best and e14 final.,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/aaai2027_phase2_actuation_proximal_texture_k070_e3_b16a2bf16_vlen010/full_eval_confirm/epoch_0009/summary.json,0.0342693611979
actuation_proximal_texture_k070_e3::epoch_0014::transfer,transfer,FiberBundle,actuation_proximal_texture_k070_e3,,epoch_0014,0.673760017256,0.331171167925,0.668828832075,,,actuation_proximal_texture_k070_e3,8.0,10.0,Proximal texture residual confirmation full-transfer points; e9 fast10 best and e14 final.,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/aaai2027_phase2_actuation_proximal_texture_k070_e3_b16a2bf16_vlen010/full_eval_confirm/epoch_0014/summary.json,0.0338391919931
actuation_spatial_carriergate_k070_e3::epoch_0001::full,full,FiberBundle,actuation_spatial_carriergate_k070_e3,,epoch_0001,0.703257440925,0.312566630139,0.687433369861,2.35333333333,141.2,actuation_spatial_carriergate_k070_e3,8.0,10.0,"Spatial carrier gate injection-only probe from k070 epoch_0003; e1 full eval wall 214.8s; parent loaded, no overdrive/postprocess.",SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\actuation_spatial_carriergate_k070_e3\epoch_0001\summary.json,0.023134828051
actuation_spatial_carriergate_k070_e3::epoch_0002::full,full,FiberBundle,actuation_spatial_carriergate_k070_e3,,epoch_0002,0.703222076337,0.312550449453,0.687449550547,1.74166666667,104.5,actuation_spatial_carriergate_k070_e3,8.0,10.0,Spatial carrier gate injection-only probe from k070 epoch_0003; e2 full eval wall 206.4s; no material movement vs e1.,SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\actuation_spatial_carriergate_k070_e3\epoch_0002\summary.json,0.023099463463
actuation_spatial_carriergate_k070_e3::epoch_0003::full,full,FiberBundle,actuation_spatial_carriergate_k070_e3,,epoch_0003,0.703043147524,0.312612664347,0.687387335653,1.73833333333,104.3,actuation_spatial_carriergate_k070_e3,8.0,10.0,"Spatial carrier gate injection-only probe from k070 epoch_0003; e3 full eval wall 211.0s; style drifts down, confirming flat early curve.",SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\actuation_spatial_carriergate_k070_e3\epoch_0003\summary.json,0.022920534650
actuation_spatial_carriergate_k070_e3::epoch_0004::full,full,FiberBundle,actuation_spatial_carriergate_k070_e3,,epoch_0004,0.703093724926,0.312717828648,0.687282171352,1.74166666667,104.5,actuation_spatial_carriergate_k070_e3,8.0,10.0,"Spatial carrier gate injection-only probe from k070 epoch_0003; e4 tail eval wall 208.4s; no Pareto, run stopped.",SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\actuation_spatial_carriergate_k070_e3\epoch_0004\summary.json,0.022971112052
actuation_spatial_carriergate_k070_e3::epoch_0001::transfer,transfer,FiberBundle,actuation_spatial_carriergate_k070_e3,Carrier e1,epoch_0001,0.671841052721,0.314632633107,0.685367366893,2.35333333333,141.2,actuation_spatial_carriergate_k070_e3,18.0,12.0,Spatial carrier gate injection-only probe from k070 epoch_0003; e1 transfer eval wall 214.8s; first point is in-band but not style-positive vs parent.,SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\actuation_spatial_carriergate_k070_e3\epoch_0001\summary.json,0.031920227458
actuation_spatial_carriergate_k070_e3::epoch_0002::transfer,transfer,FiberBundle,actuation_spatial_carriergate_k070_e3,Carrier e2 flat,epoch_0002,0.671823772887,0.314633152217,0.685366847783,1.74166666667,104.5,actuation_spatial_carriergate_k070_e3,18.0,-18.0,"Spatial carrier gate injection-only probe from k070 epoch_0003; e2 transfer is flat vs e1, suggesting the shallow carrier gate is not yet actuating style.",SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\actuation_spatial_carriergate_k070_e3\epoch_0002\summary.json,0.031902947625
actuation_spatial_carriergate_k070_e3::epoch_0003::transfer,transfer,FiberBundle,actuation_spatial_carriergate_k070_e3,,epoch_0003,0.671615043630,0.314685337017,0.685314662983,1.73833333333,104.3,actuation_spatial_carriergate_k070_e3,8.0,10.0,"Spatial carrier gate injection-only probe from k070 epoch_0003; e3 transfer style is below e1/e2 with no LPIPS gain, early negative evidence.",SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\actuation_spatial_carriergate_k070_e3\epoch_0003\summary.json,0.031694218367
actuation_spatial_carriergate_k070_e3::epoch_0004::transfer,transfer,FiberBundle,actuation_spatial_carriergate_k070_e3,Carrier stop,epoch_0004,0.671725476036,0.314793271627,0.685206728373,1.74166666667,104.5,actuation_spatial_carriergate_k070_e3,24.0,-34.0,"Spatial carrier gate injection-only probe from k070 epoch_0003; e4 tail did not recover style and worsened LPIPS, stopped as negative actuation evidence.",SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\actuation_spatial_carriergate_k070_e3\epoch_0004\summary.json,0.031804650774
appearance_blend_k070_e3::blend0p0::full,full,FiberBundle,appearance_blend_k070_e3,,blend0p0,0.70318903772,0.312539916813,0.687460083187,,,appearance_blend_k070_e3,8.0,10.0,Eval-only output appearance blend scan from k070 epoch_0003; only output_appearance_blend changes.,SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\appearance_blend_k070_e3\blend0p0\summary.json,0.0230664248466
appearance_blend_k070_e3::blend0p5::full,full,FiberBundle,appearance_blend_k070_e3,,blend0p5,0.70318903772,0.312539916813,0.687460083187,,,appearance_blend_k070_e3,8.0,10.0,Eval-only output appearance blend scan from k070 epoch_0003; only output_appearance_blend changes.,SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\appearance_blend_k070_e3\blend0p5\summary.json,0.0230664248466
appearance_blend_k070_e3::blend1p0::full,full,FiberBundle,appearance_blend_k070_e3,,blend1p0,0.703186935663,0.31253862532,0.68746137468,,,appearance_blend_k070_e3,8.0,10.0,Eval-only output appearance blend scan from k070 epoch_0003; only output_appearance_blend changes.,SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\appearance_blend_k070_e3\blend1p0\summary.json,0.0230643227895
appearance_blend_k070_e3::blend0p0::transfer,transfer,FiberBundle,appearance_blend_k070_e3,,blend0p0,0.671748034755,0.314596449933,0.685403550067,,,appearance_blend_k070_e3,8.0,10.0,Eval-only output appearance blend scan from k070 epoch_0003; only output_appearance_blend changes.,SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\appearance_blend_k070_e3\blend0p0\summary.json,0.0318272094925
appearance_blend_k070_e3::blend0p5::transfer,transfer,FiberBundle,appearance_blend_k070_e3,,blend0p5,0.671748034755,0.314596449933,0.685403550067,,,appearance_blend_k070_e3,8.0,10.0,Eval-only output appearance blend scan from k070 epoch_0003; only output_appearance_blend changes.,SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\appearance_blend_k070_e3\blend0p5\summary.json,0.0318272094925
appearance_blend_k070_e3::blend1p0::transfer,transfer,FiberBundle,appearance_blend_k070_e3,App flat,blend1p0,0.671744234562,0.31459506915,0.68540493085,,,appearance_blend_k070_e3,18.0,-22.0,Eval-only output appearance blend scan from k070 epoch_0003; blend=1.0 shows no material style response.,SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\appearance_blend_k070_e3\blend1p0\summary.json,0.0318234092991
phase2_fiber_sde_fiber_sigma0p01::sigma0p01_fiber::full,full,Fiber-SDE,fiber_sde_fiber_sigma0p01,,sigma0p01_fiber,0.702953994115,0.311888452969,0.688111547031,,,fiber_sde_fiber_scan,0.0,0.0,Fiber-SDE matched candidate from k070 epoch_0003; fiber-aligned sigma=0.01,SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\fiber_sde_sigma0p01\fiber_aligned\summary.json,0.0228313812415
phase2_fiber_sde_fiber_sigma0p02::sigma0p02_fiber::full,full,Fiber-SDE,fiber_sde_fiber_sigma0p02,,sigma0p02_fiber,0.703320111275,0.313015207207,0.686984792793,,,fiber_sde_fiber_scan,0.0,0.0,Fiber-SDE matched candidate from k070 epoch_0003; fiber-aligned sigma=0.02,SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\fiber_sde_sigma0p02\fiber_aligned\summary.json,0.023197498401
phase2_fiber_sde_fiber_sigma0p03::sigma0p03_fiber::full,full,Fiber-SDE,fiber_sde_fiber_sigma0p03,SDE s0.03 knee,sigma0p03_fiber,0.704633261045,0.31486190146,0.68513809854,,,fiber_sde_fiber_scan,-88.0,-12.0,Fiber-SDE matched candidate from k070 epoch_0003; fiber-aligned sigma=0.03,SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\fiber_sde_sigma0p03\fiber_aligned\summary.json,0.0245106481711
phase2_fiber_sde_fiber_sigma0p05::sigma0p05_fiber::full,full,Fiber-SDE,fiber_sde_fiber_sigma0p05,s0.05 style,sigma0p05_fiber,0.706763004422,0.3210925478,0.6789074522,,,fiber_sde_fiber_scan,-18.0,28.0,Fiber-SDE matched candidate from k070 epoch_0003; fiber-aligned sigma=0.05,SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\fiber_sde_sigma0p05\fiber_aligned\summary.json,0.0266403915485
phase2_fiber_sde_fiber_sigma0p01::sigma0p01_fiber::transfer,transfer,Fiber-SDE,fiber_sde_fiber_sigma0p01,,sigma0p01_fiber,0.671580681105,0.313762323828,0.686237676172,,,fiber_sde_fiber_scan,0.0,0.0,Fiber-SDE matched candidate from k070 epoch_0003; fiber-aligned sigma=0.01,SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\fiber_sde_sigma0p01\fiber_aligned\summary.json,0.0316598558426
phase2_fiber_sde_fiber_sigma0p02::sigma0p02_fiber::transfer,transfer,Fiber-SDE,fiber_sde_fiber_sigma0p02,,sigma0p02_fiber,0.671817516784,0.314935842092,0.685064157908,,,fiber_sde_fiber_scan,0.0,0.0,Fiber-SDE matched candidate from k070 epoch_0003; fiber-aligned sigma=0.02,SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\fiber_sde_sigma0p02\fiber_aligned\summary.json,0.031896691521
phase2_fiber_sde_fiber_sigma0p03::sigma0p03_fiber::transfer,transfer,Fiber-SDE,fiber_sde_fiber_sigma0p03,SDE s0.03 knee,sigma0p03_fiber,0.673404581249,0.316883480492,0.683116519508,,,fiber_sde_fiber_scan,-88.0,-12.0,Fiber-SDE matched candidate from k070 epoch_0003; fiber-aligned sigma=0.03,SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\fiber_sde_sigma0p03\fiber_aligned\summary.json,0.0334837559859
phase2_fiber_sde_fiber_sigma0p05::sigma0p05_fiber::transfer,transfer,Fiber-SDE,fiber_sde_fiber_sigma0p05,s0.05 style,sigma0p05_fiber,0.675948089411,0.32318949335,0.67681050665,,,fiber_sde_fiber_scan,-18.0,28.0,Fiber-SDE matched candidate from k070 epoch_0003; fiber-aligned sigma=0.05,SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\fiber_sde_sigma0p05\fiber_aligned\summary.json,0.036027264148
fiber_sde_fine_k070_e3::sigma0p04_fiber_aligned::full,full,Fiber-SDE,fiber_sde_fine_k070_e3,,sigma0p04_fiber_aligned,0.705679711501,0.317446420245,0.682553579755,,,fiber_sde_fine_k070_e3,8.0,10.0,Fiber-SDE fine eval-only style-ceiling extension from k070 epoch_0003; seed=42; no training.,SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\fiber_sde_sigma0p04\fiber_aligned\summary.json,0.0255570986271
fiber_sde_fine_k070_e3::sigma0p04_isotropic::full,full,Fiber-SDE,fiber_sde_fine_k070_e3,,sigma0p04_isotropic,0.705756703019,0.317373639113,0.682626360887,,,fiber_sde_fine_k070_e3,8.0,10.0,Fiber-SDE fine eval-only style-ceiling extension from k070 epoch_0003; seed=42; no training.,SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\fiber_sde_sigma0p04\isotropic\summary.json,0.0256340901454
fiber_sde_fine_k070_e3::sigma0p06_fiber_aligned::full,full,Fiber-SDE,fiber_sde_fine_k070_e3,,sigma0p06_fiber_aligned,0.70807287991,0.325322329253,0.674677670747,,,fiber_sde_fine_k070_e3,8.0,10.0,Fiber-SDE fine eval-only style-ceiling extension from k070 epoch_0003; seed=42; no training.,SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\fiber_sde_sigma0p06\fiber_aligned\summary.json,0.0279502670368
fiber_sde_fine_k070_e3::sigma0p06_isotropic::full,full,Fiber-SDE,fiber_sde_fine_k070_e3,,sigma0p06_isotropic,0.708146372755,0.325219768327,0.674780231673,,,fiber_sde_fine_k070_e3,8.0,10.0,Fiber-SDE fine eval-only style-ceiling extension from k070 epoch_0003; seed=42; no training.,SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\fiber_sde_sigma0p06\isotropic\summary.json,0.0280237598817
fiber_sde_fine_k070_e3::sigma0p08_fiber_aligned::full,full,Fiber-SDE,fiber_sde_fine_k070_e3,,sigma0p08_fiber_aligned,0.710640654484,0.336796519427,0.663203480573,,,fiber_sde_fine_k070_e3,8.0,10.0,Fiber-SDE fine eval-only style-ceiling extension from k070 epoch_0003; seed=42; no training.,SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\fiber_sde_sigma0p08\fiber_aligned\summary.json,0.0305180416107
fiber_sde_fine_k070_e3::sigma0p08_isotropic::full,full,Fiber-SDE,fiber_sde_fine_k070_e3,SDE s0.08 ceiling,sigma0p08_isotropic,0.710652820667,0.336767489733,0.663232510267,,,fiber_sde_fine_k070_e3,24.0,-18.0,Fiber-SDE fine eval-only style ceiling from k070 epoch_0003; seed=42; no training.,SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\fiber_sde_sigma0p08\isotropic\summary.json,0.0305302077929
fiber_sde_fine_k070_e3::sigma0p04_fiber_aligned::transfer,transfer,Fiber-SDE,fiber_sde_fine_k070_e3,,sigma0p04_fiber_aligned,0.674519942403,0.319587121657,0.680412878343,,,fiber_sde_fine_k070_e3,8.0,10.0,Fiber-SDE fine eval-only style-ceiling extension from k070 epoch_0003; seed=42; no training.,SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\fiber_sde_sigma0p04\fiber_aligned\summary.json,0.03459911714
fiber_sde_fine_k070_e3::sigma0p04_isotropic::transfer,transfer,Fiber-SDE,fiber_sde_fine_k070_e3,,sigma0p04_isotropic,0.674624473304,0.319511826625,0.680488173375,,,fiber_sde_fine_k070_e3,8.0,10.0,Fiber-SDE fine eval-only style-ceiling extension from k070 epoch_0003; seed=42; no training.,SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\fiber_sde_sigma0p04\isotropic\summary.json,0.0347036480407
fiber_sde_fine_k070_e3::sigma0p06_fiber_aligned::transfer,transfer,Fiber-SDE,fiber_sde_fine_k070_e3,,sigma0p06_fiber_aligned,0.677540982614,0.327566897517,0.672433102483,,,fiber_sde_fine_k070_e3,8.0,10.0,Fiber-SDE fine eval-only style-ceiling extension from k070 epoch_0003; seed=42; no training.,SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\fiber_sde_sigma0p06\fiber_aligned\summary.json,0.0376201573511
fiber_sde_fine_k070_e3::sigma0p06_isotropic::transfer,transfer,Fiber-SDE,fiber_sde_fine_k070_e3,,sigma0p06_isotropic,0.677688208073,0.327456135508,0.672543864492,,,fiber_sde_fine_k070_e3,8.0,10.0,Fiber-SDE fine eval-only style-ceiling extension from k070 epoch_0003; seed=42; no training.,SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\fiber_sde_sigma0p06\isotropic\summary.json,0.0377673828105
fiber_sde_fine_k070_e3::sigma0p08_fiber_aligned::transfer,transfer,Fiber-SDE,fiber_sde_fine_k070_e3,,sigma0p08_fiber_aligned,0.681074967782,0.339062708267,0.660937291733,,,fiber_sde_fine_k070_e3,8.0,10.0,Fiber-SDE fine eval-only style-ceiling extension from k070 epoch_0003; seed=42; no training.,SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\fiber_sde_sigma0p08\fiber_aligned\summary.json,0.0411541425188
fiber_sde_fine_k070_e3::sigma0p08_isotropic::transfer,transfer,Fiber-SDE,fiber_sde_fine_k070_e3,SDE s0.08 ceiling,sigma0p08_isotropic,0.681006688376,0.339036145583,0.660963854417,,,fiber_sde_fine_k070_e3,24.0,-18.0,Fiber-SDE fine eval-only style ceiling from k070 epoch_0003; seed=42; no training.,SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\fiber_sde_sigma0p08\isotropic\summary.json,0.0410858631134
phase2_fiber_sde_iso_sigma0p01::sigma0p01_iso::full,full,Fiber-SDE,fiber_sde_iso_sigma0p01,,sigma0p01_iso,0.703023903569,0.311868220373,0.688131779627,,,fiber_sde_iso_scan,0.0,0.0,Fiber-SDE matched control from k070 epoch_0003; isotropic sigma=0.01,SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\fiber_sde_sigma0p01\isotropic\summary.json,0.0229012906949
phase2_fiber_sde_iso_sigma0p02::sigma0p02_iso::full,full,Fiber-SDE,fiber_sde_iso_sigma0p02,,sigma0p02_iso,0.703432254752,0.313025483213,0.686974516787,,,fiber_sde_iso_scan,0.0,0.0,Fiber-SDE matched control from k070 epoch_0003; isotropic sigma=0.02,SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\fiber_sde_sigma0p02\isotropic\summary.json,0.0233096418778
phase2_fiber_sde_iso_sigma0p03::sigma0p03_iso::full,full,Fiber-SDE,fiber_sde_iso_sigma0p03,,sigma0p03_iso,0.704514225403,0.314930248987,0.685069751013,,,fiber_sde_iso_scan,0.0,0.0,Fiber-SDE matched control from k070 epoch_0003; isotropic sigma=0.03,SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\fiber_sde_sigma0p03\isotropic\summary.json,0.0243916125298
phase2_fiber_sde_iso_sigma0p05::sigma0p05_iso::full,full,Fiber-SDE,fiber_sde_iso_sigma0p05,,sigma0p05_iso,0.706639104128,0.320867713875,0.679132286125,,,fiber_sde_iso_scan,0.0,0.0,Fiber-SDE matched control from k070 epoch_0003; isotropic sigma=0.05,SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\fiber_sde_sigma0p05\isotropic\summary.json,0.0265164912542
phase2_fiber_sde_iso_sigma0p01::sigma0p01_iso::transfer,transfer,Fiber-SDE,fiber_sde_iso_sigma0p01,,sigma0p01_iso,0.671501160214,0.313795016233,0.686204983767,,,fiber_sde_iso_scan,0.0,0.0,Fiber-SDE matched control from k070 epoch_0003; isotropic sigma=0.01,SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\fiber_sde_sigma0p01\isotropic\summary.json,0.0315803349515
phase2_fiber_sde_iso_sigma0p02::sigma0p02_iso::transfer,transfer,Fiber-SDE,fiber_sde_iso_sigma0p02,,sigma0p02_iso,0.67203065758,0.31499005035,0.68500994965,,,fiber_sde_iso_scan,0.0,0.0,Fiber-SDE matched control from k070 epoch_0003; isotropic sigma=0.02,SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\fiber_sde_sigma0p02\isotropic\summary.json,0.0321098323166
phase2_fiber_sde_iso_sigma0p03::sigma0p03_iso::transfer,transfer,Fiber-SDE,fiber_sde_iso_sigma0p03,,sigma0p03_iso,0.673391355375,0.316893661867,0.683106338133,,,fiber_sde_iso_scan,0.0,0.0,Fiber-SDE matched control from k070 epoch_0003; isotropic sigma=0.03,SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\fiber_sde_sigma0p03\isotropic\summary.json,0.0334705301126
phase2_fiber_sde_iso_sigma0p05::sigma0p05_iso::transfer,transfer,Fiber-SDE,fiber_sde_iso_sigma0p05,,sigma0p05_iso,0.675926605264,0.32295273626,0.67704726374,,,fiber_sde_iso_scan,0.0,0.0,Fiber-SDE matched control from k070 epoch_0003; isotropic sigma=0.05,SchrodingerBridge\docs\experiments\phase2_fiber_bundle\eval\fiber_sde_sigma0p05\isotropic\summary.json,0.0360057800015
i2sb_abs_content_anchor_k070_e3_sigma0p02::epoch_0001::transfer,transfer,FiberBundle,i2sb_abs_content_anchor_k070_e3_sigma0p02,Anchor e1,epoch_0001,0.691647020876,0.5176384624,0.4823615376,,,i2sb_abs_content_anchor_k070_e3_sigma0p02,14.0,-12.0,I2SB absolute sigma0p02 plus conservative content lowpass/edge anchor; transfer-only training-time eval. Early curve keeps high LPIPS; e4 is current best but still out of band.,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/aaai2027_phase2_i2sb_abs_content_anchor_k070_e3_sigma0p02_b8a2_vlen010/full_eval_fast10/epoch_0001/summary.json,0.0517261956135
i2sb_abs_content_anchor_k070_e3_sigma0p02::epoch_0002::transfer,transfer,FiberBundle,i2sb_abs_content_anchor_k070_e3_sigma0p02,Anchor e2,epoch_0002,0.701186407506,0.528430894,0.471569106,,,i2sb_abs_content_anchor_k070_e3_sigma0p02,14.0,-12.0,I2SB absolute sigma0p02 plus conservative content lowpass/edge anchor; transfer-only training-time eval. Early curve keeps high LPIPS; e4 is current best but still out of band.,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/aaai2027_phase2_i2sb_abs_content_anchor_k070_e3_sigma0p02_b8a2_vlen010/full_eval_fast10/epoch_0002/summary.json,0.0612655822436
i2sb_abs_content_anchor_k070_e3_sigma0p02::epoch_0003::transfer,transfer,FiberBundle,i2sb_abs_content_anchor_k070_e3_sigma0p02,Anchor e3,epoch_0003,0.696942715645,0.5009765767,0.4990234233,,,i2sb_abs_content_anchor_k070_e3_sigma0p02,14.0,-12.0,I2SB absolute sigma0p02 plus conservative content lowpass/edge anchor; transfer-only training-time eval. Early curve keeps high LPIPS; e4 is current best but still out of band.,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/aaai2027_phase2_i2sb_abs_content_anchor_k070_e3_sigma0p02_b8a2_vlen010/full_eval_fast10/epoch_0003/summary.json,0.057021890382
i2sb_abs_content_anchor_k070_e3_sigma0p02::epoch_0004::transfer,transfer,FiberBundle,i2sb_abs_content_anchor_k070_e3_sigma0p02,Anchor e4,epoch_0004,0.70395334363,0.45860676535,0.54139323465,,,i2sb_abs_content_anchor_k070_e3_sigma0p02,14.0,-12.0,I2SB absolute sigma0p02 plus conservative content lowpass/edge anchor; transfer-only training-time eval. Early curve keeps high LPIPS; e4 is current best but still out of band.,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/aaai2027_phase2_i2sb_abs_content_anchor_k070_e3_sigma0p02_b8a2_vlen010/full_eval_fast10/epoch_0004/summary.json,0.064032518367
i2sb_abs_content_anchor_k070_e3_sigma0p02::epoch_0005::transfer,transfer,FiberBundle,i2sb_abs_content_anchor_k070_e3_sigma0p02,,epoch_0005,0.698749197125,0.46897096375,0.53102903625,,,i2sb_abs_content_anchor_k070_e3_sigma0p02,0.0,0.0,"I2SB absolute sigma0p02 plus conservative content lowpass/edge anchor; closure tail e5-e8 confirms high-LPIPS coupled anchor, not promoted.",/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/aaai2027_phase2_i2sb_abs_content_anchor_k070_e3_sigma0p02_b8a2_vlen010/full_eval_fast10/epoch_0005/summary.json,0.0588283718626
i2sb_abs_content_anchor_k070_e3_sigma0p02::epoch_0006::transfer,transfer,FiberBundle,i2sb_abs_content_anchor_k070_e3_sigma0p02,,epoch_0006,0.703570012152,0.4453558819,0.5546441181,,,i2sb_abs_content_anchor_k070_e3_sigma0p02,0.0,0.0,"I2SB absolute sigma0p02 plus conservative content lowpass/edge anchor; closure tail e5-e8 confirms high-LPIPS coupled anchor, not promoted.",/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/aaai2027_phase2_i2sb_abs_content_anchor_k070_e3_sigma0p02_b8a2_vlen010/full_eval_fast10/epoch_0006/summary.json,0.0636491868893
i2sb_abs_content_anchor_k070_e3_sigma0p02::epoch_0007::transfer,transfer,FiberBundle,i2sb_abs_content_anchor_k070_e3_sigma0p02,,epoch_0007,0.683597187102,0.4398353937,0.5601646063,,,i2sb_abs_content_anchor_k070_e3_sigma0p02,0.0,0.0,"I2SB absolute sigma0p02 plus conservative content lowpass/edge anchor; closure tail e5-e8 confirms high-LPIPS coupled anchor, not promoted.",/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/aaai2027_phase2_i2sb_abs_content_anchor_k070_e3_sigma0p02_b8a2_vlen010/full_eval_fast10/epoch_0007/summary.json,0.043676361839
i2sb_abs_content_anchor_k070_e3_sigma0p02::epoch_0008::transfer,transfer,FiberBundle,i2sb_abs_content_anchor_k070_e3_sigma0p02,,epoch_0008,0.695960554779,0.45331561575,0.54668438425,,,i2sb_abs_content_anchor_k070_e3_sigma0p02,0.0,0.0,"I2SB absolute sigma0p02 plus conservative content lowpass/edge anchor; closure tail e5-e8 confirms high-LPIPS coupled anchor, not promoted.",/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/aaai2027_phase2_i2sb_abs_content_anchor_k070_e3_sigma0p02_b8a2_vlen010/full_eval_fast10/epoch_0008/summary.json,0.0560397295157
i2sb_blend025_k070_e3_sigma0p02::epoch_0001::transfer,transfer,FiberBundle,i2sb_blend025_k070_e3_sigma0p02,,epoch_0001,0.689644969702,0.4665115498,0.5334884502,,,i2sb_blend025_k070_e3_sigma0p02,8.0,10.0,"I2SB endpoint blend0p25 from k070 epoch_0003; structure anchor lowers LPIPS but style stays below 0.700, closed negative.",/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/aaai2027_phase2_i2sb_blend025_k070_e3_sigma0p02_b8a2_vlen010/full_eval_fast10/epoch_0001/summary.json,0.0497241444389
i2sb_blend025_k070_e3_sigma0p02::epoch_0002::transfer,transfer,FiberBundle,i2sb_blend025_k070_e3_sigma0p02,,epoch_0002,0.694566753805,0.415258128,0.584741872,,,i2sb_blend025_k070_e3_sigma0p02,8.0,10.0,"I2SB endpoint blend0p25 from k070 epoch_0003; structure anchor lowers LPIPS but style stays below 0.700, closed negative.",/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/aaai2027_phase2_i2sb_blend025_k070_e3_sigma0p02_b8a2_vlen010/full_eval_fast10/epoch_0002/summary.json,0.0546459285418
i2sb_blend025_k070_e3_sigma0p02::epoch_0003::transfer,transfer,FiberBundle,i2sb_blend025_k070_e3_sigma0p02,,epoch_0003,0.692074676752,0.4187671034,0.5812328966,,,i2sb_blend025_k070_e3_sigma0p02,8.0,10.0,"I2SB endpoint blend0p25 from k070 epoch_0003; structure anchor lowers LPIPS but style stays below 0.700, closed negative.",/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/aaai2027_phase2_i2sb_blend025_k070_e3_sigma0p02_b8a2_vlen010/full_eval_fast10/epoch_0003/summary.json,0.0521538514892
i2sb_blend025_k070_e3_sigma0p02::epoch_0004::transfer,transfer,FiberBundle,i2sb_blend025_k070_e3_sigma0p02,,epoch_0004,0.692661620677,0.4023811777,0.5976188223,,,i2sb_blend025_k070_e3_sigma0p02,8.0,10.0,"I2SB endpoint blend0p25 from k070 epoch_0003; structure anchor lowers LPIPS but style stays below 0.700, closed negative.",/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/aaai2027_phase2_i2sb_blend025_k070_e3_sigma0p02_b8a2_vlen010/full_eval_fast10/epoch_0004/summary.json,0.0527407954137
