epoch,loss,gram,moment,code,push,cycle,nce,idt,w_cycle_eff,w_idt_eff,lr,epoch_time_sec
1,1.6145001888275146,0.005063372035510838,0.22989174887537955,0.0,0.0,0.0,0.0,0.029985837712883948,0.0,2.0,0.0002,6.088946342468262
2,0.9922990462183953,0.0035439317929558457,0.1354913977533579,0.0,0.0,0.0,0.0,0.01566375722642988,0.0,2.0,0.0001999531232347445,1.852156400680542
3,0.6802483427524567,0.002588561733136885,0.08941885866224766,0.0,0.0,0.0,0.0,0.013034557099454105,0.0,2.0,0.00019981253920068581,4.15643572807312
4,0.5125097243487835,0.0020491582091199233,0.0662061682716012,0.0,0.0,0.0,0.0,0.008773111703339964,0.0,2.0,0.0001995783866372926,1.9007866382598877
5,0.3719683051109314,0.0015300839889096096,0.046988511178642514,0.0,0.0,0.0,0.0,0.007309514679946005,0.0,2.0,0.0001992508966248754,1.9034123420715332
6,0.5062292841076851,0.00164721937966533,0.043262654226273296,0.0,0.0,0.14625601790845394,0.0,0.005941222971305251,1.0,2.0,0.0001988303923565381,2.39927077293396
7,0.4457455998659134,0.001164106224605348,0.0304885311704129,0.0,0.0,0.0959298712015152,0.0,0.004157350277528167,2.0,2.0,0.00019831728881922545,2.3735885620117188
8,0.4672283613681793,0.0010656020013266243,0.026352375242859126,0.0,0.0,0.07959344871342182,0.0,0.005718990054447204,3.0,2.0,0.00019771209238418101,2.389047384262085
9,0.4942005735635757,0.0010387343540787697,0.024024392617866396,0.0,0.0,0.07080226209014655,0.0,0.003885407217312604,4.0,2.0,0.00019701540030721995,2.365901231765747
10,0.5294542464613915,0.0010055926820496097,0.023906676936894654,0.0,0.0,0.06446105152368546,0.0,0.003584095271071419,5.0,2.0,0.0001962279001393096,2.291604995727539
11,0.5627884343266487,0.0009765267319744453,0.02251095777377486,0.0,0.0,0.06084758289158344,0.0,0.0035130051907617597,6.0,2.0,0.00019535036904803958,2.287449598312378
12,0.6217381513118744,0.0009628552620415576,0.02275568696670234,0.0,0.0,0.06061348151415587,0.0,0.003318460644222796,7.0,2.0,0.0001943836730506514,2.27889347076416
13,0.6817045477032662,0.0009572171838954091,0.022887124195694924,0.0,0.0,0.06036839161068201,0.0,0.0038722099817823617,8.0,2.0,0.00019332876615938386,2.3816564083099365
14,0.7291266173124313,0.0010245246320846491,0.023073426587507127,0.0,0.0,0.058271352089941504,0.0,0.003677674935897812,9.0,2.0,0.00019218668943997818,2.426579475402832
15,0.7370839697122574,0.0009746287317830138,0.022868411522358655,0.0,0.0,0.05382741950452328,0.0,0.0032487092667724937,10.0,2.0,0.00019095856998427185,2.4380247592926025
16,0.7051446530222892,0.0009289123571943491,0.021721406560391187,0.0,0.0,0.05172599341720343,0.0,0.00248234813567251,10.0,2.0,0.00018964561979789495,2.4304680824279785
17,0.6818900859355926,0.000967004734557122,0.021802332727238537,0.0,0.0,0.049007142744958404,0.0,0.0027233104931656273,10.0,2.0,0.00018824913460416704,4.101919889450073
18,0.6721987158060074,0.0009291690317331813,0.021282304264605045,0.0,0.0,0.04857936315238476,0.0,0.00283001811360009,10.0,2.0,0.00018677049256537467,2.352461576461792
