src_style,tgt_style,src_image,weave_dino_s_full,idt_dino_s_full,margin_full
Impressionism,Minimalism,Impressionism__mihaly-munkacsy_dusty-country-road-ii-1883.jpg,0.44877848,0.3109702,0.1378083
Impressionism,Rococo,Impressionism__mihaly-munkacsy_dusty-country-road-ii-1883.jpg,0.49906278,0.53972113,-0.040658355
Impressionism,Ukiyo_e,Impressionism__mihaly-munkacsy_dusty-country-road-ii-1883.jpg,0.542945,0.62336963,-0.08042461
Impressionism,Early_Renaissance,Impressionism__nicolae-vermont_rotterdam-port-1928.jpg,0.45241806,0.36067277,0.09174529
Impressionism,Minimalism,Impressionism__nicolae-vermont_rotterdam-port-1928.jpg,0.22670737,0.16237706,0.06433031
Impressionism,Rococo,Impressionism__nicolae-vermont_rotterdam-port-1928.jpg,0.5644968,0.4912416,0.07325521
Impressionism,Ukiyo_e,Impressionism__nicolae-vermont_rotterdam-port-1928.jpg,0.5654206,0.44358036,0.12184027
Impressionism,Early_Renaissance,Impressionism__nikolay-bogdanov-belsky_connoisseurs-of-books-knowledge-is-power.jpg,0.49122328,0.35313332,0.13808995
Impressionism,Minimalism,Impressionism__nikolay-bogdanov-belsky_connoisseurs-of-books-knowledge-is-power.jpg,0.47882965,0.15721342,0.32161623
Impressionism,Rococo,Impressionism__nikolay-bogdanov-belsky_connoisseurs-of-books-knowledge-is-power.jpg,0.5052662,0.39750487,0.10776132
Impressionism,Ukiyo_e,Impressionism__nikolay-bogdanov-belsky_connoisseurs-of-books-knowledge-is-power.jpg,0.47464502,0.3733768,0.10126823
Impressionism,Early_Renaissance,Impressionism__pierre-auguste-renoir_still-life-with-apples-and-pomegranates-1901.jpg,0.4263421,0.35982695,0.06651515
Impressionism,Minimalism,Impressionism__pierre-auguste-renoir_still-life-with-apples-and-pomegranates-1901.jpg,0.35696584,0.20248349,0.15448235
Impressionism,Rococo,Impressionism__pierre-auguste-renoir_still-life-with-apples-and-pomegranates-1901.jpg,0.4503672,0.4154781,0.034889102
Impressionism,Ukiyo_e,Impressionism__pierre-auguste-renoir_still-life-with-apples-and-pomegranates-1901.jpg,0.38180715,0.36214966,0.019657493
Impressionism,Early_Renaissance,Impressionism__rudolf-schweitzer-cumpana_str-du-n-atena.jpg,0.49163243,0.46413144,0.027500987
Impressionism,Minimalism,Impressionism__rudolf-schweitzer-cumpana_str-du-n-atena.jpg,0.33602238,0.2952211,0.040801287
Impressionism,Rococo,Impressionism__rudolf-schweitzer-cumpana_str-du-n-atena.jpg,0.43597138,0.46190774,-0.025936365
Impressionism,Ukiyo_e,Impressionism__rudolf-schweitzer-cumpana_str-du-n-atena.jpg,0.46155083,0.47735557,-0.015804738
Impressionism,Early_Renaissance,Impressionism__stefan-dimitrescu_cabaret.jpg,0.6818203,0.67344713,0.008373141
Impressionism,Minimalism,Impressionism__stefan-dimitrescu_cabaret.jpg,0.35657805,0.2940999,0.062478155
Impressionism,Rococo,Impressionism__stefan-dimitrescu_cabaret.jpg,0.7000027,0.6897394,0.010263264
Impressionism,Ukiyo_e,Impressionism__stefan-dimitrescu_cabaret.jpg,0.6573319,0.64966786,0.007664025
Impressionism,Early_Renaissance,Impressionism__william-merritt-chase_at-the-boat-landing.jpg,0.3534451,0.32970226,0.023742855
Impressionism,Minimalism,Impressionism__william-merritt-chase_at-the-boat-landing.jpg,0.3268871,0.2554443,0.07144281
Impressionism,Rococo,Impressionism__william-merritt-chase_at-the-boat-landing.jpg,0.5483309,0.4815292,0.0668017
Impressionism,Ukiyo_e,Impressionism__william-merritt-chase_at-the-boat-landing.jpg,0.4906524,0.43990418,0.05074823
Impressionism,Early_Renaissance,Impressionism__william-merritt-chase_gray-day-on-the-lagoon-a-passenger-boat-venice.jpg,0.47491714,0.4161515,0.05876565
Impressionism,Minimalism,Impressionism__william-merritt-chase_gray-day-on-the-lagoon-a-passenger-boat-venice.jpg,0.20720395,0.1450322,0.062171757
Impressionism,Rococo,Impressionism__william-merritt-chase_gray-day-on-the-lagoon-a-passenger-boat-venice.jpg,0.57328635,0.5779055,-0.0046191216
Impressionism,Ukiyo_e,Impressionism__william-merritt-chase_gray-day-on-the-lagoon-a-passenger-boat-venice.jpg,0.43255317,0.44096577,-0.0084126
Impressionism,Early_Renaissance,Impressionism__winston-churchill_distant-view-of-the-pyramids-1921-1(1).jpg,0.5176579,0.40121347,0.11644441
Impressionism,Minimalism,Impressionism__winston-churchill_distant-view-of-the-pyramids-1921-1(1).jpg,0.5312989,0.2298058,0.30149308
Impressionism,Rococo,Impressionism__winston-churchill_distant-view-of-the-pyramids-1921-1(1).jpg,0.5478662,0.45089483,0.09697139
Impressionism,Ukiyo_e,Impressionism__winston-churchill_distant-view-of-the-pyramids-1921-1(1).jpg,0.5203288,0.4773517,0.042977124
Minimalism,Early_Renaissance,Minimalism__agnes-martin_happy-valley-1967.jpg,0.10234027,0.13361594,-0.031275667
Minimalism,Impressionism,Minimalism__agnes-martin_happy-valley-1967.jpg,0.1853166,0.17293286,0.012383744
Minimalism,Rococo,Minimalism__agnes-martin_happy-valley-1967.jpg,0.11786636,0.116257876,0.0016084835
Minimalism,Ukiyo_e,Minimalism__agnes-martin_happy-valley-1967.jpg,0.14218414,0.23340753,-0.09122339
Minimalism,Early_Renaissance,Minimalism__alvaro-lapa_criminals-and-their-properties-1974.jpg,0.31820494,0.253412,0.06479293
Minimalism,Impressionism,Minimalism__alvaro-lapa_criminals-and-their-properties-1974.jpg,0.23175722,0.13588035,0.09587687
Minimalism,Rococo,Minimalism__alvaro-lapa_criminals-and-their-properties-1974.jpg,0.23232965,0.16960795,0.0627217
Minimalism,Ukiyo_e,Minimalism__alvaro-lapa_criminals-and-their-properties-1974.jpg,0.42487603,0.4091428,0.015733242
Minimalism,Early_Renaissance,Minimalism__brice-marden_joined-2011.jpg,0.12991521,0.16692376,-0.037008554
Minimalism,Impressionism,Minimalism__brice-marden_joined-2011.jpg,0.14697286,0.07863578,0.06833708
Minimalism,Rococo,Minimalism__brice-marden_joined-2011.jpg,0.13625406,0.127963,0.008291051
Minimalism,Ukiyo_e,Minimalism__brice-marden_joined-2011.jpg,0.19483508,0.1413967,0.05343838
Minimalism,Early_Renaissance,Minimalism__bruce-nauman_la-brea-art-tips-rat-spit-tar-pits-1972.jpg,0.045394674,0.05711094,-0.011716265
Minimalism,Impressionism,Minimalism__bruce-nauman_la-brea-art-tips-rat-spit-tar-pits-1972.jpg,0.055645384,0.014748314,0.04089707
Minimalism,Rococo,Minimalism__bruce-nauman_la-brea-art-tips-rat-spit-tar-pits-1972.jpg,0.038371224,0.011363629,0.027007595
Minimalism,Ukiyo_e,Minimalism__bruce-nauman_la-brea-art-tips-rat-spit-tar-pits-1972.jpg,0.13411614,0.10496196,0.029154181
Minimalism,Early_Renaissance,Minimalism__dan-flavin_greens-crossing-greens-to-piet-mondrian-who-lacked-green-1966.jpg,0.14234468,0.1233925,0.018952183
Minimalism,Impressionism,Minimalism__dan-flavin_greens-crossing-greens-to-piet-mondrian-who-lacked-green-1966.jpg,0.12823167,0.10823385,0.019997828
Minimalism,Rococo,Minimalism__dan-flavin_greens-crossing-greens-to-piet-mondrian-who-lacked-green-1966.jpg,0.16864872,0.16944182,-0.0007930994
Minimalism,Ukiyo_e,Minimalism__dan-flavin_greens-crossing-greens-to-piet-mondrian-who-lacked-green-1966.jpg,0.20692298,0.16123712,0.045685858
Minimalism,Early_Renaissance,Minimalism__ellsworth-kelly_diagonal-1951.jpg,0.31123883,0.3895757,-0.078336865
Minimalism,Impressionism,Minimalism__ellsworth-kelly_diagonal-1951.jpg,0.19380459,0.20291454,-0.009109944
Minimalism,Rococo,Minimalism__ellsworth-kelly_diagonal-1951.jpg,0.17858869,0.20939341,-0.030804724
Minimalism,Ukiyo_e,Minimalism__ellsworth-kelly_diagonal-1951.jpg,0.23461632,0.23171617,0.0029001534
Minimalism,Early_Renaissance,Minimalism__eva-hesse_expanded-expansion-1969.jpg,0.07983044,0.17179224,-0.0919618
Minimalism,Impressionism,Minimalism__eva-hesse_expanded-expansion-1969.jpg,0.07493403,0.18398234,-0.109048314
Minimalism,Rococo,Minimalism__eva-hesse_expanded-expansion-1969.jpg,0.13250406,0.16942573,-0.036921665
Minimalism,Ukiyo_e,Minimalism__eva-hesse_expanded-expansion-1969.jpg,0.18499908,0.18711528,-0.0021162033
Minimalism,Early_Renaissance,Minimalism__fernando-lanhas_o39-68-1968.jpg,0.31316882,0.26151943,0.05164939
Minimalism,Impressionism,Minimalism__fernando-lanhas_o39-68-1968.jpg,0.18275456,0.15262456,0.030129999
Minimalism,Rococo,Minimalism__fernando-lanhas_o39-68-1968.jpg,0.14253089,0.08634633,0.05618456
Minimalism,Ukiyo_e,Minimalism__fernando-lanhas_o39-68-1968.jpg,0.24744347,0.20175295,0.04569052
Minimalism,Early_Renaissance,Minimalism__frank-stella_gezira-from-black-series-ii-1967.jpg,0.20649657,0.20222151,0.0042750537
Minimalism,Impressionism,Minimalism__frank-stella_gezira-from-black-series-ii-1967.jpg,0.18074603,0.13637492,0.044371113
Minimalism,Rococo,Minimalism__frank-stella_gezira-from-black-series-ii-1967.jpg,0.16684277,0.10041964,0.06642313
Minimalism,Ukiyo_e,Minimalism__frank-stella_gezira-from-black-series-ii-1967.jpg,0.24505812,0.15113932,0.0939188
Minimalism,Early_Renaissance,Minimalism__imi-knoebel_weiss-und-schwarz-4-2009.jpg,0.107858956,0.11901592,-0.011156961
Minimalism,Impressionism,Minimalism__imi-knoebel_weiss-und-schwarz-4-2009.jpg,0.09535611,0.07518614,0.020169966
Minimalism,Rococo,Minimalism__imi-knoebel_weiss-und-schwarz-4-2009.jpg,0.060440853,0.09037467,-0.029933818
Minimalism,Ukiyo_e,Minimalism__imi-knoebel_weiss-und-schwarz-4-2009.jpg,0.17940977,0.16995892,0.009450853
Minimalism,Early_Renaissance,Minimalism__joan-hernandez-pijuan_nuvol-rosa-2-1990.jpg,0.41029274,0.38125798,0.029034764
Minimalism,Impressionism,Minimalism__joan-hernandez-pijuan_nuvol-rosa-2-1990.jpg,0.3340459,0.27972966,0.054316223
Minimalism,Rococo,Minimalism__joan-hernandez-pijuan_nuvol-rosa-2-1990.jpg,0.27453882,0.21841048,0.056128338
Minimalism,Ukiyo_e,Minimalism__joan-hernandez-pijuan_nuvol-rosa-2-1990.jpg,0.33496833,0.2821979,0.052770436
Minimalism,Early_Renaissance,Minimalism__joan-hernandez-pijuan_untitled-120-1999.jpg,0.38774824,0.25722274,0.1305255
Minimalism,Impressionism,Minimalism__joan-hernandez-pijuan_untitled-120-1999.jpg,0.3063708,0.16386938,0.14250141
Minimalism,Rococo,Minimalism__joan-hernandez-pijuan_untitled-120-1999.jpg,0.29786825,0.15940094,0.13846731
Minimalism,Ukiyo_e,Minimalism__joan-hernandez-pijuan_untitled-120-1999.jpg,0.35454828,0.2468843,0.107663974
Minimalism,Early_Renaissance,Minimalism__john-mclaughlin_number-13-1973.jpg,0.060140617,0.1317084,-0.07156778
Minimalism,Impressionism,Minimalism__john-mclaughlin_number-13-1973.jpg,0.054521754,0.056833528,-0.0023117736
Minimalism,Rococo,Minimalism__john-mclaughlin_number-13-1973.jpg,0.038950287,0.11057186,-0.071621574
Minimalism,Ukiyo_e,Minimalism__john-mclaughlin_number-13-1973.jpg,0.14981881,0.15666944,-0.00685063
Minimalism,Early_Renaissance,Minimalism__john-mclaughlin_number-4.jpg,0.0972915,0.1594674,-0.0621759
Minimalism,Impressionism,Minimalism__john-mclaughlin_number-4.jpg,0.10448773,0.09004231,0.014445424
Minimalism,Rococo,Minimalism__john-mclaughlin_number-4.jpg,0.0710706,0.08510165,-0.014031053
Minimalism,Ukiyo_e,Minimalism__john-mclaughlin_number-4.jpg,0.18474823,0.16960424,0.0151439905
Minimalism,Early_Renaissance,Minimalism__judy-chicago_morning-fan-1971.jpg,0.084206976,0.10488972,-0.020682745
Minimalism,Impressionism,Minimalism__judy-chicago_morning-fan-1971.jpg,0.1735302,0.19936715,-0.025836945
Minimalism,Rococo,Minimalism__judy-chicago_morning-fan-1971.jpg,0.108103625,0.08649427,0.021609358
Minimalism,Ukiyo_e,Minimalism__judy-chicago_morning-fan-1971.jpg,0.14206368,0.1405545,0.0015091747
Minimalism,Early_Renaissance,Minimalism__mira-schendel_untitled-1984.jpg,0.1370665,0.11116542,0.02590108
Minimalism,Impressionism,Minimalism__mira-schendel_untitled-1984.jpg,0.122592345,0.11001323,0.012579113
Minimalism,Rococo,Minimalism__mira-schendel_untitled-1984.jpg,0.1184833,0.101895854,0.016587444
Minimalism,Ukiyo_e,Minimalism__mira-schendel_untitled-1984.jpg,0.19106543,0.1783764,0.012689024
Minimalism,Early_Renaissance,Minimalism__pino-pinelli_pittura-r-1993.jpg,0.22576961,0.20496678,0.020802826
Minimalism,Impressionism,Minimalism__pino-pinelli_pittura-r-1993.jpg,0.15027791,0.15651914,-0.006241232
Minimalism,Rococo,Minimalism__pino-pinelli_pittura-r-1993.jpg,0.1159111,0.14270158,-0.026790485
Minimalism,Ukiyo_e,Minimalism__pino-pinelli_pittura-r-1993.jpg,0.24451545,0.23769367,0.0068217814
Minimalism,Early_Renaissance,Minimalism__richard-tuttle_relative-to-our-society-1990.jpg,0.18613571,0.15132685,0.03480886
Minimalism,Impressionism,Minimalism__richard-tuttle_relative-to-our-society-1990.jpg,0.16247621,0.12611882,0.036357388
Minimalism,Rococo,Minimalism__richard-tuttle_relative-to-our-society-1990.jpg,0.21688835,0.18714808,0.029740274
Minimalism,Ukiyo_e,Minimalism__richard-tuttle_relative-to-our-society-1990.jpg,0.219084,0.21988082,-0.0007968247
Minimalism,Early_Renaissance,Minimalism__robert-mangold_ellow-black-zone-painting-iv-1996.jpg,0.23390684,0.14251658,0.09139025
Minimalism,Impressionism,Minimalism__robert-mangold_ellow-black-zone-painting-iv-1996.jpg,0.1346274,0.07079704,0.06383036
Minimalism,Rococo,Minimalism__robert-mangold_ellow-black-zone-painting-iv-1996.jpg,0.12687376,0.0613145,0.06555926
Minimalism,Ukiyo_e,Minimalism__robert-mangold_ellow-black-zone-painting-iv-1996.jpg,0.3227783,0.19081524,0.13196307
Minimalism,Early_Renaissance,Minimalism__robert-mangold_untitled-fcpa-1995.jpg,0.34781665,0.31880474,0.029011905
Minimalism,Impressionism,Minimalism__robert-mangold_untitled-fcpa-1995.jpg,0.27281517,0.1869857,0.08582947
Minimalism,Rococo,Minimalism__robert-mangold_untitled-fcpa-1995.jpg,0.24486622,0.17399596,0.070870265
Minimalism,Ukiyo_e,Minimalism__robert-mangold_untitled-fcpa-1995.jpg,0.36405146,0.3112845,0.05276695
Minimalism,Early_Renaissance,Minimalism__robert-morris_box-with-the-sound-of-its-own-making-1961.jpg,0.11736774,0.08187849,0.035489246
Minimalism,Impressionism,Minimalism__robert-morris_box-with-the-sound-of-its-own-making-1961.jpg,0.09761304,0.04422321,0.053389825
Minimalism,Rococo,Minimalism__robert-morris_box-with-the-sound-of-its-own-making-1961.jpg,0.076815225,0.034549557,0.04226567
Minimalism,Ukiyo_e,Minimalism__robert-morris_box-with-the-sound-of-its-own-making-1961.jpg,0.12650605,0.07370086,0.052805185
Minimalism,Early_Renaissance,Minimalism__robert-ryman_conversion-2003.jpg,0.24803625,0.35397917,-0.10594292
Minimalism,Impressionism,Minimalism__robert-ryman_conversion-2003.jpg,0.16984935,0.327359,-0.15750964
Minimalism,Rococo,Minimalism__robert-ryman_conversion-2003.jpg,0.13832931,0.2988207,-0.16049139
Minimalism,Ukiyo_e,Minimalism__robert-ryman_conversion-2003.jpg,0.24218446,0.2835097,-0.04132524
Minimalism,Early_Renaissance,Minimalism__robert-ryman_surface-veil-1970.jpg,0.1709243,0.1716657,-0.0007413924
Minimalism,Impressionism,Minimalism__robert-ryman_surface-veil-1970.jpg,0.1795232,0.17086592,0.008657277
Minimalism,Rococo,Minimalism__robert-ryman_surface-veil-1970.jpg,0.17805228,0.14522448,0.032827795
Minimalism,Ukiyo_e,Minimalism__robert-ryman_surface-veil-1970.jpg,0.19953282,0.2033775,-0.0038446784
Minimalism,Early_Renaissance,Minimalism__ronald-davis_zig-zag-times-two-1966.jpg,0.079112776,0.13112813,-0.052015357
Minimalism,Impressionism,Minimalism__ronald-davis_zig-zag-times-two-1966.jpg,0.11673813,0.13890615,-0.022168018
Minimalism,Rococo,Minimalism__ronald-davis_zig-zag-times-two-1966.jpg,0.04295965,0.06926581,-0.026306164
Minimalism,Ukiyo_e,Minimalism__ronald-davis_zig-zag-times-two-1966.jpg,0.07795066,0.091664776,-0.01371412
Minimalism,Early_Renaissance,Minimalism__ruth-vollmer_trimer-monomer-dimer-1965.jpg,0.06252526,0.059449818,0.0030754395
Minimalism,Impressionism,Minimalism__ruth-vollmer_trimer-monomer-dimer-1965.jpg,0.08677308,0.09668227,-0.00990919
Minimalism,Rococo,Minimalism__ruth-vollmer_trimer-monomer-dimer-1965.jpg,0.06975293,0.078530654,-0.008777723
Minimalism,Ukiyo_e,Minimalism__ruth-vollmer_trimer-monomer-dimer-1965.jpg,0.053804785,0.07392486,-0.020120077
Minimalism,Early_Renaissance,Minimalism__sean-scully_untitled-1973.jpg,0.1386531,0.21407135,-0.07541825
Minimalism,Impressionism,Minimalism__sean-scully_untitled-1973.jpg,0.11219141,0.14119218,-0.029000774
Minimalism,Rococo,Minimalism__sean-scully_untitled-1973.jpg,0.106264934,0.15018852,-0.043923587
Minimalism,Ukiyo_e,Minimalism__sean-scully_untitled-1973.jpg,0.1757179,0.20486954,-0.029151633
Minimalism,Early_Renaissance,Minimalism__tony-smith_die-1968.jpg,0.06068294,0.05762783,0.0030551106
Minimalism,Impressionism,Minimalism__tony-smith_die-1968.jpg,0.047537282,0.06183345,-0.014296167
Minimalism,Rococo,Minimalism__tony-smith_die-1968.jpg,0.014653602,0.031533457,-0.016879857
Minimalism,Ukiyo_e,Minimalism__tony-smith_die-1968.jpg,0.12212183,0.12697521,-0.0048533753
Minimalism,Early_Renaissance,Minimalism__william-scott_bowl-white-on-grey-1962.jpg,0.26035786,0.32008213,-0.05972427
Minimalism,Impressionism,Minimalism__william-scott_bowl-white-on-grey-1962.jpg,0.27017823,0.31097025,-0.04079202
Minimalism,Rococo,Minimalism__william-scott_bowl-white-on-grey-1962.jpg,0.2926099,0.32461104,-0.032001138
Minimalism,Ukiyo_e,Minimalism__william-scott_bowl-white-on-grey-1962.jpg,0.28348517,0.32628447,-0.042799294
Minimalism,Early_Renaissance,Minimalism__yves-gaucher_traces-2000.jpg,0.19674407,0.2559408,-0.059196725
Minimalism,Impressionism,Minimalism__yves-gaucher_traces-2000.jpg,0.14151989,0.13582335,0.005696535
Minimalism,Rococo,Minimalism__yves-gaucher_traces-2000.jpg,0.06315239,0.08441134,-0.02125895
Minimalism,Ukiyo_e,Minimalism__yves-gaucher_traces-2000.jpg,0.22271672,0.17704839,0.045668334
Minimalism,Early_Renaissance,Minimalism__yves-klein_untitled-yellow-monochrome-1956.jpg,0.0672905,0.13559362,-0.06830312
Minimalism,Impressionism,Minimalism__yves-klein_untitled-yellow-monochrome-1956.jpg,0.12237143,0.20103149,-0.07866006
Minimalism,Rococo,Minimalism__yves-klein_untitled-yellow-monochrome-1956.jpg,0.111158065,0.15775931,-0.046601243
Minimalism,Ukiyo_e,Minimalism__yves-klein_untitled-yellow-monochrome-1956.jpg,0.13174602,0.20806628,-0.07632026
Rococo,Early_Renaissance,Rococo__antoine-pesne_carl-heinrich-graun.jpg,0.5154157,0.5064008,0.0090149045
Rococo,Impressionism,Rococo__antoine-pesne_carl-heinrich-graun.jpg,0.4593904,0.43741614,0.021974266
Rococo,Minimalism,Rococo__antoine-pesne_carl-heinrich-graun.jpg,0.18305072,0.14385468,0.039196044
Rococo,Ukiyo_e,Rococo__antoine-pesne_carl-heinrich-graun.jpg,0.3953207,0.41569692,-0.020376205
Rococo,Early_Renaissance,Rococo__antoine-watteau_head-of-a-man.jpg,0.5457019,0.58418757,-0.038485646
Rococo,Impressionism,Rococo__antoine-watteau_head-of-a-man.jpg,0.551294,0.5752136,-0.023919582
Rococo,Minimalism,Rococo__antoine-watteau_head-of-a-man.jpg,0.37083536,0.3246109,0.046224475
Rococo,Ukiyo_e,Rococo__antoine-watteau_head-of-a-man.jpg,0.5737545,0.5600071,0.013747394
Rococo,Early_Renaissance,Rococo__antoine-watteau_the-delicate-musician.jpg,0.6399355,0.56420827,0.075727224
Rococo,Impressionism,Rococo__antoine-watteau_the-delicate-musician.jpg,0.57257885,0.5822586,-0.009679735
Rococo,Minimalism,Rococo__antoine-watteau_the-delicate-musician.jpg,0.31545424,0.20939341,0.10606083
Rococo,Ukiyo_e,Rococo__antoine-watteau_the-delicate-musician.jpg,0.55973864,0.4952376,0.06450105
Rococo,Early_Renaissance,Rococo__benjamin-west_self-portrait-1770.jpg,0.56646496,0.59036714,-0.023902178
Rococo,Impressionism,Rococo__benjamin-west_self-portrait-1770.jpg,0.6469381,0.6553749,-0.008436799
Rococo,Minimalism,Rococo__benjamin-west_self-portrait-1770.jpg,0.2821327,0.275176,0.0069566965
Rococo,Ukiyo_e,Rococo__benjamin-west_self-portrait-1770.jpg,0.5199818,0.4892246,0.030757189
Rococo,Early_Renaissance,Rococo__benjamin-west_the-angel-of-the-lord-announcing-the-resurrection-1805.jpg,0.7886904,0.7802459,0.008444488
Rococo,Impressionism,Rococo__benjamin-west_the-angel-of-the-lord-announcing-the-resurrection-1805.jpg,0.6282022,0.6102811,0.01792109
Rococo,Minimalism,Rococo__benjamin-west_the-angel-of-the-lord-announcing-the-resurrection-1805.jpg,0.25723714,0.20403922,0.05319792
Rococo,Ukiyo_e,Rococo__benjamin-west_the-angel-of-the-lord-announcing-the-resurrection-1805.jpg,0.62317395,0.5404485,0.082725465
Rococo,Early_Renaissance,Rococo__bernardo-bellotto_pirna-seen-from-the-right-bank-of-the-elbe.jpg,0.49686468,0.48564434,0.011220336
Rococo,Impressionism,Rococo__bernardo-bellotto_pirna-seen-from-the-right-bank-of-the-elbe.jpg,0.5828268,0.5779057,0.0049210787
Rococo,Minimalism,Rococo__bernardo-bellotto_pirna-seen-from-the-right-bank-of-the-elbe.jpg,0.26263165,0.18194494,0.08068672
Rococo,Ukiyo_e,Rococo__bernardo-bellotto_pirna-seen-from-the-right-bank-of-the-elbe.jpg,0.5338838,0.47033405,0.06354976
Rococo,Early_Renaissance,Rococo__bernardo-bellotto_view-of-dresden-the-dresden-fortifications-moat-with-a-bridge-between-gate-and-post-mile-pillar.jpg,0.5387529,0.52352715,0.015225768
Rococo,Impressionism,Rococo__bernardo-bellotto_view-of-dresden-the-dresden-fortifications-moat-with-a-bridge-between-gate-and-post-mile-pillar.jpg,0.4902935,0.39029342,0.10000008
Rococo,Minimalism,Rococo__bernardo-bellotto_view-of-dresden-the-dresden-fortifications-moat-with-a-bridge-between-gate-and-post-mile-pillar.jpg,0.1304735,0.16047344,-0.029999942
Rococo,Ukiyo_e,Rococo__bernardo-bellotto_view-of-dresden-the-dresden-fortifications-moat-with-a-bridge-between-gate-and-post-mile-pillar.jpg,0.33654463,0.37248737,-0.035942733
Rococo,Early_Renaissance,Rococo__canaletto_london-the-thames-and-the-city-of-london-from-the-terrace-of-richmond-house.jpg,0.40170294,0.33639702,0.06530592
Rococo,Impressionism,Rococo__canaletto_london-the-thames-and-the-city-of-london-from-the-terrace-of-richmond-house.jpg,0.47329643,0.53590655,-0.06261012
Rococo,Minimalism,Rococo__canaletto_london-the-thames-and-the-city-of-london-from-the-terrace-of-richmond-house.jpg,0.20886797,0.1367422,0.07212576
Rococo,Ukiyo_e,Rococo__canaletto_london-the-thames-and-the-city-of-london-from-the-terrace-of-richmond-house.jpg,0.43530345,0.4883592,-0.053055763
Rococo,Early_Renaissance,Rococo__carl-ludwig-johann-christineck_nikolai-mordvinov-1771.jpg,0.52567315,0.5080584,0.017614722
Rococo,Impressionism,Rococo__carl-ludwig-johann-christineck_nikolai-mordvinov-1771.jpg,0.53977585,0.47588927,0.06388658
Rococo,Minimalism,Rococo__carl-ludwig-johann-christineck_nikolai-mordvinov-1771.jpg,0.16417575,0.19641997,-0.03224422
Rococo,Ukiyo_e,Rococo__carl-ludwig-johann-christineck_nikolai-mordvinov-1771.jpg,0.44941655,0.42341655,0.025999993
Rococo,Early_Renaissance,Rococo__carl-ludwig-johann-christineck_portrait-of-paul-of-russia-dressed-as-chevalier-of-the-order-of-st-andrew-1760.jpg,0.5736345,0.5933662,-0.0197317
Rococo,Impressionism,Rococo__carl-ludwig-johann-christineck_portrait-of-paul-of-russia-dressed-as-chevalier-of-the-order-of-st-andrew-1760.jpg,0.5335945,0.53353477,5.9723854e-05
Rococo,Minimalism,Rococo__carl-ludwig-johann-christineck_portrait-of-paul-of-russia-dressed-as-chevalier-of-the-order-of-st-andrew-1760.jpg,0.19617234,0.16348276,0.032689586
Rococo,Ukiyo_e,Rococo__carl-ludwig-johann-christineck_portrait-of-paul-of-russia-dressed-as-chevalier-of-the-order-of-st-andrew-1760.jpg,0.5019192,0.5069887,-0.0050694942
Rococo,Early_Renaissance,Rococo__dmitry-levitzky_maria-feodorovna.jpg,0.59989727,0.5660009,0.033896387
Rococo,Impressionism,Rococo__dmitry-levitzky_maria-feodorovna.jpg,0.5535528,0.5583415,-0.0047886968
Rococo,Minimalism,Rococo__dmitry-levitzky_maria-feodorovna.jpg,0.23451571,0.18313073,0.051384985
Rococo,Ukiyo_e,Rococo__dmitry-levitzky_maria-feodorovna.jpg,0.43216527,0.4328058,-0.0006405413
Rococo,Early_Renaissance,Rococo__dmitry-levitzky_portrait-of-maria-palovna-narychkina-1773.jpg,0.5294409,0.509979,0.01946187
Rococo,Impressionism,Rococo__dmitry-levitzky_portrait-of-maria-palovna-narychkina-1773.jpg,0.5677222,0.51435536,0.05336684
Rococo,Minimalism,Rococo__dmitry-levitzky_portrait-of-maria-palovna-narychkina-1773.jpg,0.21748103,0.22867048,-0.011189446
Rococo,Ukiyo_e,Rococo__dmitry-levitzky_portrait-of-maria-palovna-narychkina-1773.jpg,0.43531007,0.4038144,0.03149566
Rococo,Early_Renaissance,Rococo__dmitry-levitzky_portrait-of-unknown-woman-with-a-rose-1788.jpg,0.51329565,0.46031263,0.052983016
Rococo,Impressionism,Rococo__dmitry-levitzky_portrait-of-unknown-woman-with-a-rose-1788.jpg,0.47303402,0.4082973,0.064736724
Rococo,Minimalism,Rococo__dmitry-levitzky_portrait-of-unknown-woman-with-a-rose-1788.jpg,0.16023205,0.13528538,0.024946675
Rococo,Ukiyo_e,Rococo__dmitry-levitzky_portrait-of-unknown-woman-with-a-rose-1788.jpg,0.42067933,0.3808232,0.039856136
Rococo,Early_Renaissance,Rococo__francois-boucher_portrait-of-madame-boucher-1745.jpg,0.7030419,0.62979496,0.073246956
Rococo,Impressionism,Rococo__francois-boucher_portrait-of-madame-boucher-1745.jpg,0.57231534,0.55992126,0.012394071
Rococo,Minimalism,Rococo__francois-boucher_portrait-of-madame-boucher-1745.jpg,0.43963644,0.22621894,0.2134175
Rococo,Ukiyo_e,Rococo__francois-boucher_portrait-of-madame-boucher-1745.jpg,0.57203513,0.5052473,0.06678784
Rococo,Early_Renaissance,Rococo__giovanni-domenico-tiepolo_christ-s-fall-on-the-way-to-calvary-1772.jpg,0.65364814,0.6427387,0.010909438
Rococo,Impressionism,Rococo__giovanni-domenico-tiepolo_christ-s-fall-on-the-way-to-calvary-1772.jpg,0.7301266,0.68973947,0.040387154
Rococo,Minimalism,Rococo__giovanni-domenico-tiepolo_christ-s-fall-on-the-way-to-calvary-1772.jpg,0.2502697,0.1732597,0.077010006
