probe_family,left_style_id,right_style_id,encoded_style_code_a_vs_b_mean_abs,first_hires_block_gate1_a_vs_b_mean_abs,skip32_a_vs_b_mean_abs,content16_a_vs_b_mean_abs,adapted_code_a_vs_b_mean_abs,resolved_code_a_vs_b_mean_abs,pre_structured_style_code_map_a_vs_b_mean_abs,post_resolved_style_code_map_a_vs_b_mean_abs,structured_style_map_a_vs_b_mean_abs,style_map_a_vs_b_mean_abs,h_body_a_vs_b_mean_abs,h_fused_a_vs_b_mean_abs,h_dec_pre_mod_a_vs_b_mean_abs,h_dec_post_mod_a_vs_b_mean_abs,delta_a_vs_b_mean_abs,forward_a_vs_b_mean_abs,predict_transport_base_a_vs_b_mean_abs,integrate_a_vs_b_mean_abs,left_style_spatial_source_code_map,right_style_spatial_source_code_map,left_style_spatial_source_structured_map,right_style_spatial_source_structured_map,left_style_spatial_source_legacy_zero,right_style_spatial_source_legacy_zero,left_style_spatial_code_map_primary,right_style_spatial_code_map_primary,left_style_spatial_code_map_residual,right_style_spatial_code_map_residual,first_live_stage,first_live_stage_delta
styleid_pairwise,0,1,0.09293200075626373,0.033821869641542435,0.0,0.0,0.09293200075626373,0.09293200075626373,0.0,0.0,0.0,0.0,0.0,0.011647124774754047,0.054149240255355835,0.05984538793563843,0.010446486063301563,0.010446486063301563,0.010446485131978989,0.011185023933649063,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,first_hires_block_gate1_a_vs_b_mean_abs,0.033821869641542435
styleid_pairwise,0,2,0.07644898444414139,0.02325856126844883,0.0,0.0,0.07644898444414139,0.07644898444414139,0.0,0.0,0.0,0.0,0.0,0.009643305093050003,0.04417320340871811,0.047317687422037125,0.006942123174667358,0.006942123174667358,0.006942123640328646,0.008355693891644478,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,first_hires_block_gate1_a_vs_b_mean_abs,0.02325856126844883
styleid_pairwise,0,3,0.07930165529251099,0.033733636140823364,0.0,0.0,0.07930165529251099,0.07930165529251099,0.0,0.0,0.0,0.0,0.0,0.012455879710614681,0.05714687705039978,0.059425827115774155,0.008436768315732479,0.008436768315732479,0.008436768315732479,0.00856651272624731,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,first_hires_block_gate1_a_vs_b_mean_abs,0.033733636140823364
styleid_pairwise,0,4,0.08297166973352432,0.03198057413101196,0.0,0.0,0.08297166973352432,0.08297166973352432,0.0,0.0,0.0,0.0,0.0,0.011433945968747139,0.05276075378060341,0.05716518685221672,0.009365016594529152,0.009365016594529152,0.009365015663206577,0.010642575100064278,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,first_hires_block_gate1_a_vs_b_mean_abs,0.03198057413101196
styleid_pairwise,1,2,0.09017793834209442,0.030345551669597626,0.0,0.0,0.09017793834209442,0.09017793834209442,0.0,0.0,0.0,0.0,0.0,0.01171098928898573,0.05393477901816368,0.05301877111196518,0.007846249267458916,0.007846249267458916,0.00784625019878149,0.00810676533728838,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,first_hires_block_gate1_a_vs_b_mean_abs,0.030345551669597626
styleid_pairwise,1,3,0.09553804993629456,0.029415279626846313,0.0,0.0,0.09553804993629456,0.09553804993629456,0.0,0.0,0.0,0.0,0.0,0.013857963494956493,0.06441390514373779,0.06335289031267166,0.010786017403006554,0.010786017403006554,0.010786018334329128,0.011738383211195469,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,first_hires_block_gate1_a_vs_b_mean_abs,0.029415279626846313
styleid_pairwise,1,4,0.0761011391878128,0.0252853874117136,0.0,0.0,0.0761011391878128,0.0761011391878128,0.0,0.0,0.0,0.0,0.0,0.010325637646019459,0.04752708226442337,0.04799668863415718,0.006110352464020252,0.006110352464020252,0.006110352464020252,0.006628501228988171,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,first_hires_block_gate1_a_vs_b_mean_abs,0.0252853874117136
styleid_pairwise,2,3,0.09678104519844055,0.03251826390624046,0.0,0.0,0.09678104519844055,0.09678104519844055,0.0,0.0,0.0,0.0,0.0,0.01367911510169506,0.06339837610721588,0.06131763383746147,0.009357212111353874,0.009357212111353874,0.009357212111353874,0.010349399410188198,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,first_hires_block_gate1_a_vs_b_mean_abs,0.03251826390624046
styleid_pairwise,2,4,0.0886642336845398,0.02981373853981495,0.0,0.0,0.0886642336845398,0.0886642336845398,0.0,0.0,0.0,0.0,0.0,0.01249002106487751,0.057405736297369,0.05432537943124771,0.007526444271206856,0.007526444271206856,0.007526444736868143,0.008645202964544296,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,first_hires_block_gate1_a_vs_b_mean_abs,0.02981373853981495
styleid_pairwise,3,4,0.09274371713399887,0.027617912739515305,0.0,0.0,0.09274371713399887,0.09274371713399887,0.0,0.0,0.0,0.0,0.0,0.013664674013853073,0.0631701797246933,0.06320688873529434,0.010016065090894699,0.010016065090894699,0.010016065090894699,0.012290988117456436,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,first_hires_block_gate1_a_vs_b_mean_abs,0.027617912739515305
