epoch,epoch_int,checkpoint,timestamp,transfer_clip_style,transfer_content_lpips,all_pairs_clip_style,all_pairs_content_lpips,identity_clip_style,identity_content_lpips,eval_wall_total_sec,eval_total_sec,generation_sec,vae_decode_sec,summary_path
epoch_0001,1,exp/aaai2027_phase2_i2sb_orthogonal_lowanchor055_k070_e3_sigma0p02_b8a2_vlen010/epoch_0001.pt,2026-06-16 13:33:27,0.7118630436062813,0.4572321075499999,0.7118630436062813,0.4572321075499999,0.0,0.0,39.9359279670025,12.458912832997157,5.069055745989317,8.851257965987315,/mnt/i/Github/Latent_Style/exp/aaai2027_phase2_i2sb_orthogonal_lowanchor055_k070_e3_sigma0p02_b8a2_vlen010/full_eval_fast10/epoch_0001/summary.json
epoch_0002,2,exp/aaai2027_phase2_i2sb_orthogonal_lowanchor055_k070_e3_sigma0p02_b8a2_vlen010/epoch_0002.pt,2026-06-16 13:36:09,0.7031746184825898,0.43334574965000006,0.7031746184825898,0.43334574965000006,0.0,0.0,24.946587020007428,4.189323598009651,4.696717269995133,1.040738474985119,/mnt/i/Github/Latent_Style/exp/aaai2027_phase2_i2sb_orthogonal_lowanchor055_k070_e3_sigma0p02_b8a2_vlen010/full_eval_fast10/epoch_0002/summary.json
epoch_0003,3,exp/aaai2027_phase2_i2sb_orthogonal_lowanchor055_k070_e3_sigma0p02_b8a2_vlen010/epoch_0003.pt,2026-06-16 13:38:50,0.6984904310107231,0.41966081355,0.6984904310107231,0.41966081355,0.0,0.0,24.88458865499706,4.150594738006475,4.642075477997423,1.0586583739495836,/mnt/i/Github/Latent_Style/exp/aaai2027_phase2_i2sb_orthogonal_lowanchor055_k070_e3_sigma0p02_b8a2_vlen010/full_eval_fast10/epoch_0003/summary.json
epoch_0004,4,exp/aaai2027_phase2_i2sb_orthogonal_lowanchor055_k070_e3_sigma0p02_b8a2_vlen010/epoch_0004.pt,2026-06-16 13:41:31,0.7048810535669328,0.4050005071,0.7048810535669328,0.4050005071,0.0,0.0,24.978445164000732,4.160278130002553,4.737872232013615,1.0794453029666329,/mnt/i/Github/Latent_Style/exp/aaai2027_phase2_i2sb_orthogonal_lowanchor055_k070_e3_sigma0p02_b8a2_vlen010/full_eval_fast10/epoch_0004/summary.json
epoch_0005,5,exp/aaai2027_phase2_i2sb_orthogonal_lowanchor055_k070_e3_sigma0p02_b8a2_vlen010/epoch_0005.pt,2026-06-16 13:44:13,0.6986898279190064,0.41904485015000004,0.6986898279190064,0.41904485015000004,0.0,0.0,24.94599638300133,4.135249329003273,4.73192481600563,1.0520152980170678,/mnt/i/Github/Latent_Style/exp/aaai2027_phase2_i2sb_orthogonal_lowanchor055_k070_e3_sigma0p02_b8a2_vlen010/full_eval_fast10/epoch_0005/summary.json
epoch_0006,6,exp/aaai2027_phase2_i2sb_orthogonal_lowanchor055_k070_e3_sigma0p02_b8a2_vlen010/epoch_0006.pt,2026-06-16 13:46:54,0.6969465029239654,0.42381407939999993,0.6969465029239654,0.42381407939999993,0.0,0.0,24.91276862101222,4.163950467001996,4.689979405025952,1.0803083380014868,/mnt/i/Github/Latent_Style/exp/aaai2027_phase2_i2sb_orthogonal_lowanchor055_k070_e3_sigma0p02_b8a2_vlen010/full_eval_fast10/epoch_0006/summary.json
epoch_0007,7,exp/aaai2027_phase2_i2sb_orthogonal_lowanchor055_k070_e3_sigma0p02_b8a2_vlen010/epoch_0007.pt,2026-06-16 13:49:35,0.6900974491238594,0.39174394855,0.6900974491238594,0.39174394855,0.0,0.0,24.939400843999465,4.151008782995632,4.7130580929951975,1.0475514940480934,/mnt/i/Github/Latent_Style/exp/aaai2027_phase2_i2sb_orthogonal_lowanchor055_k070_e3_sigma0p02_b8a2_vlen010/full_eval_fast10/epoch_0007/summary.json
epoch_0008,8,exp/aaai2027_phase2_i2sb_orthogonal_lowanchor055_k070_e3_sigma0p02_b8a2_vlen010/epoch_0008.pt,2026-06-16 13:52:16,0.6971435317397118,0.37947481635,0.6971435317397118,0.37947481635,0.0,0.0,24.928809853998246,4.193459485002677,4.68318052298855,1.0401063110184623,/mnt/i/Github/Latent_Style/exp/aaai2027_phase2_i2sb_orthogonal_lowanchor055_k070_e3_sigma0p02_b8a2_vlen010/full_eval_fast10/epoch_0008/summary.json
epoch_0009,9,exp/aaai2027_phase2_i2sb_orthogonal_lowanchor055_k070_e3_sigma0p02_b8a2_vlen010/epoch_0009.pt,2026-06-16 13:54:56,0.6955463403463363,0.3827811543,0.6955463403463363,0.3827811543,0.0,0.0,24.953136470998288,4.160069598001428,4.713040736023686,1.0660743889893638,/mnt/i/Github/Latent_Style/exp/aaai2027_phase2_i2sb_orthogonal_lowanchor055_k070_e3_sigma0p02_b8a2_vlen010/full_eval_fast10/epoch_0009/summary.json
epoch_0010,10,exp/aaai2027_phase2_i2sb_orthogonal_lowanchor055_k070_e3_sigma0p02_b8a2_vlen010/epoch_0010.pt,2026-06-16 13:57:41,0.6943817648291588,0.39795182565,0.6943817648291588,0.39795182565,0.0,0.0,25.83109486399917,4.376231952992384,4.795713325991528,1.513799766995362,/mnt/i/Github/Latent_Style/exp/aaai2027_phase2_i2sb_orthogonal_lowanchor055_k070_e3_sigma0p02_b8a2_vlen010/full_eval_fast10/epoch_0010/summary.json
