epoch,loss,distill,code,code_ref,code_proto,proto,style_ce,dir,proto_sep,style_pred_acc,xfer_margin,proto_cos_max,proto_cos_mean,same_id,cycle,gram,moment,push,nce,idt,w_cycle_eff,w_nce_eff,w_idt_eff,style_ref_alpha,transfer_ratio,lr,epoch_time_sec
11,3.5241826295852663,0.010960890632122754,0.06840423904359341,0.04753321558237076,0.020871022995561362,0.055443346686661246,0.029350505024194718,0.00032818720683280844,0.0,0.9984999984502793,0.7051363021135331,0.0700439453125,0.0700439453125,0.0,0.10235109105706215,0.03337064702063799,0.081833865493536,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.00017217514421272203,13.434026956558228
12,3.274722731113434,0.007544965832494199,0.055081016197800634,0.0360106622800231,0.01907035419717431,0.04208197798579931,0.02069739884318551,0.0009113741281908006,0.0,0.996499988436699,0.7601505517959595,0.0512939453125,0.0512939453125,0.0,0.09637991636991501,0.033171632885932924,0.0798602357506752,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0001666975645913675,12.982968091964722
13,3.0600709557533263,0.00656984441448003,0.04228312149643898,0.025810668990015984,0.01647245204076171,0.03239093031734228,0.009381052849494153,0.0005924735916778446,0.0,0.998499995470047,0.798875606060028,0.020879364013671874,0.020879364013671874,0.0,0.09139579124748706,0.03319495934993029,0.08039762862026692,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.00016083959896778498,13.251858472824097
14,3.077180874347687,0.0059008619515225295,0.04031112641096115,0.02576110316440463,0.01455002329312265,0.030845532659441233,0.013005021218486946,0.0011719425921910443,0.0,0.9969999969005585,0.8009821504354477,-0.01746091842651367,-0.01746091842651367,0.0,0.09166232533752919,0.033327163010835645,0.07986915409564972,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.00015463736364801516,13.147194862365723
15,3.066025638580322,0.006764818797819316,0.038835114985704425,0.024622228648513555,0.01421288661658764,0.03089952515438199,0.023037941199731904,0.001991552277468145,0.0,0.9919999957084655,0.8582572907209396,-0.04405517578125,-0.04405517578125,0.0,0.07769866976886988,0.03280768860131502,0.07734732292592525,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.00014812909747525697,13.148874044418335
16,2.963824224472046,0.00673305056989193,0.03662780467420816,0.02324046930298209,0.013387335324659943,0.028126182779669762,0.009436987734261493,0.0008698255696799606,0.0,0.997499993443489,0.9118650525808334,-0.07318115234375,-0.07318115234375,0.0,0.0802061479538679,0.033170364983379844,0.07681761495769024,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.00014135492607468357,13.056243658065796
17,3.094452977180481,0.006841565086506307,0.040976373851299285,0.027265105210244656,0.01371126868762076,0.03386196456849575,0.022605707457842072,0.0013294081203639508,0.0,0.9954999893903732,0.9141692012548447,-0.0944091796875,-0.0944091796875,0.0,0.07743546850979328,0.03307209461927414,0.07740809507668019,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.00013435661446562004,13.262010335922241
18,2.8043561458587645,0.005300076794810593,0.030611942615360023,0.017798301624134184,0.012813640898093582,0.023118442576378583,0.002796945339650847,0.0,0.0,1.0,0.9934293478727341,-0.1251708984375,-0.1251708984375,0.0,0.07559240236878395,0.03279028190299869,0.07642824463546276,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.00012717730956631105,13.332811832427979
19,2.7156291127204897,0.0034153482876718043,0.023864639550447465,0.014383093593642116,0.009481546026654542,0.016577483015134932,0.00772191353338485,0.0003171421296428889,0.0,0.998499995470047,0.9016468465328217,-0.149462890625,-0.149462890625,0.0,0.05719000417739153,0.03308281023055315,0.07612012065947056,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.00011986127417882196,13.114676237106323
20,2.650741767883301,0.003247633425053209,0.022389680612832308,0.013517366535961629,0.008872314053587616,0.01601585652679205,0.005636485277653947,0.00019649135647341608,0.0,0.9989999949932098,1.0198020070791245,-0.169384765625,-0.169384765625,0.0,0.047335352003574374,0.0333895031362772,0.07110205255448818,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0001124536140941453,13.303099870681763
21,2.564889633655548,0.003081309353001416,0.02061905786395073,0.013208371913060546,0.007410685927607119,0.01542654219083488,0.0037661447001028137,0.0002841144450940192,0.0,0.9994999974966049,1.0782187581062317,-0.187744140625,-0.187744140625,0.0,0.04002782385796309,0.032882374711334705,0.0717299060896039,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.00010500000000000002,12.977216720581055
22,2.5966453433036802,0.004627753654494882,0.02246724832803011,0.013547335984185338,0.008919912367127835,0.017009963747113943,0.008429131849058535,1.2258891365490853e-05,0.0,1.0,1.0978770285844803,-0.20361328125,-0.20361328125,0.0,0.03639875520020723,0.032610127702355385,0.07061987370252609,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,9.754638590585476e-05,13.49523639678955
23,2.57273006439209,0.004601756739430129,0.019876503758132456,0.012068721326068043,0.007807782362215221,0.014344172971323132,0.005912246549314659,2.3487902944907545e-05,0.0,1.0,1.0297831475734711,-0.22080078125,-0.22080078125,0.0,0.040580574236810205,0.032657835818827155,0.0698602607473731,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,9.013872582117811e-05,13.23696231842041
24,2.5080896615982056,0.00359266345622018,0.019306189520284532,0.012608791142702103,0.0066973984008654956,0.014345004642382263,0.00017058790085116015,0.0,0.0,1.0,1.168623298406601,-0.23681640625,-0.23681640625,0.0,0.04132497124373913,0.03248154250904918,0.07069291211664677,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,8.282269043368901e-05,13.419003009796143
25,2.524508702754974,0.005075948021840304,0.016097184317186475,0.010921009490266443,0.005176174640655518,0.012074860231950878,0.00027422053209988915,0.0,0.0,1.0,1.1913018882274629,-0.24921875,-0.24921875,0.0,0.04483380597084761,0.032629869505763055,0.07123175784945487,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,7.564338553438001e-05,12.987783670425415
26,2.483936047554016,0.004540272150188684,0.016579307755455373,0.010854827985167504,0.0057244797237217425,0.013532501831650733,0.00045410038819966304,0.0,0.0,1.0,1.2020771265029908,-0.252099609375,-0.252099609375,0.0,0.03827522285282612,0.03245156072080135,0.06938837468624115,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,6.864507392531649e-05,13.118711233139038
27,2.4248263359069826,0.003069283172953874,0.012820592103525996,0.00790984663181007,0.004910745460074395,0.008714021509513259,0.004028655398678893,0.0,0.0,1.0,1.2207266867160798,-0.271875,-0.271875,0.0,0.02841547317802906,0.03250810094177723,0.06780156213790178,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,6.187090252474307e-05,13.133113861083984
28,2.3683700561523438,0.0020961466012522577,0.01102473228238523,0.00745876336004585,0.0035659689689055084,0.008058219030499459,4.500151022313048e-06,0.0,0.0,1.0,1.236974412202835,-0.28291015625,-0.28291015625,0.0,0.023097180761396885,0.032756271213293074,0.06911424174904823,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,5.536263635198487e-05,13.303213357925415
29,2.3486533999443053,0.002340470836497843,0.010121771832928061,0.007289488660171628,0.0028322832542471586,0.007747560413554311,3.829777296004977e-06,0.0,0.0,1.0,1.262624090909958,-0.291015625,-0.291015625,0.0,0.019361228309571744,0.03282608911395073,0.06732733454555273,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,4.916040103221507e-05,13.124855756759644
30,2.3296776175498963,0.002135155664291233,0.009320829901844263,0.007105826423503459,0.0022150034666992722,0.00759580263402313,5.596061799906238e-06,0.0,0.0,1.0,1.2866174638271333,-0.30068359375,-0.30068359375,0.0,0.0162018415518105,0.03287562020123005,0.06660672072321176,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,4.330243540863257e-05,13.31555724143982
31,2.3173892974853514,0.0021523746952880176,0.008885860163718461,0.007072451314888895,0.0018134088371880353,0.007575683342292905,2.946078862464674e-06,0.0,0.0,1.0,1.30386061668396,-0.3099609375,-0.3099609375,0.0,0.014454217301681638,0.032822655886411665,0.06673306860029697,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,3.7824855787278e-05,13.229573488235474
32,2.3225014328956606,0.00205991294933483,0.00872712191194296,0.0070497039007022975,0.0016774179937783628,0.007591873756609857,2.5385618542372866e-06,0.0,0.0,1.0,1.3196008443832397,-0.31923828125,-0.31923828125,0.0,0.01292644622735679,0.03313179034739733,0.06490744985640048,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,3.276143326799707e-05,13.317208290100098
33,2.3088082671165466,0.0020919541944749652,0.00839370177127421,0.006935349036939442,0.001458352740155533,0.007427376322448253,2.8821429935987908e-06,0.0,0.0,1.0,1.3305445432662963,-0.327734375,-0.327734375,0.0,0.012542944634333253,0.032937729731202126,0.06540438644587994,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,2.8143385534380006e-05,13.19611930847168
34,2.2782297492027284,0.0019311685289721936,0.007960535818710923,0.006681981380097568,0.0012785544618964194,0.007176032033748924,1.64655847783024e-06,0.0,0.0,1.0,1.338616633415222,-0.33486328125,-0.33486328125,0.0,0.011534515162929892,0.032635335065424445,0.06417715698480606,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,2.3999184386361246e-05,13.136235237121582
35,2.2945151686668397,0.001981229829834774,0.007951114187017083,0.006781539646908641,0.0011695744469761848,0.007234592689201236,1.6388297488845182e-06,0.0,0.0,1.0,1.3459605634212495,-0.3412109375,-0.3412109375,0.0,0.011105658393353224,0.032897884212434295,0.06473939772695303,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,2.0354380202105065e-05,13.072419166564941
36,2.281520938873291,0.001924233470344916,0.007646997482515872,0.006537528499029577,0.0011094690242316573,0.006995491054840386,1.0156234377944884e-06,0.0,0.0,1.0,1.3514723539352418,-0.34638671875,-0.34638671875,0.0,0.010828100424259902,0.03275847304612398,0.06452555991709233,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.723144441142776e-05,13.149369955062866
37,2.283014142513275,0.001975145284086466,0.0075947906821966175,0.006581270252354443,0.0010135203832760454,0.007031999994069338,6.960829406210678e-07,0.0,0.0,1.0,1.3567215025424957,-0.35107421875,-0.35107421875,0.0,0.011014841496944427,0.03267548959702253,0.06634521577507257,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.4649630951960416e-05,13.197036981582642
38,2.2713030695915224,0.0021364339569117873,0.007474618055857718,0.006533061224035919,0.0009415568347321823,0.006999446195550263,5.702773933080607e-07,0.0,0.0,1.0,1.3602800071239471,-0.3552734375,-0.3552734375,0.0,0.010398036148399115,0.032609067391604185,0.06431713085621596,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.2624857562220728e-05,12.962264060974121
39,2.263175332546234,0.002070671389810741,0.007262427965179086,0.006351532763801515,0.000910895221750252,0.00680035010445863,3.385742584960383e-07,0.0,0.0,1.0,1.3647684335708619,-0.35849609375,-0.35849609375,0.0,0.010745035717263818,0.03244258901104331,0.06525171045213937,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.1169607643461924e-05,13.391802787780762
40,2.2817538499832155,0.002161398873431608,0.007277668500319123,0.0063832629006356,0.0008944056287873536,0.006816398561932146,3.668665964795537e-07,0.0,0.0,1.0,1.36610968708992,-0.36123046875,-0.36123046875,0.0,0.010675360169261693,0.03274046229198575,0.06523630619049073,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0292853295352844e-05,13.211851358413696
