epoch,loss,swd,repulsive,color,identity,identity_ratio,sched_factor,idt_anchor,topo_align,idt_repel,aent,amax,lr,data_time_sec,transfer_time_sec,fwd_loss_time_sec,backward_time_sec,optimizer_time_sec,step_overhead_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec,compute_samples_per_sec
1,41.630489349365234,10.549469947814941,22.318096160888672,2.6976590156555176,6.065268039703369,0.25,1.0,1.1646016836166382,0.3656499981880188,4.5350165367126465,0.9811695218086243,0.01079562958329916,1.3333333333333333e-05,0.5069707985967398,0.005073900567367673,29.23382620071061,5.451152000576258,0.10161719913594425,0.02516489871777594,34.79166930099018,35.988664388656616,10240,284.5340379796806,294.3233310081091
2,39.74160385131836,9.338150024414062,21.839345932006836,1.996681809425354,6.567424774169922,0.25,1.0,1.9053748846054077,0.45036840438842773,4.211682319641113,0.9675514101982117,0.014918039552867413,2.6666666666666667e-05,0.5045495990198106,0.0048692007549107075,22.194618599722162,1.2994476002641022,0.08071389957331121,0.0247590986546129,23.579649300314486,24.76865792274475,10240,413.4257105063708,434.27278623110936
3,37.430179595947266,8.265603065490723,20.395841598510742,1.1754924058914185,7.593243598937988,0.25,1.0,3.3746700286865234,0.669147789478302,3.549426794052124,0.9413585066795349,0.02639111690223217,4e-05,0.4963781002443284,0.0048706987872719765,22.264265300007537,1.3335543998982757,0.08411580021493137,0.025554000632837415,23.686806198908016,24.861337423324585,10240,411.88451874648405,432.3081767128265
4,35.37556838989258,7.315141201019287,19.156780242919922,0.6987928748130798,8.204850196838379,0.25,1.0,4.515579700469971,0.767224907875061,2.922046184539795,0.92877596616745,0.0291933324187994,5.333333333333333e-05,0.4893859992735088,0.004555300110951066,22.31427609990351,1.2834868994541466,0.07865979988127947,0.024330301443114877,23.680978099349886,24.8532817363739,10240,412.0180227552524,432.41457160424966
5,34.253604888916016,6.685934543609619,18.318252563476562,0.6340619325637817,8.615354537963867,0.25,1.0,5.251449108123779,0.8794190287590027,2.484487295150757,0.9501528739929199,0.020915310829877853,6.666666666666667e-05,0.5010221998672932,0.004676398821175098,22.318444800097495,1.3055592994205654,0.08233949937857687,0.025469702668488026,23.711019997717813,24.89969491958618,10240,411.2500186476254,431.8667016849381
6,33.3530158996582,6.177730560302734,17.374343872070312,0.6167329549789429,9.184210777282715,0.25,1.0,6.044902801513672,1.1097134351730347,2.0295944213867188,0.9551298022270203,0.018524160608649254,8e-05,0.48559230053797364,0.004552699392661452,22.32777010044083,1.288483700249344,0.07971920096315444,0.024013998452574015,23.70052570104599,24.874157428741455,10240,411.6722357062813,432.0579268648067
7,32.47140121459961,6.103995323181152,16.467260360717773,0.519729733467102,9.380411148071289,0.25,1.0,6.596893310546875,1.1917009353637695,1.5918158292770386,0.9534739851951599,0.018443860113620758,7.947055393155969e-05,0.48304670047946274,0.004602799657732248,22.43657540041022,1.2830799997318536,0.07898930041119456,0.02412629988975823,23.803247500211,24.973055601119995,10240,410.04193333637375,430.19340112769186
8,31.956283569335938,6.081128120422363,16.002246856689453,0.43913015723228455,9.4337797164917,0.25,1.0,6.766221046447754,1.1848938465118408,1.482664942741394,0.9531974196434021,0.018128497526049614,7.884828921053212e-05,0.5019531990401447,0.004780099028721452,22.353833600413054,1.3238168992102146,0.07962200022302568,0.024662800133228302,23.762052598875016,24.951401710510254,10240,410.3977852148729,430.93920263794047
9,31.74042320251465,5.987910270690918,15.820747375488281,0.39151710271835327,9.540251731872559,0.25,1.0,6.9243998527526855,1.2077609300613403,1.4080910682678223,0.9485124945640564,0.019608115777373314,7.813491142126459e-05,0.48493560031056404,0.00455939956009388,22.38709839992225,1.2767715014051646,0.07944789971224964,0.023799298563972116,23.74787720059976,24.918938398361206,10240,410.9324336494782,431.1964355172506
10,31.773609161376953,6.07570219039917,15.530280113220215,0.40378251671791077,9.763847351074219,0.25,1.0,7.099034309387207,1.312148928642273,1.3526643514633179,0.9431580901145935,0.02089424431324005,7.733237588269115e-05,0.48685860028490424,0.0046300990507006645,22.396210400387645,1.2789753994438797,0.07724070036783814,0.02465849998407066,23.757056599250063,24.934888124465942,10240,410.6695786596525,431.02982716820424
