epoch,loss,swd,color,oob,identity,identity_ratio,lr,data_time_sec,transfer_time_sec,fwd_loss_time_sec,backward_time_sec,optimizer_time_sec,step_overhead_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec,compute_samples_per_sec
1,8.22803783416748,3.3380043506622314,0.07150106877088547,3.2816915336297825e-06,0.25374481081962585,0.20205079019069672,0.0001111111111111111,0.6912975996965542,0.008123100153170526,52.533915699925274,13.686564000556245,0.29052070004399866,0.04440129967406392,66.51912350067869,68.73680567741394,10240,148.9740452597834,153.94069345931058
2,7.122866153717041,3.0388004779815674,0.039976149797439575,4.253605948179029e-05,0.3105742633342743,0.20400391519069672,0.0002222222222222222,0.580933699849993,0.006763900280930102,42.74945840018336,3.9749140000203624,0.23272779991384596,0.04525919980369508,46.963864100398496,49.02557396888733,10240,208.87057857799934,218.03998023052606
3,6.587043762207031,2.800062417984009,0.032944515347480774,0.00026809476548805833,0.30831506848335266,0.20283202826976776,0.0003333333333333333,0.5868161995895207,0.0077327999752014875,42.898610300035216,3.7217534004012123,0.2521590000251308,0.046673799748532474,46.88025550043676,48.97386336326599,10240,209.09112119753155,218.42884367182253
4,8.010947227478027,2.8221518993377686,0.03173571825027466,0.011015694588422775,0.47615137696266174,0.20126953721046448,0.0004444444444444444,0.598374099470675,0.007428100565448403,42.73387009999715,3.8788330998504534,0.25476859987247735,0.046860900009050965,46.87489990028553,49.010618448257446,10240,208.93431513847952,218.45379983281043
5,7.308541774749756,2.634075880050659,0.03169824555516243,0.00910970289260149,0.41442999243736267,0.20097656548023224,0.0005,0.5951369998510927,0.0076471001375466585,42.7940549995983,3.9067614999366924,0.2512372995261103,0.046443100553005934,46.95970089919865,49.05689787864685,10240,208.73721011326313,218.05931051351183
6,6.902885437011719,2.657271146774292,0.03192170709371567,0.0047301314771175385,0.3651806116104126,0.19882813096046448,0.000487831579178064,0.5551125003257766,0.006898000021465123,43.08999539958313,3.67254420008976,0.24173800030257553,0.04351009998936206,47.01117559999693,49.088058948516846,10240,208.6047038596419,217.82054733386988
7,7.836799144744873,2.787025213241577,0.040422212332487106,0.003630599472671747,0.424572229385376,0.19921875,0.00047323348301103366,0.6011067002546042,0.011566999717615545,42.84641989925876,3.927293000044301,0.25807979982346296,0.05254680057987571,47.04335969884414,49.207661151885986,10240,208.09767748141655,217.67152825718776
8,8.1117582321167,2.8422341346740723,0.03428841754794121,0.0021827295422554016,0.4845198094844818,0.19453124701976776,0.00045636565129536315,0.5813345002243295,0.007837699842639267,42.95854730019346,3.7981009002542123,0.2418562996899709,0.04929049999918789,47.00634219998028,49.10160422325134,10240,208.5471577148797,217.84294460597906
9,8.086183547973633,2.8388850688934326,0.033872004598379135,0.0028952222783118486,0.48293325304985046,0.20742188394069672,0.00043741289152515007,0.550673300283961,0.0069447996793314815,43.078512999927625,3.710975099937059,0.23190379969310015,0.04261590028181672,47.028336699237116,49.07965397834778,10240,208.64042775276144,217.74106248937593
10,7.608890533447266,2.7383906841278076,0.03221765160560608,0.004257494583725929,0.44240257143974304,0.20058594644069672,0.00041658285410255683,0.5684019000036642,0.006693800678476691,42.99181339959614,3.7138783995760605,0.23576570046134293,0.04365049977786839,46.94815130031202,49.03035306930542,10240,208.85021948598958,218.11295474656836
11,7.543889045715332,2.6720869541168213,0.03644222021102905,0.0027986825443804264,0.4232656955718994,0.20185546576976776,0.0003941037572765509,0.5409089003223926,0.006441799341700971,43.06545059999917,3.413774900021963,0.2227155000437051,0.04119680018629879,46.708382799406536,48.767512798309326,10240,209.97585097993763,219.2325956558296
12,7.523593425750732,2.6614410877227783,0.036805637180805206,0.002780277281999588,0.4202654957771301,0.201171875,0.0003702218867360115,0.546243300079368,0.0067389997420832515,42.974193500122055,3.468399000237696,0.2275091998744756,0.04100940015632659,46.67684069997631,48.755611419677734,10240,210.02710666176043,219.380743135968
13,8.14737606048584,2.8335351943969727,0.03351881355047226,0.003096330212429166,0.49276575446128845,0.205078125,0.00034519889725218337,0.5596265000058338,0.007012400194071233,42.96382529998664,3.5627064997097477,0.2372208001324907,0.04359120083972812,46.77076500002295,48.85215640068054,10240,209.61203669317143,218.94018624657895
14,8.120505332946777,2.828965425491333,0.03397295996546745,0.0036728910636156797,0.48698630928993225,0.19853515923023224,0.00031930894593424855,0.5483692997368053,0.006701899925246835,43.08256830042228,3.4210279000690207,0.21791110024787486,0.042931299190968275,46.72820920066442,48.79286861419678,10240,209.86673443956047,219.13957703849687
15,7.717462062835693,2.7959508895874023,0.031324952840805054,0.004676809534430504,0.45271822810173035,0.20283202826976776,0.00029283568850666707,0.5595463998615742,0.00707390031311661,42.99424229981378,3.4652737006545067,0.22917280055116862,0.043462898349389434,46.69576270133257,48.79460787773132,10240,209.8592538269641,219.29184593247427
16,7.182065486907959,2.739457368850708,0.029480332508683205,0.005314309149980545,0.4012814164161682,0.20332030951976776,0.00026606917151770067,0.5675332006067038,0.0068443999625742435,41.428697599912994,3.719894500100054,0.23216650006361306,0.04735879972577095,45.387603000039235,47.415382385253906,10240,215.96367011867906,225.6122668560212
17,7.513871669769287,2.8409392833709717,0.029954059049487114,0.00970883946865797,0.42221006751060486,0.20556640625,0.0002393026545287342,0.6086690000956878,0.006649299641139805,41.00730920000933,3.470832300139591,0.22101229999680072,0.04005400033202022,44.70580309978686,46.773008823394775,10240,218.9296831141252,229.0530376368257
18,7.574836254119873,2.742744207382202,0.033371761441230774,0.01172539871186018,0.4224960505962372,0.19912110269069672,0.00021282939710115262,0.5593011002056301,0.006684699794277549,41.02855069981888,3.4240739996312186,0.22464779997244477,0.04043140052817762,44.68395719921682,46.692108392715454,10240,219.3090085775087,229.16502122554797
19,7.0328049659729,2.6560490131378174,0.029508158564567566,0.005804145243018866,0.39229848980903625,0.20673827826976776,0.00018693944578321788,0.5346663000527769,0.0064121001632884145,41.07185890013352,3.390630599693395,0.223791400087066,0.04087929963134229,44.69269300007727,46.674776792526245,10240,219.3904439118747,229.12022777375032
20,6.978280544281006,2.649587869644165,0.028883663937449455,0.005937750451266766,0.38924625515937805,0.19521485269069672,0.00016191645629938975,0.560924299992621,0.007115700049325824,41.03153949987609,3.4185439001303166,0.2211031005717814,0.03980269958265126,44.67830220062751,46.69706106185913,10240,219.28574876340022,229.1940269801966
21,6.923135280609131,2.6732985973358154,0.027617482468485832,0.006621730979532003,0.3848648965358734,0.19970703125,0.00013803458575885035,0.5584486996522173,0.006637400132603943,40.88670319982339,3.4743162994273007,0.2235233993269503,0.04283480148296803,44.59118029871024,46.60115385055542,10240,219.73704841812526,229.64182449093374
22,6.860494136810303,2.6640639305114746,0.028101010248064995,0.004528185818344355,0.3783886134624481,0.20400391519069672,0.0001155554889328444,0.5388080002740026,0.006717499811202288,40.94853549997788,3.403625499922782,0.21889039978850633,0.04266830033157021,44.57776889950037,46.56740927696228,10240,219.8962785130911,229.71091314789356
23,6.872551918029785,2.6540818214416504,0.029196888208389282,0.004262753762304783,0.3759957551956177,0.20156250894069672,9.472545151025121e-05,0.5789307003142312,0.0070468002231791615,40.86504149972461,3.48824550001882,0.22634810069575906,0.0448396997526288,44.58668190066237,46.6140673160553,10240,219.6761748029877,229.6649933003397
24,6.484359264373779,2.5892276763916016,0.026303356513381004,0.0015696290647611022,0.35341259837150574,0.20429687201976776,7.577269174003809e-05,0.5359073998406529,0.0063793997978791595,40.94347280007787,3.423156200093217,0.22713380004279315,0.04354999971110374,44.60014220001176,46.58660531044006,10240,219.80567014410073,229.5956805267159
25,6.7063212394714355,2.625713348388672,0.0284333024173975,0.0020435277838259935,0.365354984998703,0.19277344644069672,5.8904860024367596e-05,0.549950199900195,0.006990099907852709,40.89956639986485,3.442890599835664,0.22596249962225556,0.043439100845716894,44.575409599230625,46.584333181381226,10240,219.81639106283723,229.7230713540486
