probe_family,mode,encoder_mode,spatial_active,code_active,encoded_code_a_vs_b_mean_abs,forward_a_vs_b_mean_abs,predict_transport_base_a_vs_b_mean_abs,integrate_a_vs_b_mean_abs,style_code_override_active,style_code_content_router_active,style_code_content_router_bypassed,style_code_content_delta_abs,style_code_adapted_abs,cached_output_style_map_present,cached_output_style_map_abs,style_spatial_source_override_palette,style_spatial_source_target_latent,style_spatial_source_structured_map,style_spatial_source_code_map,style_spatial_source_legacy_zero,style_spatial_code_map_primary,style_spatial_code_map_residual,style_spatial_code_map_pre_resolved_abs,style_spatial_code_map_abs,style_spatial_map_abs
conditioning,none,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095108762383461,1.0,0.0735492929816246,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.07756535708904266,0.07303594797849655,0.0735492929816246
conditioning,spatial,none,1.0,0.0,0.0,0.014578190632164478,0.014578190632164478,0.014506055042147636,0.0,0.0,0.0,0.0,0.095108762383461,1.0,1.004786729812622,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.07756535708904266,0.07303662598133087,1.004786729812622
conditioning,code,residual,0.0,1.0,0.005481290630996227,0.0022122871596366167,0.0022122878581285477,0.0023378056939691305,1.0,0.0,0.0,0.0,0.1370062381029129,1.0,0.07365730404853821,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.07293929159641266,0.07366880774497986,0.07365730404853821
conditioning,both,residual,1.0,1.0,0.005481290630996227,0.015550028532743454,0.01555002760142088,0.015512033365666866,1.0,0.0,0.0,0.0,0.1370062381029129,1.0,1.0047030448913574,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.07293929159641266,0.07366897910833359,1.0047030448913574
