experiment_id,dataset,method,family,sub_family,batch,epoch,transfer_clip_style,transfer_lpips,allpairs_clip_style,allpairs_lpips,id_clip_style,id_lpips,delta_idt_transfer,delta_idt_full,epoch_time_s,train_wall_s,train_wall_min,infer_ms_per_img,eval_wall_s,cuda_gb,location,status,solver,tokenizer,prediction,kinetic,proximal,attention,notes
inmortal_xpred_kmanifold_pattn_seed42_b16_e12_continue,distinct5-512/full,LBM,XPred_Kmanifold_Pattn_longer,xpred_kmanifold_pattn_longer,16,12,0.728918,0.621074,0.73516,0.611332,,,,,,,,,,,,completed,euler_legacy,legacy_factorized,velocity,global_l2,,SemanticCrossAttn,completed
inmortal_xpred_kmanifold_pattn_stokes002_from_pattn_seed42_b16,distinct5-512/full,LBM,XPred_Kmanifold_Pattn_Stokes002_finetune,xpred_kmanifold_pattn_stokes002_finetune,16,16,0.730672,0.618282,0.737215,0.606909,,,,,,,,,,,,completed,euler_legacy,legacy_factorized,velocity,global_l2,,SemanticCrossAttn,completed
inmortal_xpred_kmanifold_pattn_stokes_from_pattn_seed42_b16,distinct5-512/full,LBM,XPred_Kmanifold_Pattn_Stokes_finetune,xpred_kmanifold_pattn_stokes_finetune,16,16,0.727434,0.603251,0.735594,0.591505,,,,,,,,,,,,completed,euler_legacy,legacy_factorized,velocity,global_l2,,SemanticCrossAttn,completed
inmortal_xpred_kmanifold_pattn_stokes_seed42_b16,distinct5-512/full,LBM,XPred_Kmanifold_Pattn_Stokes_base,xpred_kmanifold_pattn_stokes_base,16,8,0.719276,0.622159,0.725652,0.613843,,,,,,,,,,,,completed,euler_legacy,legacy_factorized,velocity,global_l2,,SemanticCrossAttn,completed
inmortal_xpred_kmanifold_pattn_stokes_seed42_b16_e12_continue,distinct5-512/full,LBM,XPred_Kmanifold_Pattn_Stokes_longer,xpred_kmanifold_pattn_stokes_longer,16,12,0.711152,0.565321,0.721862,0.555351,,,,,,,,,,,,completed,euler_legacy,legacy_factorized,velocity,global_l2,,SemanticCrossAttn,completed
inmortal_xpred_kmanifold_phighpass_seed42_b32,distinct5-512/full,LBM,XPred_Kmanifold_Phighpass,xpred_kmanifold_phighpass,32,8,0.665721,0.787751,0.665726,0.782905,,,,,,,,,,,,completed,euler_legacy,legacy_factorized,velocity,global_l2,,SemanticCrossAttn,completed
inmortal_xpred_kmanifold_pmod_seed42_b32,distinct5-512/full,LBM,XPred_Kmanifold_Pmod,xpred_kmanifold_pmod,32,8,0.715341,0.730513,0.716131,0.724402,,,,,,,,,,,,completed,euler_legacy,legacy_factorized,velocity,global_l2,,SemanticCrossAttn,completed
inmortal_xpred_kmanifold_seed42_b32,distinct5-512/full,LBM,XPred_Kmanifold,xpred_kmanifold,32,8,0.725905,0.686345,0.728403,0.678978,,,,,,,,,,,,completed,euler_legacy,legacy_factorized,velocity,global_l2,,SemanticCrossAttn,completed
inmortal_xpred_phighpass_seed42_b28,distinct5-512/full,LBM,XPred_Phighpass,xpred_phighpass,28,8,0.680259,0.774767,0.680459,0.770297,,,,,,,,,,,,completed,euler_legacy,legacy_factorized,velocity,global_l2,,SemanticCrossAttn,completed
inmortal_xpred_queue_seed42_b16,distinct5-512/full,LBM,XPred_plus_QueueSmoothing,xpred_plus_queuesmoothing,16,8,0.719815,0.559537,0.730879,0.551416,,,,,,,,,,,,completed,euler_legacy,legacy_factorized,velocity,global_l2,,SemanticCrossAttn,completed
inmortal_xpred_structot_seed42_b16,distinct5-512/full,LBM,XPred_plus_StructOT,xpred_plus_structot,16,8,0.718988,0.558858,0.730218,0.550967,,,,,,,,,,,,completed,euler_legacy,legacy_factorized,velocity,global_l2,,SemanticCrossAttn,completed
inmortal_xpred_teacher_endpoint_seed42_b16,distinct5-512/full,LBM,XPred_plus_EndpointTeacher,xpred_plus_endpointteacher,16,8,0.715881,0.555456,0.727629,0.547257,,,,,,,,,,,,completed,euler_legacy,legacy_factorized,velocity,global_l2,,SemanticCrossAttn,completed
distinct5_512__SaMAM__step_2250,distinct5-512/1000-per-style,SaMAM,step_2250,step_2250,,,0.552252,0.360452,0.581097,0.35382,,,-0.087671,,,,458.5503,,,,,manuscript_valid,SSM,,SSM,off,,Mamba,manuscript_valid
distinct5_512__SaMAM__step_3000,distinct5-512/1000-per-style,SaMAM,step_3000,step_3000,,,0.664618,0.327094,0.697801,0.322087,,,0.024696,,,,612.5845,,,,,audit_only_closed,SSM,,SSM,off,,Mamba,audit_only_closed
distinct5_512__SaMAM-latent__convergence__step1500_fast,distinct5-512/1000-per-style,SaMAM-latent,convergence,convergence,,,0.654748,0.163526,0.69204,0.163409,,,0.014826,,,,,,,,,keep,,,,off,,,completed
distinct5_512__SaMST__e15,distinct5-512/1000-per-style,SaMST,e15,e15,,,0.695741,0.63195,0.724725,0.62555,,,0.055819,,,,347.2567,,,,,closed,OMF,OMF_weight,velocity,off,,OMF,closed
distinct5_512__SaMST__e5,distinct5-512/1000-per-style,SaMST,e5,e5,,,0.698919,0.6335,0.727581,0.627069,,,0.058996,,,,115.975,,,,,closed,OMF,OMF_weight,velocity,off,,OMF,closed
distinct5_512__SaMST-latent__b300_fast,distinct5-512/1000-per-style,SaMST-latent,b300_fast,b300_fast,,,0.610439,0.729578,0.610439,0.729578,,,-0.029482,,,,9.305,,,,,drop,,,,off,,,drop
distinct5_512__SaMST-latent__b50_fast,distinct5-512/1000-per-style,SaMST-latent,b50_fast,b50_fast,,,0.610439,0.729578,0.610439,0.729578,,,-0.029482,,,,1.7763,,,,,drop,,,,off,,,drop
distinct5_512__SaMST-latent__convergence__batch1050_fast,distinct5-512/1000-per-style,SaMST-latent,convergence,convergence,,,0.681983,0.831836,0.682603,0.832029,,,0.04206,,,,,,,,,keep,,,,off,,,completed
distinct5_512__idt__no_op,distinct5-512/1000-per-style,idt,distinct5_stress,distinct5_stress,,,,,0.6801,0,,,0,,,,0,,,,,keep,,,,,,,completed
legacy256_overfit50__LBM__historical_clean_tradeoff,legacy256/50x50,LBM,historical_strict750,historical_strict750,,,,,0.7161,0.4514,,,,,,,310s to reported point,,,,,keep,euler_legacy,legacy_factorized,velocity,,,SemanticCrossAttn,completed
legacy256_overfit50__SaMAM__latent_probe4_step005000_fast,legacy256/50x50,SaMAM,latent_baseline,latent_baseline,,,0.650945,0.809228,,,,,,,,,quick reuse-only eval without ArtFID after the A2 queue freed the 3060 lane,,,,,drop,SSM,,SSM,off,,Mamba,completed
legacy256_overfit50__SaMST__strict_reference,legacy256/50x50,SaMST,historical_strict750,historical_strict750,,,,,0.7194,0.4664,,,,,,,6769s estimated to reported point,,,,,keep,OMF,OMF_weight,velocity,,,OMF,completed
wikiart_stress1__LBM__F_e1,wikiart-stress1/1000-per-style,LBM,fixed_rule_split_validation,fixed_rule_split_validation,,,,,0.7221,0.3244,,,0.0139,,,,3 epochs train + 99.14s retained eval,,,,,keep,euler_legacy,legacy_factorized,velocity,,,SemanticCrossAttn,completed
wikiart_stress1__idt__no_op_reference,wikiart-stress1/1000-per-style,idt,fixed_rule_split_validation,fixed_rule_split_validation,,,,,0.7147,0,,,0,,,,53.67s eval only,,,,,keep,,,,,,,completed
wikiart_stress2__LBM__F_e1,wikiart-stress2/1000-per-style,LBM,fixed_rule_split_validation,fixed_rule_split_validation,,,,,0.7406,0.3188,,,0.0073,,,,3 epochs train + 99.44s retained eval,,,,,keep,euler_legacy,legacy_factorized,velocity,,,SemanticCrossAttn,completed
wikiart_stress2__idt__no_op_reference,wikiart-stress2/1000-per-style,idt,fixed_rule_split_validation,fixed_rule_split_validation,,,,,0.7393,0,,,0,,,,53.97s eval only,,,,,keep,,,,,,,completed
inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4wide_reseed_from_e13_seed42_b8a2,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4WideReseed,xpred_plus_kmanifold_plus_pattn_then_anisostokesqueueclamphold4widereseed,8,15,0.700943,0.472576,0.718882,0.467091,,,,,,,e3=519.71s; full=4404.78s,,,,,keep,euler_legacy,legacy_factorized,velocity,global_l2,,SemanticCrossAttn,completed
inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4MidReseed,xpred_plus_kmanifold_plus_pattn_then_anisostokesqueueclamphold4midreseed,8,16,0.66791,0.28774,0.701385,0.287782,,,,,,,e8=1423.74s; full=2846.04s,,,,,keep,euler_legacy,legacy_factorized,velocity,global_l2,,SemanticCrossAttn,completed
inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4slowmid_reseed_from_e13_seed42_b8a2,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4SlowMidReseed,xpred_plus_kmanifold_plus_pattn_then_anisostokesqueueclamphold4slowmidreseed,8,16,0.667306,0.28984,0.700879,0.289787,,,,,,,e12=2024.73s; full=2814.30s,,,,,keep,euler_legacy,legacy_factorized,velocity,global_l2,,SemanticCrossAttn,completed
distinct5_512__LBM__F_best_lpips,distinct5-512/full,LBM,distinct5_stress,F_best_lpips,,epoch_0001,,,0.6969,0.3186,,,0.0244,0.0168,,,,,,,,keep,euler_legacy,legacy_factorized,velocity,,,,Current best LPIPS content-preserving point
distinct5_512__LBM__H_balanced,distinct5-512/full,LBM,distinct5_stress,H_balanced,,epoch_0002,,,0.6994,0.3213,,,,,,,,,,,,keep,euler_legacy,legacy_factorized,velocity,,,,Balanced style/content reference
distinct5_512__LBM__K_best_style,distinct5-512/full,LBM,distinct5_stress,K_best_style,,epoch_0001,,,0.701,0.3623,,,0.0312,0.0209,,,,,,,,keep,euler_legacy,legacy_factorized,velocity,,,,"Current best style point, weaker LPIPS"
distinct5_512__SaMAM__best_current_curve,distinct5-512/full,SaMAM,distinct5_stress,best_current_curve,,step_2250,,,0.5811,0.3538,,,-0.0877,-0.099,,,,,,,,keep,,,velocity,,,,Negative no-op-adjusted style on Distinct5
distinct5_512__SaMST__style_high_damage,distinct5-512/full,SaMST,distinct5_stress,style_high_damage,,e15,,,0.7247,0.6255,,,0.0558,0.0446,,,,,,,,keep,OMF,,velocity,,,,"High raw style, severe LPIPS / ArtFID collapse"
distinct5_512__LBM__flow_loss_mse_vs_huber_vs_l1,distinct5-512/full,LBM,metric_validation,flow_loss_mse_vs_huber_vs_l1,,invalidated_by_config_audit,,,,,,,,,,,,,,,,required,euler_legacy,legacy_factorized,velocity,,,,"Originally planned as a matched flow-loss kernel validation, but post-run config audit showed resolved objective_mode=omf with w_flow=0.0, so changing loss_type did not activate the intended probe path. Results are operationally useful but theoretica"
distinct5_512__LBM__endpoint_metric_ablation_repaired,distinct5-512/full,LBM,metric_validation,endpoint_metric_ablation_repaired,,completed,,,,,,,,,,,,,,,,required,euler_legacy,legacy_factorized,velocity,,,,"Activated replacement for the invalidated near-null flow-loss trio is now complete for MSE, Huber, and L1. Best repaired points remain clearly worse than the reviewed H mainline on LPIPS: MSE e1=0.6998/0.5170, Huber e1=0.6929/0.3557, and L1 e3=0.6911"
distinct5_512__LBM__sa_swd_semantic_vs_random,distinct5-512/full,LBM,metric_validation,sa_swd_semantic_vs_random,,semantic_and_random_completed,,,,,,,,,,,,,,,,required,euler_legacy,legacy_factorized,velocity,,,,"Fixed-base semantic-vs-random SA-SWD packet is now fully landed. Semantic arm completed normally; random arm also completed and produced epoch_0001..0003 summaries, but it remained a severe runtime anomaly throughout training and is admissible only a"
legacy256_overfit50__SaMAM__latent_probe4,legacy256/50x50,SaMAM,latent_baseline,latent_probe4,,step_05000,,,,,,,,,,,retained checkpoint reached and lane ,,,,,hold,,,velocity,,,,"Bounded latent baseline side quest reached the first retained checkpoint `step-step=005000.ckpt`, after which the lane was stopped cleanly to free the only allowed GPU slot. This closes the intended `legacy256_overfit50` latent SaMAM retained-packet "
distinct5_512__LBM__tokenizer_code_to_execution_alignment,distinct5-512/full,LBM,theory_validation,tokenizer_code_to_execution_alignment,,H_e1_checkpoint_recovery_pending,,,,,,,,,,,,,,,,required,euler_legacy,legacy_factorized,velocity,,,,"Formal code-vs-executed-output geometry probe for the current style-id tokenizer story. Remote clean worktree was synced to branch head `ebb194669` before launch, but the selected H-family `epoch_0001` checkpoint payload was not found under the searc"
distinct5_512__LBM__tokenizer_localization,distinct5-512/full,LBM,theory_validation,tokenizer_localization,,L_e1_stylebranch_seed42_b44,,,epoch_0003,0.690619,,,0.010497,0.319595,,,,,,,,completed,euler_legacy,legacy_factorized,velocity,,,,SchrodingerBridge/docs/experiments/2026-06-03-tokenizer-localization/README.md
distinct5_512__LBM_vs_SaMAM_vs_SaMST__time_to_parity_curve,distinct5-512/full,LBM_vs_SaMAM_vs_SaMST,efficiency_validation,time_to_parity_curve,,artifact_v1,,,,,,,,,,,training-only wall clock; ,,,,,required,euler_legacy,legacy_factorized,velocity,,,,"Same-scope Distinct5 full timing artifact generated. LBM is represented by reviewed operating-point records, SaMAM by the indexed partial curve, and SaMST by the current e15 operating-point record. This replaces mixed anecdotal speed prose, but the c"
distinct5_512__LBM__path_stability_probe_e1_matched,distinct5-512/full,LBM,theory_validation,path_stability_probe_e1_matched,,completed,,,,,,,,,,,,,,,,completed,euler_legacy,legacy_factorized,velocity,,,,SchrodingerBridge/docs/experiments/2026-06-03-path-stability-launch-status.md
distinct5_512__LBM__H_base__path_kinetic_base__seed42,distinct5-512/full,LBM,theory_validation,H_base__path_kinetic_base__seed42,,epoch_0001_partial,,,,,,,,,,,,,,,,interrupted,euler_legacy,legacy_factorized,velocity,,,,SchrodingerBridge/docs/experiments/2026-06-03-path-stability-launch-status.md
distinct5_512__SaMAM__latent_samecost_11g_gate_failed,distinct5-512/full,SaMAM,latent_baseline,latent_samecost_11g_gate_failed,,health_check_30s,,,,,,,,,,,0.5,,,,,drop,,,velocity,,,,Formal Distinct5 latent SaMAM same-cost launch audit on the reviewed 3060. Attempt 1 with batch1 plus gradient checkpointing crossed about 12065 MiB at the 30s gate. Attempt 2 using 16-mixed crashed in mamba selective_scan because float32 was require
distinct5_512__SaMST__latent_samecost_preflight_near_pass,distinct5-512/full,SaMST,latent_baseline,latent_samecost_preflight_near_pass,,health_check_30s,,,,,,,,,,,0.5,,,,,hold,OMF,,velocity,,,,Formal Distinct5 latent SaMST same-cost preflight on the reviewed 3060. The first two attempts failed in the wrapper path before training because the style exemplar contract did not match the packed latent cache. After repairing manifest-aware exempl
distinct5_512__SaMST__latent_samecost_b50_fast,distinct5-512/full,SaMST,latent_baseline,latent_samecost_b50_fast,,ckpt_epoch_1_batch_id_50,,,0.6104,0.7296,,,,,,,,,,,,drop,OMF,,velocity,,,,"Nearest retained point to about 2 minutes. Fast eval packet is structurally collapsed: transfer clip_dir=0.0, clip_content=0.0, and per-target clip_style stays constant across all sources. This is negative same-cost evidence, not a promotable baselin"
distinct5_512__SaMST__latent_samecost_b300_fast,distinct5-512/full,SaMST,latent_baseline,latent_samecost_b300_fast,,ckpt_epoch_1_batch_id_300,,,0.6104,0.7296,,,,,,,,,,,,drop,OMF,,velocity,,,,"Nearest retained point to about 10 minutes. Fast eval is operationally indistinguishable from the earlier point: transfer clip_dir=0.0, clip_content=0.0, and the same fixed per-target clip_style constants remain. More training time did not recover a "
distinct5_512__img2img_turbo__remote_smoke_offline_cache_blocked,distinct5-512/full,img2img_turbo,lora_baseline,remote_smoke_offline_cache_blocked,,,,,,,,,,,,,,,,,,hold,,,velocity,,,,"Remote host-owned smoke launcher now syncs the repo, materializes a smoke-only target-specific Distinct5 dataset, and binds to a dedicated img2img-turbo env. Import and version blockers were pushed forward from missing wandb to peft and then to a ded"
distinct5_512__img2img_turbo__remote_smoke_runtime_oom,distinct5-512/full,img2img_turbo,lora_baseline,remote_smoke_runtime_oom,,,,,,,,,,,,,,,,,,hold,,,velocity,,,,"The remote line is now materially beyond the offline bootstrap blocker: a local sd-turbo snapshot was synced to the owner surface, and the code path was repaired to honor pretrained_model_name_or_path instead of hard-coding stabilityai/sd-turbo. Unde"
distinct5_512__img2img_turbo__remote_smoke_runtime_oom_rank4_vae2,distinct5-512/full,img2img_turbo,lora_baseline,remote_smoke_runtime_oom_rank4_vae2,,,,,,,,,,,,,,,,,,hold,,,velocity,,,,"The code path was further repaired so scheduler, tokenizer, text encoder, VAE, and U-Net all honor a local pretrained root. With a dedicated img2img_turbo312 env, a local sd-turbo snapshot on the remote owner surface, fp16, gradient checkpointing, TF"
distinct5_512__LBM__inmortal_k_spatial_b16,distinct5-512/full,LBM,mainline_improvement,inmortal_k_spatial_b16,,epoch_0006,,,0.6615,0.3504,,,,,,,8 epoch,,,,,drop,euler_legacy,legacy_factorized,velocity,,,,First inmortal kinetic-only packet. Spatial low/high-frequency split plus curvature smoothing is machine-safe at batch 16 and fully evaluated through epoch 8. Best transfer point is epoch_0006 with clip_style/content_lpips = 0.6615/0.3504. The packet
distinct5_512__LBM__inmortal_k_manifold_b16,distinct5-512/full,LBM,mainline_improvement,inmortal_k_manifold_b16,,epoch_0006,,,0.6629,0.3349,,,,,,,8 epoch,,,,,hold,euler_legacy,legacy_factorized,velocity,,,,"Manifold-adaptive kinetic packet. Best retained transfer point is epoch_0006 with clip_style/content_lpips = 0.6629/0.3349. Relative to K_spatial, this is a mild but consistent content-preserving improvement, but it still does not raise the style cei"
distinct5_512__LBM__inmortal_xpred_bary_b40,distinct5-512/full,LBM,mainline_improvement,inmortal_xpred_bary_b40,,epoch_0007,,,0.7161,0.7176,,,,,,,8 epoch,,,,,hold,euler_legacy,legacy_factorized,velocity,,,,Endpoint prediction plus barycentric target smoothing is the first inmortal packet to push the transfer style ceiling into the 0.71 band. Best retained transfer point is epoch_0007 with clip_style/content_lpips = 0.7161/0.7176. This is a real style-c
distinct5_512__LBM__inmortal_xpred_kmanifold_b32,distinct5-512/full,LBM,mainline_improvement,inmortal_xpred_kmanifold_b32,,epoch_0007,,,0.7259,0.6863,,,,,,,8 epoch,,,,,keep,euler_legacy,legacy_factorized,velocity,,,,Snapshot-matched repaired x-pred packet. The drifting-mainline rerun was not paper-safe because the checkpoint loaded non-strictly against a changed tokenizer/model schema; the trusted read comes from `full_eval_fast_snapshot` using run-local source.
distinct5_512__LBM__inmortal_xpred_phighpass_b28,distinct5-512/full,LBM,mainline_improvement,inmortal_xpred_phighpass_b28,,epoch_0006,,,0.6803,0.7748,,,,,,,8 epoch,,,,,drop,euler_legacy,legacy_factorized,velocity,,,,Snapshot-matched proximal-only repair attempt. The automatic post-train eval was not used as evidence because it loaded from the drifting repo-root source. Trusted `full_eval_fast_snapshot` shows a clean negative closure: best retained transfer point
distinct5_512__LBM__inmortal_xpred_kmanifold_phighpass_b32,distinct5-512/full,LBM,mainline_improvement,inmortal_xpred_kmanifold_phighpass_b32,,epoch_0006,,,0.6657,0.7878,,,,,,,8 epoch,,,,,drop,euler_legacy,legacy_factorized,velocity,,,,Snapshot-matched combo repair attempt. The automatic post-train eval was not used as evidence because it loaded from the drifting repo-root source. Trusted `full_eval_fast_snapshot` shows a stronger negative closure than the standalone proximal packe
distinct5_512__LBM__inmortal_xpred_kmanifold_pmod_b32,distinct5-512/full,LBM,mainline_improvement,inmortal_xpred_kmanifold_pmod_b32,,epoch_0007,,,0.7153,0.7305,,,,,,,8 epoch,,,,,hold,euler_legacy,legacy_factorized,velocity,,,,Snapshot-matched modulation repair attempt. The automatic post-train eval was not used as evidence because it still loaded through the drifting repo-root source path. Trusted `full_eval_fast_snapshot` shows the strongest proximal result so far: best 
distinct5_512__LBM__inmortal_xpred_kmanifold_pattn_b16,distinct5-512/full,LBM,mainline_improvement,inmortal_xpred_kmanifold_pattn_b16,,epoch_0006,,,0.7289,0.637,,,,,,,8 epoch,,,,,keep,euler_legacy,legacy_factorized,velocity,,,,Snapshot-matched cross-attention proximal repair. The automatic post-train eval was not used as evidence because it still materialized the checkpoint through the drifting repo-root path. Trusted `full_eval_fast_snapshot` gives a new promoted point: b
distinct5_512__LBM__inmortal_xpred_kmanifold_pattn_b16_e12_continue,distinct5-512/full,LBM,mainline_improvement,inmortal_xpred_kmanifold_pattn_b16_e12_continue,,epoch_0011,,,0.7289,0.6211,,,,,,,12 epoch,,,,,keep,euler_legacy,legacy_factorized,velocity,,,,Same-family continuation after the first promoted cross-attention proximal frontier. Trusted snapshot-matched `e9-e12` rerun selects epoch_0011 with transfer clip_style/content_lpips = 0.7289/0.6211 and full = 0.7352/0.6113. Relative to the earlier 8
distinct5_512__LBM__inmortal_xpred_kmanifold_pattn_stokes_from_pattn_b16,distinct5-512/full,LBM,mainline_improvement,inmortal_xpred_kmanifold_pattn_stokes_from_pattn_b16,,epoch_0013,,,0.7274,0.6033,,,,,,,16 epoch,,,,,keep,euler_legacy,legacy_factorized,velocity,,,,Late weak-Stokes fine-tune from the promoted Pattn continuation. Trusted `full_eval_fast_snapshot` selects epoch_0013 with transfer clip_style/content_lpips = 0.7274/0.6033 and full = 0.7356/0.5915. Relative to the previous promoted Pattn continuatio
distinct5_512__LBM__inmortal_xpred_kmanifold_pattn_stokes002_from_pattn_b16,distinct5-512/full,LBM,mainline_improvement,inmortal_xpred_kmanifold_pattn_stokes002_from_pattn_b16,,epoch_0013,,,0.7307,0.6183,,,,,,,16 epoch,,,,,keep,euler_legacy,legacy_factorized,velocity,,,,Late weaker-Stokes fine-tune from the same Pattn continuation. Trusted `full_eval_fast_snapshot` selects epoch_0013 with transfer clip_style/content_lpips = 0.7307/0.6183 and full = 0.7372/0.6069. Relative to the `0.05` late-Stokes frontier at 0.7274
distinct5_512__LBM__inmortal_xpred_kmanifold_pattn_aniso_b16,distinct5-512/full,LBM,mainline_improvement,inmortal_xpred_kmanifold_pattn_aniso_b16,,epoch_0001,,,0.7136,0.5931,,,,,,,8 epoch,,,,,drop,euler_legacy,legacy_factorized,velocity,,,,Snapshot-matched anisotropic transport repair on top of the promoted Pattn family. Best retained point is the early tradeoff epoch_0001 with transfer clip_style/content_lpips = 0.7136/0.5931; full = 0.7184/0.5878. This does buy a lower-LPIPS early po
distinct5_512__LBM__inmortal_xpred_kmanifold_pattn_stokes_b16,distinct5-512/full,LBM,mainline_improvement,inmortal_xpred_kmanifold_pattn_stokes_b16,,epoch_0003,,,0.7193,0.6222,,,,,,,8 epoch,,,,,hold,euler_legacy,legacy_factorized,velocity,,,,Snapshot-matched Stokes transport repair on top of the promoted Pattn family. Best retained point under the current selection rule is epoch_0003 with transfer clip_style/content_lpips = 0.7193/0.6222; full = 0.7257/0.6138. This is clearly better than
distinct5_512__LBM__inmortal_xpred_kmanifold_pattn_stokes_b16_e12_continue,distinct5-512/full,LBM,mainline_improvement,inmortal_xpred_kmanifold_pattn_stokes_b16_e12_continue,,epoch_0009,,,0.7112,0.5653,,,,,,,12 epoch,,,,,hold,euler_legacy,legacy_factorized,velocity,,,,"Same-family continuation after the Stokes tradeoff packet. Trusted snapshot-matched `e9-e12` rerun selects epoch_0009 with transfer clip_style/content_lpips = 0.7112/0.5653 and full = 0.7219/0.5554. Relative to the earlier 8-epoch Stokes point, LPIPS"
distinct5_512__LBM__inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4wide_reseed_from_e13_b8a2,distinct5-512/full,LBM,mainline_improvement,inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4wide_reseed_from_e13_b8a2,,epoch_0003,,,0.7009,0.4726,,,0.0208,,,,e3=519.71,,,,,hold,euler_legacy,legacy_factorized,velocity,,,,"Explicit 4-epoch hold before wide release slightly improves the clamp-release family selected e3 point to 0.7009/0.4726, but later 1.60 release still decays the curve. This closes as a positive incremental recovery-family result and points the next r"
distinct5_512__LBM__inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_b8a2,distinct5-512/full,LBM,mainline_improvement,inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_b8a2,,epoch_0008,,,0.6679,0.2877,,,-0.0122,,,,e8=1423.74,,,,,hold,euler_legacy,legacy_factorized,velocity,,,,"Positive geometry-anchor closure. Hold4mid collapses onto a very stable low-LPIPS basin around transfer 0.667 and all-pairs 0.701, but style never escalates enough to threaten the headline frontier. Treat this family as a geometry-control anchor, not"
distinct5_512__LBM__inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4slowmid_reseed_from_e13_b8a2,distinct5-512/full,LBM,mainline_improvement,inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4slowmid_reseed_from_e13_b8a2,,epoch_0012,,,0.6673,0.2898,,,-0.0128,,,,e12=2024.73,,,,,hold,euler_legacy,legacy_factorized,velocity,,,,"Near-tie negative closure. Hold4SlowMid preserves the same ultra-low-LPIPS regime as Hold4Mid, but does not improve it. It is therefore evidence against spending more time on single-stage release smoothing and in favor of a genuinely different late s"
inmortal_k_spatial_seed42_b16/selected,distinct5-512/full,LBM,K_spatial,k spatial,16,0006,0.661454,0.350376,0.692396,0.341516,,,,,,,,,,,,completed,,,velocity,,,,"Negative-to-neutral kinetic-only packet. Stable, but did not lift the style ceiling."
inmortal_k_manifold_seed42_b16/selected,distinct5-512/full,LBM,K_manifold,k manifold,16,0006,0.662877,0.33487,0.694868,0.326015,,,,,,,,,,,,completed,,,velocity,,,,"Slightly stronger content-preserving kinetic packet. Better than K_spatial, but still not a style-ceiling solution by itself."
inmortal_k_spectral_seed42_b12/selected,distinct5-512/full,LBM,K_spectral_b12,k spectral b12,12,0002,0.678779,0.363693,0.710138,0.352158,,,,,,,,,,,,completed,,,velocity,,,,"Safety-corrected spectral kinetic packet. Stable under the machine contract, but worse on LPIPS than K_manifold and not a ceiling-lifting frontier."
inmortal_xpred_structot_seed42_b16/selected,distinct5-512/full,LBM,XPred_plus_StructOT,xpred plus structot,16,0005,0.718988,0.558858,0.730218,0.550967,,,,,,,,,,,,completed,,,endpoint,,,,"Positive structure-aware OT control. Produces a meaningful low-LPIPS tradeoff by e5, but still trails the promoted Pattn/Stokes frontier."
inmortal_xpred_kmanifold_pattn_edgegated_anisostokes_queue_from_e13_seed42_b8a2/selected,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_EdgeGatedAnisoStokesQueue,xpred plus kmanifold plus pattn then edgegatedanisostokesqueue,8,0017,0.71,0.574636,0.717337,0.569924,,,,,,,,,,,,completed,,,endpoint,,,,"Negative closure. Edge-gated anisotropic pressure briefly recovers style at e17, but destroys the parent e13 low-LPIPS frontier and does not earn promotion."
inmortal_xpred_teacher_endpoint_seed42_b16/selected,distinct5-512/full,LBM,XPred_plus_EndpointTeacher,xpred plus endpointteacher,16,0005,0.715881,0.555456,0.727629,0.547257,,,,,,,,,,,,completed,,,endpoint,,,,"Positive teacher-only smoothing control. Slightly improves the low-LPIPS tradeoff relative to StructOT at a similar style band, but still remains below the promoted Pattn/Stokes frontier."
inmortal_xpred_bary_seed42_b16/selected,distinct5-512/full,LBM,XPred_Barycenter,xpred barycenter,16,0005,0.725521,0.614892,0.731904,0.607407,,,,,,,,,,,,completed,,,endpoint,,,,"Lower-batch barycentric endpoint packet. Shows the same strong style-ceiling signal as the b40 rerun with materially better LPIPS, but still remains far from the target LPIPS band."
inmortal_xpred_bary_seed42_b40/selected,distinct5-512/full,LBM,XPred_Barycenter,xpred barycenter,40,0007,0.716126,0.717577,0.718668,0.710442,,,,,,,,,,,,completed,,,endpoint,,,,"Strong style-ceiling packet. Reaches near-target style, but content damage remains catastrophic."
