experiment_id,dataset,method,family,sub_family,batch,epoch,transfer_clip_style,transfer_lpips,allpairs_clip_style,allpairs_lpips,id_clip_style,id_lpips,delta_idt_transfer,delta_idt_full,epoch_time_s,train_wall_s,train_wall_min,infer_ms_per_img,eval_wall_s,cuda_gb,location,status,solver,tokenizer,prediction,kinetic,proximal,attention,notes
aaai2027_inmortal_xpred_teacher_endpoint_seed42_b16/epoch_0006,distinct5-512/full,LBM,XPred_plus_EndpointTeacher,xpred plus endpointteacher,16,0006,0.712441,0.558641,0.724355,0.550702,,,,,110.419532,668.737262,11.1,,,2.838441,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,global_l2,off,SemanticCrossAttn,
aaai2027_inmortal_xpred_teacher_endpoint_seed42_b16/epoch_0007,distinct5-512/full,LBM,XPred_plus_EndpointTeacher,xpred plus endpointteacher,16,0007,0.711463,0.558148,0.723298,0.548945,,,,,110.0604,778.797662,13,,,2.838441,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,global_l2,off,SemanticCrossAttn,
aaai2027_inmortal_xpred_teacher_endpoint_seed42_b16/epoch_0008,distinct5-512/full,LBM,XPred_plus_EndpointTeacher,xpred plus endpointteacher,16,0008,0.71026,0.549531,0.722608,0.540776,,,,,110.513197,889.31086,14.8,,,2.838441,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,global_l2,off,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_edgegated_anisostokes_queue_from_e13_seed42_b8a2/epoch_0014,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_EdgeGatedAnisoStokesQueue,xpred plus kmanifold plus pattn then edgegatedanisostokesqueue,8,0014,0.694478,0.578006,0.699688,0.573627,,,,,184.003088,184.003088,3.1,,,3.444584,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_edgegated_anisostokes_queue_from_e13_seed42_b8a2/epoch_0015,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_EdgeGatedAnisoStokesQueue,xpred plus kmanifold plus pattn then edgegatedanisostokesqueue,8,0015,0.692266,0.580977,0.697456,0.57619,,,,,181.082091,365.085179,6.1,,,3.444584,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_edgegated_anisostokes_queue_from_e13_seed42_b8a2/epoch_0016,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_EdgeGatedAnisoStokesQueue,xpred plus kmanifold plus pattn then edgegatedanisostokesqueue,8,0016,0.69334,0.594233,0.698689,0.589445,,,,,178.969053,544.054231,9.1,,,3.444584,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_edgegated_anisostokes_queue_from_e13_seed42_b8a2/epoch_0017,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_EdgeGatedAnisoStokesQueue,xpred plus kmanifold plus pattn then edgegatedanisostokesqueue,8,0017,0.71,0.574636,0.717337,0.569924,,,,,180.038065,724.092297,12.1,,,3.444584,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_edgegated_anisostokes_queue_from_e13_seed42_b8a2/epoch_0018,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_EdgeGatedAnisoStokesQueue,xpred plus kmanifold plus pattn then edgegatedanisostokesqueue,8,0018,0.69561,0.604107,0.700555,0.597783,,,,,180.212185,904.304482,15.1,,,3.444584,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_edgegated_anisostokes_queue_from_e13_seed42_b8a2/epoch_0019,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_EdgeGatedAnisoStokesQueue,xpred plus kmanifold plus pattn then edgegatedanisostokesqueue,8,0019,0.699895,0.613958,0.704994,0.607899,,,,,179.993447,1084.297929,18.1,,,3.444584,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_edgegated_anisostokes_queue_from_e13_seed42_b8a2/epoch_0020,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_EdgeGatedAnisoStokesQueue,xpred plus kmanifold plus pattn then edgegatedanisostokesqueue,8,0020,0.693616,0.659015,0.697059,0.651466,,,,,179.721894,1264.019823,21.1,,,3.444584,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_from_e13_seed42_b8a2/epoch_0014,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueTrust,xpred plus kmanifold plus pattn then anisostokesqueuetrust,8,0014,0.69415,0.5785,0.699604,0.574244,,,,,186.909774,186.909774,3.1,,,3.444587,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_from_e13_seed42_b8a2/epoch_0015,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueTrust,xpred plus kmanifold plus pattn then anisostokesqueuetrust,8,0015,0.693374,0.57857,0.698682,0.573983,,,,,183.692636,370.60241,6.2,,,3.444587,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_from_e13_seed42_b8a2/epoch_0016,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueTrust,xpred plus kmanifold plus pattn then anisostokesqueuetrust,8,0016,0.693806,0.595642,0.698741,0.590916,,,,,182.194622,552.797031,9.2,,,3.444587,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_from_e13_seed42_b8a2/epoch_0017,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueTrust,xpred plus kmanifold plus pattn then anisostokesqueuetrust,8,0017,0.709465,0.575088,0.716807,0.570339,,,,,181.706396,734.503428,12.2,,,3.444587,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_from_e13_seed42_b8a2/epoch_0018,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueTrust,xpred plus kmanifold plus pattn then anisostokesqueuetrust,8,0018,0.699494,0.611743,0.704252,0.604889,,,,,181.827024,916.330451,15.3,,,3.444587,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_from_e13_seed42_b8a2/epoch_0019,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueTrust,xpred plus kmanifold plus pattn then anisostokesqueuetrust,8,0019,0.695907,0.636652,0.69987,0.629672,,,,,181.907991,1098.238443,18.3,,,3.444587,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_from_e13_seed42_b8a2/epoch_0020,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueTrust,xpred plus kmanifold plus pattn then anisostokesqueuetrust,8,0020,0.688844,0.67866,0.692411,0.67264,,,,,182.071579,1280.310022,21.3,,,3.444587,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_from_e13_seed42_b8a2/epoch_0021,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueTrust,xpred plus kmanifold plus pattn then anisostokesqueuetrust,8,0021,0.695875,0.66924,0.699146,0.661729,,,,,182.131752,1462.441774,24.4,,,3.444587,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_from_e13_seed42_b8a2/epoch_0022,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueTrust,xpred plus kmanifold plus pattn then anisostokesqueuetrust,8,0022,0.692411,0.685239,0.694303,0.677762,,,,,182.663093,1645.104867,27.4,,,3.444587,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_from_e13_seed42_b8a2/epoch_0023,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueTrust,xpred plus kmanifold plus pattn then anisostokesqueuetrust,8,0023,0.693121,0.679412,0.696035,0.671238,,,,,182.14794,1827.252807,30.5,,,3.444587,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_from_e13_seed42_b8a2/epoch_0024,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueTrust,xpred plus kmanifold plus pattn then anisostokesqueuetrust,8,0024,0.695259,0.688676,0.697794,0.680657,,,,,181.603765,2008.856571,33.5,,,3.444587,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleasewide_reseed_from_e13_seed42_b8a2/epoch_0001,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampReleaseWideReseed,xpred plus kmanifold plus pattn then anisostokesqueueclampreleasewidereseed,8,0001,0.707516,0.529768,0.719815,0.523655,,,,,194.66285,194.66285,3.2,,,3.444519,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleasewide_reseed_from_e13_seed42_b8a2/epoch_0002,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampReleaseWideReseed,xpred plus kmanifold plus pattn then anisostokesqueueclampreleasewidereseed,8,0002,0.698269,0.555315,0.708914,0.548266,,,,,200.528432,395.191282,6.6,,,3.444519,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleasewide_reseed_from_e13_seed42_b8a2/epoch_0003,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampReleaseWideReseed,xpred plus kmanifold plus pattn then anisostokesqueueclampreleasewidereseed,8,0003,0.698907,0.493122,0.714275,0.488022,,,,,306.375676,701.566958,11.7,,,3.444519,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleasewide_reseed_from_e13_seed42_b8a2/epoch_0004,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampReleaseWideReseed,xpred plus kmanifold plus pattn then anisostokesqueueclampreleasewidereseed,8,0004,0.692754,0.523041,0.706509,0.516992,,,,,180.631539,882.198497,14.7,,,3.444519,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleasewide_reseed_from_e13_seed42_b8a2/epoch_0005,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampReleaseWideReseed,xpred plus kmanifold plus pattn then anisostokesqueueclampreleasewidereseed,8,0005,0.691186,0.529487,0.704354,0.523299,,,,,169.55602,1051.754517,17.5,,,3.444519,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleasewide_reseed_from_e13_seed42_b8a2/epoch_0006,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampReleaseWideReseed,xpred plus kmanifold plus pattn then anisostokesqueueclampreleasewidereseed,8,0006,0.68682,0.526523,0.702487,0.518267,,,,,169.441398,1221.195915,20.4,,,3.444519,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleasewide_reseed_from_e13_seed42_b8a2/epoch_0007,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampReleaseWideReseed,xpred plus kmanifold plus pattn then anisostokesqueueclampreleasewidereseed,8,0007,0.690846,0.486782,0.70856,0.478987,,,,,237.85677,1459.052685,24.3,,,3.444519,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleasewide_reseed_from_e13_seed42_b8a2/epoch_0008,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampReleaseWideReseed,xpred plus kmanifold plus pattn then anisostokesqueueclampreleasewidereseed,8,0008,0.686704,0.519321,0.701651,0.510846,,,,,374.061322,1833.114007,30.6,,,3.444519,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleasewide_reseed_from_e13_seed42_b8a2/epoch_0009,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampReleaseWideReseed,xpred plus kmanifold plus pattn then anisostokesqueueclampreleasewidereseed,8,0009,0.688879,0.501745,0.705491,0.494386,,,,,229.760977,2062.874984,34.4,,,3.444519,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleasewide_reseed_from_e13_seed42_b8a2/epoch_0010,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampReleaseWideReseed,xpred plus kmanifold plus pattn then anisostokesqueueclampreleasewidereseed,8,0010,0.68606,0.515772,0.701933,0.507199,,,,,178.676332,2241.551316,37.4,,,3.444519,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleasewide_reseed_from_e13_seed42_b8a2/epoch_0011,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampReleaseWideReseed,xpred plus kmanifold plus pattn then anisostokesqueueclampreleasewidereseed,8,0011,0.684468,0.506429,0.700651,0.498901,,,,,171.364236,2412.915552,40.2,,,3.444519,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleasewide_reseed_from_e13_seed42_b8a2/epoch_0012,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampReleaseWideReseed,xpred plus kmanifold plus pattn then anisostokesqueueclampreleasewidereseed,8,0012,0.684749,0.503144,0.701447,0.495443,,,,,228.129283,2641.044835,44,,,3.444519,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleasewide_reseed_from_e13_seed42_b8a2/epoch_0013,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampReleaseWideReseed,xpred plus kmanifold plus pattn then anisostokesqueueclampreleasewidereseed,8,0013,0.689842,0.491038,0.706642,0.483659,,,,,181.289104,2822.333939,47,,,3.444519,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleasewide_reseed_from_e13_seed42_b8a2/epoch_0014,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampReleaseWideReseed,xpred plus kmanifold plus pattn then anisostokesqueueclampreleasewidereseed,8,0014,0.683561,0.509809,0.699434,0.501727,,,,,171.940695,2994.274634,49.9,,,3.444519,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleasewide_reseed_from_e13_seed42_b8a2/epoch_0015,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampReleaseWideReseed,xpred plus kmanifold plus pattn then anisostokesqueueclampreleasewidereseed,8,0015,0.682941,0.505982,0.699498,0.497651,,,,,172.139464,3166.414099,52.8,,,3.444519,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleasewide_reseed_from_e13_seed42_b8a2/epoch_0016,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampReleaseWideReseed,xpred plus kmanifold plus pattn then anisostokesqueueclampreleasewidereseed,8,0016,0.683283,0.511513,0.698921,0.503088,,,,,172.29382,3338.707919,55.6,,,3.444519,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4wide_reseed_from_e13_seed42_b8a2/epoch_0001,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4WideReseed,xpred plus kmanifold plus pattn then anisostokesqueueclamphold4widereseed,8,0001,0.706654,0.513655,0.720872,0.507499,,,,,175.083911,175.083911,2.9,,,3.444519,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4wide_reseed_from_e13_seed42_b8a2/epoch_0002,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4WideReseed,xpred plus kmanifold plus pattn then anisostokesqueueclamphold4widereseed,8,0002,0.701518,0.54619,0.713312,0.539007,,,,,172.885514,347.969425,5.8,,,3.444519,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4wide_reseed_from_e13_seed42_b8a2/epoch_0003,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4WideReseed,xpred plus kmanifold plus pattn then anisostokesqueueclamphold4widereseed,8,0003,0.700943,0.472576,0.718882,0.467091,,,,,171.744032,519.713458,8.7,,,3.444519,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4wide_reseed_from_e13_seed42_b8a2/epoch_0004,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4WideReseed,xpred plus kmanifold plus pattn then anisostokesqueueclamphold4widereseed,8,0004,0.696752,0.531753,0.709935,0.525498,,,,,204.503963,724.21742,12.1,,,3.444519,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4wide_reseed_from_e13_seed42_b8a2/epoch_0005,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4WideReseed,xpred plus kmanifold plus pattn then anisostokesqueueclamphold4widereseed,8,0005,0.696512,0.514103,0.711251,0.507469,,,,,186.983327,911.200747,15.2,,,3.444519,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4wide_reseed_from_e13_seed42_b8a2/epoch_0006,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4WideReseed,xpred plus kmanifold plus pattn then anisostokesqueueclamphold4widereseed,8,0006,0.688552,0.522562,0.704064,0.514543,,,,,170.8234,1082.024147,18,,,3.444519,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4wide_reseed_from_e13_seed42_b8a2/epoch_0007,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4WideReseed,xpred plus kmanifold plus pattn then anisostokesqueueclamphold4widereseed,8,0007,0.691433,0.500387,0.708712,0.492253,,,,,170.778761,1252.802908,20.9,,,3.444519,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4wide_reseed_from_e13_seed42_b8a2/epoch_0008,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4WideReseed,xpred plus kmanifold plus pattn then anisostokesqueueclamphold4widereseed,8,0008,0.689909,0.509159,0.705877,0.500998,,,,,170.096258,1422.899166,23.7,,,3.444519,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4wide_reseed_from_e13_seed42_b8a2/epoch_0009,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4WideReseed,xpred plus kmanifold plus pattn then anisostokesqueueclamphold4widereseed,8,0009,0.689611,0.493706,0.706825,0.486971,,,,,169.449347,1592.348512,26.5,,,3.444519,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4wide_reseed_from_e13_seed42_b8a2/epoch_0010,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4WideReseed,xpred plus kmanifold plus pattn then anisostokesqueueclamphold4widereseed,8,0010,0.686534,0.506803,0.703014,0.499076,,,,,171.199774,1763.548286,29.4,,,3.444519,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4wide_reseed_from_e13_seed42_b8a2/epoch_0011,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4WideReseed,xpred plus kmanifold plus pattn then anisostokesqueueclamphold4widereseed,8,0011,0.685002,0.494983,0.701388,0.488171,,,,,356.50937,2120.057655,35.3,,,3.444519,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4wide_reseed_from_e13_seed42_b8a2/epoch_0012,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4WideReseed,xpred plus kmanifold plus pattn then anisostokesqueueclamphold4widereseed,8,0012,0.68498,0.495064,0.702068,0.487974,,,,,402.295423,2522.353078,42,,,3.444519,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4wide_reseed_from_e13_seed42_b8a2/epoch_0013,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4WideReseed,xpred plus kmanifold plus pattn then anisostokesqueueclamphold4widereseed,8,0013,0.690088,0.484564,0.707618,0.477481,,,,,404.191317,2926.544396,48.8,,,3.444519,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4wide_reseed_from_e13_seed42_b8a2/epoch_0014,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4WideReseed,xpred plus kmanifold plus pattn then anisostokesqueueclamphold4widereseed,8,0014,0.684986,0.496819,0.702236,0.489305,,,,,597.706164,3524.25056,58.7,,,3.444519,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4wide_reseed_from_e13_seed42_b8a2/epoch_0015,distinct5-512/full,LBM,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4WideReseed,xpred plus kmanifold plus pattn then anisostokesqueueclamphold4widereseed,8,0015,0.684612,0.493772,0.702315,0.486175,,,,,880.526395,4404.776955,73.4,,,3.444519,Remote_3060,completed,euler_legacy,legacy_factorized,endpoint,manifold_adaptive+aniso+stokes,crossattn_texture,SemanticCrossAttn,
