epoch,loss,distill,code,code_pred_norm,code_ref_norm,cycle,struct,edge,stroke_gram,color_moment,push,delta_tv,style_spatial_tv,nce,semigroup,w_cycle_eff,w_struct_eff,w_edge_eff,w_nce_eff,w_semigroup_eff,transfer_ratio,lr,epoch_time_sec
61,2.542733819253983,0.0,0.0,0.0,0.0,0.07508534169004809,0.21232722903932294,0.2964136790364019,0.02407627383757743,0.21916799721938948,0.0,0.11719952046029991,0.059079400428961364,0.3250816611032332,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,9.140576474687266e-05,169.01503539085388
62,2.5453320924312837,0.0,0.0,0.0,0.0,0.07529091618714794,0.21368878725315293,0.2996677765923162,0.024179371133927378,0.21838491121607442,0.0,0.1194823674797531,0.05893673385763841,0.3230235987613278,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,9.112678638360019e-05,168.27254343032837
63,2.5470745938439525,0.0,0.0,0.0,0.0,0.07537184033783213,0.21529292705799302,0.303675617782339,0.024084498136935216,0.2197997642741088,0.0,0.12072330665203833,0.058788204190110965,0.32262181767052217,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,9.084384631108886e-05,164.89073538780212
64,2.532912132240111,0.0,0.0,0.0,0.0,0.07472666614358464,0.21614552199119522,0.3042900899965917,0.024037628104129145,0.2170876263370437,0.0,0.12119081712538196,0.05865302449092269,0.32101720727739796,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,9.055697555690608e-05,168.47595524787903
65,2.520536357356656,0.0,0.0,0.0,0.0,0.07527878535010162,0.21683180061799864,0.303126183368506,0.023940475507368966,0.21648843105762236,0.0,0.12226832135310096,0.05850718742717178,0.3134563435469904,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,9.026620557966282e-05,168.57142567634583
66,2.530726112665669,0.0,0.0,0.0,0.0,0.07442825134362906,0.2171303901460863,0.30473708637779756,0.024005494283271894,0.2184709215596799,0.0,0.12264331793712993,0.05835496844543565,0.310640110844566,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,8.997156826556372e-05,164.9208323955536
67,2.5319425367539927,0.0,0.0,0.0,0.0,0.07609285053706938,0.21875282647388597,0.3059295455534612,0.02405718451125487,0.21820799621843523,0.0,0.1235088090742788,0.05823050810384654,0.307986905978572,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,8.967309592491055e-05,168.35282278060913
68,2.5128436511562717,0.0,0.0,0.0,0.0,0.07510350278067973,0.21977886611655836,0.308849603057869,0.023732626097156637,0.2174325862959508,0.0,0.125179372006847,0.05810271903511978,0.3095972488724416,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,8.937082128855894e-05,168.92167353630066
69,2.516726355398855,0.0,0.0,0.0,0.0,0.07622031861495587,0.22170041591650055,0.30999885823938156,0.0237386362371786,0.2180261400438124,0.0,0.12516120364589076,0.05798665090133586,0.3099734965832003,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,8.906477750432907e-05,165.47909712791443
70,2.508505841416697,0.0,0.0,0.0,0.0,0.0737556165324584,0.22009226102982798,0.3086092074311549,0.02361983342486764,0.2189262032869362,0.0,0.12475509977629108,0.05788534178188251,0.30321696725103164,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,8.875499813337071e-05,169.17689299583435
71,2.49955393518171,0.0,0.0,0.0,0.0,0.07538030482828617,0.22110420285213378,0.3082415811236828,0.02374082211134655,0.21567950241508022,0.0,0.12524091563518008,0.05775519338766894,0.29815453627417166,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,8.844151714648278e-05,165.3094892501831
72,2.5072951874425335,0.0,0.0,0.0,0.0,0.07542710724256692,0.22055790765631583,0.3118579278309499,0.02395660539097603,0.21472588193512732,0.0,0.1274645102300471,0.05764770632489554,0.2959833608399476,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,8.812436892038808e-05,168.24239683151245
73,2.5155039006663906,0.0,0.0,0.0,0.0,0.07592352720037583,0.22419077169991308,0.3155822872875198,0.023915398370234237,0.2164035355972667,0.0,0.12910228486984007,0.05754579810966407,0.2990123642187926,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,8.780358823396356e-05,166.05394005775452
74,2.503031825827014,0.0,0.0,0.0,0.0,0.07695182986677654,0.22388811403464887,0.3159801069526903,0.023764499297906316,0.21592584012016172,0.0,0.1292912191260726,0.05745342427924756,0.29480136822788944,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,8.747921026442633e-05,167.96766901016235
75,2.4921663826511753,0.0,0.0,0.0,0.0,0.07487676698233812,0.22282206507459765,0.3150259666144848,0.023789161711090034,0.21378721350864058,0.0,0.12902472585800193,0.057378814090043306,0.2902146390969715,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,8.715127058347619e-05,167.93975019454956
76,2.515745190843459,0.0,0.0,0.0,0.0,0.07570483138965022,0.22489248180100996,0.31901196558629313,0.023954636334711985,0.21637675556684693,0.0,0.13106265366678277,0.05726915326029543,0.29411318117091734,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,8.681980515339468e-05,166.08903646469116
77,2.491226895201591,0.0,0.0,0.0,0.0,0.07550069662712273,0.22486153869859635,0.3159014550187895,0.023569620852809278,0.21654990712000477,0.0,0.12966526777393395,0.05717368423938751,0.2890278549804803,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,8.648485032310149e-05,168.63097286224365
78,2.4813970183172533,0.0,0.0,0.0,0.0,0.07490912731736898,0.22600191230735472,0.31674802243228883,0.023600211855204355,0.21409198215171213,0.0,0.1308427017422453,0.057105157869837934,0.28561581581109957,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,8.614644282416834e-05,168.30643105506897
79,2.485479018380565,0.0,0.0,0.0,0.0,0.07530066061524614,0.22589836654163176,0.3181949736129853,0.023592295110105507,0.21545809218960424,0.0,0.13143091753966385,0.05703430508653964,0.2832157835965195,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,8.580461976679102e-05,165.82681822776794
80,2.487311231513177,0.0,0.0,0.0,0.0,0.07609046157449484,0.22694436382622488,0.3189373013954009,0.023706521155432828,0.21412942270117422,0.0,0.1320502556139423,0.05697735478620856,0.28367100565904574,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,8.545941863571975e-05,167.7124102115631
81,2.479488359343621,0.0,0.0,0.0,0.0,0.07489394027018739,0.2275850465821643,0.32316882283456866,0.02360383928903649,0.21343933003804377,0.0,0.13311178684835473,0.056913117833075025,0.2827113569984513,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,8.511087728614864e-05,167.92390751838684
82,2.4736142023917167,0.0,0.0,0.0,0.0,0.07620065232678767,0.22851809739105164,0.3249193675095035,0.023547129652973627,0.21251542794127617,0.0,0.1337565773977868,0.056837648168326385,0.28265443618499464,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,8.475903393956435e-05,168.07197260856628
83,2.471238503533025,0.0,0.0,0.0,0.0,0.07486308333013326,0.2277575975223895,0.32355526269924256,0.023516984453665152,0.2131055895118944,0.0,0.1335495408143728,0.05677864083179062,0.2789064686024381,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,8.440392717955477e-05,165.24770045280457
84,2.4637392893914254,0.0,0.0,0.0,0.0,0.07514835554625719,0.2285506454927306,0.3229919114420491,0.02342903240764093,0.21279859837264783,0.0,0.1339534352563562,0.05672959750518203,0.27643725227925087,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,8.40455959475778e-05,169.67227745056152
85,2.4787666989910986,0.0,0.0,0.0,0.0,0.07489791278156542,0.22906976637821044,0.3250581245989569,0.02356873376054629,0.21444106817005143,0.0,0.134103215630016,0.05664589164418078,0.2766042780731955,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,8.368407953869106e-05,165.004634141922
86,2.469758844183337,0.0,0.0,0.0,0.0,0.07562582636432301,0.23137926442488546,0.3298105738095699,0.023599791032592615,0.21111793810081098,0.0,0.13676386744144461,0.05661217489790532,0.2774987038104765,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,8.331941759724271e-05,167.55205130577087
87,2.47287283789727,0.0,0.0,0.0,0.0,0.07518940896637016,0.2303780822624122,0.32843809058108636,0.02354568964050662,0.21311939309441275,0.0,0.1363900438732197,0.05654829358982463,0.2754722314496194,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,8.2951650112524e-05,167.74058294296265
88,2.4883061714710726,0.0,0.0,0.0,0.0,0.07750604539028098,0.23241794842385477,0.33551652260845705,0.023704870085742687,0.21272050631382772,0.0,0.13841908746549197,0.05648007418119138,0.2842624421201406,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,8.258081741438397e-05,164.24295711517334
89,2.4718585764208147,0.0,0.0,0.0,0.0,0.07619257760985244,0.2306557148694992,0.33132450270556635,0.02345039244861372,0.21373401726445845,0.0,0.1367536338586961,0.056457840477026275,0.2765483329853704,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,8.22069601688069e-05,168.13256287574768
90,2.4637642752739692,0.0,0.0,0.0,0.0,0.07588746431734293,0.2315958994290521,0.3303742526519683,0.023427698843842073,0.21218494998831902,0.0,0.13669861384457158,0.056426801703750126,0.27572916231809125,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,8.183011937345273e-05,168.47053694725037
91,2.4431182184526996,0.0,0.0,0.0,0.0,0.07530562432422754,0.23120870327036228,0.3303973767305574,0.023221105930485552,0.21037117349764994,0.0,0.137415362882518,0.056367903151699615,0.2726571796642196,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,8.145033635316131e-05,168.58215761184692
92,2.4637220165421887,0.0,0.0,0.0,0.0,0.07500769107812835,0.23372180086951103,0.33307466535798963,0.02335414605125064,0.21358692946453248,0.0,0.13873078319574556,0.05630159002518462,0.2712809990250295,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,8.106765275542056e-05,165.62496280670166
93,2.4512999548066046,0.0,0.0,0.0,0.0,0.07667737844730577,0.23150155140507606,0.3322155512869358,0.023309126856826966,0.21110355920128285,0.0,0.13840277847503463,0.05625737446450418,0.27187454778580894,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,8.068211054579945e-05,168.5564947128296
94,2.4524005968724527,0.0,0.0,0.0,0.0,0.0754583984493248,0.23288361307594083,0.3323969643923544,0.023255782682568796,0.21236703268462612,0.0,0.13924736259204726,0.056211204433272925,0.2700272546780686,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,8.02937520033459e-05,168.60154676437378
95,2.457599267844231,0.0,0.0,0.0,0.0,0.07534232774689313,0.23295440044133894,0.3343230910118549,0.023400192584602103,0.21150371047758287,0.0,0.13923349766240967,0.05617992318565807,0.270261918464976,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,7.99026197159505e-05,165.36391639709473
96,2.4439278716041195,0.0,0.0,0.0,0.0,0.07639440293273618,0.23515325358077402,0.3396955751363308,0.023242728086188436,0.20943585590970132,0.0,0.14150039791580168,0.05614339926790807,0.27191688408774717,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,7.950875657567623e-05,168.29094314575195
97,2.459335915503963,0.0,0.0,0.0,0.0,0.07733041005990197,0.23566410029607435,0.34066244827643516,0.023313071653847734,0.21199833830037423,0.0,0.14193314764528506,0.056084131957182,0.2730983154427621,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,7.911220577405486e-05,168.5166072845459
98,2.441421366507007,0.0,0.0,0.0,0.0,0.07656026769789957,0.23467868157932836,0.33867944716926546,0.023300220168405963,0.20894009770164568,0.0,0.14132551993093184,0.05605618362765639,0.2663864052343753,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,7.871301079735051e-05,167.9341115951538
99,2.4495585339684642,0.0,0.0,0.0,0.0,0.07759422793864243,0.23638828609499238,0.3399537387153795,0.02328250185406256,0.21016823368207102,0.0,0.1412308615662398,0.056011768748923656,0.271833716441066,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,7.831121542179088e-05,165.58191657066345
100,2.4525389113733844,0.0,0.0,0.0,0.0,0.07531553377667742,0.235465329561022,0.3393340170864136,0.023376372011919177,0.21038034245852502,0.0,0.141370547454684,0.05596542866119454,0.2681589531562021,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,7.790686370876673e-05,169.59377193450928
101,2.4319309524951445,0.0,0.0,0.0,0.0,0.0761892204022696,0.23654417573444306,0.34208885556267155,0.023103841212427905,0.20850565771181737,0.0,0.14278494380414486,0.05593885960538061,0.2692582231135138,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,7.750000000000003e-05,167.55252861976624
102,2.4485739488755502,0.0,0.0,0.0,0.0,0.07658686413760146,0.23635087450665812,0.3446135121968485,0.023239884300217513,0.21052491070041734,0.0,0.14384603644570998,0.05594175037056688,0.26972937271479636,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,7.709066891268137e-05,165.11206007003784
103,2.4337873535771526,0.0,0.0,0.0,0.0,0.07577704503050735,0.23637877260485002,0.34278342019646396,0.023219688412462993,0.20801860094070435,0.0,0.14380154109770252,0.05592092212229487,0.26482094337622963,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,7.667891533457722e-05,168.19394207000732
104,2.452853356638262,0.0,0.0,0.0,0.0,0.07765727994903442,0.23754369870068565,0.3446315987215888,0.02335054466440793,0.2106517424746867,0.0,0.14460243813453183,0.055914164400629456,0.26510567722782014,0.0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.6000000238418579,0.0,1.0,7.626478441910747e-05,167.57721424102783
