probe_family,path_mode,encoded_code_a_vs_b_mean_abs,first_hires_block_gate1_a_vs_b_mean_abs,skip32_a_vs_b_mean_abs,content16_a_vs_b_mean_abs,adapted_code_a_vs_b_mean_abs,style_map_a_vs_b_mean_abs,h_body_a_vs_b_mean_abs,h_fused_a_vs_b_mean_abs,h_dec_pre_mod_a_vs_b_mean_abs,h_dec_post_mod_a_vs_b_mean_abs,delta_a_vs_b_mean_abs
path_anatomy,code_only_no_reference,0.010176463983952999,0.0036952875088900328,0.0,0.0,0.010176463983952999,0.0,0.0,0.0013666623272001743,0.006303752772510052,0.006220892071723938,0.0009495487902313471
path_anatomy,spatial_matched_target,0.0,0.0,0.0,0.0,0.0,1.175715446472168,0.25298988819122314,0.05546533688902855,0.2559147775173187,0.1931445598602295,0.027263857424259186
