probe_family,mode,encoder_mode,spatial_active,code_active,encoded_code_a_vs_b_mean_abs,forward_a_vs_b_mean_abs,predict_transport_base_a_vs_b_mean_abs,integrate_a_vs_b_mean_abs,style_code_override_active,style_code_content_router_active,style_code_content_router_bypassed,style_code_content_delta_abs,style_code_adapted_abs,cached_output_style_map_present,cached_output_style_map_abs,style_spatial_source_override_palette,style_spatial_source_target_latent,style_spatial_source_structured_map,style_spatial_source_code_map,style_spatial_source_legacy_zero,style_spatial_code_map_primary,style_spatial_code_map_residual,style_spatial_code_map_pre_resolved_abs,style_spatial_code_map_abs,style_spatial_map_abs
conditioning,none,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11279638111591339,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
conditioning,spatial,none,1.0,0.0,0.0,0.027263857424259186,0.027263857424259186,0.026950327679514885,0.0,0.0,0.0,0.0,0.11279638111591339,1.0,0.980792224407196,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.980792224407196
conditioning,code,residual,0.0,1.0,0.010176463983952999,0.0009495487902313471,0.0009495484409853816,0.0009434334933757782,1.0,0.0,1.0,0.0,0.11981282383203506,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
conditioning,both,residual,1.0,1.0,0.010176463983952999,0.029290778562426567,0.029290780425071716,0.028257321566343307,1.0,0.0,1.0,0.0,0.11981282383203506,1.0,0.9874097108840942,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9874097108840942
