epoch,loss,semigroup,swd,moment,identity,identity_ratio,delta_tv,delta_l2,output_tv,train_num_steps,train_step_size,train_style_strength,lr,data_time_sec,transfer_time_sec,fwd_loss_time_sec,backward_time_sec,optimizer_time_sec,step_overhead_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec,compute_samples_per_sec
11,2.297633647918701,0.043787114322185516,0.26864567399024963,0.32583367824554443,0.0035006662365049124,0.5002948641777039,0.06807936728000641,0.11514069139957428,1.1496777534484863,1.0,1.0,0.795878529548645,0.00018727241335952173,1.1528077000693884,0.013784099952317774,53.67875399978948,5.743873999948846,0.47200989988050424,43.90641450017574,59.908421999571146,104.97272038459778,23744,226.19209936645464,396.33826442916444
12,2.2802810668945312,0.04192504286766052,0.2667432129383087,0.3239915668964386,0.0028996930923312902,0.5034956932067871,0.07008688151836395,0.11614990234375,1.1497093439102173,1.0,1.0,0.7990797162055969,0.00018467370395481534,1.1527901998488232,0.013113900000462309,48.02468040003441,2.744368100014981,0.24043639996671118,44.33120590006001,51.02259880001657,96.5091860294342,23744,246.02839353300888,465.3624189756538
13,2.2775726318359375,0.041322026401758194,0.2660280764102936,0.32360005378723145,0.0028384667821228504,0.4990313947200775,0.07257938385009766,0.11926787346601486,1.1496052742004395,1.0,1.0,0.803360641002655,0.00018185661446562006,1.1677294000401162,0.013093400048092008,48.016997099883156,2.739003299851902,0.24012329994002357,44.30172430037055,51.00921709972317,96.48126244544983,23744,246.09959901203382,465.4845016260573
14,2.273380756378174,0.03803057223558426,0.26500198245048523,0.32382115721702576,0.002909616334363818,0.5024846792221069,0.07384490221738815,0.1185954287648201,1.1508536338806152,1.0,1.0,0.8028660416603088,0.0001788288663384123,1.1451104999578092,0.013374300237046555,47.997489400120685,2.730104699905496,0.23898860017652623,44.3448405994277,50.979957000439754,96.47258186340332,23744,246.1217430007151,465.7516678524304
15,2.2659952640533447,0.03741016611456871,0.2658587694168091,0.32162076234817505,0.0033121895976364613,0.5001685619354248,0.07531526684761047,0.11958876252174377,1.1504453420639038,1.0,1.0,0.7963443398475647,0.00017559875842035252,1.1762804999598302,0.014120599953457713,48.03244809995522,2.763043600250967,0.24006640003062785,44.299226599774556,51.04967870019027,96.52741742134094,23744,245.98192549125957,465.1155620282386
16,2.2554948329925537,0.03713688999414444,0.26496168971061707,0.320691853761673,0.002382419304922223,0.4959569275379181,0.07731017470359802,0.12121058255434036,1.153009295463562,1.0,1.0,0.8006795048713684,0.00017217514421272208,1.1553201998176519,0.013950500055216253,48.004067999951076,2.708859299949836,0.24246559987659566,44.35482720009168,50.969343399832724,96.48296427726746,23744,246.09525814076144,465.84865364535824
17,2.26019024848938,0.03700876608490944,0.2651597559452057,0.3207298219203949,0.0030407188460230827,0.4940617084503174,0.07939967513084412,0.1230798214673996,1.1516486406326294,1.0,1.0,0.8013409376144409,0.0001685674076040916,1.1437295000068843,0.012998199963476509,48.00278330006404,2.7201452000590507,0.23848320002434775,44.35530999986804,50.97440990011091,96.47634649276733,23744,246.1121390182416,465.80235154322673
18,2.244236946105957,0.03416719287633896,0.2647140920162201,0.31894975900650024,0.0025505751837044954,0.4990313947200775,0.07936684787273407,0.12131966650485992,1.1527541875839233,1.0,1.0,0.8123241662979126,0.00016478543714973463,1.146441499964567,0.013098299881676212,48.002669800043805,2.6980132001044694,0.23312139988411218,44.37779120026971,50.94690269991406,96.47483253479004,23744,246.1160012010139,466.05384707793144
19,2.237781286239624,0.03411475569009781,0.2617509961128235,0.3186320960521698,0.00266051827929914,0.5026954412460327,0.08115135878324509,0.12241184711456299,1.1521714925765991,1.0,1.0,0.8109637498855591,0.000160839598967785,1.155724999960512,0.013719799753744155,48.030871000053594,2.753793000127189,0.2429311001615133,44.31026389991166,51.04131490009604,96.51092338562012,23744,246.0239646151577,465.1917774155016
20,2.2354114055633545,0.03402034938335419,0.2612776756286621,0.31897756457328796,0.002043949905782938,0.4989893138408661,0.08156640082597733,0.12247686833143234,1.1511316299438477,1.0,1.0,0.7947540283203125,0.00015674070832642764,1.1408238001458813,0.013424700067844242,48.009696200082544,2.70748390009976,0.23369600009755231,44.36838099968736,50.9643008003477,96.47664904594421,23744,246.11136720443727,465.89474646217474
21,2.2497270107269287,0.03352925553917885,0.2641451954841614,0.320585161447525,0.002169331768527627,0.5000422596931458,0.08182109147310257,0.12323858588933945,1.1533936262130737,1.0,1.0,0.7968237400054932,0.00015250000000000007,1.149600799952168,0.013540699932491407,47.94501870003296,2.7256497000635136,0.23454210019554012,44.878675399697386,50.918751200224506,96.9511706829071,23744,244.90679001348218,466.31151472338763
22,2.220736265182495,0.03345439210534096,0.26314330101013184,0.31503671407699585,0.0021003445144742727,0.4962095022201538,0.08291462063789368,0.12560975551605225,1.1510322093963623,1.0,1.0,0.7948891520500183,0.00014812909747525702,1.1389816999726463,0.01384679990587756,48.024428599805105,2.699772399937501,0.2418651998450514,44.3712921004626,50.979912999493536,96.49341607093811,23744,246.0686020540962,465.7520698443696
