method,cases_completed,wins_so_far,win_rate_so_far,style_wins_so_far,structure_wins_so_far,artifact_wins_so_far,mean_style_specificity,mean_structure_preservation,mean_artifact_control
LBM-PS-v2_e13,58,0,0.0,0,1,0,1.7241379310344827,2.0344827586206895,1.6896551724137931
SaMAM_2250,58,21,0.3620689655172414,21,28,32,3.6551724137931036,4.396551724137931,4.327586206896552
SaMST_e15,58,0,0.0,2,0,0,3.5344827586206895,3.2586206896551726,2.9827586206896552
Seedream_repaired750,58,37,0.6379310344827587,35,29,26,4.327586206896552,4.413793103448276,4.206896551724138
