method,cases_completed,mean_style_specificity,mean_structure_preservation,mean_artifact_control
LBM-Knee_e13,167,2.089820359281437,3.3832335329341316,2.4251497005988023
LBM-PS-v2_e13,167,1.3614457831325302,2.029940119760479,1.2275449101796407
Seedream_repaired750,167,4.982035928143713,4.958083832335329,4.9880239520958085
