epoch,loss,code,code_pred_norm,code_ref_norm,cycle,gram,gram_w,moment,push,nce,idt,w_cycle_eff,w_nce_eff,w_idt_eff,transfer_ratio,lr,epoch_time_sec
1,5.79514128446579,0.04491553294006735,19.131251876950262,19.1054292011261,0.0,0.013314250714611262,5.3257002663612365,0.14307561127468943,0.000906916789826937,0.0,0.0,0.0,0.0,0.0,1.0,0.0002,33.32822799682617
2,1.2981526839733124,0.05227400666102767,29.17527834892273,29.194274282455446,0.0,0.0019653584988554938,0.7861434009671211,0.15145662933588028,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0001988303923565381,25.19358229637146
3,1.0373509180545808,0.059762902557849884,31.8595126914978,31.90563289642334,0.0,0.0012920870573725552,0.5168348206579685,0.14073224153369665,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0001953503690480396,25.387690782546997
4,0.9041782435774803,0.062078709937632086,32.844778861999515,32.90186563491821,0.0,0.0009675907043856568,0.38703628107905386,0.13441355984658002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00018964561979789495,23.876609325408936
5,0.8126420095562935,0.057017085496336224,31.42834303855896,31.48267963409424,0.0,0.000817456690419931,0.326982674151659,0.12879549406468868,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00018185661446562003,24.879406929016113
6,0.7450668022036553,0.052547277957201,30.681508283615113,30.7140260887146,0.0,0.0007087055020383559,0.2834821999818087,0.12569774478673934,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00017217514421272203,25.240577220916748
7,0.6851392462849617,0.048583036102354524,30.48433687210083,30.519510593414306,0.0,0.0006321958816261031,0.252878352701664,0.11896437384188176,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00016083959896778498,25.09724259376526
8,0.6380952614545822,0.04383253102190793,30.623331413269042,30.647694807052613,0.0,0.0005697111960034818,0.22788447856903077,0.1174403278529644,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00014812909747525697,24.095508098602295
9,0.5974435071647167,0.04010117971338332,31.063635492324828,31.081437320709227,0.0,0.0005285752069903538,0.21143008291721344,0.11280435372143983,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00013435661446562004,25.22492742538452
10,0.5600434185564518,0.03694939122535288,31.992150106430053,32.00912525177002,0.0,0.00047684449760708957,0.19073779918253422,0.11075402699410915,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00011986127417882196,25.122937440872192
11,0.5327291092276574,0.03414303058758378,32.81099459648132,32.82435760498047,0.0,0.00045507177128456533,0.18202870875597,0.10706413898617029,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00010500000000000002,25.186928749084473
12,0.4978382568061352,0.030414644423872234,32.70504888534546,32.71349820137024,0.0,0.00041939311238820665,0.1677572450041771,0.10421121690422297,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.01387258211781e-05,24.057948112487793
13,0.48395073980093,0.02851342434063554,32.706450090408325,32.71323148727417,0.0,0.00039751300937496126,0.15900520384311675,0.10544591821730137,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.564338553438001e-05,25.074871063232422
14,0.45974108174443246,0.0252232239022851,32.663238773345945,32.667032117843625,0.0,0.0003761234939156566,0.15044939786195755,0.10419939402490855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.187090252474307e-05,25.004960775375366
15,0.44827729254961013,0.02461656104773283,34.433741340637205,34.44077178955078,0.0,0.000359252469643252,0.1437009883671999,0.10305502992123365,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.916040103221507e-05,25.07519292831421
16,0.43693514585494997,0.023033008333295583,35.43661985397339,35.44084201812744,0.0,0.00034590767420013437,0.13836306922137737,0.1032200214266777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.782485578727799e-05,25.30194926261902
17,0.42551780119538307,0.021088732108473777,36.185284843444826,36.18797517776489,0.0,0.00033416654565371573,0.1336666174978018,0.10374812737107277,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.8143385534380006e-05,25.283971071243286
18,0.41204918786883354,0.0199679396674037,36.780896511077884,36.78274507522583,0.0,0.00032519028391106983,0.13007611382752657,0.1010506570711732,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0354380202105065e-05,25.484532117843628
19,0.40713676005601884,0.0185580285359174,37.27272470474243,37.27585418701172,0.0,0.0003200392806320451,0.12801571238785983,0.10244446653872728,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4649630951960417e-05,23.477354526519775
20,0.40210526004433633,0.01832825293764472,37.62370332717896,37.62597114562988,0.0,0.00031434986041858795,0.12573994405567646,0.1015261521935463,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1169607643461924e-05,25.07302737236023
