batch_size,checkpoint_dir,elapsed_sec,epochs,returncode,stage,status,train_images_per_style
1,G:\GitHub\Latent_Style\run_511\outputs\samst_timing_probe\checkpoints\samst,67.687,1,0,train,ok,16
