index,timestamp,minutes_from_start,progress_epoch,epoch,epoch_total,step,step_total,loss,tswd,memory_used_mib,memory_total_mib,util_pct,band_status,formal_status
0,2026-06-11T19:51:49.207107+08:00,0.0,0.01710261569416499,1.0,24.0,17.0,994.0,10.6432,8.875,9146.0,12288.0,74.0,under_band,nonformal_under_band
1,2026-06-11T19:59:56.922501+08:00,8.1285899,0.23728813559322035,1.0,24.0,224.0,944.0,8.23,6.2188,9584.0,12288.0,94.0,in_band,formal_in_band
2,2026-06-11T20:02:59.483458+08:00,11.171272516666667,0.6620762711864406,1.0,24.0,625.0,944.0,8.1559,3.5938,9589.0,12288.0,90.0,in_band,formal_in_band
3,2026-06-11T20:06:02.031714+08:00,14.21374345,22.02330508474576,23.0,24.0,22.0,944.0,7.8648,5.3125,9582.0,12288.0,86.0,in_band,formal_in_band
4,2026-06-11T20:07:36.508160+08:00,15.788350883333333,22.236228813559322,23.0,24.0,223.0,944.0,7.7587,4.9688,9580.0,12288.0,89.0,in_band,formal_in_band
5,2026-06-11T20:10:38.979571+08:00,18.829541066666664,22.64830508474576,23.0,24.0,612.0,944.0,7.7879,3.4688,9582.0,12288.0,85.0,in_band,formal_in_band
6,2026-06-11T20:13:44.588532+08:00,21.923023750000002,23.060381355932204,24.0,24.0,57.0,944.0,7.8336,5.3125,9582.0,12288.0,88.0,in_band,formal_in_band
7,2026-06-11T20:16:47.188073+08:00,24.966349433333335,23.478813559322035,24.0,24.0,452.0,944.0,7.7426,4.6562,9582.0,12288.0,88.0,in_band,formal_in_band
8,2026-06-11T20:19:52.192818+08:00,28.04976185,23.89406779661017,24.0,24.0,844.0,944.0,7.7781,2.4688,9582.0,12288.0,89.0,in_band,formal_in_band
9,2026-06-11T20:22:53.048359+08:00,31.064020866666667,-1.0,,,,,,,,,,,
10,2026-06-11T20:44:32.570002+08:00,52.72271491666667,24.23199152542373,25.0,26.0,219.0,944.0,7.8131,4.8125,9578.0,12288.0,86.0,in_band,formal_in_band
11,2026-06-11T20:47:35.954015+08:00,55.779115133333335,24.646186440677965,25.0,26.0,610.0,944.0,7.8286,3.4375,9550.0,12288.0,96.0,in_band,formal_in_band
12,2026-06-11T20:50:38.859762+08:00,58.827544249999995,25.059322033898304,26.0,26.0,56.0,944.0,7.7858,5.2812,9578.0,12288.0,96.0,in_band,formal_in_band
13,2026-06-11T20:54:26.726062+08:00,62.625315916666665,25.469279661016948,26.0,26.0,443.0,944.0,7.6939,4.6875,9578.0,12288.0,29.0,in_band,formal_in_band
14,2026-06-11T20:57:29.693594+08:00,65.67477478333333,25.986228813559322,26.0,26.0,931.0,944.0,7.7504,2.3438,9578.0,12288.0,87.0,in_band,formal_in_band
15,2026-06-11T21:00:31.892979+08:00,68.7114312,-1.0,,,,,,,,,,,
16,2026-06-11T21:34:23.678012+08:00,102.57451508333334,26.219279661016948,27.0,28.0,207.0,944.0,7.8623,5.0938,9580.0,12288.0,75.0,in_band,formal_in_band
17,2026-06-11T21:37:28.917646+08:00,105.66184231666666,26.70762711864407,27.0,28.0,668.0,944.0,7.8508,3.2656,9585.0,12288.0,86.0,in_band,formal_in_band
18,2026-06-11T21:40:49.298630+08:00,109.00152538333333,27.127118644067796,28.0,28.0,120.0,944.0,7.7772,5.0625,9590.0,12288.0,94.0,in_band,formal_in_band
19,2026-06-11T21:44:30.055509+08:00,112.68080669999999,27.416313559322035,28.0,28.0,393.0,944.0,7.7439,5.375,10596.0,12288.0,96.0,in_band,formal_in_band
20,2026-06-11T21:47:49.638088+08:00,116.00718301666667,27.890889830508474,28.0,28.0,841.0,944.0,7.7485,2.5781,9590.0,12288.0,99.0,in_band,formal_in_band
21,2026-06-11T21:50:50.450879+08:00,119.02072953333332,-1.0,,,,,,,,,,,
22,2026-06-11T21:59:54.529671+08:00,128.0887094,28.234110169491526,29.0,30.0,221.0,944.0,7.838,4.9688,9466.0,12288.0,88.0,in_band,formal_in_band
23,2026-06-11T22:02:57.073603+08:00,131.13110826666667,28.647245762711865,29.0,30.0,611.0,944.0,7.8125,3.5469,9466.0,12288.0,91.0,in_band,formal_in_band
24,2026-06-11T22:05:59.627598+08:00,134.17367485,29.05826271186441,30.0,30.0,55.0,944.0,7.6155,5.0312,9466.0,12288.0,93.0,in_band,formal_in_band
25,2026-06-11T22:09:02.221433+08:00,137.21690543333335,29.470338983050848,30.0,30.0,444.0,944.0,7.7738,4.6562,9466.0,12288.0,85.0,in_band,formal_in_band
26,2026-06-11T22:12:17.220619+08:00,140.46689186666666,29.884533898305087,30.0,30.0,835.0,944.0,7.8146,2.6406,9466.0,12288.0,99.0,in_band,formal_in_band
