epoch,loss,flow,kinetic_energy,low_freq_anchor,ot_cost,terminal_swd,color,patch_nce,cycle,repulsive,semantic_attn_mean,semantic_k_abs,plan_entropy,bridge_sigma,identity_ratio,t_mean,velocity_abs,endpoint_abs,velocity_max,endpoint_max,lr,data_time_sec,forward_time_sec,backward_time_sec,optimizer_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec
1,1.2424426078796387,0.0,0.05947493016719818,0.0,0.68359375,0.0,0.0,0.0,0.0,0.20310081541538239,1.0,0.27193179726600647,0.6543774604797363,2.859677791595459,7.447598457336426,0.0002,3.0885934000107227,36.62703180000608,8.166007299983903,0.4599802999800886,45.25301939997007,84.98195219039917,10320,121.43754919725063
