epoch,loss,code,code_pred_norm,code_ref_norm,cycle,gram,gram_w,moment,push,nce,idt,w_cycle_eff,w_nce_eff,w_idt_eff,transfer_ratio,lr,epoch_time_sec
1,5.793561154007912,0.04396385998465121,18.915061969161034,18.884768210053444,0.0,0.01331565369735472,5.326261471509934,0.1439049077220261,0.000908603357966058,0.0,0.0,0.0,0.0,0.0,1.0,0.0002,33.78568696975708
2,1.3160727176070213,0.05423564886674285,28.73032403945923,28.728060722351074,0.0,0.001984023412805982,0.7936093655228614,0.15276037514209748,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0001997071467046472,25.13698673248291
3,1.032926199734211,0.058798583056777716,30.394707012176514,30.439570665359497,0.0,0.0012814527133014053,0.5125810843706131,0.14257538940757514,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019883039235653812,24.07110857963562
4,0.9140126529335976,0.061706691328436133,30.6180379486084,30.67743402481079,0.0,0.0010004555908381008,0.40018223524093627,0.13350182481110096,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0001973751424377793,24.92973256111145
5,0.8170236548781395,0.05832143992185593,29.033491334915162,29.081053256988525,0.0,0.0008176855070632882,0.3270742017030716,0.12833184450864793,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0001953503690480396,24.953760862350464
6,0.7507964199781418,0.05301993189379573,29.203978424072265,29.239868459701537,0.0,0.0007244366692611948,0.2897746676206589,0.12447101056575775,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019276855558857225,25.222973585128784
7,1.8664948761463165,0.049961628429591655,29.57672724723816,29.60327392578125,0.711725806593895,0.0006791409969446249,0.271656399667263,0.11326003942638635,0.0,6.299105224609375,0.0,0.1666666716337204,0.1666666716337204,0.0,1.0,0.00018964561979789495,41.68040227890015
8,2.9619737029075623,0.04879295403137803,31.708721141815186,31.73229878425598,0.6931923502683639,0.0006393924588337541,0.2557569833099842,0.10891002498567104,0.0,6.18648193359375,0.0,0.3333333432674408,0.3333333432674408,0.0,1.0,0.00018600081561363877,41.67550468444824
9,4.0482839179039,0.04523269573226571,31.412009658813478,31.43097198486328,0.6706926819682121,0.0006139762233942747,0.24559048891067506,0.10259711261838675,0.0,6.162444152832031,0.0,0.5,0.5,0.0,1.0,0.00018185661446562003,41.76758599281311
10,5.16177533864975,0.04509265164844692,32.51746870994568,32.53487833976746,0.6494594436883926,0.0006403130656690337,0.2561252260953188,0.09881616033613681,0.0,6.142011108398438,0.0,0.6666666865348816,0.6666666865348816,0.0,1.0,0.00017723856673200296,42.88538074493408
11,6.258133051395416,0.046339191626757384,33.55525489807129,33.5772277545929,0.622947850227356,0.0007102062003104948,0.28408248104155065,0.09415498852729798,0.0,6.097512969970703,0.0,0.8333333134651184,0.8333333134651184,0.0,1.0,0.00017217514421272203,41.60021924972534
12,7.338368079662323,0.051381466556340454,33.495352354049686,33.51886241912842,0.5892451390624046,0.0009710469740093685,0.38841878980398176,0.09156421061605215,0.0,5.972049865722656,0.0,1.0,1.0,0.0,1.0,0.0001666975645913675,41.67287468910217
13,8.304211430549621,0.060601051785051825,31.447824296951293,31.48494084358215,0.5515160904824734,0.001771138061885722,0.7084552247822284,0.09337223790585995,0.0,5.591290512084961,0.0,1.1666666269302368,1.1666666269302368,0.0,1.0,0.00016083959896778498,41.83016395568848
14,8.792725386619567,0.05950208365917206,28.93375069618225,28.968959007263184,0.5147565761208535,0.0031282997084781526,1.251319881081581,0.09878313899040223,0.0,4.814616470336914,0.0,1.3333333730697632,1.3333333730697632,0.0,1.0,0.00015463736364801516,42.762625217437744
15,8.994137344360352,0.05309673195704818,28.157250566482546,28.191804847717286,0.44166153222322463,0.003590754212345928,1.4363016843795777,0.10352230813354253,0.0,4.317274551391602,0.0,1.5,1.5,0.0,1.0,0.00014812909747525697,41.60927367210388
16,9.331136183738709,0.04465405501425266,26.426475868225097,26.45837823867798,0.34994000375270845,0.0038577209098730235,1.5430883598327636,0.10647044789046049,0.0,4.087954530715942,0.0,1.6666666269302368,1.6666666269302368,0.0,1.0,0.00014135492607468357,41.937602281570435
17,9.699810204505921,0.04029326919466257,25.108320541381836,25.13290367126465,0.28071951508522036,0.004235137648647651,1.6940550571680069,0.10998991962522268,0.0,3.8781543254852293,0.0,1.8333333730697632,1.8333333730697632,0.0,1.0,0.00013435661446562004,41.64769244194031
18,10.126373195648194,0.03555834572762251,23.891031522750854,23.905600719451904,0.24021845139563083,0.004626321904361248,1.850528758764267,0.10899414755403995,0.0,3.717592921257019,0.0,2.0,2.0,0.0,1.0,0.00012717730956631105,42.81275749206543
19,9.855893678665161,0.0317555789463222,22.82912672996521,22.844095916748046,0.2007975260168314,0.004942198372446,1.9768793439865113,0.11072478886693717,0.0,3.5644736862182618,0.0,2.0,2.0,0.0,1.0,0.00011986127417882196,41.80312514305115
20,9.6138796377182,0.03007846743799746,22.017284049987794,22.030800647735596,0.17622742258012294,0.005521050977986306,2.208420402407646,0.11134730909019709,0.0,3.354997956752777,0.0,2.0,2.0,0.0,1.0,0.0001124536140941453,41.76800179481506
21,9.382825317382812,0.030151534136384727,21.329226036071777,21.339413633346556,0.15593521818518638,0.006297307992354035,2.5189231956005096,0.11534434001892806,0.0,3.1003684496879576,0.0,2.0,2.0,0.0,1.0,0.00010500000000000002,42.866230726242065
22,9.103969039916992,0.027137598730623724,20.89349859237671,20.899941396713256,0.14637450382113457,0.006764734904281795,2.70589396238327,0.11928882893174887,0.0,2.8790990018844607,0.0,2.0,2.0,0.0,1.0,9.754638590585476e-05,42.08516216278076
23,8.812550854682922,0.025807520607486367,20.89117525100708,20.895650062561035,0.13153197642415762,0.007126006076578051,2.8504024243354795,0.11850720975548029,0.0,2.6794199752807617,0.0,2.0,2.0,0.0,1.0,9.013872582117811e-05,41.87397503852844
24,8.587027587890624,0.023926859265193345,20.932162008285523,20.934729623794556,0.1249816231802106,0.007285017936956137,2.9140071654319764,0.12198632832616568,0.0,2.5416885566711427,0.0,2.0,2.0,0.0,1.0,8.282269043368901e-05,41.88662815093994
