probe_family,mode,encoder_mode,spatial_active,code_active,encoded_code_a_vs_b_mean_abs,forward_a_vs_b_mean_abs,predict_transport_base_a_vs_b_mean_abs,integrate_a_vs_b_mean_abs,style_code_override_active,style_code_content_router_active,style_code_content_router_bypassed,style_code_content_delta_abs,style_code_adapted_abs,cached_output_style_map_present,cached_output_style_map_abs,style_spatial_source_override_palette,style_spatial_source_target_latent,style_spatial_source_structured_map,style_spatial_source_code_map,style_spatial_source_legacy_zero,style_spatial_code_map_primary,style_spatial_code_map_residual,style_spatial_code_map_pre_resolved_abs,style_spatial_code_map_abs,style_spatial_map_abs
conditioning,none,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095108762383461,1.0,0.07431593537330627,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.07756535708904266,0.073712557554245,0.07431593537330627
conditioning,spatial,none,1.0,0.0,0.0,0.01456026267260313,0.01456026267260313,0.014491649344563484,0.0,0.0,0.0,0.0,0.095108762383461,1.0,1.006101131439209,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.07756535708904266,0.0737132728099823,1.006101131439209
conditioning,code,residual,0.0,1.0,0.005481290630996227,0.002208859659731388,0.0022088587284088135,0.002341899322345853,1.0,0.0,0.0,0.0,0.1370062381029129,1.0,0.07420080900192261,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.07293929159641266,0.07394228875637054,0.07420080900192261
conditioning,both,residual,1.0,1.0,0.005481290630996227,0.015557805076241493,0.015557805076241493,0.0155143141746521,1.0,0.0,0.0,0.0,0.1370062381029129,1.0,1.0047533512115479,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.07293929159641266,0.07394284009933472,1.0047533512115479
