epoch,loss,distill,code,code_pred_norm,code_ref_norm,cycle,struct,gram,gram_w,moment,push,nce,idt,w_cycle_eff,w_struct_eff,w_nce_eff,w_idt_eff,transfer_ratio,lr,epoch_time_sec
1,4.962390791985296,0.04765569094207979,0.02678296118674259,0.5278423370853547,0.530162668516559,0.0,0.0,0.0336258037977161,4.03509646461856,0.08246172339685502,0.1786821322335351,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0002,40.5729296207428
2,7.420818367312031,0.5060036268926436,0.16887309955012414,4.929916651018204,5.391993868735529,0.0,0.0,0.01285449787223291,1.5425397522987858,0.047403646903412956,0.04794269121785258,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019999706997625503,31.048511743545532
3,7.271306476285381,0.6149042652499291,0.062342493284133174,1.5449921527216512,3.746755357711546,0.0,0.0,0.005663240020493826,0.6795888014378086,0.020156454745559924,0.15299214386651594,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019998828008575774,31.005417823791504
4,6.916852743394913,0.6031563330081201,0.040671271962984916,0.9722554529866865,2.7686616605327976,0.0,0.0,0.004183607934523494,0.5020329519625633,0.02208791713741037,0.17639550758946326,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019997363087071005,31.055817127227783
5,6.873554929610221,0.594915097759616,0.05987329564748272,1.3062437820819117,2.0712504656084123,0.0,0.0,0.003873872747194142,0.4648647274701826,0.02948325614054357,0.16107945216278877,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019995312323474449,31.109366178512573
6,6.9945945047563125,0.6132720112800598,0.05884488347557283,1.3194646912236367,2.037115520046603,0.0,0.0,0.0033541654552062673,0.40249985456466675,0.030936804990614613,0.16212138797967665,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019992675844286866,30.959105253219604
7,6.965157301195206,0.6359212494665577,0.0331683924962436,1.1377583742141724,2.0532938261185922,0.0,0.0,0.002088650189820797,0.2506380220574717,0.02264703344553709,0.17733911593114177,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019989453812138713,31.10714101791382
