epoch,loss,code,code_pred_norm,code_ref_norm,cycle,gram,gram_w,moment,push,nce,idt,w_cycle_eff,w_nce_eff,w_idt_eff,transfer_ratio,lr,epoch_time_sec
1,38.978474922180176,3.769976325146854,754.156315896511,757.3213250696659,0.0,0.031144005190581085,31.144005165100097,0.07290361121296883,0.0029024812614079566,0.0,0.0,0.0,0.0,0.0,1.0,0.0002,22.004175186157227
2,43.09395168304443,6.36898337841034,1389.30626953125,1388.0622326660157,0.0,0.030064655188471078,30.064655151367187,0.07283243156969547,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019998168784579617,14.912286281585693
3,42.28777072906494,6.404957745075226,1564.8856115722656,1568.7442150878906,0.0,0.029191216006875038,29.191216011047363,0.0716598304733634,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019992675844286869,13.838005542755127
4,37.244526329040525,4.395353634357452,1124.6946423339843,1123.1512548828125,0.0,0.028169650081545115,28.169650077819824,0.07104225236922503,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019983523296754802,14.993383169174194
5,38.01755489349365,4.889186096191406,1046.8354858398438,1056.8071435546874,0.0,0.02794881096109748,27.948810901641846,0.07259290702641011,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019970714670464716,13.898581981658936
6,35.21158269882202,4.254086501598358,1110.9350604248048,1121.3014147949218,0.0,0.026417770572006703,26.41777057647705,0.07140981461852788,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0001995425490338587,15.132132053375244
7,36.67271848678589,4.511003196239471,1007.782758178711,1012.1094299316406,0.28667634770274164,0.02690192461013794,26.901924705505373,0.07173836518079042,0.0,2.7566701102256777,0.0,0.008333333767950535,0.1666666716337204,0.0,1.0,0.000199341503410718,22.590718269348145
8,34.26731174468994,3.720796115398407,1034.0598529052734,1035.7160485839843,0.2981854298710823,0.02577196430414915,25.771964321136476,0.0722663888707757,0.0,2.2791596841812134,0.0,0.01666666753590107,0.3333333432674408,0.0,1.0,0.0001991040873421398,23.573789834976196
9,37.966675701141355,5.323448104858398,982.2823327636719,981.2707244873047,0.31041698932647704,0.025978349391371013,25.97834945678711,0.07187281355261803,0.0,2.0923558497428894,0.0,0.02500000037252903,0.5,0.0,1.0,0.00019883039235653807,24.03719401359558
10,36.550184841156,4.598136712312698,789.4438751220703,795.3648236083984,0.3140143692493439,0.025741538014262915,25.741537971496584,0.0742628913745284,0.0,1.9572821068763733,0.0,0.03333333507180214,0.6666666865348816,0.0,1.0,0.0001985205239685397,22.743884801864624
