probe_family,variant,context,vs_base_forward_mean_abs,vs_base_predict_transport_base_mean_abs,vs_base_integrate_mean_abs,style_response_forward_mean_abs,style_response_predict_transport_base_mean_abs,style_response_integrate_mean_abs,semantic_attn_entropy,semantic_topology_attn_active,semantic_self_topology_gate,semantic_self_topology_blend,bridge_noise_schedule,bridge_sigma,matched_target_conditioning_mode,matched_target_style_encoder_mode,style_code_spatial_mode,style_code_override_active,style_code_content_router_bypassed,style_spatial_source_override_palette,style_spatial_source_target_latent,style_spatial_source_structured_map,style_spatial_source_code_map,style_spatial_source_legacy_zero,style_spatial_code_map_primary,style_spatial_code_map_residual,style_spatial_code_map_pre_resolved_abs,style_spatial_code_map_abs,style_spatial_map_abs
config_effect,z1_body_mixed_zero_init,plain,0.0,0.0,0.0,0.0,0.0,0.0,2.8133068084716797,1.0,1.0,1.0,auto,0.0,both,residual,lowrank,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.06984128057956696,0.0695452094078064,0.06935501098632812
config_effect,z1_body_mixed_zero_init,configured,0.0,0.0,0.0,0.015550028532743454,0.01555002760142088,0.015512033365666866,2.7894458770751953,1.0,1.0,1.0,auto,0.0,both,residual,lowrank,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.07293929159641266,0.07366897910833359,1.0047030448913574
config_effect,z1_body_mixed_zero_init,spatial,0.0,0.0,0.0,0.015592853538691998,0.015592853538691998,0.015562000684440136,2.789388418197632,1.0,1.0,1.0,auto,0.0,both,residual,lowrank,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.06984128057956696,0.06954548507928848,1.0042725801467896
config_effect,z1_body_mixed_zero_init,code,0.0,0.0,0.0,0.0022122871596366167,0.0022122878581285477,0.0023378056939691305,2.8132126331329346,1.0,1.0,1.0,auto,0.0,both,residual,lowrank,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.07293929159641266,0.07366880774497986,0.07365730404853821
config_effect,z2_body_mixed_live_init,plain,0.0070019494742155075,0.007001949939876795,0.006863705813884735,0.0,0.0,0.0,2.8131790161132812,1.0,1.0,1.0,auto,0.0,both,residual,lowrank,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.06984128057956696,0.06954504549503326,0.06935485452413559
config_effect,z2_body_mixed_live_init,configured,0.006194224115461111,0.006194223649799824,0.006165352184325457,0.01550598070025444,0.015505981631577015,0.015483920462429523,2.790203809738159,1.0,1.0,1.0,auto,0.0,both,residual,lowrank,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.07293929159641266,0.07366885244846344,1.0047030448913574
config_effect,z2_body_mixed_live_init,spatial,0.006432245019823313,0.006432244088500738,0.0063859764486551285,0.015553558245301247,0.015553558245301247,0.015540564432740211,2.790102958679199,1.0,1.0,1.0,auto,0.0,both,residual,lowrank,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.06984128057956696,0.06954530626535416,1.004272699356079
config_effect,z2_body_mixed_live_init,code,0.006471330299973488,0.006471330299973488,0.006374916061758995,0.00221601827070117,0.0022160180378705263,0.002342629712074995,2.813086986541748,1.0,1.0,1.0,auto,0.0,both,residual,lowrank,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.07293929159641266,0.0736687034368515,0.07365693151950836
config_effect,z3_body_spatial_carrier_zero_init,plain,0.0,0.0,0.0,0.0,0.0,0.0,2.8133068084716797,1.0,1.0,1.0,auto,0.0,both,residual,lowrank,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.06984128057956696,0.0695452094078064,0.06935501098632812
config_effect,z3_body_spatial_carrier_zero_init,configured,0.0,0.0,0.0,0.015550028532743454,0.01555002760142088,0.015512033365666866,2.7894458770751953,1.0,1.0,1.0,auto,0.0,both,residual,lowrank,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.07293929159641266,0.07366897910833359,1.0047030448913574
config_effect,z3_body_spatial_carrier_zero_init,spatial,0.0,0.0,0.0,0.015592853538691998,0.015592853538691998,0.015562000684440136,2.789388418197632,1.0,1.0,1.0,auto,0.0,both,residual,lowrank,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.06984128057956696,0.06954548507928848,1.0042725801467896
config_effect,z3_body_spatial_carrier_zero_init,code,0.0,0.0,0.0,0.0022122871596366167,0.0022122878581285477,0.0023378056939691305,2.8132126331329346,1.0,1.0,1.0,auto,0.0,both,residual,lowrank,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.07293929159641266,0.07366880774497986,0.07365730404853821
config_effect,z4_body_spatial_carrier_live_init,plain,6.515598215628415e-05,6.515599670819938e-05,6.53843380860053e-05,0.0,0.0,0.0,2.8132975101470947,1.0,1.0,1.0,auto,0.0,both,residual,lowrank,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.06984128057956696,0.0695452094078064,0.06935499608516693
