mode,snr,mean_intra,mean_inter,median_intra,median_inter,num_intra_pairs,num_inter_pairs,elapsed_ms
pixel_gram,3.3927821469216406,0.025972325230577555,0.08811844135634601,0.026663435623049736,0.08462852239608765,5,40,1.8975000000409636
pixel_swd_patch_3_25,2.0250012091855365,0.05502355322241783,0.11142276180908084,0.06926801055669785,0.10561439394950867,5,40,9.427899999991496
latent_swd_patch_3_25,1.645176864682548,0.14333919771015644,0.23581833187490703,0.1216222494840622,0.22614673525094986,5,40,9.859000000005835
latent_tree_swd_patch_3_25,1.4202898550724639,0.8625,1.225,0.8125,1.1875,5,40,4.36230000013893
pixel_tree_swd_patch_3_25,1.3196721311475412,0.38125,0.503125,0.3125,0.46875,5,40,2.8161999998701504
latent_gram,1.282688438369507,0.15736292488873005,0.20184760438278318,0.06521110981702805,0.16988752037286758,5,40,4.654600000094433
