experiment_id,group,summary_history_path,updated_at,num_rounds,latest_epoch,latest_summary_path,latest_transfer_clip_style,latest_transfer_content_lpips,latest_transfer_fid,latest_transfer_art_fid,latest_transfer_classifier_acc,latest_photo_to_art_clip_style,latest_photo_to_art_fid,latest_photo_to_art_art_fid,latest_photo_to_art_classifier_acc,mean_transfer_clip_style,mean_transfer_content_lpips,mean_transfer_fid,mean_transfer_art_fid,mean_transfer_classifier_acc,mean_photo_to_art_clip_style,mean_photo_to_art_fid,mean_photo_to_art_art_fid,mean_photo_to_art_classifier_acc,best_transfer_clip_style,best_transfer_clip_style_epoch,best_transfer_clip_style_summary_path,best_transfer_content_lpips,best_transfer_content_lpips_epoch,best_transfer_content_lpips_summary_path,best_transfer_fid,best_transfer_fid_epoch,best_transfer_fid_summary_path,best_transfer_art_fid,best_transfer_art_fid_epoch,best_transfer_art_fid_summary_path,best_transfer_classifier_acc,best_transfer_classifier_acc_epoch,best_transfer_classifier_acc_summary_path,best_photo_to_art_clip_style,best_photo_to_art_clip_style_epoch,best_photo_to_art_clip_style_summary_path,best_photo_to_art_fid,best_photo_to_art_fid_epoch,best_photo_to_art_fid_summary_path,best_photo_to_art_art_fid,best_photo_to_art_art_fid_epoch,best_photo_to_art_art_fid_summary_path,best_photo_to_art_classifier_acc,best_photo_to_art_classifier_acc_epoch,best_photo_to_art_classifier_acc_summary_path
ablate_A0_base_p5_id045_tv005,ablate,G:\GitHub\Latent_Style\Cycle-NCE\experiments\ablate_A0_base_p5_id045_tv005\full_eval\summary_history.json,2026-03-04 02:30:30,1,60,..\ablate_A0_base_p5_id045_tv005\full_eval\epoch_0060\summary.json,0.6900004352629184,0.4939571438666667,315.7182792196458,489.6866001078777,0.0,0.6790380915006001,315.7182792196458,489.6866001078777,0.0,0.6900004352629184,0.4939571438666667,315.7182792196458,489.6866001078777,0.0,0.6790380915006001,315.7182792196458,489.6866001078777,0.0,0.6900004352629184,60,..\ablate_A0_base_p5_id045_tv005\full_eval\epoch_0060\summary.json,0.4939571438666667,60,..\ablate_A0_base_p5_id045_tv005\full_eval\epoch_0060\summary.json,315.7182792196458,60,..\ablate_A0_base_p5_id045_tv005\full_eval\epoch_0060\summary.json,489.6866001078777,60,..\ablate_A0_base_p5_id045_tv005\full_eval\epoch_0060\summary.json,0.0,60,..\ablate_A0_base_p5_id045_tv005\full_eval\epoch_0060\summary.json,0.6790380915006001,60,..\ablate_A0_base_p5_id045_tv005\full_eval\epoch_0060\summary.json,315.7182792196458,60,..\ablate_A0_base_p5_id045_tv005\full_eval\epoch_0060\summary.json,489.6866001078777,60,..\ablate_A0_base_p5_id045_tv005\full_eval\epoch_0060\summary.json,0.0,60,..\ablate_A0_base_p5_id045_tv005\full_eval\epoch_0060\summary.json
ablate_A1_p7_id045_tv005,ablate,G:\GitHub\Latent_Style\Cycle-NCE\experiments\ablate_A1_p7_id045_tv005\full_eval\summary_history.json,2026-03-04 04:13:02,1,60,..\ablate_A1_p7_id045_tv005\full_eval\epoch_0060\summary.json,0.689244296103716,0.48972012698333334,304.414080659088,467.2558836595762,0.0,0.6748146489262581,304.414080659088,467.2558836595762,0.0,0.689244296103716,0.48972012698333334,304.414080659088,467.2558836595762,0.0,0.6748146489262581,304.414080659088,467.2558836595762,0.0,0.689244296103716,60,..\ablate_A1_p7_id045_tv005\full_eval\epoch_0060\summary.json,0.48972012698333334,60,..\ablate_A1_p7_id045_tv005\full_eval\epoch_0060\summary.json,304.414080659088,60,..\ablate_A1_p7_id045_tv005\full_eval\epoch_0060\summary.json,467.2558836595762,60,..\ablate_A1_p7_id045_tv005\full_eval\epoch_0060\summary.json,0.0,60,..\ablate_A1_p7_id045_tv005\full_eval\epoch_0060\summary.json,0.6748146489262581,60,..\ablate_A1_p7_id045_tv005\full_eval\epoch_0060\summary.json,304.414080659088,60,..\ablate_A1_p7_id045_tv005\full_eval\epoch_0060\summary.json,467.2558836595762,60,..\ablate_A1_p7_id045_tv005\full_eval\epoch_0060\summary.json,0.0,60,..\ablate_A1_p7_id045_tv005\full_eval\epoch_0060\summary.json
ablate_A2_p11_id045_tv005,ablate,G:\GitHub\Latent_Style\Cycle-NCE\experiments\ablate_A2_p11_id045_tv005\full_eval\summary_history.json,2026-03-04 05:53:25,1,60,..\ablate_A2_p11_id045_tv005\full_eval\epoch_0060\summary.json,0.6887425909936429,0.4841050721166667,301.9908537370726,464.10522917623064,0.0,0.6803647354245187,301.9908537370726,464.10522917623064,0.0,0.6887425909936429,0.4841050721166667,301.9908537370726,464.10522917623064,0.0,0.6803647354245187,301.9908537370726,464.10522917623064,0.0,0.6887425909936429,60,..\ablate_A2_p11_id045_tv005\full_eval\epoch_0060\summary.json,0.4841050721166667,60,..\ablate_A2_p11_id045_tv005\full_eval\epoch_0060\summary.json,301.9908537370726,60,..\ablate_A2_p11_id045_tv005\full_eval\epoch_0060\summary.json,464.10522917623064,60,..\ablate_A2_p11_id045_tv005\full_eval\epoch_0060\summary.json,0.0,60,..\ablate_A2_p11_id045_tv005\full_eval\epoch_0060\summary.json,0.6803647354245187,60,..\ablate_A2_p11_id045_tv005\full_eval\epoch_0060\summary.json,301.9908537370726,60,..\ablate_A2_p11_id045_tv005\full_eval\epoch_0060\summary.json,464.10522917623064,60,..\ablate_A2_p11_id045_tv005\full_eval\epoch_0060\summary.json,0.0,60,..\ablate_A2_p11_id045_tv005\full_eval\epoch_0060\summary.json
ablate_A3_p5_id030_tv005,ablate,G:\GitHub\Latent_Style\Cycle-NCE\experiments\ablate_A3_p5_id030_tv005\full_eval\summary_history.json,2026-03-04 07:36:26,1,60,..\ablate_A3_p5_id030_tv005\full_eval\epoch_0060\summary.json,0.6912175864974657,0.5047980937500001,317.32324863199426,495.4050981167279,0.0,0.6821408346295358,317.32324863199426,495.4050981167279,0.0,0.6912175864974657,0.5047980937500001,317.32324863199426,495.4050981167279,0.0,0.6821408346295358,317.32324863199426,495.4050981167279,0.0,0.6912175864974657,60,..\ablate_A3_p5_id030_tv005\full_eval\epoch_0060\summary.json,0.5047980937500001,60,..\ablate_A3_p5_id030_tv005\full_eval\epoch_0060\summary.json,317.32324863199426,60,..\ablate_A3_p5_id030_tv005\full_eval\epoch_0060\summary.json,495.4050981167279,60,..\ablate_A3_p5_id030_tv005\full_eval\epoch_0060\summary.json,0.0,60,..\ablate_A3_p5_id030_tv005\full_eval\epoch_0060\summary.json,0.6821408346295358,60,..\ablate_A3_p5_id030_tv005\full_eval\epoch_0060\summary.json,317.32324863199426,60,..\ablate_A3_p5_id030_tv005\full_eval\epoch_0060\summary.json,495.4050981167279,60,..\ablate_A3_p5_id030_tv005\full_eval\epoch_0060\summary.json,0.0,60,..\ablate_A3_p5_id030_tv005\full_eval\epoch_0060\summary.json
ablate_A4_p5_id070_tv005,ablate,G:\GitHub\Latent_Style\Cycle-NCE\experiments\ablate_A4_p5_id070_tv005\full_eval\summary_history.json,2026-03-04 09:19:48,1,60,..\ablate_A4_p5_id070_tv005\full_eval\epoch_0060\summary.json,0.6877512326836586,0.48253961836666664,316.9367386238072,487.7933393310908,0.0,0.6751083627343177,316.9367386238072,487.7933393310908,0.0,0.6877512326836586,0.48253961836666664,316.9367386238072,487.7933393310908,0.0,0.6751083627343177,316.9367386238072,487.7933393310908,0.0,0.6877512326836586,60,..\ablate_A4_p5_id070_tv005\full_eval\epoch_0060\summary.json,0.48253961836666664,60,..\ablate_A4_p5_id070_tv005\full_eval\epoch_0060\summary.json,316.9367386238072,60,..\ablate_A4_p5_id070_tv005\full_eval\epoch_0060\summary.json,487.7933393310908,60,..\ablate_A4_p5_id070_tv005\full_eval\epoch_0060\summary.json,0.0,60,..\ablate_A4_p5_id070_tv005\full_eval\epoch_0060\summary.json,0.6751083627343177,60,..\ablate_A4_p5_id070_tv005\full_eval\epoch_0060\summary.json,316.9367386238072,60,..\ablate_A4_p5_id070_tv005\full_eval\epoch_0060\summary.json,487.7933393310908,60,..\ablate_A4_p5_id070_tv005\full_eval\epoch_0060\summary.json,0.0,60,..\ablate_A4_p5_id070_tv005\full_eval\epoch_0060\summary.json
ablate_A5_p5_id045_tv003,ablate,G:\GitHub\Latent_Style\Cycle-NCE\experiments\ablate_A5_p5_id045_tv003\full_eval\summary_history.json,2026-03-04 11:05:40,1,60,..\ablate_A5_p5_id045_tv003\full_eval\epoch_0060\summary.json,0.6897283313175042,0.4978160808666667,315.75341344229423,490.80804681942925,0.0,0.6786251614491144,315.75341344229423,490.80804681942925,0.0,0.6897283313175042,0.4978160808666667,315.75341344229423,490.80804681942925,0.0,0.6786251614491144,315.75341344229423,490.80804681942925,0.0,0.6897283313175042,60,..\ablate_A5_p5_id045_tv003\full_eval\epoch_0060\summary.json,0.4978160808666667,60,..\ablate_A5_p5_id045_tv003\full_eval\epoch_0060\summary.json,315.75341344229423,60,..\ablate_A5_p5_id045_tv003\full_eval\epoch_0060\summary.json,490.80804681942925,60,..\ablate_A5_p5_id045_tv003\full_eval\epoch_0060\summary.json,0.0,60,..\ablate_A5_p5_id045_tv003\full_eval\epoch_0060\summary.json,0.6786251614491144,60,..\ablate_A5_p5_id045_tv003\full_eval\epoch_0060\summary.json,315.75341344229423,60,..\ablate_A5_p5_id045_tv003\full_eval\epoch_0060\summary.json,490.80804681942925,60,..\ablate_A5_p5_id045_tv003\full_eval\epoch_0060\summary.json,0.0,60,..\ablate_A5_p5_id045_tv003\full_eval\epoch_0060\summary.json
exp_1_control,exp,G:\GitHub\Latent_Style\Cycle-NCE\experiments\exp_1_control\full_eval\summary_history.json,2026-02-26 23:29:37,1,100,..\exp_1_control\full_eval\epoch_0100\summary.json,0.6502712479233742,0.3731396070833333,290.7709695258771,405.2762802982277,0.0,0.6209399672845999,290.7709695258771,405.2762802982277,0.0,0.6502712479233742,0.3731396070833333,290.7709695258771,405.2762802982277,0.0,0.6209399672845999,290.7709695258771,405.2762802982277,0.0,0.6502712479233742,100,..\exp_1_control\full_eval\epoch_0100\summary.json,0.3731396070833333,100,..\exp_1_control\full_eval\epoch_0100\summary.json,290.7709695258771,100,..\exp_1_control\full_eval\epoch_0100\summary.json,405.2762802982277,100,..\exp_1_control\full_eval\epoch_0100\summary.json,0.0,100,..\exp_1_control\full_eval\epoch_0100\summary.json,0.6209399672845999,100,..\exp_1_control\full_eval\epoch_0100\summary.json,290.7709695258771,100,..\exp_1_control\full_eval\epoch_0100\summary.json,405.2762802982277,100,..\exp_1_control\full_eval\epoch_0100\summary.json,0.0,100,..\exp_1_control\full_eval\epoch_0100\summary.json
exp_2_zero_id,exp,G:\GitHub\Latent_Style\Cycle-NCE\experiments\exp_2_zero_id\full_eval\summary_history.json,2026-02-27 01:44:52,1,100,..\exp_2_zero_id\full_eval\epoch_0100\summary.json,0.6509758176406225,0.38921050165000004,289.16228737229864,412.34168692380797,0.0,0.6282008486489454,289.16228737229864,412.34168692380797,0.0,0.6509758176406225,0.38921050165000004,289.16228737229864,412.34168692380797,0.0,0.6282008486489454,289.16228737229864,412.34168692380797,0.0,0.6509758176406225,100,..\exp_2_zero_id\full_eval\epoch_0100\summary.json,0.38921050165000004,100,..\exp_2_zero_id\full_eval\epoch_0100\summary.json,289.16228737229864,100,..\exp_2_zero_id\full_eval\epoch_0100\summary.json,412.34168692380797,100,..\exp_2_zero_id\full_eval\epoch_0100\summary.json,0.0,100,..\exp_2_zero_id\full_eval\epoch_0100\summary.json,0.6282008486489454,100,..\exp_2_zero_id\full_eval\epoch_0100\summary.json,289.16228737229864,100,..\exp_2_zero_id\full_eval\epoch_0100\summary.json,412.34168692380797,100,..\exp_2_zero_id\full_eval\epoch_0100\summary.json,0.0,100,..\exp_2_zero_id\full_eval\epoch_0100\summary.json
exp_3_macro_strokes,exp,G:\GitHub\Latent_Style\Cycle-NCE\experiments\exp_3_macro_strokes\full_eval\summary_history.json,2026-02-27 04:26:06,1,100,..\exp_3_macro_strokes\full_eval\epoch_0100\summary.json,0.648008402188619,0.35784621953333334,288.71370112725276,398.9806768780296,0.0,0.6156088327368101,288.71370112725276,398.9806768780296,0.0,0.648008402188619,0.35784621953333334,288.71370112725276,398.9806768780296,0.0,0.6156088327368101,288.71370112725276,398.9806768780296,0.0,0.648008402188619,100,..\exp_3_macro_strokes\full_eval\epoch_0100\summary.json,0.35784621953333334,100,..\exp_3_macro_strokes\full_eval\epoch_0100\summary.json,288.71370112725276,100,..\exp_3_macro_strokes\full_eval\epoch_0100\summary.json,398.9806768780296,100,..\exp_3_macro_strokes\full_eval\epoch_0100\summary.json,0.0,100,..\exp_3_macro_strokes\full_eval\epoch_0100\summary.json,0.6156088327368101,100,..\exp_3_macro_strokes\full_eval\epoch_0100\summary.json,288.71370112725276,100,..\exp_3_macro_strokes\full_eval\epoch_0100\summary.json,398.9806768780296,100,..\exp_3_macro_strokes\full_eval\epoch_0100\summary.json,0.0,100,..\exp_3_macro_strokes\full_eval\epoch_0100\summary.json
exp_4_zero_tv,exp,G:\GitHub\Latent_Style\Cycle-NCE\experiments\exp_4_zero_tv\full_eval\summary_history.json,2026-02-27 06:42:11,1,100,..\exp_4_zero_tv\full_eval\epoch_0100\summary.json,0.6493961105744044,0.3750534805833333,291.15313972862305,407.37692752108853,0.0,0.6187316596508026,291.15313972862305,407.37692752108853,0.0,0.6493961105744044,0.3750534805833333,291.15313972862305,407.37692752108853,0.0,0.6187316596508026,291.15313972862305,407.37692752108853,0.0,0.6493961105744044,100,..\exp_4_zero_tv\full_eval\epoch_0100\summary.json,0.3750534805833333,100,..\exp_4_zero_tv\full_eval\epoch_0100\summary.json,291.15313972862305,100,..\exp_4_zero_tv\full_eval\epoch_0100\summary.json,407.37692752108853,100,..\exp_4_zero_tv\full_eval\epoch_0100\summary.json,0.0,100,..\exp_4_zero_tv\full_eval\epoch_0100\summary.json,0.6187316596508026,100,..\exp_4_zero_tv\full_eval\epoch_0100\summary.json,291.15313972862305,100,..\exp_4_zero_tv\full_eval\epoch_0100\summary.json,407.37692752108853,100,..\exp_4_zero_tv\full_eval\epoch_0100\summary.json,0.0,100,..\exp_4_zero_tv\full_eval\epoch_0100\summary.json
