experiment_id,group,summary_history_path,updated_at,num_rounds,latest_epoch,latest_summary_path,latest_transfer_clip_style,latest_transfer_content_lpips,latest_transfer_fid,latest_transfer_art_fid,latest_transfer_classifier_acc,latest_photo_to_art_clip_style,latest_photo_to_art_fid,latest_photo_to_art_art_fid,latest_photo_to_art_classifier_acc,mean_transfer_clip_style,mean_transfer_content_lpips,mean_transfer_fid,mean_transfer_art_fid,mean_transfer_classifier_acc,mean_photo_to_art_clip_style,mean_photo_to_art_fid,mean_photo_to_art_art_fid,mean_photo_to_art_classifier_acc,best_transfer_clip_style,best_transfer_clip_style_epoch,best_transfer_clip_style_summary_path,best_transfer_content_lpips,best_transfer_content_lpips_epoch,best_transfer_content_lpips_summary_path,best_transfer_fid,best_transfer_fid_epoch,best_transfer_fid_summary_path,best_transfer_art_fid,best_transfer_art_fid_epoch,best_transfer_art_fid_summary_path,best_transfer_classifier_acc,best_transfer_classifier_acc_epoch,best_transfer_classifier_acc_summary_path,best_photo_to_art_clip_style,best_photo_to_art_clip_style_epoch,best_photo_to_art_clip_style_summary_path,best_photo_to_art_fid,best_photo_to_art_fid_epoch,best_photo_to_art_fid_summary_path,best_photo_to_art_art_fid,best_photo_to_art_art_fid_epoch,best_photo_to_art_art_fid_summary_path,best_photo_to_art_classifier_acc,best_photo_to_art_classifier_acc_epoch,best_photo_to_art_classifier_acc_summary_path
exp_5_signal_overdrive,exp,G:\GitHub\Latent_Style\Cycle-NCE\experiments\exp_5_signal_overdrive\full_eval\summary_history.json,2026-02-27 08:57:38,1,100,..\exp_5_signal_overdrive\full_eval\epoch_0100\summary.json,0.6548233059048654,0.3927676343333333,295.4506486552146,421.8789311142484,0.0,0.6273086316883565,295.4506486552146,421.8789311142484,0.0,0.6548233059048654,0.3927676343333333,295.4506486552146,421.8789311142484,0.0,0.6273086316883565,295.4506486552146,421.8789311142484,0.0,0.6548233059048654,100,..\exp_5_signal_overdrive\full_eval\epoch_0100\summary.json,0.3927676343333333,100,..\exp_5_signal_overdrive\full_eval\epoch_0100\summary.json,295.4506486552146,100,..\exp_5_signal_overdrive\full_eval\epoch_0100\summary.json,421.8789311142484,100,..\exp_5_signal_overdrive\full_eval\epoch_0100\summary.json,0.0,100,..\exp_5_signal_overdrive\full_eval\epoch_0100\summary.json,0.6273086316883565,100,..\exp_5_signal_overdrive\full_eval\epoch_0100\summary.json,295.4506486552146,100,..\exp_5_signal_overdrive\full_eval\epoch_0100\summary.json,421.8789311142484,100,..\exp_5_signal_overdrive\full_eval\epoch_0100\summary.json,0.0,100,..\exp_5_signal_overdrive\full_eval\epoch_0100\summary.json
exp_G1_edge_rush,exp,G:\GitHub\Latent_Style\Cycle-NCE\experiments\exp_G1_edge_rush\full_eval\summary_history.json,2026-03-02 23:30:34,3,150,..\exp_G1_edge_rush\full_eval\epoch_0150\summary.json,0.6660482574005921,0.3908338524666667,284.62518569914903,400.8148225858752,0.0,0.6322051944832008,284.62518569914903,400.8148225858752,0.0,0.6661983336342706,0.38882300965,283.7498406210592,400.18174578068897,0.0,0.6331820574071673,283.7498406210592,400.18174578068897,0.0,0.6669374526043734,120,..\exp_G1_edge_rush\full_eval\epoch_0120\summary.json,0.38031674246666664,60,..\exp_G1_edge_rush\full_eval\epoch_0060\summary.json,282.9816016883981,60,..\exp_G1_edge_rush\full_eval\epoch_0060\summary.json,399.12288621391826,60,..\exp_G1_edge_rush\full_eval\epoch_0060\summary.json,0.0,60,..\exp_G1_edge_rush\full_eval\epoch_0060\summary.json,0.6343919972578684,120,..\exp_G1_edge_rush\full_eval\epoch_0120\summary.json,282.9816016883981,60,..\exp_G1_edge_rush\full_eval\epoch_0060\summary.json,399.12288621391826,60,..\exp_G1_edge_rush\full_eval\epoch_0060\summary.json,0.0,60,..\exp_G1_edge_rush\full_eval\epoch_0060\summary.json
exp_S1_zero_id,exp,G:\GitHub\Latent_Style\Cycle-NCE\experiments\exp_S1_zero_id\full_eval\summary_history.json,2026-03-03 05:33:42,1,150,..\exp_S1_zero_id\full_eval\epoch_0150\summary.json,0.7208060079813003,0.6248659133,345.5292298574435,575.9916835552482,0.0,0.722547350327174,345.5292298574435,575.9916835552482,0.0,0.7208060079813003,0.6248659133,345.5292298574435,575.9916835552482,0.0,0.722547350327174,345.5292298574435,575.9916835552482,0.0,0.7208060079813003,150,..\exp_S1_zero_id\full_eval\epoch_0150\summary.json,0.6248659133,150,..\exp_S1_zero_id\full_eval\epoch_0150\summary.json,345.5292298574435,150,..\exp_S1_zero_id\full_eval\epoch_0150\summary.json,575.9916835552482,150,..\exp_S1_zero_id\full_eval\epoch_0150\summary.json,0.0,150,..\exp_S1_zero_id\full_eval\epoch_0150\summary.json,0.722547350327174,150,..\exp_S1_zero_id\full_eval\epoch_0150\summary.json,345.5292298574435,150,..\exp_S1_zero_id\full_eval\epoch_0150\summary.json,575.9916835552482,150,..\exp_S1_zero_id\full_eval\epoch_0150\summary.json,0.0,150,..\exp_S1_zero_id\full_eval\epoch_0150\summary.json
exp_S2_color_blind,exp,G:\GitHub\Latent_Style\Cycle-NCE\experiments\exp_S2_color_blind\full_eval\summary_history.json,2026-03-03 08:24:47,1,150,..\exp_S2_color_blind\full_eval\epoch_0150\summary.json,0.7022627408802509,0.5441855823333334,328.82141429889913,524.0720578842235,0.0,0.6966058348615964,328.82141429889913,524.0720578842235,0.0,0.7022627408802509,0.5441855823333334,328.82141429889913,524.0720578842235,0.0,0.6966058348615964,328.82141429889913,524.0720578842235,0.0,0.7022627408802509,150,..\exp_S2_color_blind\full_eval\epoch_0150\summary.json,0.5441855823333334,150,..\exp_S2_color_blind\full_eval\epoch_0150\summary.json,328.82141429889913,150,..\exp_S2_color_blind\full_eval\epoch_0150\summary.json,524.0720578842235,150,..\exp_S2_color_blind\full_eval\epoch_0150\summary.json,0.0,150,..\exp_S2_color_blind\full_eval\epoch_0150\summary.json,0.6966058348615964,150,..\exp_S2_color_blind\full_eval\epoch_0150\summary.json,328.82141429889913,150,..\exp_S2_color_blind\full_eval\epoch_0150\summary.json,524.0720578842235,150,..\exp_S2_color_blind\full_eval\epoch_0150\summary.json,0.0,150,..\exp_S2_color_blind\full_eval\epoch_0150\summary.json
final_demodulation,final,G:\GitHub\Latent_Style\Cycle-NCE\experiments\final_demodulation\full_eval\summary_history.json,2026-03-03 21:29:54,2,80,..\final_demodulation\full_eval\epoch_0080\summary.json,0.6986483848094941,0.7188968239333333,456.81669076252376,798.874966967107,0.0,0.6956543842951457,456.81669076252376,798.874966967107,0.0,0.7062679090102515,0.709010611425,429.0845068086249,747.2836341219057,0.0,0.7018133600552877,429.0845068086249,747.2836341219057,0.0,0.7138874332110088,40,..\final_demodulation\full_eval\epoch_0040\summary.json,0.6991243989166667,40,..\final_demodulation\full_eval\epoch_0040\summary.json,401.352322854726,40,..\final_demodulation\full_eval\epoch_0040\summary.json,695.6923012767045,40,..\final_demodulation\full_eval\epoch_0040\summary.json,0.0,40,..\final_demodulation\full_eval\epoch_0040\summary.json,0.7079723358154297,40,..\final_demodulation\full_eval\epoch_0040\summary.json,401.352322854726,40,..\final_demodulation\full_eval\epoch_0040\summary.json,695.6923012767045,40,..\final_demodulation\full_eval\epoch_0040\summary.json,0.0,40,..\final_demodulation\full_eval\epoch_0040\summary.json
G0-Base-Gain0.5,G0,G:\GitHub\Latent_Style\Cycle-NCE\experiments\G0-Base-Gain0.5\full_eval\summary_history.json,2026-03-06 23:52:17,2,80,..\G0-Base-Gain0.5\full_eval\epoch_0080\summary.json,0.7022560980916023,0.5300168206833333,300.888925144769,466.045128165566,0.4,0.6839674378434818,300.888925144769,466.045128165566,0.13333333333333333,0.7023633205393951,0.5281635727666667,307.2143769660893,476.4387570429142,0.39416666666666667,0.683925424516201,307.2143769660893,476.4387570429142,0.125,0.7024705429871878,40,..\G0-Base-Gain0.5\full_eval\epoch_0040\summary.json,0.52631032485,40,..\G0-Base-Gain0.5\full_eval\epoch_0040\summary.json,300.888925144769,80,..\G0-Base-Gain0.5\full_eval\epoch_0080\summary.json,466.045128165566,80,..\G0-Base-Gain0.5\full_eval\epoch_0080\summary.json,0.4,80,..\G0-Base-Gain0.5\full_eval\epoch_0080\summary.json,0.6839674378434818,80,..\G0-Base-Gain0.5\full_eval\epoch_0080\summary.json,300.888925144769,80,..\G0-Base-Gain0.5\full_eval\epoch_0080\summary.json,466.045128165566,80,..\G0-Base-Gain0.5\full_eval\epoch_0080\summary.json,0.13333333333333333,80,..\G0-Base-Gain0.5\full_eval\epoch_0080\summary.json
inject_I0_all_open,inject,G:\GitHub\Latent_Style\Cycle-NCE\experiments\inject_I0_all_open\full_eval\summary_history.json,2026-03-04 20:50:46,2,80,..\inject_I0_all_open\full_eval\epoch_0080\summary.json,0.6903006587922572,0.4956928909499999,316.85983394421766,490.58006463918076,0.0,0.6788897136847178,316.85983394421766,490.58006463918076,0.0,0.6900140437483786,0.4977445703333333,313.56033965867994,486.9753919994689,0.0,0.6800427484015624,313.56033965867994,486.9753919994689,0.0,0.6903006587922572,80,..\inject_I0_all_open\full_eval\epoch_0080\summary.json,0.4956928909499999,80,..\inject_I0_all_open\full_eval\epoch_0080\summary.json,310.2608453731423,40,..\inject_I0_all_open\full_eval\epoch_0040\summary.json,483.370719359757,40,..\inject_I0_all_open\full_eval\epoch_0040\summary.json,0.0,40,..\inject_I0_all_open\full_eval\epoch_0040\summary.json,0.681195783118407,40,..\inject_I0_all_open\full_eval\epoch_0040\summary.json,310.2608453731423,40,..\inject_I0_all_open\full_eval\epoch_0040\summary.json,483.370719359757,40,..\inject_I0_all_open\full_eval\epoch_0040\summary.json,0.0,40,..\inject_I0_all_open\full_eval\epoch_0040\summary.json
inject_I1_body_only,inject,G:\GitHub\Latent_Style\Cycle-NCE\experiments\inject_I1_body_only\full_eval\summary_history.json,2026-03-04 23:31:44,2,80,..\inject_I1_body_only\full_eval\epoch_0080\summary.json,0.6857520479957262,0.48556482406666673,312.47890117561224,481.0345104572938,0.0,0.6745220959186553,312.47890117561224,481.0345104572938,0.0,0.6854557605336109,0.48861637550000003,309.9322505974231,479.65905657240137,0.0,0.6747450811167558,309.9322505974231,479.65905657240137,0.0,0.6857520479957262,80,..\inject_I1_body_only\full_eval\epoch_0080\summary.json,0.48556482406666673,80,..\inject_I1_body_only\full_eval\epoch_0080\summary.json,307.38560001923395,40,..\inject_I1_body_only\full_eval\epoch_0040\summary.json,478.2836026875089,40,..\inject_I1_body_only\full_eval\epoch_0040\summary.json,0.0,40,..\inject_I1_body_only\full_eval\epoch_0040\summary.json,0.6749680663148563,40,..\inject_I1_body_only\full_eval\epoch_0040\summary.json,307.38560001923395,40,..\inject_I1_body_only\full_eval\epoch_0040\summary.json,478.2836026875089,40,..\inject_I1_body_only\full_eval\epoch_0040\summary.json,0.0,40,..\inject_I1_body_only\full_eval\epoch_0040\summary.json
inject_I2_hires_decoder_only,inject,G:\GitHub\Latent_Style\Cycle-NCE\experiments\inject_I2_hires_decoder_only\full_eval\summary_history.json,2026-03-05 02:04:43,2,80,..\inject_I2_hires_decoder_only\full_eval\epoch_0080\summary.json,0.6898021767536798,0.4961005760166666,315.605792590218,488.27053408394397,0.0,0.6761536399523417,315.605792590218,488.27053408394397,0.0,0.6887981292357046,0.4948453994166666,312.7462890716934,484.4705275022541,0.0,0.6747579259177049,312.7462890716934,484.4705275022541,0.0,0.6898021767536798,80,..\inject_I2_hires_decoder_only\full_eval\epoch_0080\summary.json,0.49359022281666665,40,..\inject_I2_hires_decoder_only\full_eval\epoch_0040\summary.json,309.8867855531688,40,..\inject_I2_hires_decoder_only\full_eval\epoch_0040\summary.json,480.6705209205641,40,..\inject_I2_hires_decoder_only\full_eval\epoch_0040\summary.json,0.0,40,..\inject_I2_hires_decoder_only\full_eval\epoch_0040\summary.json,0.6761536399523417,80,..\inject_I2_hires_decoder_only\full_eval\epoch_0080\summary.json,309.8867855531688,40,..\inject_I2_hires_decoder_only\full_eval\epoch_0040\summary.json,480.6705209205641,40,..\inject_I2_hires_decoder_only\full_eval\epoch_0040\summary.json,0.0,40,..\inject_I2_hires_decoder_only\full_eval\epoch_0040\summary.json
inject_I3_progressive_1_05_01,inject,G:\GitHub\Latent_Style\Cycle-NCE\experiments\inject_I3_progressive_1_05_01\full_eval\summary_history.json,2026-03-05 04:37:42,2,80,..\inject_I3_progressive_1_05_01\full_eval\epoch_0080\summary.json,0.6892852522432803,0.49236751329999995,313.60572438819804,485.6560475399003,0.0,0.6776228164633115,313.60572438819804,485.6560475399003,0.0,0.6880568496634563,0.4951679489333333,311.8636942007964,484.9798853713544,0.0,0.6788679520289103,311.8636942007964,484.9798853713544,0.0,0.6892852522432803,80,..\inject_I3_progressive_1_05_01\full_eval\epoch_0080\summary.json,0.49236751329999995,80,..\inject_I3_progressive_1_05_01\full_eval\epoch_0080\summary.json,310.1216640133947,40,..\inject_I3_progressive_1_05_01\full_eval\epoch_0040\summary.json,484.3037232028084,40,..\inject_I3_progressive_1_05_01\full_eval\epoch_0040\summary.json,0.0,40,..\inject_I3_progressive_1_05_01\full_eval\epoch_0040\summary.json,0.6801130875945092,40,..\inject_I3_progressive_1_05_01\full_eval\epoch_0040\summary.json,310.1216640133947,40,..\inject_I3_progressive_1_05_01\full_eval\epoch_0040\summary.json,484.3037232028084,40,..\inject_I3_progressive_1_05_01\full_eval\epoch_0040\summary.json,0.0,40,..\inject_I3_progressive_1_05_01\full_eval\epoch_0040\summary.json
