experiment_id,epoch,source_file,updated_at,transfer_clip_style,transfer_clip_content,transfer_content_lpips,transfer_fid,transfer_art_fid,transfer_classifier_acc,photo_to_art_clip_style,photo_to_art_clip_content,photo_to_art_fid,photo_to_art_art_fid,photo_to_art_classifier_acc,summary_path
color_01_adain_wc2_tv05_r16_e60,60,G:\GitHub\Latent_Style\Cycle-NCE\color_01_adain_wc2_tv05_r16_e60\full_eval\epoch_0060\summary.json,2026-03-20 21:20:13,0.6873889809449514,0.8416284534,0.42451384931999997,280.3794534301758,402.84932035870673,0.0,0.6365197631220023,0.7973851865,296.7795944213867,444.12661258881235,0.0,G:\GitHub\Latent_Style\Cycle-NCE\color_01_adain_wc2_tv05_r16_e60\full_eval\epoch_0060\summary.json
color_01_adain_wc2_tv05_r16_e60,60,G:\GitHub\Latent_Style\Cycle-NCE\color_01_adain_wc2_tv05_r16_e60\full_eval\epoch_0060_tokenized\summary.json,2026-03-21 01:41:12,0.69527358909448,0.8471825548533335,0.40330481214,296.9515380859375,435.8505859007554,0.0,0.6423109014829,0.8104203390000001,296.9515380859375,435.8505859007554,0.0,G:\GitHub\Latent_Style\Cycle-NCE\color_01_adain_wc2_tv05_r16_e60\full_eval\epoch_0060_tokenized\summary.json
color_ablation_exp4_dimtest_latent_adain_wc2_tv05_r16_e60,30,G:\GitHub\Latent_Style\Cycle-NCE\src\color_ablation_exp4_dimtest_latent_adain_wc2_tv05_r16_e60\full_eval\epoch_0030\summary.json,2026-03-21 22:26:55,0.6682073510189851,0.8374684186166667,0.43387827055,,,0.0,0.645045912762483,0.8163571155,,,0.0,G:\GitHub\Latent_Style\Cycle-NCE\src\color_ablation_exp4_dimtest_latent_adain_wc2_tv05_r16_e60\full_eval\epoch_0030\summary.json
color_ablation_exp3_stress_pseudo_adain_wc5_tv05_r16_e60,30,G:\GitHub\Latent_Style\Cycle-NCE\src\color_ablation_exp3_stress_pseudo_adain_wc5_tv05_r16_e60\full_eval\epoch_0030\summary.json,2026-03-21 20:44:09,0.668605401366949,0.8347024529999999,0.43409688761666676,,,0.0,0.6420750538508098,0.8143021193333333,,,0.0,G:\GitHub\Latent_Style\Cycle-NCE\src\color_ablation_exp3_stress_pseudo_adain_wc5_tv05_r16_e60\full_eval\epoch_0030\summary.json
color_ablation_exp3_stress_pseudo_adain_wc5_tv05_r16_e60,60,G:\GitHub\Latent_Style\Cycle-NCE\src\color_ablation_exp3_stress_pseudo_adain_wc5_tv05_r16_e60\full_eval\epoch_0060\summary.json,2026-03-21 21:34:29,0.66952180052797,0.8294179991166667,0.43222366609999996,,,0.0,0.6492737198869387,0.80210161825,,,0.0,G:\GitHub\Latent_Style\Cycle-NCE\src\color_ablation_exp3_stress_pseudo_adain_wc5_tv05_r16_e60\full_eval\epoch_0060\summary.json
color_ablation_exp2_tv_off_pseudo_adain_wc2_tv00_r16_e60,30,G:\GitHub\Latent_Style\Cycle-NCE\src\color_ablation_exp2_tv_off_pseudo_adain_wc2_tv00_r16_e60\full_eval\epoch_0030\summary.json,2026-03-21 19:02:28,0.6748902309934298,0.8168740807666668,0.4538307609333333,,,0.0,0.6509406859676043,0.7960726764166666,,,0.0,G:\GitHub\Latent_Style\Cycle-NCE\src\color_ablation_exp2_tv_off_pseudo_adain_wc2_tv00_r16_e60\full_eval\epoch_0030\summary.json
color_ablation_exp2_tv_off_pseudo_adain_wc2_tv00_r16_e60,60,G:\GitHub\Latent_Style\Cycle-NCE\src\color_ablation_exp2_tv_off_pseudo_adain_wc2_tv00_r16_e60\full_eval\epoch_0060\summary.json,2026-03-21 19:53:11,0.6818219749629497,0.7917552332333334,0.4675194286500002,,,0.0,0.6571728671590487,0.772153013,,,0.0,G:\GitHub\Latent_Style\Cycle-NCE\src\color_ablation_exp2_tv_off_pseudo_adain_wc2_tv00_r16_e60\full_eval\epoch_0060\summary.json
color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60,20,G:\GitHub\Latent_Style\Cycle-NCE\src\color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60\full_eval\epoch_0020\summary.json,2026-03-21 16:17:50,0.6624687772492568,0.8461081779833333,0.41818843398333333,,,0.0,0.639399445305268,0.8270049428333333,,,0.0,G:\GitHub\Latent_Style\Cycle-NCE\src\color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60\full_eval\epoch_0020\summary.json
color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60,40,G:\GitHub\Latent_Style\Cycle-NCE\src\color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60\full_eval\epoch_0040\summary.json,2026-03-21 16:51:03,0.663061557362477,0.8364677520166666,0.4211159500166667,,,0.0,0.6383069102962811,0.8197569451666665,,,0.0,G:\GitHub\Latent_Style\Cycle-NCE\src\color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60\full_eval\epoch_0040\summary.json
color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60,60,G:\GitHub\Latent_Style\Cycle-NCE\src\color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60\full_eval\epoch_0060\summary.json,2026-03-21 18:10:41,0.6681371039648851,0.8304991071333333,0.4308718982166667,,,0.0,0.6471993197997411,0.8055559001666666,,,0.0,G:\GitHub\Latent_Style\Cycle-NCE\src\color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60\full_eval\epoch_0060\summary.json
abl_no_residual,40,G:\GitHub\Latent_Style\Cycle-NCE\src\abl_no_residual\full_eval\epoch_0040\summary.json,2026-03-19 04:03:06,0.6285932735105356,0.9039183103000001,0.2966944365333334,286.4353868093478,372.4162687477615,0.0,0.5788888116677602,0.90545736525,286.4353868093478,372.4162687477615,0.0,G:\GitHub\Latent_Style\Cycle-NCE\src\abl_no_residual\full_eval\epoch_0040\summary.json
abl_no_residual,80,G:\GitHub\Latent_Style\Cycle-NCE\src\abl_no_residual\full_eval\epoch_0080\summary.json,2026-03-19 05:07:53,0.6285974740982055,0.9039970552833333,0.2965136992433333,286.488500279911,372.43986726483,0.0,0.5794123634696007,0.9055035564166667,286.488500279911,372.43986726483,0.0,G:\GitHub\Latent_Style\Cycle-NCE\src\abl_no_residual\full_eval\epoch_0080\summary.json
