experiment_id,epoch,source_file,updated_at,all_clip_style,all_clip_content,all_content_lpips,all_fid,all_art_fid,all_classifier_acc,transfer_clip_style,transfer_clip_content,transfer_content_lpips,transfer_fid,transfer_art_fid,transfer_classifier_acc,photo_to_art_clip_style,photo_to_art_clip_content,photo_to_art_fid,photo_to_art_art_fid,photo_to_art_classifier_acc,summary_path
ca_pram_final_10_dim96_tok128,40,G:\GitHub\Latent_Style\Cycle-NCE\ca_pram\ca_pram_final_10_dim96_tok128\full_eval\epoch_0040\summary.json,2026-03-28 18:57:03,0.6878886326154072,0.8490809697200001,0.4128007492533333,283.51433227539064,288.8972293838329,0.28533333333333327,0.6586561368902524,0.8418476522666667,0.4247581230666667,310.8147567749023,309.5059970240144,0.11833333333333333,0.6284987789889177,0.8174791710833333,300.06876373291016,338.00942332984545,0.175,G:\GitHub\Latent_Style\Cycle-NCE\ca_pram\ca_pram_final_10_dim96_tok128\full_eval\epoch_0040\summary.json
ca_pram_final_1_lr4_id35_swd60_c5,40,G:\GitHub\Latent_Style\Cycle-NCE\ca_pram\ca_pram_final_1_lr4_id35_swd60_c5\full_eval\epoch_0040\summary.json,2026-03-28 18:52:29,0.6869929819107057,0.8517338645199999,0.4163309504666667,276.64229675292967,285.58125904316375,0.272,0.6570136094093322,0.8427892880833333,0.43009280913333336,306.51952133178713,309.9404754321006,0.10833333333333332,0.6325594494740168,0.801289446,295.9846649169922,343.1611179473953,0.175,G:\GitHub\Latent_Style\Cycle-NCE\ca_pram\ca_pram_final_1_lr4_id35_swd60_c5\full_eval\epoch_0040\summary.json
ca_pram_final_10_dim96_tok128,80,G:\GitHub\Latent_Style\Cycle-NCE\ca_pram\ca_pram_final_10_dim96_tok128\full_eval\epoch_0080\summary.json,2026-03-28 19:02:23,0.6906224430004755,0.8332458493733332,0.44122343788,285.4014190673828,298.59941530257584,0.28,0.6628617327908674,0.8237496115333333,0.4576354540166666,312.82167663574216,320.31844263139794,0.12500000000000003,0.6371143405636152,0.79772401325,303.19224548339844,349.58412763653644,0.18333333333333332,G:\GitHub\Latent_Style\Cycle-NCE\ca_pram\ca_pram_final_10_dim96_tok128\full_eval\epoch_0080\summary.json
ca_pram_final_11_dim128_tok128,80,G:\GitHub\Latent_Style\Cycle-NCE\ca_pram\ca_pram_final_11_dim128_tok128\full_eval\epoch_0080\summary.json,2026-03-28 19:06:43,0.6935276718139649,0.8210674285200001,0.44327790276,283.59172454833987,301.40259884955816,0.2773333333333333,0.6667397888501485,0.8084707627166665,0.46138094685,312.12129669189454,325.64120688451567,0.11666666666666667,0.6380404961605867,0.7939565741666665,302.7901077270508,358.79556757545635,0.16666666666666666,G:\GitHub\Latent_Style\Cycle-NCE\ca_pram\ca_pram_final_11_dim128_tok128\full_eval\epoch_0080\summary.json
ca_pram_final_12_base_ref,80,G:\GitHub\Latent_Style\Cycle-NCE\ca_pram\ca_pram_final_12_base_ref\full_eval\epoch_0080\summary.json,2026-03-28 19:11:07,0.6911785141626993,0.83103905264,0.4400083312933334,284.83299072265623,299.115195283539,0.27466666666666667,0.6628245667616526,0.8213972148000002,0.45600800865,311.508829498291,320.1668217858176,0.11666666666666665,0.6330411362151305,0.8001573669166666,303.0316505432129,361.0307712867494,0.15833333333333333,G:\GitHub\Latent_Style\Cycle-NCE\ca_pram\ca_pram_final_12_base_ref\full_eval\epoch_0080\summary.json
ca_pram_final_2_lr5_id30_swd80_c2,80,G:\GitHub\Latent_Style\Cycle-NCE\ca_pram\ca_pram_final_2_lr5_id30_swd80_c2\full_eval\epoch_0080\summary.json,2026-03-28 19:15:53,0.692586636821429,0.8188254386400001,0.4525143237733334,283.20292602539064,297.50673040466774,0.27066666666666667,0.6646901293098926,0.8038331823833333,0.4737111073666667,314.1247756958008,324.52541864952974,0.10499999999999998,0.6479581492642561,0.775006042,301.3818054199219,360.9123723950844,0.15,G:\GitHub\Latent_Style\Cycle-NCE\ca_pram\ca_pram_final_2_lr5_id30_swd80_c2\full_eval\epoch_0080\summary.json
ca_pram_final_3_lr6_id25_swd60_c5,40,G:\GitHub\Latent_Style\Cycle-NCE\ca_pram\ca_pram_final_3_lr6_id25_swd60_c5\full_eval\epoch_0040\summary.json,2026-03-28 19:20:25,0.685861006617546,0.8523639303466666,0.41585052292,276.38801544189454,287.5639870904856,0.27466666666666667,0.6554197316865127,0.8428681920499999,0.43000930979999996,306.3970611572266,312.89849793123665,0.11166666666666666,0.6285434102018674,0.8134608245833334,293.38854217529297,340.493439556382,0.15833333333333333,G:\GitHub\Latent_Style\Cycle-NCE\ca_pram\ca_pram_final_3_lr6_id25_swd60_c5\full_eval\epoch_0040\summary.json
ca_pram_final_3_lr6_id25_swd60_c5,80,G:\GitHub\Latent_Style\Cycle-NCE\ca_pram\ca_pram_final_3_lr6_id25_swd60_c5\full_eval\epoch_0080\summary.json,2026-03-28 19:24:56,0.6945102042754492,0.8073142965733333,0.4636839628666667,281.78087493896487,305.91397481110175,0.2733333333333334,0.6680972129603229,0.7918893807166667,0.48555243975,310.3455924987793,330.889220206131,0.12,0.6486434857050578,0.7651655744166667,294.80356216430664,362.60900332869517,0.15833333333333333,G:\GitHub\Latent_Style\Cycle-NCE\ca_pram\ca_pram_final_3_lr6_id25_swd60_c5\full_eval\epoch_0080\summary.json
ca_pram_final_4_lr8_id30_swd80_c2,40,G:\GitHub\Latent_Style\Cycle-NCE\ca_pram\ca_pram_final_4_lr8_id30_swd80_c2\full_eval\epoch_0040\summary.json,2026-03-28 19:29:29,0.6860588876406353,0.8509174646533333,0.4195552577866667,276.0085968017578,283.9421818558205,0.28400000000000003,0.6554852027694384,0.8418451098666667,0.4339845857833334,306.20078430175784,309.32171374630667,0.12333333333333334,0.632540104786555,0.8102945379166666,295.3716735839844,343.3583671742022,0.18333333333333332,G:\GitHub\Latent_Style\Cycle-NCE\ca_pram\ca_pram_final_4_lr8_id30_swd80_c2\full_eval\epoch_0040\summary.json
ca_pram_final_4_lr8_id30_swd80_c2,80,G:\GitHub\Latent_Style\Cycle-NCE\ca_pram\ca_pram_final_4_lr8_id30_swd80_c2\full_eval\epoch_0080\summary.json,2026-03-28 19:34:05,0.6928506106932957,0.8102007558400001,0.4645860583866666,285.2493041992187,304.8929166784749,0.27466666666666667,0.666002327054739,0.7942731689333334,0.48715164028333346,315.42959213256836,330.66836688730416,0.11333333333333333,0.6533482340474923,0.7542654950000001,306.4385108947754,373.5795703978814,0.15833333333333333,G:\GitHub\Latent_Style\Cycle-NCE\ca_pram\ca_pram_final_4_lr8_id30_swd80_c2\full_eval\epoch_0080\summary.json
