run_id,summary_path,timestamp,method,model_id,seed,size,steps,guidance,dtype,device,source_count,images_per_strength,total_elapsed_sec,strengths,styles,runs_count
sdedit_multi,G:\GitHub\Latent_Style\Related_Works\runs\sdedit_multi\summary.json,2026-03-07 13:12:08,sdedit,runwayml/stable-diffusion-v1-5,42,256,50,6.0,torch.float16,cuda,250,1250,1286.646470700005,"0.1,0.2,0.35,0.4","cezanne,Hayao,monet,photo,vangogh",4
