experiment_id,epoch,source_file,updated_at,all_clip_style,all_clip_content,all_content_lpips,all_fid,all_art_fid,all_classifier_acc,transfer_clip_style,transfer_clip_content,transfer_content_lpips,transfer_fid,transfer_art_fid,transfer_classifier_acc,photo_to_art_clip_style,photo_to_art_clip_content,photo_to_art_fid,photo_to_art_art_fid,photo_to_art_classifier_acc,﻿experiment_id,summary_path,transfer_clip_dir,photo_to_art_clip_dir,transfer_fid_baseline,transfer_delta_fid,transfer_delta_fid_ratio,photo_to_art_fid_baseline,photo_to_art_delta_fid,photo_to_art_delta_fid_ratio
ablate_A1_p7_id045_tv005,60,Y:\experiments\ablate_A1_p7_id045_tv005\full_eval\summary_history.json,2026-03-04 04:13:02,,,,,,,0.689244296103716,,0.48972012698333334,304.414080659088,467.2558836595762,0.0,0.6748146489262581,,304.414080659088,467.2558836595762,0.0,,..\ablate_A1_p7_id045_tv005\full_eval\epoch_0060\summary.json,,,,,,,,
ablate_A2_p11_id045_tv005,60,Y:\experiments\ablate_A2_p11_id045_tv005\full_eval\summary_history.json,2026-03-04 05:53:25,,,,,,,0.6887425909936429,,0.4841050721166667,301.9908537370726,464.10522917623064,0.0,0.6803647354245187,,301.9908537370726,464.10522917623064,0.0,,..\ablate_A2_p11_id045_tv005\full_eval\epoch_0060\summary.json,,,,,,,,
ablate_A3_p5_id030_tv005,60,Y:\experiments\ablate_A3_p5_id030_tv005\full_eval\summary_history.json,2026-03-04 07:36:26,,,,,,,0.6912175864974657,,0.5047980937500001,317.32324863199426,495.4050981167279,0.0,0.6821408346295358,,317.32324863199426,495.4050981167279,0.0,,..\ablate_A3_p5_id030_tv005\full_eval\epoch_0060\summary.json,,,,,,,,
ablate_A4_p5_id070_tv005,60,Y:\experiments\ablate_A4_p5_id070_tv005\full_eval\summary_history.json,2026-03-04 09:19:48,,,,,,,0.6877512326836586,,0.48253961836666664,316.9367386238072,487.7933393310908,0.0,0.6751083627343177,,316.9367386238072,487.7933393310908,0.0,,..\ablate_A4_p5_id070_tv005\full_eval\epoch_0060\summary.json,,,,,,,,
ablate_A5_p5_id045_tv003,60,Y:\experiments\ablate_A5_p5_id045_tv003\full_eval\summary_history.json,2026-03-04 11:05:40,,,,,,,0.6897283313175042,,0.4978160808666667,315.75341344229423,490.80804681942925,0.0,0.6786251614491144,,315.75341344229423,490.80804681942925,0.0,,..\ablate_A5_p5_id045_tv003\full_eval\epoch_0060\summary.json,,,,,,,,
ablate_M1-Aggressive-Fine,40,Y:\experiments\ablate_M1-Aggressive-Fine\full_eval\summary_history.json,2026-03-07 08:09:29,,,,,,,0.7090002346535524,,0.5713956280666667,315.35027979759224,503.1023836677565,0.46333333333333326,0.7000781853993734,,315.35027979759224,503.1023836677565,0.14166666666666666,,..\ablate_M1-Aggressive-Fine\full_eval\epoch_0040\summary.json,,,,,,,,
ablate_M1-Aggressive-Fine,80,Y:\experiments\ablate_M1-Aggressive-Fine\full_eval\summary_history.json,2026-03-07 08:09:29,,,,,,,0.712893564949433,,0.5905142940000001,313.48745907702573,505.49767113718895,0.4966666666666667,0.7095753570397695,,313.48745907702573,505.49767113718895,0.21666666666666665,,..\ablate_M1-Aggressive-Fine\full_eval\epoch_0080\summary.json,,,,,,,,
ablate_M1-Aggressive-Fine,120,Y:\experiments\ablate_M1-Aggressive-Fine\full_eval\summary_history.json,2026-03-07 08:09:29,,,,,,,0.7169979644318423,,0.5979536700666667,308.54567346957003,500.1326649563108,0.5616666666666666,0.7160460904240609,,308.54567346957003,500.1326649563108,0.34166666666666673,,..\ablate_M1-Aggressive-Fine\full_eval\epoch_0120\summary.json,,,,,,,,
ablate_M2-Smooth-Impasto,40,Y:\experiments\ablate_M2-Smooth-Impasto\full_eval\summary_history.json,2026-03-07 13:56:39,,,,,,,0.7082120690246423,,0.5548494145833334,306.35036894784787,485.66260183120073,0.4750000000000001,0.6951502695679664,,306.35036894784787,485.66260183120073,0.19999999999999998,,..\ablate_M2-Smooth-Impasto\full_eval\epoch_0040\summary.json,,,,,,,,
ablate_M2-Smooth-Impasto,80,Y:\experiments\ablate_M2-Smooth-Impasto\full_eval\summary_history.json,2026-03-07 13:56:39,,,,,,,0.7065345987677574,,0.5794628082833333,315.3713973819932,505.87249620522766,0.5,0.699214302500089,,315.3713973819932,505.87249620522766,0.2333333333333333,,..\ablate_M2-Smooth-Impasto\full_eval\epoch_0080\summary.json,,,,,,,,
